year,month,rank_ME,rank_SUE_6,nstocks,ret_vw
1969,4,3,5,148,2.0348
1969,5,1,1,137,-1.6028
1969,5,1,2,122,-0.8504
1969,5,1,3,89,-1.1719
1969,5,1,4,88,-1.1177
1969,5,1,5,94,-1.3842
1969,5,2,1,80,-0.5157
1969,5,2,2,109,-0.7031
1969,5,2,3,92,-0.2680
1969,5,2,4,101,-1.0787
1969,5,2,5,90,0.1210
1969,5,3,1,186,1.8555
1969,5,3,2,187,-0.5936
1969,5,3,3,223,0.7535
1969,5,3,4,202,0.2346
1969,5,3,5,185,0.0032
1969,6,1,1,149,-13.2505
1969,6,1,2,139,-12.2541
1969,6,1,3,102,-12.2091
1969,6,1,4,95,-12.8470
1969,6,1,5,96,-11.3308
1969,6,2,1,82,-9.7539
1969,6,2,2,111,-9.7643
1969,6,2,3,94,-10.4357
1969,6,2,4,103,-11.0475
1969,6,2,5,95,-8.9004
1969,6,3,1,187,-6.1334
1969,6,3,2,190,-6.9675
1969,6,3,3,226,-5.4456
1969,6,3,4,208,-5.7486
1969,6,3,5,185,-4.1712
1969,7,1,1,143,-11.3192
1969,7,1,2,142,-9.6925
1969,7,1,3,102,-11.2408
1969,7,1,4,88,-10.9908
1969,7,1,5,88,-8.1011
1969,7,2,1,73,-10.3912
1969,7,2,2,96,-8.2425
1969,7,2,3,85,-7.9880
1969,7,2,4,92,-7.8008
1969,7,2,5,85,-7.3356
1969,7,3,1,156,-6.6035
1969,7,3,2,152,-7.3178
1969,7,3,3,181,-5.8850
1969,7,3,4,173,-4.8617
1969,7,3,5,156,-5.5858
1969,8,1,1,184,1.6730
1969,8,1,2,205,4.3340
1969,8,1,3,156,4.6721
1969,8,1,4,121,6.1360
1969,8,1,5,109,5.3930
1969,8,2,1,89,5.3928
1969,8,2,2,126,4.7655
1969,8,2,3,108,6.1114
1969,8,2,4,124,6.6258
1969,8,2,5,98,6.4422
1969,8,3,1,182,4.3528
1969,8,3,2,193,3.7566
1969,8,3,3,221,3.3940
1969,8,3,4,212,4.6002
1969,8,3,5,192,6.2070
1969,9,1,1,193,-4.0338
1969,9,1,2,212,-3.6640
1969,9,1,3,164,-4.6813
1969,9,1,4,128,-4.7699
1969,9,1,5,113,-4.1022
1969,9,2,1,90,-0.9792
1969,9,2,2,125,-1.1277
1969,9,2,3,110,0.0183
1969,9,2,4,127,-1.2961
1969,9,2,5,102,0.3459
1969,9,3,1,181,-4.9255
1969,9,3,2,196,-2.1049
1969,9,3,3,223,-1.6932
1969,9,3,4,217,-2.1400
1969,9,3,5,195,-2.4233
1969,10,1,1,191,9.5951
1969,10,1,2,207,9.8485
1969,10,1,3,168,10.6821
1969,10,1,4,113,10.2982
1969,10,1,5,102,11.9244
1969,10,2,1,77,8.1149
1969,10,2,2,115,7.8158
1969,10,2,3,103,8.2607
1969,10,2,4,112,6.6390
1969,10,2,5,92,5.9262
1969,10,3,1,159,4.1207
1969,10,3,2,156,6.3517
1969,10,3,3,185,4.3193
1969,10,3,4,183,4.8531
1969,10,3,5,177,5.2452
1969,11,1,1,233,-7.5012
1969,11,1,2,256,-7.1328
1969,11,1,3,206,-6.8551
1969,11,1,4,143,-6.0994
1969,11,1,5,122,-6.1368
1969,11,2,1,110,-7.2480
1969,11,2,2,138,-5.9506
1969,11,2,3,129,-4.2318
1969,11,2,4,131,-4.7485
1969,11,2,5,105,-3.6115
1969,11,3,1,182,-4.0430
1969,11,3,2,194,-4.0386
1969,11,3,3,220,-3.2641
1969,11,3,4,229,-2.9221
1969,11,3,5,218,-2.0407
1969,12,1,1,234,-10.4272
1969,12,1,2,263,-8.6518
1969,12,1,3,217,-7.5775
1969,12,1,4,150,-6.7599
1969,12,1,5,125,-4.7836
1969,12,2,1,115,-6.6695
1969,12,2,2,135,-6.8927
1969,12,2,3,129,-3.7374
1969,12,2,4,137,-4.8094
1969,12,2,5,108,-2.6456
1969,12,3,1,180,-3.6078
1969,12,3,2,201,-3.1984
1969,12,3,3,220,-2.3498
1969,12,3,4,231,-2.1334
1969,12,3,5,220,0.8217
1970,1,1,1,209,-1.9132
1970,1,1,2,230,-0.4070
1970,1,1,3,195,-2.1815
1970,1,1,4,133,-2.5094
1970,1,1,5,96,-5.0311
1970,1,2,1,115,-5.7091
1970,1,2,2,110,-5.4779
1970,1,2,3,114,-4.6779
1970,1,2,4,117,-5.0201
1970,1,2,5,86,-8.3642
1970,1,3,1,137,-8.9926
1970,1,3,2,159,-8.2586
1970,1,3,3,182,-7.0307
1970,1,3,4,183,-8.0734
1970,1,3,5,193,-7.3460
1970,2,1,1,242,1.5944
1970,2,1,2,262,3.2449
1970,2,1,3,221,2.6037
1970,2,1,4,167,4.5543
1970,2,1,5,133,3.6790
1970,2,2,1,135,3.0434
1970,2,2,2,134,5.0402
1970,2,2,3,128,3.8914
1970,2,2,4,141,3.6237
1970,2,2,5,110,6.1485
1970,2,3,1,168,7.9002
1970,2,3,2,196,6.7931
1970,2,3,3,227,4.7856
1970,2,3,4,228,6.0552
1970,2,3,5,219,5.2427
1970,3,1,1,243,-1.5200
1970,3,1,2,269,-0.8993
1970,3,1,3,216,-2.9131
1970,3,1,4,164,-3.0236
1970,3,1,5,132,-3.0521
1970,3,2,1,134,0.4387
1970,3,2,2,138,0.5299
1970,3,2,3,128,-0.3366
1970,3,2,4,141,-2.1463
1970,3,2,5,108,-3.5114
1970,3,3,1,170,1.2808
1970,3,3,2,193,0.7538
1970,3,3,3,223,-0.4811
1970,3,3,4,232,1.0473
1970,3,3,5,222,-1.2079
1970,4,1,1,217,-16.8170
1970,4,1,2,234,-15.9189
1970,4,1,3,189,-17.6871
1970,4,1,4,144,-17.6982
1970,4,1,5,124,-18.1078
1970,4,2,1,121,-14.8936
1970,4,2,2,114,-14.2335
1970,4,2,3,104,-13.4802
1970,4,2,4,121,-13.3753
1970,4,2,5,96,-15.4759
1970,4,3,1,139,-7.8394
1970,4,3,2,165,-9.3089
1970,4,3,3,195,-10.0570
1970,4,3,4,195,-8.8953
1970,4,3,5,195,-9.7703
1970,5,1,1,250,-8.6125
1970,5,1,2,283,-7.4067
1970,5,1,3,221,-9.2162
1970,5,1,4,176,-9.8888
1970,5,1,5,149,-9.9496
1970,5,2,1,147,-10.0292
1970,5,2,2,142,-9.6012
1970,5,2,3,123,-9.1022
1970,5,2,4,141,-9.0999
1970,5,2,5,119,-10.0192
1970,5,3,1,165,-2.8318
1970,5,3,2,207,-4.1693
1970,5,3,3,238,-7.4929
1970,5,3,4,236,-5.6389
1970,5,3,5,235,-6.4696
1970,6,1,1,251,-10.6568
1970,6,1,2,286,-8.6375
1970,6,1,3,220,-9.5462
1970,6,1,4,174,-7.2952
1970,6,1,5,152,-8.0783
1970,6,2,1,145,-8.8800
1970,6,2,2,140,-7.0505
1970,6,2,3,126,-7.1417
1970,6,2,4,142,-4.6822
1970,6,2,5,126,-7.1604
1970,6,3,1,165,-4.1792
1970,6,3,2,209,-5.3336
1970,6,3,3,236,-6.1523
1970,6,3,4,231,-5.3407
1970,6,3,5,238,-3.3434
1970,7,1,1,217,3.5918
1970,7,1,2,249,3.1605
1970,7,1,3,167,4.3712
1970,7,1,4,145,5.2400
1970,7,1,5,134,5.0441
1970,7,2,1,124,8.1865
1970,7,2,2,127,7.9653
1970,7,2,3,107,7.2956
1970,7,2,4,112,7.3937
1970,7,2,5,109,7.8858
1970,7,3,1,135,10.8886
1970,7,3,2,169,8.3450
1970,7,3,3,193,6.0290
1970,7,3,4,200,8.7739
1970,7,3,5,185,4.5723
1970,8,1,1,246,7.6521
1970,8,1,2,274,4.9245
1970,8,1,3,237,6.8176
1970,8,1,4,190,4.7249
1970,8,1,5,143,7.2111
1970,8,2,1,139,9.2325
1970,8,2,2,143,8.7268
1970,8,2,3,148,6.5206
1970,8,2,4,136,5.8839
1970,8,2,5,123,5.2312
1970,8,3,1,167,6.7605
1970,8,3,2,210,6.1731
1970,8,3,3,232,4.8046
1970,8,3,4,251,4.2268
1970,8,3,5,219,3.2503
1970,9,1,1,254,15.7503
1970,9,1,2,276,14.7843
1970,9,1,3,237,14.9123
1970,9,1,4,195,12.1860
1970,9,1,5,145,11.0207
1970,9,2,1,134,12.3520
1970,9,2,2,144,11.1278
1970,9,2,3,153,10.2520
1970,9,2,4,142,8.3980
1970,9,2,5,122,9.2353
1970,9,3,1,169,2.1872
1970,9,3,2,215,3.7876
1970,9,3,3,237,3.5472
1970,9,3,4,254,3.1751
1970,9,3,5,224,4.7390
1970,10,1,1,227,-9.9574
1970,10,1,2,227,-9.5442
1970,10,1,3,214,-8.0654
1970,10,1,4,170,-3.7824
1970,10,1,5,122,-3.6552
1970,10,2,1,115,-6.0290
1970,10,2,2,120,-7.0666
1970,10,2,3,131,-6.3832
1970,10,2,4,122,-3.5105
1970,10,2,5,105,-2.8851
1970,10,3,1,144,-1.3403
1970,10,3,2,175,-0.5647
1970,10,3,3,190,-1.8177
1970,10,3,4,205,-1.1595
1970,10,3,5,195,-0.2086
1970,11,1,1,260,-1.1403
1970,11,1,2,263,-0.1423
1970,11,1,3,258,0.1328
1970,11,1,4,209,-0.7985
1970,11,1,5,146,-1.6192
1970,11,2,1,131,2.8990
1970,11,2,2,136,3.7430
1970,11,2,3,152,3.6106
1970,11,2,4,143,3.1874
1970,11,2,5,115,3.0186
1970,11,3,1,176,6.5196
1970,11,3,2,225,4.9655
1970,11,3,3,226,5.0823
1970,11,3,4,244,5.2213
1970,11,3,5,237,5.5652
1970,12,1,1,266,11.5111
1970,12,1,2,270,10.1771
1970,12,1,3,260,8.7849
1970,12,1,4,208,8.8650
1970,12,1,5,146,9.1858
1970,12,2,1,127,10.7852
1970,12,2,2,136,10.3422
1970,12,2,3,154,8.7075
1970,12,2,4,144,9.2996
1970,12,2,5,117,5.7882
1970,12,3,1,179,5.8619
1970,12,3,2,226,6.8370
1970,12,3,3,223,7.0718
1970,12,3,4,245,5.4761
1970,12,3,5,238,4.9254
1971,1,1,1,225,17.1480
1971,1,1,2,224,15.0100
1971,1,1,3,232,15.1041
1971,1,1,4,179,14.4863
1971,1,1,5,109,12.6533
1971,1,2,1,103,9.7506
1971,1,2,2,109,11.0873
1971,1,2,3,135,11.9330
1971,1,2,4,117,9.9563
1971,1,2,5,99,7.2196
1971,1,3,1,155,3.3685
1971,1,3,2,179,4.1858
1971,1,3,3,161,6.1565
1971,1,3,4,192,4.2935
1971,1,3,5,200,3.8012
1971,2,1,1,261,3.7983
1971,2,1,2,263,5.3638
1971,2,1,3,280,5.4637
1971,2,1,4,213,4.0322
1971,2,1,5,132,5.1339
1971,2,2,1,131,2.3604
1971,2,2,2,132,1.8139
1971,2,2,3,160,2.9970
1971,2,2,4,152,3.1873
1971,2,2,5,111,3.4756
1971,2,3,1,189,2.2104
1971,2,3,2,221,2.3899
1971,2,3,3,201,0.5960
1971,2,3,4,235,1.8380
1971,2,3,5,235,0.9306
1971,3,1,1,262,5.8820
1971,3,1,2,265,4.8576
1971,3,1,3,286,6.3973
1971,3,1,4,222,7.5286
1971,3,1,5,137,6.1700
1971,3,2,1,131,5.2950
1971,3,2,2,132,5.5582
1971,3,2,3,157,5.3974
1971,3,2,4,155,5.4737
1971,3,2,5,109,7.3336
1971,3,3,1,189,3.4933
1971,3,3,2,220,3.1272
1971,3,3,3,199,2.4506
1971,3,3,4,240,4.2082
1971,3,3,5,236,5.7111
1971,4,1,1,232,2.4109
1971,4,1,2,238,2.7760
1971,4,1,3,242,1.6044
1971,4,1,4,188,1.7887
1971,4,1,5,126,2.7145
1971,4,2,1,116,4.2758
1971,4,2,2,111,4.8360
1971,4,2,3,140,3.4253
1971,4,2,4,136,4.0805
1971,4,2,5,98,3.3388
1971,4,3,1,158,4.7316
1971,4,3,2,189,5.4828
1971,4,3,3,168,2.9972
1971,4,3,4,203,3.3869
1971,4,3,5,207,2.7833
1971,5,1,1,260,-7.7961
1971,5,1,2,275,-6.8381
1971,5,1,3,285,-6.7325
1971,5,1,4,231,-5.5880
1971,5,1,5,160,-5.3201
1971,5,2,1,135,-5.0407
1971,5,2,2,143,-3.2623
1971,5,2,3,155,-5.4823
1971,5,2,4,159,-4.2279
1971,5,2,5,124,-3.8487
1971,5,3,1,190,-3.7545
1971,5,3,2,228,-2.7450
1971,5,3,3,228,-3.2918
1971,5,3,4,241,-4.4211
1971,5,3,5,241,-2.6762
1971,6,1,1,260,-3.4547
1971,6,1,2,268,-2.9427
1971,6,1,3,289,-3.6046
1971,6,1,4,239,-1.6874
1971,6,1,5,158,-2.2214
1971,6,2,1,135,-2.2773
1971,6,2,2,146,-3.4918
1971,6,2,3,156,-1.6825
1971,6,2,4,157,0.6478
1971,6,2,5,123,2.0381
1971,6,3,1,190,-2.2870
1971,6,3,2,226,-0.7415
1971,6,3,3,233,0.7966
1971,6,3,4,242,0.3391
1971,6,3,5,249,2.8311
1971,7,1,1,217,-6.6316
1971,7,1,2,224,-4.9738
1971,7,1,3,251,-6.0852
1971,7,1,4,206,-6.0187
1971,7,1,5,145,-5.6395
1971,7,2,1,114,-4.8207
1971,7,2,2,122,-2.4263
1971,7,2,3,127,-5.5943
1971,7,2,4,145,-4.4944
1971,7,2,5,103,-4.4494
1971,7,3,1,153,-4.9598
1971,7,3,2,187,-5.0254
1971,7,3,3,193,-4.4709
1971,7,3,4,194,-3.4898
1971,7,3,5,204,-3.6768
1971,8,1,1,248,4.9219
1971,8,1,2,292,4.0281
1971,8,1,3,316,5.3300
1971,8,1,4,255,5.8336
1971,8,1,5,155,4.9085
1971,8,2,1,140,5.3675
1971,8,2,2,145,6.0027
1971,8,2,3,157,4.5147
1971,8,2,4,163,5.5176
1971,8,2,5,126,3.4080
1971,8,3,1,194,7.5682
1971,8,3,2,229,6.1768
1971,8,3,3,244,3.0926
1971,8,3,4,247,2.5575
1971,8,3,5,237,3.1788
1971,9,1,1,252,-2.1238
1971,9,1,2,294,-2.1007
1971,9,1,3,313,-0.2125
1971,9,1,4,262,1.9410
1971,9,1,5,162,0.6954
1971,9,2,1,144,-1.6476
1971,9,2,2,146,-1.4326
1971,9,2,3,155,-1.1308
