year,month,rank_ME,rank_dNOA,nstocks,ret_vw
1982,4,2,5,180,6.4208
1982,4,3,1,73,5.5265
1982,4,3,2,120,3.3837
1982,4,3,3,150,2.3852
1982,4,3,4,156,5.6873
1982,4,3,5,157,6.3038
1982,5,1,1,607,-2.0895
1982,5,1,2,306,-0.3962
1982,5,1,3,195,-1.6786
1982,5,1,4,263,-2.0179
1982,5,1,5,373,-1.4246
1982,5,2,1,117,-3.2826
1982,5,2,2,104,-2.3729
1982,5,2,3,85,-1.5012
1982,5,2,4,123,-3.1842
1982,5,2,5,181,-4.0852
1982,5,3,1,73,-2.3157
1982,5,3,2,119,-1.5985
1982,5,3,3,150,-2.2462
1982,5,3,4,156,-2.6644
1982,5,3,5,156,-3.5566
1982,6,1,1,599,-1.8973
1982,6,1,2,301,-1.8373
1982,6,1,3,192,-1.7218
1982,6,1,4,263,-2.4047
1982,6,1,5,371,-3.3872
1982,6,2,1,116,-2.2250
1982,6,2,2,104,-0.3746
1982,6,2,3,85,0.1809
1982,6,2,4,123,-2.5200
1982,6,2,5,180,-2.2637
1982,6,3,1,73,1.0609
1982,6,3,2,119,-2.7023
1982,6,3,3,149,-1.5333
1982,6,3,4,156,-1.8971
1982,6,3,5,157,-2.7078
1982,7,1,1,539,0.0442
1982,7,1,2,358,-0.4989
1982,7,1,3,219,-0.6929
1982,7,1,4,267,-0.6389
1982,7,1,5,520,-3.8726
1982,7,2,1,115,-1.4322
1982,7,2,2,109,-0.9282
1982,7,2,3,92,-0.0015
1982,7,2,4,121,0.0743
1982,7,2,5,163,-3.5635
1982,7,3,1,79,-1.6142
1982,7,3,2,126,-0.9102
1982,7,3,3,156,-0.8152
1982,7,3,4,142,-2.1966
1982,7,3,5,155,-6.0471
1982,8,1,1,536,5.5496
1982,8,1,2,355,5.4788
1982,8,1,3,219,6.6152
1982,8,1,4,266,5.0808
1982,8,1,5,517,6.7860
1982,8,2,1,112,9.9529
1982,8,2,2,108,10.3938
1982,8,2,3,92,10.1723
1982,8,2,4,121,9.6744
1982,8,2,5,162,8.5523
1982,8,3,1,79,12.8184
1982,8,3,2,125,11.8602
1982,8,3,3,156,12.7865
1982,8,3,4,142,11.8624
1982,8,3,5,154,13.7614
1982,9,1,1,531,5.1750
1982,9,1,2,355,4.3944
1982,9,1,3,218,3.8189
1982,9,1,4,267,3.5350
1982,9,1,5,518,1.0904
1982,9,2,1,112,2.8053
1982,9,2,2,107,4.7064
1982,9,2,3,92,5.5541
1982,9,2,4,120,4.1906
1982,9,2,5,162,0.3411
1982,9,3,1,78,1.6809
1982,9,3,2,123,0.1638
1982,9,3,3,157,0.9068
1982,9,3,4,143,1.3883
1982,9,3,5,154,0.7522
1982,10,1,1,521,12.3304
1982,10,1,2,353,12.3290
1982,10,1,3,217,11.6291
1982,10,1,4,268,13.0869
1982,10,1,5,512,15.4093
1982,10,2,1,106,11.4127
1982,10,2,2,107,12.1032
1982,10,2,3,92,11.4786
1982,10,2,4,119,12.6996
1982,10,2,5,162,15.5989
1982,10,3,1,78,14.0483
1982,10,3,2,122,11.5773
1982,10,3,3,157,9.8502
1982,10,3,4,143,8.7512
1982,10,3,5,154,15.2250
1982,11,1,1,515,10.8860
1982,11,1,2,354,10.2069
1982,11,1,3,216,7.9389
1982,11,1,4,267,9.9325
1982,11,1,5,506,9.2595
1982,11,2,1,105,9.6642
1982,11,2,2,105,8.3380
1982,11,2,3,92,8.0659
1982,11,2,4,117,9.0362
1982,11,2,5,160,7.0986
1982,11,3,1,78,5.8351
1982,11,3,2,121,5.5402
1982,11,3,3,157,3.9973
1982,11,3,4,143,3.4780
1982,11,3,5,154,5.3032
1982,12,1,1,514,2.6442
1982,12,1,2,355,1.5406
1982,12,1,3,214,3.0792
1982,12,1,4,266,1.8873
1982,12,1,5,506,1.9114
1982,12,2,1,105,0.8682
1982,12,2,2,105,3.1311
1982,12,2,3,92,0.0951
1982,12,2,4,117,0.6637
1982,12,2,5,160,1.4766
1982,12,3,1,78,1.0161
1982,12,3,2,121,0.9989
1982,12,3,3,157,0.4598
1982,12,3,4,142,4.2689
1982,12,3,5,154,0.0769
1983,1,1,1,509,10.1123
1983,1,1,2,355,7.6385
1983,1,1,3,212,8.9143
1983,1,1,4,263,9.2671
1983,1,1,5,503,11.2032
1983,1,2,1,104,6.3119
1983,1,2,2,105,3.6975
1983,1,2,3,91,6.1266
1983,1,2,4,115,5.7408
1983,1,2,5,160,8.5242
1983,1,3,1,78,5.2477
1983,1,3,2,120,1.9923
1983,1,3,3,155,5.8299
1983,1,3,4,142,2.2980
1983,1,3,5,154,5.2926
1983,2,1,1,499,8.7734
1983,2,1,2,349,6.6120
1983,2,1,3,211,5.4402
1983,2,1,4,264,6.8439
1983,2,1,5,497,3.2387
1983,2,2,1,104,5.5758
1983,2,2,2,103,8.5036
1983,2,2,3,90,5.9000
1983,2,2,4,115,5.7114
1983,2,2,5,159,3.3553
1983,2,3,1,77,2.7077
1983,2,3,2,120,4.4339
1983,2,3,3,155,2.7843
1983,2,3,4,142,2.1575
1983,2,3,5,154,2.0083
1983,3,1,1,497,6.3746
1983,3,1,2,347,5.9279
1983,3,1,3,209,8.3545
1983,3,1,4,262,4.6470
1983,3,1,5,492,3.4742
1983,3,2,1,104,7.3461
1983,3,2,2,103,3.7697
1983,3,2,3,89,4.6898
1983,3,2,4,115,4.6003
1983,3,2,5,159,1.5059
1983,3,3,1,75,3.8397
1983,3,3,2,120,4.0975
1983,3,3,3,156,2.3308
1983,3,3,4,142,2.4896
1983,3,3,5,154,3.0743
1983,4,1,1,495,8.0482
1983,4,1,2,345,7.9857
1983,4,1,3,210,5.9224
1983,4,1,4,258,8.9991
1983,4,1,5,490,6.7533
1983,4,2,1,103,6.9833
1983,4,2,2,103,8.4366
1983,4,2,3,89,7.6632
1983,4,2,4,115,5.7204
1983,4,2,5,159,5.8582
1983,4,3,1,75,7.3665
1983,4,3,2,120,4.9734
1983,4,3,3,155,6.7647
1983,4,3,4,141,8.7669
1983,4,3,5,154,5.2325
1983,5,1,1,489,8.5585
1983,5,1,2,344,8.6481
1983,5,1,3,208,9.9676
1983,5,1,4,256,10.8924
1983,5,1,5,487,12.3213
1983,5,2,1,103,5.4031
1983,5,2,2,103,3.6196
1983,5,2,3,89,3.8606
1983,5,2,4,116,5.5205
1983,5,2,5,158,7.2606
1983,5,3,1,75,0.7966
1983,5,3,2,120,-0.4679
1983,5,3,3,155,-1.4088
1983,5,3,4,141,-0.9671
1983,5,3,5,154,4.2099
1983,6,1,1,482,6.2697
1983,6,1,2,343,3.7512
1983,6,1,3,208,3.9661
1983,6,1,4,257,4.8312
1983,6,1,5,484,3.2631
1983,6,2,1,102,5.5608
1983,6,2,2,103,5.1963
1983,6,2,3,88,5.3914
1983,6,2,4,116,6.5932
1983,6,2,5,157,6.7215
1983,6,3,1,74,3.4013
1983,6,3,2,120,3.3836
1983,6,3,3,154,2.8997
1983,6,3,4,141,5.4389
1983,6,3,5,154,4.1996
1983,7,1,1,567,-1.2440
1983,7,1,2,352,-1.3097
1983,7,1,3,266,-0.8978
1983,7,1,4,330,-3.3010
1983,7,1,5,592,-4.2396
1983,7,2,1,97,-4.3219
1983,7,2,2,110,-0.5552
1983,7,2,3,103,-1.1811
1983,7,2,4,120,-3.2398
1983,7,2,5,180,-4.0514
1983,7,3,1,81,-1.2942
1983,7,3,2,122,-1.7168
1983,7,3,3,139,-2.7974
1983,7,3,4,155,-4.3153
1983,7,3,5,169,-4.8774
1983,8,1,1,561,-3.3852
1983,8,1,2,351,-4.0820
1983,8,1,3,266,-2.8966
1983,8,1,4,326,-3.6943
1983,8,1,5,590,-3.9918
1983,8,2,1,96,-4.4611
1983,8,2,2,108,-2.4453
1983,8,2,3,103,-2.8267
1983,8,2,4,120,-2.7151
1983,8,2,5,179,-3.4295
1983,8,3,1,81,0.0598
1983,8,3,2,121,1.4368
1983,8,3,3,139,1.8895
1983,8,3,4,155,1.7680
1983,8,3,5,169,-0.3602
1983,9,1,1,557,-0.4672
1983,9,1,2,347,1.3972
1983,9,1,3,265,0.6924
1983,9,1,4,322,0.7827
1983,9,1,5,587,-2.4851
1983,9,2,1,94,3.5065
1983,9,2,2,105,3.4970
1983,9,2,3,103,4.0083
1983,9,2,4,120,2.6469
1983,9,2,5,179,0.8304
1983,9,3,1,81,3.3455
1983,9,3,2,121,1.5741
1983,9,3,3,138,2.1435
1983,9,3,4,154,1.1428
1983,9,3,5,169,1.4991
1983,10,1,1,552,-5.9225
1983,10,1,2,346,-4.6977
1983,10,1,3,263,-4.6446
1983,10,1,4,319,-5.8510
1983,10,1,5,581,-9.2206
1983,10,2,1,94,-4.9561
1983,10,2,2,105,-4.0003
1983,10,2,3,103,-4.9178
1983,10,2,4,119,-3.9097
1983,10,2,5,178,-9.0128
1983,10,3,1,80,-1.7401
1983,10,3,2,120,-0.0923
1983,10,3,3,137,-0.5534
1983,10,3,4,153,-2.7075
1983,10,3,5,169,-3.3778
1983,11,1,1,551,5.2074
1983,11,1,2,347,4.2679
1983,11,1,3,260,3.3394
1983,11,1,4,319,2.9818
1983,11,1,5,578,1.9057
1983,11,2,1,94,6.1281
1983,11,2,2,104,5.3435
1983,11,2,3,101,5.5079
1983,11,2,4,118,5.6144
1983,11,2,5,177,5.1418
1983,11,3,1,80,4.1349
1983,11,3,2,120,3.1839
1983,11,3,3,136,1.0456
1983,11,3,4,153,1.8534
1983,11,3,5,169,3.3461
1983,12,1,1,549,-0.4924
1983,12,1,2,344,-1.5005
1983,12,1,3,260,-0.2108
1983,12,1,4,319,-2.1715
1983,12,1,5,575,-3.6043
1983,12,2,1,93,-0.6743
1983,12,2,2,104,-0.9344
1983,12,2,3,101,-1.0140
1983,12,2,4,118,-1.8619
1983,12,2,5,177,-2.0482
1983,12,3,1,80,0.6553
1983,12,3,2,120,-0.8881
1983,12,3,3,136,0.0156
1983,12,3,4,153,-1.5372
1983,12,3,5,169,-2.0341
1984,1,1,1,544,1.0715
1984,1,1,2,338,0.4434
1984,1,1,3,258,-0.9403
1984,1,1,4,317,-0.2861
1984,1,1,5,570,-1.1914
1984,1,2,1,92,-1.6973
1984,1,2,2,104,-0.7228
1984,1,2,3,101,-3.0913
1984,1,2,4,118,-1.7821
1984,1,2,5,177,-4.9830
1984,1,3,1,80,-3.5133
1984,1,3,2,120,-1.3247
1984,1,3,3,135,-0.6909
1984,1,3,4,152,2.0008
1984,1,3,5,167,-3.7681
1984,2,1,1,532,-5.9683
1984,2,1,2,337,-5.7021
1984,2,1,3,252,-5.4261
1984,2,1,4,314,-5.7182
1984,2,1,5,562,-6.6474
1984,2,2,1,91,-3.9421
1984,2,2,2,103,-4.9602
1984,2,2,3,101,-5.1807
1984,2,2,4,118,-5.0856
1984,2,2,5,177,-6.0557
1984,2,3,1,80,-6.4115
1984,2,3,2,120,-4.0144
1984,2,3,3,134,-2.6451
1984,2,3,4,152,-2.5823
1984,2,3,5,167,-4.9046
1984,3,1,1,527,1.9225
1984,3,1,2,336,1.5415
1984,3,1,3,250,1.0133
1984,3,1,4,313,1.5732
1984,3,1,5,557,-1.2533
1984,3,2,1,91,1.5785
1984,3,2,2,102,2.5907
1984,3,2,3,101,1.5586
1984,3,2,4,116,-0.0526
1984,3,2,5,172,1.3046
1984,3,3,1,80,4.2502
1984,3,3,2,120,2.1102
1984,3,3,3,134,1.4932
1984,3,3,4,150,1.1013
1984,3,3,5,167,0.3103
1984,4,1,1,526,-1.1252
1984,4,1,2,337,-0.2626
1984,4,1,3,249,-1.9824
1984,4,1,4,311,-2.5134
1984,4,1,5,555,-2.8524
1984,4,2,1,91,1.4260
1984,4,2,2,100,0.3551
1984,4,2,3,101,-0.0962
1984,4,2,4,115,0.9243
1984,4,2,5,171,-0.6643
1984,4,3,1,80,-0.9143
1984,4,3,2,120,2.3591
1984,4,3,3,134,1.1698
1984,4,3,4,150,0.9558
1984,4,3,5,167,-0.6221
1984,5,1,1,521,-5.1773
1984,5,1,2,334,-5.6807
1984,5,1,3,246,-3.0226
1984,5,1,4,312,-4.6636
1984,5,1,5,552,-5.0702
1984,5,2,1,90,-5.5583
1984,5,2,2,99,-4.3526
1984,5,2,3,100,-2.5891
1984,5,2,4,115,-6.1438
1984,5,2,5,170,-6.6217
1984,5,3,1,80,-6.6284
1984,5,3,2,120,-6.5767
1984,5,3,3,134,-4.0289
1984,5,3,4,149,-4.7439
1984,5,3,5,167,-3.3393
1984,6,1,1,512,3.8311
1984,6,1,2,334,4.0311
1984,6,1,3,244,2.3005
1984,6,1,4,311,1.5773
1984,6,1,5,546,-0.0779
1984,6,2,1,89,4.1789
1984,6,2,2,99,1.1808
1984,6,2,3,100,2.8845
1984,6,2,4,114,4.2232
1984,6,2,5,169,3.5525
1984,6,3,1,80,2.0741
1984,6,3,2,120,3.3428
1984,6,3,3,134,2.1408
1984,6,3,4,149,1.7718
1984,6,3,5,167,3.4136
1984,7,1,1,549,-5.3246
1984,7,1,2,310,-4.3078
1984,7,1,3,289,-5.1453
1984,7,1,4,321,-3.1756
1984,7,1,5,720,-6.2205
1984,7,2,1,100,-5.5115
1984,7,2,2,86,-3.2064
1984,7,2,3,107,-3.3074
1984,7,2,4,113,-4.2622
1984,7,2,5,178,-5.9593
1984,7,3,1,82,-1.9023
1984,7,3,2,136,-2.9362
1984,7,3,3,133,-0.8829
1984,7,3,4,145,-0.5304
1984,7,3,5,151,-2.1167
1984,8,1,1,540,9.2972
1984,8,1,2,306,9.6044
1984,8,1,3,287,8.4047
1984,8,1,4,320,11.1201
1984,8,1,5,718,10.7426
1984,8,2,1,100,13.6238
1984,8,2,2,85,10.8815
1984,8,2,3,107,10.5431
1984,8,2,4,113,11.5690
1984,8,2,5,177,15.9439
1984,8,3,1,81,10.9596
1984,8,3,2,134,11.3396
1984,8,3,3,133,10.8701
1984,8,3,4,144,10.3918
1984,8,3,5,151,11.6762
1984,9,1,1,532,-0.0550
1984,9,1,2,304,1.9708
1984,9,1,3,285,0.1526
1984,9,1,4,317,-1.1080
1984,9,1,5,716,-2.4358
1984,9,2,1,99,-1.0410
1984,9,2,2,86,0.9483
1984,9,2,3,106,0.2807
1984,9,2,4,111,-0.2361
1984,9,2,5,176,-3.2811
1984,9,3,1,81,-0.3978
1984,9,3,2,134,1.0814
1984,9,3,3,132,-1.0844
1984,9,3,4,144,-0.1979
1984,9,3,5,150,-1.9445
1984,10,1,1,520,-3.5885
1984,10,1,2,300,-2.5623
1984,10,1,3,281,-0.6891
1984,10,1,4,313,-1.5872
1984,10,1,5,714,-4.3878
1984,10,2,1,98,-1.7941
1984,10,2,2,83,-1.3311
1984,10,2,3,106,0.1870
1984,10,2,4,111,-0.3843
1984,10,2,5,175,-2.1245
1984,10,3,1,80,-0.3481
1984,10,3,2,134,-0.3136
1984,10,3,3,131,0.7313
1984,10,3,4,143,1.4334
1984,10,3,5,150,-0.4454
1984,11,1,1,513,-3.4364
1984,11,1,2,297,-2.8235
1984,11,1,3,278,-2.1536
1984,11,1,4,309,-3.0779
1984,11,1,5,705,-4.5156
1984,11,2,1,97,-0.8817
1984,11,2,2,83,-1.5013
1984,11,2,3,105,-0.1728
1984,11,2,4,111,-0.8331
1984,11,2,5,176,-3.6112
1984,11,3,1,80,-0.8584
1984,11,3,2,134,0.0071
1984,11,3,3,129,-1.7446
1984,11,3,4,142,-0.2150
1984,11,3,5,150,-2.4973
1984,12,1,1,503,-0.6039
1984,12,1,2,293,0.2742
1984,12,1,3,274,1.3102
1984,12,1,4,306,0.4865
1984,12,1,5,697,0.6970
1984,12,2,1,97,0.5966
1984,12,2,2,83,2.5911
1984,12,2,3,104,2.8075
1984,12,2,4,110,2.7585
1984,12,2,5,176,2.6499
1984,12,3,1,78,2.5931
1984,12,3,2,134,2.0137
1984,12,3,3,127,2.2283
1984,12,3,4,142,2.3383
1984,12,3,5,149,1.9134
1985,1,1,1,499,10.3757
1985,1,1,2,293,10.7726
1985,1,1,3,270,11.1024
1985,1,1,4,304,12.4502
1985,1,1,5,694,14.2683
1985,1,2,1,96,10.7371
1985,1,2,2,83,8.6824
1985,1,2,3,104,10.2589
1985,1,2,4,110,10.3711
1985,1,2,5,176,13.7469
1985,1,3,1,78,7.3323
1985,1,3,2,134,5.7709
1985,1,3,3,127,8.1591
1985,1,3,4,141,8.1873
1985,1,3,5,148,10.5322
1985,2,1,1,491,4.2192
1985,2,1,2,292,3.7597
1985,2,1,3,269,3.2080
1985,2,1,4,302,3.7012
1985,2,1,5,684,3.4880
1985,2,2,1,95,1.8254
1985,2,2,2,82,2.4176
1985,2,2,3,103,0.7762
1985,2,2,4,109,2.2290
1985,2,2,5,176,2.2747
1985,2,3,1,78,0.3680
1985,2,3,2,134,2.5706
1985,2,3,3,127,1.0714
1985,2,3,4,140,2.1066
1985,2,3,5,147,0.5801
1985,3,1,1,482,-1.7883
1985,3,1,2,291,-0.3139
1985,3,1,3,264,-1.5828
1985,3,1,4,299,-1.3377
1985,3,1,5,681,-2.5271
1985,3,2,1,94,-2.1401
1985,3,2,2,81,-0.9970
1985,3,2,3,103,1.0911
1985,3,2,4,108,-2.2575
1985,3,2,5,173,-3.4773
1985,3,3,1,78,-0.5742
1985,3,3,2,134,0.9723
1985,3,3,3,126,0.2879
1985,3,3,4,140,0.0354
1985,3,3,5,146,-1.6043
1985,4,1,1,480,-2.0910
1985,4,1,2,288,-0.8138
1985,4,1,3,263,0.4221
1985,4,1,4,298,-1.2243
1985,4,1,5,675,-2.0465
1985,4,2,1,94,-2.0855
1985,4,2,2,81,-1.6448
1985,4,2,3,102,1.4163
1985,4,2,4,108,-1.6793
1985,4,2,5,173,-3.0427
1985,4,3,1,78,-0.9797
1985,4,3,2,134,-0.8579
1985,4,3,3,126,-0.2400
1985,4,3,4,140,-0.3229
1985,4,3,5,146,-1.7204
1985,5,1,1,475,0.4613
1985,5,1,2,286,3.4604
1985,5,1,3,262,3.8093
1985,5,1,4,297,3.5960
1985,5,1,5,667,2.6375
1985,5,2,1,93,2.1526
1985,5,2,2,81,3.7685
1985,5,2,3,102,3.1554
1985,5,2,4,107,4.4902
1985,5,2,5,173,5.5812
1985,5,3,1,78,5.9272
1985,5,3,2,134,5.9500
1985,5,3,3,126,5.0867
1985,5,3,4,140,6.5707
1985,5,3,5,146,7.3525
1985,6,1,1,470,-1.2819
1985,6,1,2,278,0.9203
1985,6,1,3,262,0.5868
1985,6,1,4,294,0.9027
1985,6,1,5,667,0.3353
1985,6,2,1,92,0.3600
1985,6,2,2,79,1.0682
1985,6,2,3,97,1.4016
1985,6,2,4,107,1.9852
1985,6,2,5,172,1.9167
1985,6,3,1,76,0.6855
1985,6,3,2,134,1.9059
1985,6,3,3,126,0.5341
1985,6,3,4,140,2.4995
1985,6,3,5,146,2.6084
1985,7,1,1,572,3.0251
1985,7,1,2,280,3.4694
1985,7,1,3,258,2.6904
1985,7,1,4,364,3.0222
1985,7,1,5,775,2.2792
1985,7,2,1,99,2.8032
1985,7,2,2,77,1.2790
1985,7,2,3,111,2.6784
1985,7,2,4,108,3.6506
1985,7,2,5,216,2.9342
1985,7,3,1,87,-1.3487
1985,7,3,2,143,-0.4047
1985,7,3,3,145,-0.3086
1985,7,3,4,138,0.5578
1985,7,3,5,136,0.0656
1985,8,1,1,563,-0.9631
1985,8,1,2,277,1.0107
1985,8,1,3,257,-0.3479
1985,8,1,4,363,-0.7127
1985,8,1,5,770,-1.5934
1985,8,2,1,98,-0.7678
1985,8,2,2,77,-0.5943
1985,8,2,3,111,1.6385
1985,8,2,4,108,-0.8555
1985,8,2,5,216,-2.8025
1985,8,3,1,87,0.5073
1985,8,3,2,143,0.3065
1985,8,3,3,144,-0.3412
1985,8,3,4,138,-0.9200
1985,8,3,5,136,-1.6207
1985,9,1,1,550,-5.2614
1985,9,1,2,272,-5.0022
1985,9,1,3,257,-4.2158
1985,9,1,4,359,-5.0559
1985,9,1,5,766,-6.8572
1985,9,2,1,98,-4.8732
1985,9,2,2,76,-6.0063
1985,9,2,3,111,-3.3689
1985,9,2,4,107,-5.4112
1985,9,2,5,215,-8.0692
1985,9,3,1,86,-2.4025
1985,9,3,2,142,-2.4545
1985,9,3,3,143,-2.8126
1985,9,3,4,138,-3.6848
1985,9,3,5,136,-5.1637
1985,10,1,1,548,0.8112
1985,10,1,2,271,2.2232
1985,10,1,3,253,4.9456
1985,10,1,4,357,1.7598
1985,10,1,5,762,2.0089
1985,10,2,1,98,2.5258
1985,10,2,2,76,6.2675
1985,10,2,3,110,3.3412
1985,10,2,4,107,4.5892
1985,10,2,5,215,3.0165
1985,10,3,1,85,2.5222
1985,10,3,2,139,4.4806
1985,10,3,3,142,3.6696
1985,10,3,4,137,5.3193
1985,10,3,5,136,4.3266
1985,11,1,1,535,3.7237
1985,11,1,2,269,5.4771
1985,11,1,3,253,4.5922
1985,11,1,4,357,6.1638
1985,11,1,5,755,6.6627
1985,11,2,1,98,5.8854
1985,11,2,2,76,5.4365
1985,11,2,3,107,5.8873
1985,11,2,4,105,8.5469
1985,11,2,5,214,8.5651
1985,11,3,1,85,7.7165
1985,11,3,2,139,5.5119
1985,11,3,3,141,7.0581
1985,11,3,4,136,7.9335
1985,11,3,5,136,6.9199
1985,12,1,1,524,2.2174
1985,12,1,2,266,3.8516
1985,12,1,3,253,4.5598
1985,12,1,4,354,3.5371
1985,12,1,5,750,4.0417
1985,12,2,1,96,3.7774
1985,12,2,2,75,2.1968
1985,12,2,3,105,4.1040
1985,12,2,4,105,5.6039
1985,12,2,5,214,5.4892
1985,12,3,1,84,4.5046
1985,12,3,2,138,3.3048
1985,12,3,3,140,4.9710
1985,12,3,4,136,6.1340
1985,12,3,5,136,2.8913
1986,1,1,1,513,3.2746
1986,1,1,2,262,1.8668
1986,1,1,3,248,1.0390
1986,1,1,4,352,2.2434
1986,1,1,5,741,2.7683
1986,1,2,1,96,1.0942
1986,1,2,2,75,2.2394
1986,1,2,3,103,0.3141
1986,1,2,4,103,2.3811
1986,1,2,5,214,0.6152
1986,1,3,1,84,-0.4671
1986,1,3,2,136,-0.3830
1986,1,3,3,138,1.5920
1986,1,3,4,136,0.2365
1986,1,3,5,136,1.2307
1986,2,1,1,508,4.9161
1986,2,1,2,260,6.6108
1986,2,1,3,249,5.5719
1986,2,1,4,350,6.7106
1986,2,1,5,737,6.0873
1986,2,2,1,95,6.4089
1986,2,2,2,74,5.2371
1986,2,2,3,103,6.5574
1986,2,2,4,103,9.0002
1986,2,2,5,212,6.5140
1986,2,3,1,84,7.2805
1986,2,3,2,136,7.8072
1986,2,3,3,136,8.4494
1986,2,3,4,136,6.9223
1986,2,3,5,136,7.9755
1986,3,1,1,502,4.2621
1986,3,1,2,260,4.8234
1986,3,1,3,248,6.3001
1986,3,1,4,349,5.2909
1986,3,1,5,734,4.2563
1986,3,2,1,94,6.6943
1986,3,2,2,74,4.1086
1986,3,2,3,103,5.7794
1986,3,2,4,101,7.0174
1986,3,2,5,212,4.7484
1986,3,3,1,84,6.5730
1986,3,3,2,136,5.7734
1986,3,3,3,135,5.5650
1986,3,3,4,135,4.7121
1986,3,3,5,136,3.8764
1986,4,1,1,498,0.8631
1986,4,1,2,260,1.7129
1986,4,1,3,244,0.9960
1986,4,1,4,349,1.1111
1986,4,1,5,729,2.2562
1986,4,2,1,94,-0.0027
1986,4,2,2,74,0.3174
1986,4,2,3,102,-1.0390
1986,4,2,4,101,3.9449
1986,4,2,5,210,2.2807
1986,4,3,1,84,1.7298
1986,4,3,2,136,-0.8117
1986,4,3,3,134,-2.4860
1986,4,3,4,134,-0.7222
1986,4,3,5,136,0.3256
1986,5,1,1,487,4.6029
1986,5,1,2,258,3.4914
1986,5,1,3,243,5.8111
1986,5,1,4,344,2.9041
1986,5,1,5,721,3.0552
1986,5,2,1,94,2.6620
1986,5,2,2,73,4.4935
1986,5,2,3,102,3.6725
1986,5,2,4,100,4.6882
1986,5,2,5,208,3.4434
1986,5,3,1,82,5.7321
1986,5,3,2,135,7.5322
1986,5,3,3,133,4.4143
1986,5,3,4,132,3.6079
1986,5,3,5,136,5.1886
1986,6,1,1,481,0.3729
1986,6,1,2,256,0.2374
1986,6,1,3,240,1.0947
1986,6,1,4,338,0.7879
1986,6,1,5,715,-1.5421
1986,6,2,1,94,1.5092
1986,6,2,2,73,0.5998
1986,6,2,3,102,0.6740
1986,6,2,4,100,1.1594
1986,6,2,5,207,-1.2773
1986,6,3,1,81,2.4896
1986,6,3,2,134,2.1097
1986,6,3,3,132,2.5849
1986,6,3,4,132,1.6284
1986,6,3,5,135,-1.8405
1986,7,1,1,683,-9.7238
1986,7,1,2,316,-7.7988
1986,7,1,3,282,-7.1749
1986,7,1,4,359,-8.1031
1986,7,1,5,705,-9.7176
1986,7,2,1,115,-10.8019
1986,7,2,2,108,-7.9913
1986,7,2,3,106,-5.7701
1986,7,2,4,117,-8.3905
1986,7,2,5,210,-12.0197
1986,7,3,1,85,-7.5151
1986,7,3,2,131,-4.4778
1986,7,3,3,140,-2.8770
1986,7,3,4,139,-5.9708
1986,7,3,5,149,-8.2914
1986,8,1,1,676,1.4656
1986,8,1,2,311,2.1073
1986,8,1,3,279,0.6967
1986,8,1,4,356,2.2404
1986,8,1,5,700,0.4763
1986,8,2,1,115,4.6023
1986,8,2,2,108,4.8379
1986,8,2,3,106,4.0190
1986,8,2,4,117,4.2966
1986,8,2,5,209,3.5272
1986,8,3,1,85,11.9199
1986,8,3,2,131,7.4371
1986,8,3,3,140,6.9966
1986,8,3,4,138,6.3472
1986,8,3,5,149,4.7476
1986,9,1,1,658,-4.8500
1986,9,1,2,310,-4.6879
1986,9,1,3,278,-5.3018
1986,9,1,4,356,-5.9405
1986,9,1,5,698,-7.3979
1986,9,2,1,114,-4.1153
1986,9,2,2,107,-5.1770
1986,9,2,3,106,-4.9165
1986,9,2,4,116,-6.8034
1986,9,2,5,209,-8.2277
1986,9,3,1,84,-4.6144
1986,9,3,2,131,-6.6156
1986,9,3,3,139,-8.6765
1986,9,3,4,138,-8.4817
1986,9,3,5,148,-8.6612
1986,10,1,1,646,1.8424
1986,10,1,2,309,3.2503
1986,10,1,3,278,1.9438
1986,10,1,4,353,2.8115
1986,10,1,5,691,1.7460
1986,10,2,1,113,4.1940
1986,10,2,2,105,3.2868
1986,10,2,3,104,3.9693
1986,10,2,4,116,4.0880
1986,10,2,5,209,5.9474
1986,10,3,1,83,4.3527
1986,10,3,2,131,6.4704
1986,10,3,3,139,6.7280
1986,10,3,4,136,4.2941
1986,10,3,5,148,6.8855
1986,11,1,1,627,-0.0562
1986,11,1,2,305,0.4064
1986,11,1,3,272,0.6716
1986,11,1,4,352,-1.1204
1986,11,1,5,681,-1.1939
1986,11,2,1,112,0.8871
1986,11,2,2,105,1.8826
1986,11,2,3,103,1.0655
1986,11,2,4,116,0.8508
1986,11,2,5,209,-0.3246
1986,11,3,1,80,2.6004
1986,11,3,2,131,2.1772
1986,11,3,3,138,3.0747
1986,11,3,4,135,2.1063
1986,11,3,5,148,2.3833
1986,12,1,1,612,-3.6331
1986,12,1,2,301,-3.0614
1986,12,1,3,269,-3.2128
1986,12,1,4,350,-0.9366
1986,12,1,5,677,-3.6595
1986,12,2,1,111,-1.6434
1986,12,2,2,104,-2.8949
1986,12,2,3,103,-3.3432
1986,12,2,4,116,-1.2710
1986,12,2,5,207,-2.8754
1986,12,3,1,80,-2.0696
1986,12,3,2,130,-2.4772
1986,12,3,3,137,-1.5725
1986,12,3,4,135,-4.1192
1986,12,3,5,147,-3.7132
1987,1,1,1,595,12.6857
1987,1,1,2,294,8.6336
1987,1,1,3,266,9.5484
1987,1,1,4,346,9.3389
1987,1,1,5,662,10.5265
1987,1,2,1,106,14.1026
1987,1,2,2,103,10.9331
