year,month,rank_ME,rank_dNCO,nstocks,ret_vw
1996,7,3,5,220,-6.1888
1996,8,1,1,682,4.0610
1996,8,1,2,488,3.9416
1996,8,1,3,428,4.1513
1996,8,1,4,371,5.1409
1996,8,1,5,589,3.5012
1996,8,2,1,137,6.1656
1996,8,2,2,171,6.3892
1996,8,2,3,177,4.8379
1996,8,2,4,175,5.5410
1996,8,2,5,271,6.5253
1996,8,3,1,126,-0.1868
1996,8,3,2,139,3.1524
1996,8,3,3,169,2.9603
1996,8,3,4,169,3.3185
1996,8,3,5,219,3.9940
1996,9,1,1,673,1.7311
1996,9,1,2,483,2.8946
1996,9,1,3,423,2.8412
1996,9,1,4,367,3.1997
1996,9,1,5,581,3.0877
1996,9,2,1,137,4.6588
1996,9,2,2,171,3.9536
1996,9,2,3,175,4.3530
1996,9,2,4,174,1.4089
1996,9,2,5,271,3.4126
1996,9,3,1,125,3.0485
1996,9,3,2,138,5.1684
1996,9,3,3,169,6.3385
1996,9,3,4,169,5.0758
1996,9,3,5,219,7.7160
1996,10,1,1,669,-2.5916
1996,10,1,2,482,-1.1979
1996,10,1,3,420,-2.4977
1996,10,1,4,366,-1.7413
1996,10,1,5,572,-3.6042
1996,10,2,1,136,-0.7732
1996,10,2,2,171,-0.7608
1996,10,2,3,174,-1.0151
1996,10,2,4,172,-3.4335
1996,10,2,5,271,-2.5585
1996,10,3,1,125,2.8499
1996,10,3,2,138,3.2537
1996,10,3,3,168,0.3964
1996,10,3,4,168,-0.7129
1996,10,3,5,217,0.2971
1996,11,1,1,667,3.0190
1996,11,1,2,480,2.2958
1996,11,1,3,415,2.4550
1996,11,1,4,365,2.9147
1996,11,1,5,566,1.8070
1996,11,2,1,136,2.8727
1996,11,2,2,170,2.7100
1996,11,2,3,173,4.1856
1996,11,2,4,172,4.6859
1996,11,2,5,269,2.2891
1996,11,3,1,125,4.9780
1996,11,3,2,138,7.1008
1996,11,3,3,166,6.9004
1996,11,3,4,168,8.3963
1996,11,3,5,217,6.4694
1996,12,1,1,661,0.4277
1996,12,1,2,477,1.6904
1996,12,1,3,415,0.8862
1996,12,1,4,363,0.9802
1996,12,1,5,559,1.0472
1996,12,2,1,136,3.5586
1996,12,2,2,170,3.0989
1996,12,2,3,171,2.6036
1996,12,2,4,172,1.2877
1996,12,2,5,269,0.8104
1996,12,3,1,124,-0.8607
1996,12,3,2,138,-1.4525
1996,12,3,3,166,-3.1004
1996,12,3,4,168,0.8644
1996,12,3,5,217,-2.7165
1997,1,1,1,652,7.4228
1997,1,1,2,473,5.0260
1997,1,1,3,413,2.1024
1997,1,1,4,360,6.2637
1997,1,1,5,551,6.2823
1997,1,2,1,135,2.2401
1997,1,2,2,168,4.7211
1997,1,2,3,171,2.6999
1997,1,2,4,171,3.0802
1997,1,2,5,268,3.3900
1997,1,3,1,123,5.1708
1997,1,3,2,138,5.9153
1997,1,3,3,165,5.1245
1997,1,3,4,167,6.6371
1997,1,3,5,214,5.7266
1997,2,1,1,649,-3.3088
1997,2,1,2,470,-2.8770
1997,2,1,3,409,-2.0247
1997,2,1,4,357,-3.2045
1997,2,1,5,545,-4.1606
1997,2,2,1,134,-2.6028
1997,2,2,2,167,-1.9912
1997,2,2,3,171,-3.0219
1997,2,2,4,171,-3.2921
1997,2,2,5,267,-5.3134
1997,2,3,1,123,0.1788
1997,2,3,2,135,-1.1151
1997,2,3,3,164,0.8052
1997,2,3,4,167,-1.2164
1997,2,3,5,213,-1.9087
1997,3,1,1,642,-4.8067
1997,3,1,2,464,-5.2330
1997,3,1,3,406,-4.0063
1997,3,1,4,357,-4.8844
1997,3,1,5,542,-5.3095
1997,3,2,1,132,-4.9983
1997,3,2,2,165,-4.1339
1997,3,2,3,171,-4.9535
1997,3,2,4,169,-3.8044
1997,3,2,5,265,-5.2840
1997,3,3,1,123,-3.8931
1997,3,3,2,135,-1.1059
1997,3,3,3,164,-4.1330
1997,3,3,4,167,-4.4593
1997,3,3,5,213,-4.2138
1997,4,1,1,637,-4.0871
1997,4,1,2,464,-3.6698
1997,4,1,3,400,-3.9191
1997,4,1,4,355,-3.6341
1997,4,1,5,534,-3.6728
1997,4,2,1,132,0.2485
1997,4,2,2,165,-0.8596
1997,4,2,3,171,-0.4633
1997,4,2,4,167,1.2623
1997,4,2,5,264,0.4710
1997,4,3,1,123,3.1650
1997,4,3,2,135,3.7857
1997,4,3,3,163,5.1120
1997,4,3,4,167,8.3999
1997,4,3,5,213,4.1008
1997,5,1,1,632,10.1104
1997,5,1,2,463,10.7170
1997,5,1,3,396,9.4691
1997,5,1,4,351,11.4690
1997,5,1,5,531,10.5692
1997,5,2,1,131,12.5689
1997,5,2,2,165,11.7626
1997,5,2,3,171,13.9140
1997,5,2,4,165,11.8836
1997,5,2,5,262,13.5683
1997,5,3,1,121,5.6334
1997,5,3,2,135,5.9235
1997,5,3,3,163,6.0765
1997,5,3,4,167,7.3008
1997,5,3,5,213,7.5110
1997,6,1,1,626,6.3946
1997,6,1,2,462,4.5484
1997,6,1,3,395,4.4503
1997,6,1,4,346,4.9558
1997,6,1,5,528,6.3069
1997,6,2,1,131,3.8927
1997,6,2,2,165,4.4333
1997,6,2,3,170,3.2355
1997,6,2,4,163,3.3835
1997,6,2,5,261,4.9192
1997,6,3,1,121,4.4860
1997,6,3,2,134,5.4773
1997,6,3,3,163,3.3844
1997,6,3,4,167,2.8417
1997,6,3,5,211,3.7351
1997,7,1,1,767,5.4323
1997,7,1,2,527,4.7821
1997,7,1,3,446,4.3724
1997,7,1,4,473,4.0352
1997,7,1,5,541,7.3190
1997,7,2,1,137,3.8737
1997,7,2,2,145,6.4838
1997,7,2,3,157,7.4367
1997,7,2,4,172,6.0371
1997,7,2,5,231,5.4542
1997,7,3,1,127,4.1768
1997,7,3,2,154,7.4294
1997,7,3,3,197,7.2819
1997,7,3,4,201,7.5333
1997,7,3,5,207,9.7540
1997,8,1,1,757,7.1595
1997,8,1,2,523,4.8426
1997,8,1,3,440,4.2900
1997,8,1,4,468,4.9352
1997,8,1,5,537,4.0906
1997,8,2,1,134,2.3755
1997,8,2,2,143,2.4520
1997,8,2,3,157,4.2623
1997,8,2,4,171,4.0536
1997,8,2,5,231,4.2035
1997,8,3,1,125,-3.4999
1997,8,3,2,154,-3.8146
1997,8,3,3,197,-4.6217
1997,8,3,4,200,-4.3331
1997,8,3,5,206,-3.1049
1997,9,1,1,750,9.1303
1997,9,1,2,516,8.1995
1997,9,1,3,439,8.4788
1997,9,1,4,465,10.1562
1997,9,1,5,536,8.3698
1997,9,2,1,133,7.4397
1997,9,2,2,140,5.7513
1997,9,2,3,154,9.1175
1997,9,2,4,168,5.4846
1997,9,2,5,228,8.7322
1997,9,3,1,125,7.2363
1997,9,3,2,152,6.1634
1997,9,3,3,194,3.9351
1997,9,3,4,199,3.8774
1997,9,3,5,205,4.8554
1997,10,1,1,738,-4.2443
1997,10,1,2,514,-1.1949
1997,10,1,3,436,-4.1156
1997,10,1,4,460,-4.6017
1997,10,1,5,533,-5.3785
1997,10,2,1,132,-3.8794
1997,10,2,2,139,-2.5306
1997,10,2,3,154,-4.9087
1997,10,2,4,168,-7.5313
1997,10,2,5,226,-6.1166
1997,10,3,1,125,-3.8088
1997,10,3,2,150,-2.8317
1997,10,3,3,191,-4.7179
1997,10,3,4,199,-3.1685
1997,10,3,5,204,-2.5437
1997,11,1,1,730,-1.1542
1997,11,1,2,508,-1.7347
1997,11,1,3,432,-2.5355
1997,11,1,4,454,-3.4988
1997,11,1,5,525,-5.9571
1997,11,2,1,132,-0.4892
1997,11,2,2,137,0.6327
1997,11,2,3,153,-1.5703
1997,11,2,4,166,0.0126
1997,11,2,5,223,-4.6044
1997,11,3,1,124,5.2183
1997,11,3,2,150,3.6451
1997,11,3,3,191,5.2442
1997,11,3,4,198,4.5188
1997,11,3,5,202,-0.3853
1997,12,1,1,726,-3.9076
1997,12,1,2,506,-1.6715
1997,12,1,3,431,-3.4400
1997,12,1,4,450,-4.2112
1997,12,1,5,518,-5.5179
1997,12,2,1,130,1.4102
1997,12,2,2,135,1.2571
1997,12,2,3,152,-0.2615
1997,12,2,4,166,-0.7858
1997,12,2,5,220,-2.1582
1997,12,3,1,122,3.3751
1997,12,3,2,150,1.6045
1997,12,3,3,191,0.3919
1997,12,3,4,198,-0.8916
1997,12,3,5,201,0.8226
1998,1,1,1,715,0.3406
1998,1,1,2,502,-1.9219
1998,1,1,3,429,0.2311
1998,1,1,4,446,-0.0461
1998,1,1,5,506,-0.5781
1998,1,2,1,127,-2.2015
1998,1,2,2,134,-1.0610
1998,1,2,3,149,1.1967
1998,1,2,4,162,-1.4839
1998,1,2,5,220,-1.7892
1998,1,3,1,122,1.7088
1998,1,3,2,149,-0.2635
1998,1,3,3,191,2.4321
1998,1,3,4,198,2.7743
1998,1,3,5,200,0.4683
1998,2,1,1,707,5.5545
1998,2,1,2,498,5.5171
1998,2,1,3,425,6.8864
1998,2,1,4,437,7.6475
1998,2,1,5,502,4.8359
1998,2,2,1,126,6.3768
1998,2,2,2,133,7.2955
1998,2,2,3,149,9.1407
1998,2,2,4,159,8.6377
1998,2,2,5,218,9.3876
1998,2,3,1,121,5.5118
1998,2,3,2,149,6.0603
1998,2,3,3,190,5.9708
1998,2,3,4,197,9.2452
1998,2,3,5,199,7.2930
1998,3,1,1,700,4.4199
1998,3,1,2,494,4.5389
1998,3,1,3,420,4.2984
1998,3,1,4,435,3.9386
1998,3,1,5,492,5.0988
1998,3,2,1,126,5.1089
1998,3,2,2,132,3.5516
1998,3,2,3,149,3.9770
1998,3,2,4,158,3.7581
1998,3,2,5,216,3.6515
1998,3,3,1,121,5.7025
1998,3,3,2,149,2.8356
1998,3,3,3,190,4.2200
1998,3,3,4,196,5.4176
1998,3,3,5,199,6.0099
1998,4,1,1,681,2.9094
1998,4,1,2,490,3.7310
1998,4,1,3,417,4.1155
1998,4,1,4,432,2.2050
1998,4,1,5,482,0.4133
1998,4,2,1,125,1.4205
1998,4,2,2,131,1.4030
1998,4,2,3,147,1.0114
1998,4,2,4,158,0.0516
1998,4,2,5,214,-0.1892
1998,4,3,1,119,-2.8607
1998,4,3,2,147,3.1239
1998,4,3,3,190,-0.5311
1998,4,3,4,195,1.1306
1998,4,3,5,199,2.6054
1998,5,1,1,674,-4.0054
1998,5,1,2,481,-4.5553
1998,5,1,3,413,-4.0707
1998,5,1,4,426,-5.2318
1998,5,1,5,478,-5.5249
1998,5,2,1,125,-4.0807
1998,5,2,2,130,-3.4112
1998,5,2,3,146,-5.6795
1998,5,2,4,158,-6.3057
1998,5,2,5,212,-7.9356
1998,5,3,1,119,-1.3319
1998,5,3,2,147,-1.1287
1998,5,3,3,188,-2.2798
1998,5,3,4,195,-3.3042
1998,5,3,5,199,-3.5991
1998,6,1,1,667,-1.4559
1998,6,1,2,476,-1.7963
1998,6,1,3,411,-0.2693
1998,6,1,4,419,-3.5916
1998,6,1,5,475,-1.0770
1998,6,2,1,124,-0.1985
1998,6,2,2,129,-1.4463
1998,6,2,3,146,0.1019
1998,6,2,4,157,0.7141
1998,6,2,5,212,-1.0974
1998,6,3,1,119,2.3111
1998,6,3,2,144,2.6682
1998,6,3,3,188,2.7304
1998,6,3,4,194,6.0431
1998,6,3,5,197,3.5175
1998,7,1,1,802,-7.0563
1998,7,1,2,601,-7.5570
1998,7,1,3,440,-6.5244
1998,7,1,4,486,-8.5184
1998,7,1,5,489,-8.1817
1998,7,2,1,141,-6.6661
1998,7,2,2,165,-7.8235
1998,7,2,3,174,-7.0045
1998,7,2,4,199,-8.0372
1998,7,2,5,232,-10.5881
1998,7,3,1,146,-0.2556
1998,7,3,2,160,-3.5247
1998,7,3,3,199,-1.1115
1998,7,3,4,223,-0.8611
1998,7,3,5,187,-4.8831
1998,8,1,1,786,-22.1684
1998,8,1,2,595,-21.2762
1998,8,1,3,435,-19.8738
1998,8,1,4,482,-20.5889
1998,8,1,5,482,-24.5652
1998,8,2,1,141,-18.6641
1998,8,2,2,163,-14.7514
1998,8,2,3,174,-18.3397
1998,8,2,4,198,-21.3291
1998,8,2,5,231,-23.7512
1998,8,3,1,144,-12.5557
1998,8,3,2,160,-9.3080
1998,8,3,3,199,-14.2324
1998,8,3,4,221,-14.1284
1998,8,3,5,183,-14.9899
1998,9,1,1,778,4.4204
1998,9,1,2,590,3.3637
1998,9,1,3,428,5.2068
1998,9,1,4,482,2.9222
1998,9,1,5,471,4.6851
1998,9,2,1,140,7.5337
1998,9,2,2,163,4.0513
1998,9,2,3,170,8.0189
1998,9,2,4,196,7.7466
1998,9,2,5,228,9.7246
1998,9,3,1,144,10.4508
1998,9,3,2,158,6.7301
1998,9,3,3,196,5.9690
1998,9,3,4,219,10.8546
1998,9,3,5,184,7.7538
1998,10,1,1,767,1.3244
1998,10,1,2,578,3.7937
1998,10,1,3,421,3.8541
1998,10,1,4,473,3.4916
1998,10,1,5,462,3.3714
1998,10,2,1,139,3.9097
1998,10,2,2,163,5.2493
1998,10,2,3,169,7.8319
1998,10,2,4,195,7.7009
1998,10,2,5,226,4.8242
1998,10,3,1,144,6.3752
1998,10,3,2,157,6.8606
1998,10,3,3,195,10.0279
1998,10,3,4,217,4.0647
1998,10,3,5,182,7.2831
1998,11,1,1,746,9.4070
1998,11,1,2,574,9.2508
1998,11,1,3,411,11.1011
1998,11,1,4,464,12.1238
1998,11,1,5,450,3.1501
1998,11,2,1,137,4.9189
1998,11,2,2,162,4.8326
1998,11,2,3,167,7.4976
1998,11,2,4,195,6.9147
1998,11,2,5,226,5.8722
1998,11,3,1,142,6.1534
1998,11,3,2,157,5.7455
1998,11,3,3,194,5.2759
1998,11,3,4,215,9.1770
1998,11,3,5,180,2.9838
1998,12,1,1,733,-0.1741
1998,12,1,2,567,5.7576
1998,12,1,3,407,3.4147
1998,12,1,4,456,0.1805
1998,12,1,5,447,1.1586
1998,12,2,1,136,3.4759
1998,12,2,2,161,4.8374
1998,12,2,3,167,5.9791
1998,12,2,4,194,7.7900
1998,12,2,5,226,5.9907
1998,12,3,1,141,7.4063
1998,12,3,2,157,2.7011
1998,12,3,3,193,8.5950
1998,12,3,4,215,10.1427
1998,12,3,5,179,5.7258
1999,1,1,1,717,8.5077
1999,1,1,2,561,5.8387
1999,1,1,3,400,4.0227
1999,1,1,4,449,6.4098
1999,1,1,5,438,5.3148
1999,1,2,1,136,-0.3116
1999,1,2,2,161,-0.9672
1999,1,2,3,165,1.3757
1999,1,2,4,192,3.9671
1999,1,2,5,224,0.9204
1999,1,3,1,141,4.9975
1999,1,3,2,157,0.6913
1999,1,3,3,193,3.4114
1999,1,3,4,214,9.1834
1999,1,3,5,179,0.5398
1999,2,1,1,696,-7.2760
1999,2,1,2,548,-6.5954
1999,2,1,3,394,-7.5307
1999,2,1,4,443,-7.5541
1999,2,1,5,433,-8.9437
1999,2,2,1,136,-7.6474
1999,2,2,2,161,-7.0331
1999,2,2,3,163,-8.3053
1999,2,2,4,190,-8.5710
1999,2,2,5,222,-13.2822
1999,2,3,1,140,-4.2796
1999,2,3,2,156,-0.8822
1999,2,3,3,193,-4.0679
1999,2,3,4,211,-6.8674
1999,2,3,5,177,-4.9547
1999,3,1,1,680,-2.6160
1999,3,1,2,543,-3.9449
1999,3,1,3,390,-4.6578
1999,3,1,4,440,-4.5801
1999,3,1,5,426,-1.8429
1999,3,2,1,134,-2.4233
1999,3,2,2,160,-4.0315
1999,3,2,3,161,-0.5095
1999,3,2,4,190,3.3571
1999,3,2,5,221,1.0976
1999,3,3,1,140,6.7918
1999,3,3,2,155,3.6013
1999,3,3,3,193,1.5693
1999,3,3,4,211,7.3283
1999,3,3,5,177,-2.5921
1999,4,1,1,666,8.3392
1999,4,1,2,534,11.0965
1999,4,1,3,383,5.7308
1999,4,1,4,434,9.6602
1999,4,1,5,414,12.2622
1999,4,2,1,133,8.9953
1999,4,2,2,157,8.7938
1999,4,2,3,159,7.8542
1999,4,2,4,187,7.7055
1999,4,2,5,217,7.3027
1999,4,3,1,137,3.3410
1999,4,3,2,154,2.5769
1999,4,3,3,193,6.4739
1999,4,3,4,209,0.0200
1999,4,3,5,176,10.3289
1999,5,1,1,652,5.6780
1999,5,1,2,531,5.1448
1999,5,1,3,379,6.5716
1999,5,1,4,428,4.6998
1999,5,1,5,406,4.0758
1999,5,2,1,133,5.3833
1999,5,2,2,156,4.6235
1999,5,2,3,159,3.7630
1999,5,2,4,185,1.7536
1999,5,2,5,215,0.9759
1999,5,3,1,136,-3.9227
1999,5,3,2,153,-2.2232
1999,5,3,3,191,0.8839
1999,5,3,4,209,-1.3948
1999,5,3,5,174,-2.2146
1999,6,1,1,647,5.9347
1999,6,1,2,525,8.4291
1999,6,1,3,373,12.0465
1999,6,1,4,425,7.2675
1999,6,1,5,397,3.0941
1999,6,2,1,130,5.6993
1999,6,2,2,156,7.8201
1999,6,2,3,159,9.5174
1999,6,2,4,185,8.9188
1999,6,2,5,213,4.9835
1999,6,3,1,135,3.3031
1999,6,3,2,153,2.7269
1999,6,3,3,190,5.5876
1999,6,3,4,209,8.2040
1999,6,3,5,172,6.1652
1999,7,1,1,739,0.8924
1999,7,1,2,557,4.8557
1999,7,1,3,414,1.6321
1999,7,1,4,397,1.9102
1999,7,1,5,473,-0.1338
1999,7,2,1,157,0.0388
1999,7,2,2,172,-0.4162
1999,7,2,3,172,-0.0550
1999,7,2,4,178,-1.4281
1999,7,2,5,230,-3.9584
1999,7,3,1,156,-3.6831
1999,7,3,2,156,-0.6317
1999,7,3,3,204,0.2633
1999,7,3,4,206,-4.0515
1999,7,3,5,182,-5.1544
1999,8,1,1,725,-2.1774
1999,8,1,2,551,-0.1966
1999,8,1,3,409,-1.4820
1999,8,1,4,392,-2.4903
1999,8,1,5,467,-4.0161
1999,8,2,1,156,-3.0136
1999,8,2,2,169,-2.3572
1999,8,2,3,169,-1.1952
1999,8,2,4,175,-3.9108
1999,8,2,5,230,-2.8367
1999,8,3,1,154,-1.3995
1999,8,3,2,156,1.4125
1999,8,3,3,203,-1.4919
1999,8,3,4,204,2.5719
1999,8,3,5,180,-3.2275
1999,9,1,1,711,-0.6662
1999,9,1,2,544,-1.7654
1999,9,1,3,407,0.1587
1999,9,1,4,391,-1.5572
1999,9,1,5,462,-2.1200
1999,9,2,1,154,-0.5728
1999,9,2,2,166,1.2335
1999,9,2,3,166,0.6848
1999,9,2,4,173,0.9108
1999,9,2,5,228,-1.2222
1999,9,3,1,151,-3.0715
1999,9,3,2,156,-3.9540
1999,9,3,3,201,-3.3078
1999,9,3,4,202,-0.7766
1999,9,3,5,179,-0.7345
1999,10,1,1,695,-1.8412
1999,10,1,2,532,-1.8683
1999,10,1,3,400,0.0765
1999,10,1,4,387,0.6022
1999,10,1,5,456,-4.7327
1999,10,2,1,154,2.0409
1999,10,2,2,163,0.1410
1999,10,2,3,164,-1.4481
1999,10,2,4,173,-1.7786
1999,10,2,5,228,-4.6116
1999,10,3,1,151,3.9788
1999,10,3,2,154,2.9916
1999,10,3,3,201,1.7919
1999,10,3,4,200,9.4112
1999,10,3,5,177,5.2216
1999,11,1,1,686,17.5605
1999,11,1,2,524,12.9746
1999,11,1,3,394,13.4652
1999,11,1,4,383,11.3536
1999,11,1,5,453,12.1026
1999,11,2,1,153,9.9285
1999,11,2,2,163,7.5650
1999,11,2,3,162,7.7035
1999,11,2,4,173,8.3841
1999,11,2,5,226,9.0969
1999,11,3,1,150,-1.3161
1999,11,3,2,153,5.0162
1999,11,3,3,198,4.7565
1999,11,3,4,198,4.9573
1999,11,3,5,175,6.7733
1999,12,1,1,677,18.0907
1999,12,1,2,518,12.1835
1999,12,1,3,390,18.9971
1999,12,1,4,380,18.5842
1999,12,1,5,442,12.6156
1999,12,2,1,153,10.5169
1999,12,2,2,158,9.8547
1999,12,2,3,159,13.1247
1999,12,2,4,168,11.7595
1999,12,2,5,221,12.4693
1999,12,3,1,149,1.8252
1999,12,3,2,153,6.3856
1999,12,3,3,195,4.7558
1999,12,3,4,195,11.9960
1999,12,3,5,174,13.4717
2000,1,1,1,665,8.7002
2000,1,1,2,512,12.8611
2000,1,1,3,385,8.5969
2000,1,1,4,377,5.7500
2000,1,1,5,435,8.8894
2000,1,2,1,152,-2.7278
2000,1,2,2,155,-2.4025
2000,1,2,3,157,2.4702
2000,1,2,4,164,-0.9001
2000,1,2,5,219,-0.6557
2000,1,3,1,148,-0.0167
2000,1,3,2,152,-3.3070
2000,1,3,3,193,-4.3506
2000,1,3,4,193,-6.7623
2000,1,3,5,174,-6.5860
2000,2,1,1,654,35.9787
2000,2,1,2,508,33.8874
2000,2,1,3,383,39.7228
2000,2,1,4,376,33.0974
2000,2,1,5,431,22.2241
2000,2,2,1,150,14.1510
2000,2,2,2,154,20.5023
2000,2,2,3,157,21.5014
2000,2,2,4,162,23.3938
2000,2,2,5,217,17.7181
2000,2,3,1,146,-3.7955
2000,2,3,2,151,1.6393
2000,2,3,3,192,0.3479
2000,2,3,4,192,3.8469
2000,2,3,5,173,5.4189
2000,3,1,1,642,-11.1020
2000,3,1,2,501,-10.6904
2000,3,1,3,378,-17.1064
2000,3,1,4,372,-7.3950
2000,3,1,5,425,-9.0491
2000,3,2,1,148,-4.1286
2000,3,2,2,152,-5.2961
2000,3,2,3,154,-10.8865
2000,3,2,4,162,-7.1919
2000,3,2,5,214,-6.4923
2000,3,3,1,144,9.5478
2000,3,3,2,150,6.7941
2000,3,3,3,191,10.0942
2000,3,3,4,192,5.8359
2000,3,3,5,172,3.2604
2000,4,1,1,635,-22.0304
2000,4,1,2,494,-16.0995
2000,4,1,3,378,-15.6611
2000,4,1,4,367,-12.6602
2000,4,1,5,417,-14.8419
2000,4,2,1,147,-8.3160
2000,4,2,2,152,-3.7094
2000,4,2,3,150,-6.3665
2000,4,2,4,159,-4.6219
2000,4,2,5,214,-9.2464
2000,4,3,1,143,0.7000
2000,4,3,2,150,-0.8508
2000,4,3,3,190,-2.1403
2000,4,3,4,191,-7.5512
2000,4,3,5,171,-7.2538
2000,5,1,1,632,-14.5281
2000,5,1,2,491,-10.1258
2000,5,1,3,376,-8.7428
2000,5,1,4,362,-9.5418
2000,5,1,5,410,-11.1756
2000,5,2,1,145,-4.4654
2000,5,2,2,149,-6.1762
2000,5,2,3,149,-8.5506
2000,5,2,4,156,-6.9509
2000,5,2,5,211,-7.6158
2000,5,3,1,143,0.0132
2000,5,3,2,147,-1.9086
2000,5,3,3,189,-4.9967
2000,5,3,4,191,-5.7363
2000,5,3,5,169,-5.2614
2000,6,1,1,626,30.0991
2000,6,1,2,482,25.8677
2000,6,1,3,370,25.5248
2000,6,1,4,361,24.1564
2000,6,1,5,403,18.8222
2000,6,2,1,143,5.4354
2000,6,2,2,147,13.6024
2000,6,2,3,147,8.1736
2000,6,2,4,154,13.4454
2000,6,2,5,210,9.6100
2000,6,3,1,142,3.5280
2000,6,3,2,147,2.6821
2000,6,3,3,188,2.4232
2000,6,3,4,191,7.4740
2000,6,3,5,169,7.8425
2000,7,1,1,648,-2.0918
2000,7,1,2,502,-1.7677
2000,7,1,3,366,0.0654
2000,7,1,4,326,-1.8999
2000,7,1,5,422,-2.4718
2000,7,2,1,177,-5.2615
2000,7,2,2,185,-1.5015
2000,7,2,3,151,-0.4929
2000,7,2,4,180,-1.1415
2000,7,2,5,195,-3.4323
2000,7,3,1,172,-1.5352
2000,7,3,2,175,-5.0522
2000,7,3,3,189,-6.9557
2000,7,3,4,215,-0.7002
2000,7,3,5,234,-2.6927
2000,8,1,1,642,11.4950
2000,8,1,2,497,8.8794
2000,8,1,3,363,6.2578
2000,8,1,4,323,5.7574
2000,8,1,5,419,5.8013
2000,8,2,1,177,10.0790
2000,8,2,2,181,7.2648
2000,8,2,3,150,8.2213
2000,8,2,4,179,6.6964
2000,8,2,5,194,6.7749
2000,8,3,1,171,3.7655
2000,8,3,2,174,6.0404
2000,8,3,3,185,6.6371
2000,8,3,4,210,4.8823
2000,8,3,5,233,9.5846
2000,9,1,1,635,-2.7734
2000,9,1,2,490,-2.8123
2000,9,1,3,359,-2.6260
2000,9,1,4,320,-4.9068
2000,9,1,5,409,-6.7726
2000,9,2,1,174,-1.7122
2000,9,2,2,178,-0.4454
2000,9,2,3,150,-2.8512
2000,9,2,4,176,-3.3820
2000,9,2,5,194,-5.7059
2000,9,3,1,168,-1.1199
2000,9,3,2,172,-5.2738
2000,9,3,3,184,-6.3206
2000,9,3,4,210,-10.5398
2000,9,3,5,230,-4.2172
2000,10,1,1,621,-10.5680
2000,10,1,2,484,-5.2075
2000,10,1,3,358,-7.3949
2000,10,1,4,317,-6.3605
2000,10,1,5,401,-9.8782
2000,10,2,1,173,-5.6218
2000,10,2,2,175,-2.4561
2000,10,2,3,149,-3.8767
2000,10,2,4,172,0.0977
2000,10,2,5,193,-4.9716
2000,10,3,1,163,0.4564
2000,10,3,2,171,5.8769
2000,10,3,3,184,-1.8097
2000,10,3,4,208,-1.9565
2000,10,3,5,227,-3.7976
2000,11,1,1,606,-14.6229
2000,11,1,2,473,-10.7645
2000,11,1,3,353,-9.7762
2000,11,1,4,308,-7.3730
2000,11,1,5,389,-11.3972
2000,11,2,1,173,-10.9523
2000,11,2,2,174,-9.6221
2000,11,2,3,147,-6.7637
2000,11,2,4,167,-6.1223
2000,11,2,5,192,-8.5759
2000,11,3,1,160,-5.3260
2000,11,3,2,170,-8.7051
2000,11,3,3,183,-6.5923
2000,11,3,4,208,-10.5353
2000,11,3,5,224,-14.6758
2000,12,1,1,594,-2.4959
2000,12,1,2,465,-2.5926
2000,12,1,3,350,-0.3790
2000,12,1,4,302,-2.8490
2000,12,1,5,380,-1.8778
2000,12,2,1,173,6.7246
2000,12,2,2,173,10.0172
2000,12,2,3,143,7.4353
2000,12,2,4,166,8.0913
2000,12,2,5,192,7.1682
2000,12,3,1,159,4.4536
2000,12,3,2,170,-4.1280
2000,12,3,3,181,2.9071
2000,12,3,4,207,-3.9941
2000,12,3,5,222,-1.4811
2001,1,1,1,578,21.1976
2001,1,1,2,459,17.5596
2001,1,1,3,345,16.3287
2001,1,1,4,298,14.2218
2001,1,1,5,375,18.6759
2001,1,2,1,173,6.1901
2001,1,2,2,171,3.5357
2001,1,2,3,142,5.2474
2001,1,2,4,160,6.2069
2001,1,2,5,190,9.1037
2001,1,3,1,158,-3.4826
2001,1,3,2,169,10.1298
2001,1,3,3,180,2.4158
2001,1,3,4,206,6.0985
2001,1,3,5,222,7.8793
2001,2,1,1,566,-8.5892
2001,2,1,2,449,-5.8281
2001,2,1,3,342,-1.4761
2001,2,1,4,293,-5.0740
2001,2,1,5,366,-5.8647
2001,2,2,1,170,-6.4928
2001,2,2,2,167,-3.2473
2001,2,2,3,141,-4.0819
2001,2,2,4,159,-6.2356
2001,2,2,5,190,-5.2792
2001,2,3,1,158,-5.6324
2001,2,3,2,168,-3.4096
2001,2,3,3,180,-7.2502
2001,2,3,4,205,-17.9879
2001,2,3,5,221,-11.5966
2001,3,1,1,559,-5.2657
2001,3,1,2,449,-6.0516
2001,3,1,3,339,-2.9172
2001,3,1,4,289,-2.9304
2001,3,1,5,357,-4.5128
2001,3,2,1,168,-3.5524
2001,3,2,2,165,-3.7423
2001,3,2,3,140,-3.8557
2001,3,2,4,158,-5.2592
2001,3,2,5,189,-5.4928
2001,3,3,1,158,-5.6638
2001,3,3,2,166,-6.5556
2001,3,3,3,179,-5.6528
2001,3,3,4,205,-10.2664
2001,3,3,5,218,-8.0328
2001,4,1,1,553,4.1204
2001,4,1,2,441,7.3926
2001,4,1,3,331,7.4709
2001,4,1,4,285,4.2121
2001,4,1,5,352,7.1439
2001,4,2,1,166,9.1977
2001,4,2,2,165,8.8745
2001,4,2,3,140,7.7092
2001,4,2,4,157,5.8179
