year,month,rank_ME,rank_dII,nstocks,ret_vw
2012,7,1,2,144,-0.3297
2012,7,1,3,132,-1.8010
2012,7,1,4,150,-2.3462
2012,7,1,5,356,-2.9556
2012,7,2,1,120,-1.7871
2012,7,2,2,90,-1.4293
2012,7,2,3,80,-1.9568
2012,7,2,4,108,-1.5138
2012,7,2,5,183,-1.5511
2012,7,3,1,133,0.4853
2012,7,3,2,133,1.1572
2012,7,3,3,163,1.7701
2012,7,3,4,148,1.0952
2012,7,3,5,129,2.4833
2012,8,1,1,427,3.4140
2012,8,1,2,142,1.8593
2012,8,1,3,129,3.0370
2012,8,1,4,147,4.6037
2012,8,1,5,355,3.2022
2012,8,2,1,119,3.6782
2012,8,2,2,90,3.6739
2012,8,2,3,80,4.1371
2012,8,2,4,107,3.1947
2012,8,2,5,183,4.2763
2012,8,3,1,133,3.3303
2012,8,3,2,132,2.3408
2012,8,3,3,162,0.7970
2012,8,3,4,147,0.8589
2012,8,3,5,128,6.3522
2012,9,1,1,421,5.3474
2012,9,1,2,140,4.6276
2012,9,1,3,125,3.9129
2012,9,1,4,147,6.0597
2012,9,1,5,354,5.3774
2012,9,2,1,118,2.5404
2012,9,2,2,89,3.5080
2012,9,2,3,80,3.3791
2012,9,2,4,107,3.8379
2012,9,2,5,183,1.8715
2012,9,3,1,133,0.3349
2012,9,3,2,132,3.3248
2012,9,3,3,160,3.1192
2012,9,3,4,146,1.2524
2012,9,3,5,128,2.8480
2012,10,1,1,415,-4.3631
2012,10,1,2,140,-3.8688
2012,10,1,3,125,-2.1182
2012,10,1,4,144,-5.1305
2012,10,1,5,352,-3.9068
2012,10,2,1,118,-0.4388
2012,10,2,2,89,-0.5615
2012,10,2,3,80,-2.9645
2012,10,2,4,106,-2.2599
2012,10,2,5,183,-1.9386
2012,10,3,1,133,-1.8042
2012,10,3,2,132,-1.4539
2012,10,3,3,160,-1.2460
2012,10,3,4,146,-2.2965
2012,10,3,5,127,-6.9063
2012,11,1,1,412,0.9866
2012,11,1,2,139,0.4424
2012,11,1,3,124,2.3418
2012,11,1,4,142,2.1377
2012,11,1,5,350,1.3907
2012,11,2,1,117,1.1612
2012,11,2,2,88,0.8048
2012,11,2,3,78,1.4310
2012,11,2,4,106,1.5414
2012,11,2,5,180,2.0723
2012,11,3,1,132,2.4858
2012,11,3,2,131,1.4287
2012,11,3,3,160,-0.0588
2012,11,3,4,146,1.0926
2012,11,3,5,126,1.2883
2012,12,1,1,403,3.7665
2012,12,1,2,138,5.8220
2012,12,1,3,124,3.7169
2012,12,1,4,141,2.8109
2012,12,1,5,347,2.0955
2012,12,2,1,117,4.0244
2012,12,2,2,88,3.7531
2012,12,2,3,78,4.0032
2012,12,2,4,106,3.7138
2012,12,2,5,179,2.9627
2012,12,3,1,132,0.8926
2012,12,3,2,131,0.9652
2012,12,3,3,160,0.2847
2012,12,3,4,146,1.0525
2012,12,3,5,126,-1.3522
2013,1,1,1,399,5.5013
2013,1,1,2,138,5.0467
2013,1,1,3,122,6.2406
2013,1,1,4,139,6.4503
2013,1,1,5,343,8.4140
2013,1,2,1,115,7.8098
2013,1,2,2,88,5.2742
2013,1,2,3,77,5.4949
2013,1,2,4,106,6.1854
2013,1,2,5,176,5.8629
2013,1,3,1,132,5.9522
2013,1,3,2,131,5.8803
2013,1,3,3,159,6.3118
2013,1,3,4,146,5.5567
2013,1,3,5,125,0.7062
2013,2,1,1,396,0.8236
2013,2,1,2,137,3.7636
2013,2,1,3,122,-0.0369
2013,2,1,4,139,-2.0612
2013,2,1,5,342,0.1747
2013,2,2,1,115,0.7365
2013,2,2,2,88,1.4549
2013,2,2,3,77,2.5019
2013,2,2,4,105,-0.0362
2013,2,2,5,176,0.4153
2013,2,3,1,132,1.3418
2013,2,3,2,131,1.6281
2013,2,3,3,157,1.9681
2013,2,3,4,145,0.6726
2013,2,3,5,125,0.3064
2013,3,1,1,395,6.6524
2013,3,1,2,136,7.3329
2013,3,1,3,122,5.3011
2013,3,1,4,137,4.7648
2013,3,1,5,340,4.3981
2013,3,2,1,114,5.1722
2013,3,2,2,86,5.0937
2013,3,2,3,76,5.2299
2013,3,2,4,105,3.7725
2013,3,2,5,176,3.6546
2013,3,3,1,132,3.1072
2013,3,3,2,131,4.6957
2013,3,3,3,157,3.8584
2013,3,3,4,145,4.0331
2013,3,3,5,125,2.1240
2013,4,1,1,392,0.1243
2013,4,1,2,135,0.3304
2013,4,1,3,120,-1.9276
2013,4,1,4,136,2.6185
2013,4,1,5,336,-0.6133
2013,4,2,1,114,-0.8109
2013,4,2,2,86,-0.6633
2013,4,2,3,76,-2.7326
2013,4,2,4,105,0.9539
2013,4,2,5,176,-1.9127
2013,4,3,1,132,3.1091
2013,4,3,2,131,0.4305
2013,4,3,3,157,1.7953
2013,4,3,4,145,2.5201
2013,4,3,5,125,0.7510
2013,5,1,1,386,2.7118
2013,5,1,2,134,5.5590
2013,5,1,3,120,6.2671
2013,5,1,4,136,5.5416
2013,5,1,5,335,7.4196
2013,5,2,1,113,5.4952
2013,5,2,2,85,5.8499
2013,5,2,3,76,4.8481
2013,5,2,4,105,4.9408
2013,5,2,5,175,4.9981
2013,5,3,1,132,3.3974
2013,5,3,2,131,1.9000
2013,5,3,3,157,0.6207
2013,5,3,4,145,1.3893
2013,5,3,5,125,3.3340
2013,6,1,1,384,0.0986
2013,6,1,2,132,1.8299
2013,6,1,3,118,0.4439
2013,6,1,4,136,-0.3373
2013,6,1,5,331,-0.1597
2013,6,2,1,113,-1.2844
2013,6,2,2,85,-0.3236
2013,6,2,3,76,-0.8803
2013,6,2,4,104,-1.0919
2013,6,2,5,175,-0.2569
2013,6,3,1,131,-2.6891
2013,6,3,2,131,-1.5621
2013,6,3,3,156,-0.5834
2013,6,3,4,145,-1.0793
2013,6,3,5,125,-2.9746
2013,7,1,1,419,8.8947
2013,7,1,2,142,7.4466
2013,7,1,3,117,11.9978
2013,7,1,4,129,7.4152
2013,7,1,5,347,7.1454
2013,7,2,1,127,7.6515
2013,7,2,2,88,6.5474
2013,7,2,3,91,6.2820
2013,7,2,4,103,8.0491
2013,7,2,5,168,6.3126
2013,7,3,1,105,6.5873
2013,7,3,2,140,5.1753
2013,7,3,3,144,4.0433
2013,7,3,4,160,3.9230
2013,7,3,5,146,7.7193
2013,8,1,1,416,-3.2848
2013,8,1,2,141,-2.4387
2013,8,1,3,117,-2.9312
2013,8,1,4,129,-4.4265
2013,8,1,5,346,-1.4093
2013,8,2,1,125,-4.5011
2013,8,2,2,88,-4.4516
2013,8,2,3,91,-2.5796
2013,8,2,4,103,-1.7290
2013,8,2,5,168,-1.5821
2013,8,3,1,104,-3.3634
2013,8,3,2,139,-3.9378
2013,8,3,3,143,-2.1312
2013,8,3,4,160,-2.5297
2013,8,3,5,145,0.2618
2013,9,1,1,410,6.2616
2013,9,1,2,140,7.6887
2013,9,1,3,116,6.3142
2013,9,1,4,128,6.7927
2013,9,1,5,343,8.3882
2013,9,2,1,125,6.3275
2013,9,2,2,88,5.7559
2013,9,2,3,91,5.7064
2013,9,2,4,102,6.8048
2013,9,2,5,168,6.1669
2013,9,3,1,104,4.6472
2013,9,3,2,139,2.5301
2013,9,3,3,143,3.1916
2013,9,3,4,160,4.5091
2013,9,3,5,145,4.3344
2013,10,1,1,407,1.9008
2013,10,1,2,139,3.2668
2013,10,1,3,116,2.6269
2013,10,1,4,126,4.1363
2013,10,1,5,341,2.6220
2013,10,2,1,124,1.7507
2013,10,2,2,88,5.9407
2013,10,2,3,91,3.3578
2013,10,2,4,102,3.7647
2013,10,2,5,168,1.3726
2013,10,3,1,104,5.0289
2013,10,3,2,139,4.8815
2013,10,3,3,142,4.1137
2013,10,3,4,159,4.0467
2013,10,3,5,145,4.9297
2013,11,1,1,403,5.5544
2013,11,1,2,138,8.0037
2013,11,1,3,115,6.8556
2013,11,1,4,126,4.5752
2013,11,1,5,339,5.5328
2013,11,2,1,124,4.2137
2013,11,2,2,85,3.2144
2013,11,2,3,91,4.2297
2013,11,2,4,100,1.8731
2013,11,2,5,167,3.7828
2013,11,3,1,104,3.9192
2013,11,3,2,139,1.7143
2013,11,3,3,142,2.8974
2013,11,3,4,157,1.7157
2013,11,3,5,144,3.3618
2013,12,1,1,396,2.1946
2013,12,1,2,136,1.6815
2013,12,1,3,115,2.5957
2013,12,1,4,125,2.2898
2013,12,1,5,337,4.2267
2013,12,2,1,122,2.0345
2013,12,2,2,84,2.0415
2013,12,2,3,91,3.1391
2013,12,2,4,99,1.3608
2013,12,2,5,167,2.0348
2013,12,3,1,104,1.9140
2013,12,3,2,139,2.4239
2013,12,3,3,142,2.1908
2013,12,3,4,157,3.5330
2013,12,3,5,144,2.7730
2014,1,1,1,395,-1.5469
2014,1,1,2,136,-1.1130
2014,1,1,3,115,-2.2921
2014,1,1,4,124,-4.5451
2014,1,1,5,335,-0.4271
2014,1,2,1,120,-3.4143
2014,1,2,2,83,-4.6334
2014,1,2,3,90,-2.0104
2014,1,2,4,98,-1.7915
2014,1,2,5,167,-4.7579
2014,1,3,1,102,-2.1525
2014,1,3,2,139,-2.8387
2014,1,3,3,142,-4.0140
2014,1,3,4,157,-3.6108
2014,1,3,5,142,-4.1436
2014,2,1,1,394,6.6640
2014,2,1,2,134,3.6530
2014,2,1,3,115,5.5010
2014,2,1,4,123,4.0032
2014,2,1,5,334,5.1722
2014,2,2,1,119,6.1789
2014,2,2,2,83,4.2279
2014,2,2,3,90,3.0883
2014,2,2,4,97,4.2323
2014,2,2,5,165,4.6310
2014,2,3,1,102,4.9102
2014,2,3,2,138,4.3310
2014,2,3,3,142,4.1636
2014,2,3,4,156,5.4265
2014,2,3,5,141,6.4284
2014,3,1,1,388,-0.2465
2014,3,1,2,129,-1.1410
2014,3,1,3,115,-0.5602
2014,3,1,4,123,2.6409
2014,3,1,5,329,-1.3347
2014,3,2,1,117,-1.1308
2014,3,2,2,83,-0.3770
2014,3,2,3,90,0.5701
2014,3,2,4,97,-0.1827
2014,3,2,5,165,0.6036
2014,3,3,1,101,0.9165
2014,3,3,2,138,0.8997
2014,3,3,3,142,1.2476
2014,3,3,4,156,-0.1158
2014,3,3,5,141,-1.4219
2014,4,1,1,385,-6.3187
2014,4,1,2,129,-4.9238
2014,4,1,3,114,-5.3378
2014,4,1,4,123,-3.8471
2014,4,1,5,328,-5.7838
2014,4,2,1,117,-2.6196
2014,4,2,2,83,-1.9392
2014,4,2,3,90,-2.9061
2014,4,2,4,97,-3.6125
2014,4,2,5,164,-2.6459
2014,4,3,1,101,-0.3645
2014,4,3,2,138,1.2587
2014,4,3,3,142,2.0329
2014,4,3,4,156,-0.0868
2014,4,3,5,140,1.1243
2014,5,1,1,382,-0.1287
2014,5,1,2,128,-1.6188
2014,5,1,3,114,0.3983
2014,5,1,4,122,-1.8161
2014,5,1,5,326,-1.0150
2014,5,2,1,117,2.9404
2014,5,2,2,83,-0.4770
2014,5,2,3,89,1.2250
2014,5,2,4,96,0.7430
2014,5,2,5,164,-0.3858
2014,5,3,1,101,2.1668
2014,5,3,2,138,1.3151
2014,5,3,3,142,1.8150
2014,5,3,4,156,2.1776
2014,5,3,5,140,4.1742
2014,6,1,1,379,4.8341
2014,6,1,2,128,4.3753
2014,6,1,3,112,10.5941
2014,6,1,4,122,4.7090
2014,6,1,5,325,5.7254
2014,6,2,1,117,5.9704
2014,6,2,2,82,3.1001
2014,6,2,3,88,3.9698
2014,6,2,4,96,5.6363
2014,6,2,5,164,5.7930
2014,6,3,1,100,2.2411
2014,6,3,2,137,1.4074
2014,6,3,3,142,1.4075
2014,6,3,4,156,3.6422
2014,6,3,5,140,2.8027
2014,7,1,1,402,-6.8170
2014,7,1,2,154,-3.5387
2014,7,1,3,124,-5.5113
2014,7,1,4,122,-6.3920
2014,7,1,5,275,-6.6902
2014,7,2,1,135,-6.2103
2014,7,2,2,93,-5.2247
2014,7,2,3,81,-6.4647
2014,7,2,4,97,-6.5889
2014,7,2,5,182,-7.0072
2014,7,3,1,106,-2.3962
2014,7,3,2,141,-1.6012
2014,7,3,3,159,-2.1311
2014,7,3,4,156,-1.3697
2014,7,3,5,146,-0.7005
2014,8,1,1,398,3.4472
2014,8,1,2,154,2.1793
2014,8,1,3,124,6.2216
2014,8,1,4,121,2.3240
2014,8,1,5,275,4.8879
2014,8,2,1,135,5.0075
2014,8,2,2,93,3.9146
2014,8,2,3,78,4.7364
2014,8,2,4,96,5.0518
2014,8,2,5,180,6.2834
2014,8,3,1,106,3.4581
2014,8,3,2,141,3.2156
2014,8,3,3,159,4.8928
2014,8,3,4,156,3.9547
2014,8,3,5,145,5.7376
2014,9,1,1,396,-8.7211
2014,9,1,2,153,-4.2387
2014,9,1,3,124,-5.7431
2014,9,1,4,121,-6.7823
2014,9,1,5,272,-8.6667
2014,9,2,1,134,-7.3712
2014,9,2,2,93,-5.8227
2014,9,2,3,78,-4.2965
2014,9,2,4,95,-4.6178
2014,9,2,5,180,-5.4360
2014,9,3,1,105,-2.2510
2014,9,3,2,141,-1.7437
2014,9,3,3,159,-1.2699
2014,9,3,4,155,-3.0865
2014,9,3,5,144,-2.3462
2014,10,1,1,393,6.1234
2014,10,1,2,153,7.0153
2014,10,1,3,124,5.8867
2014,10,1,4,119,6.5863
2014,10,1,5,271,3.9264
2014,10,2,1,134,3.5315
2014,10,2,2,92,7.0430
2014,10,2,3,78,3.4697
2014,10,2,4,95,6.6879
2014,10,2,5,180,5.8393
2014,10,3,1,105,3.2832
2014,10,3,2,140,0.9389
2014,10,3,3,159,2.5310
2014,10,3,4,155,2.3412
2014,10,3,5,143,2.4248
2014,11,1,1,390,-0.3806
2014,11,1,2,151,-0.7055
2014,11,1,3,123,-1.1925
2014,11,1,4,118,-0.3449
2014,11,1,5,270,-0.0975
2014,11,2,1,134,0.9362
2014,11,2,2,92,1.3016
2014,11,2,3,78,0.6084
2014,11,2,4,94,1.0653
2014,11,2,5,180,-0.0565
2014,11,3,1,105,3.9978
2014,11,3,2,140,2.5761
2014,11,3,3,159,3.2918
2014,11,3,4,154,1.3222
2014,11,3,5,143,4.0125
2014,12,1,1,390,5.2113
2014,12,1,2,150,3.0677
2014,12,1,3,122,6.1402
2014,12,1,4,116,5.4697
2014,12,1,5,268,4.1735
2014,12,2,1,134,2.3165
2014,12,2,2,92,3.6276
2014,12,2,3,78,0.3924
2014,12,2,4,93,1.6891
2014,12,2,5,180,1.1020
2014,12,3,1,105,0.6601
2014,12,3,2,139,-1.3730
2014,12,3,3,158,0.0660
2014,12,3,4,154,0.5578
2014,12,3,5,143,-2.6164
2015,1,1,1,387,-4.8659
2015,1,1,2,149,-2.8832
2015,1,1,3,122,-5.5237
2015,1,1,4,115,-4.3935
2015,1,1,5,267,-5.2212
2015,1,2,1,134,-3.2353
2015,1,2,2,92,-3.5528
2015,1,2,3,76,-5.0743
2015,1,2,4,92,-2.9763
2015,1,2,5,180,-2.8749
2015,1,3,1,105,-2.7293
2015,1,3,2,139,-1.3896
2015,1,3,3,158,-3.0319
2015,1,3,4,153,-2.5223
2015,1,3,5,142,-1.4143
2015,2,1,1,384,6.8641
2015,2,1,2,148,4.7570
2015,2,1,3,122,5.3294
2015,2,1,4,115,4.3658
2015,2,1,5,265,5.3403
2015,2,2,1,131,7.4443
2015,2,2,2,92,7.0037
2015,2,2,3,76,7.9221
2015,2,2,4,91,4.6493
2015,2,2,5,180,7.1070
2015,2,3,1,103,7.4859
2015,2,3,2,136,5.5579
2015,2,3,3,158,4.1103
2015,2,3,4,152,5.0307
2015,2,3,5,142,8.2877
2015,3,1,1,381,-0.1813
2015,3,1,2,145,-0.9375
2015,3,1,3,122,-0.1251
2015,3,1,4,115,0.6869
2015,3,1,5,264,2.0107
2015,3,2,1,130,0.9891
2015,3,2,2,89,2.1451
2015,3,2,3,76,1.5487
2015,3,2,4,91,0.9239
2015,3,2,5,180,2.7934
2015,3,3,1,102,-1.0000
2015,3,3,2,136,-1.9943
2015,3,3,3,158,-2.3547
2015,3,3,4,151,-0.8517
2015,3,3,5,142,-2.2234
2015,4,1,1,378,-3.5815
2015,4,1,2,144,-1.8203
2015,4,1,3,122,-0.8947
2015,4,1,4,115,-0.9739
2015,4,1,5,260,-1.4317
2015,4,2,1,130,-0.6013
2015,4,2,2,88,-2.3690
2015,4,2,3,75,-2.1481
2015,4,2,4,91,-2.6288
2015,4,2,5,180,-3.3040
2015,4,3,1,101,-0.2620
2015,4,3,2,135,1.1656
2015,4,3,3,157,-0.3246
2015,4,3,4,150,0.7683
2015,4,3,5,142,3.1681
2015,5,1,1,377,1.0205
2015,5,1,2,142,1.4414
2015,5,1,3,121,-0.2213
2015,5,1,4,115,0.6629
2015,5,1,5,259,2.8631
2015,5,2,1,130,2.4572
2015,5,2,2,88,1.9389
2015,5,2,3,75,0.0385
2015,5,2,4,91,2.9319
2015,5,2,5,180,3.0966
2015,5,3,1,99,1.9720
2015,5,3,2,135,0.0601
2015,5,3,3,157,1.2347
2015,5,3,4,149,0.6367
2015,5,3,5,142,1.1305
2015,6,1,1,376,1.3265
2015,6,1,2,141,1.3461
2015,6,1,3,121,1.3499
2015,6,1,4,115,4.2296
2015,6,1,5,258,2.9579
2015,6,2,1,130,-1.6398
2015,6,2,2,88,-1.4175
2015,6,2,3,75,0.6285
2015,6,2,4,91,1.3002
2015,6,2,5,179,0.7017
2015,6,3,1,98,-2.7425
2015,6,3,2,135,-2.5534
2015,6,3,3,156,-2.8203
2015,6,3,4,149,-1.5088
2015,6,3,5,142,-2.4617
2015,7,1,1,405,-7.5541
2015,7,1,2,128,-7.4780
2015,7,1,3,99,-6.5927
2015,7,1,4,114,-5.7187
2015,7,1,5,277,-6.5990
2015,7,2,1,140,-2.8161
2015,7,2,2,93,-0.6077
2015,7,2,3,81,-2.6016
2015,7,2,4,103,-3.3707
2015,7,2,5,152,-2.6883
2015,7,3,1,119,1.4460
2015,7,3,2,155,1.6244
2015,7,3,3,153,-0.8022
2015,7,3,4,151,3.7667
2015,7,3,5,153,3.3040
2015,8,1,1,401,-3.0983
2015,8,1,2,126,-2.7884
2015,8,1,3,98,-5.0381
2015,8,1,4,113,-2.9449
2015,8,1,5,274,-4.4978
2015,8,2,1,139,-5.2222
2015,8,2,2,93,-5.2186
2015,8,2,3,81,-4.7835
2015,8,2,4,103,-4.6054
2015,8,2,5,151,-6.9243
2015,8,3,1,119,-7.5816
2015,8,3,2,153,-6.1883
2015,8,3,3,152,-5.5638
2015,8,3,4,150,-5.7412
2015,8,3,5,152,-4.9942
2015,9,1,1,400,-7.0513
2015,9,1,2,126,-9.7417
2015,9,1,3,97,-5.0301
2015,9,1,4,112,-7.6005
2015,9,1,5,274,-7.9854
2015,9,2,1,138,-6.5284
2015,9,2,2,91,-3.1406
2015,9,2,3,81,-5.2945
2015,9,2,4,102,-5.9677
2015,9,2,5,151,-8.3425
2015,9,3,1,116,-3.4090
2015,9,3,2,152,-1.9393
2015,9,3,3,152,-1.9463
2015,9,3,4,150,-2.1748
2015,9,3,5,152,-3.4858
2015,10,1,1,395,6.3444
2015,10,1,2,125,6.3662
2015,10,1,3,95,5.5055
2015,10,1,4,112,6.0632
2015,10,1,5,272,5.5028
2015,10,2,1,137,7.6521
2015,10,2,2,91,6.3367
2015,10,2,3,81,7.5743
2015,10,2,4,102,7.0698
2015,10,2,5,151,5.2714
2015,10,3,1,116,8.7894
2015,10,3,2,152,8.4882
2015,10,3,3,152,7.1796
2015,10,3,4,149,8.1927
2015,10,3,5,152,9.6587
2015,11,1,1,387,1.4199
2015,11,1,2,124,1.0997
2015,11,1,3,95,2.1785
2015,11,1,4,112,1.7045
2015,11,1,5,269,3.1316
2015,11,2,1,136,5.5299
2015,11,2,2,87,2.3383
2015,11,2,3,81,3.6563
2015,11,2,4,102,3.5105
2015,11,2,5,149,4.6990
2015,11,3,1,116,0.1469
2015,11,3,2,152,-0.1219
2015,11,3,3,152,-0.0151
2015,11,3,4,149,0.2362
2015,11,3,5,151,0.5248
2015,12,1,1,386,-6.4984
2015,12,1,2,123,-5.9040
2015,12,1,3,95,-1.7858
2015,12,1,4,111,-5.9537
2015,12,1,5,269,-5.2114
2015,12,2,1,136,-5.7383
2015,12,2,2,86,-5.4473
2015,12,2,3,81,-4.7924
2015,12,2,4,101,-5.4726
2015,12,2,5,149,-4.9720
2015,12,3,1,116,-1.3237
2015,12,3,2,151,-1.8499
2015,12,3,3,152,-2.5726
2015,12,3,4,148,-1.2401
2015,12,3,5,151,-2.3927
2016,1,1,1,381,-9.9970
2016,1,1,2,122,-10.7531
2016,1,1,3,93,-6.7280
2016,1,1,4,110,-4.4617
2016,1,1,5,269,-9.3735
2016,1,2,1,136,-7.4705
2016,1,2,2,86,-8.9249
2016,1,2,3,80,-5.9760
2016,1,2,4,99,-6.7779
2016,1,2,5,148,-9.7700
2016,1,3,1,115,-5.4889
2016,1,3,2,151,-3.5504
2016,1,3,3,152,-3.1423
2016,1,3,4,145,-5.5466
2016,1,3,5,151,-6.4616
2016,2,1,1,375,-1.4465
2016,2,1,2,120,0.3085
2016,2,1,3,92,3.0953
2016,2,1,4,107,0.8184
2016,2,1,5,267,0.5738
2016,2,2,1,133,0.0711
2016,2,2,2,86,1.9779
2016,2,2,3,80,0.7716
2016,2,2,4,99,1.8552
2016,2,2,5,148,2.1903
2016,2,3,1,114,1.0205
2016,2,3,2,150,0.6989
2016,2,3,3,152,0.8254
2016,2,3,4,145,1.1197
2016,2,3,5,150,-1.7204
2016,3,1,1,369,8.0007
2016,3,1,2,119,6.2998
2016,3,1,3,92,7.8957
2016,3,1,4,107,8.0947
2016,3,1,5,266,6.4571
2016,3,2,1,132,8.9575
2016,3,2,2,84,6.2717
2016,3,2,3,79,9.9164
2016,3,2,4,99,8.9973
2016,3,2,5,148,9.0496
2016,3,3,1,114,8.0390
2016,3,3,2,150,5.9307
2016,3,3,3,151,7.9615
2016,3,3,4,145,6.4104
2016,3,3,5,147,6.5559
2016,4,1,1,365,3.0782
2016,4,1,2,119,3.1715
2016,4,1,3,91,2.7859
2016,4,1,4,107,2.4211
2016,4,1,5,263,3.2107
2016,4,2,1,132,2.4361
2016,4,2,2,84,0.2729
2016,4,2,3,79,2.7173
2016,4,2,4,99,0.9326
2016,4,2,5,148,1.0644
2016,4,3,1,114,0.0070
2016,4,3,2,148,2.0878
2016,4,3,3,150,-0.8103
2016,4,3,4,145,1.3908
2016,4,3,5,147,-1.7992
2016,5,1,1,362,-0.2296
2016,5,1,2,117,-1.5591
2016,5,1,3,91,-2.8731
2016,5,1,4,107,-3.4007
2016,5,1,5,261,-0.0870
2016,5,2,1,131,2.3605
2016,5,2,2,83,2.4996
2016,5,2,3,79,0.8554
2016,5,2,4,98,0.0834
2016,5,2,5,148,1.1675
2016,5,3,1,114,2.0898
2016,5,3,2,147,0.8237
2016,5,3,3,148,1.5159
2016,5,3,4,144,1.3778
2016,5,3,5,146,3.4066
2016,6,1,1,358,1.4284
2016,6,1,2,117,-2.2452
2016,6,1,3,88,4.4870
2016,6,1,4,104,0.5743
2016,6,1,5,260,0.3599
2016,6,2,1,131,-0.9556
2016,6,2,2,83,-0.1672
2016,6,2,3,79,1.1586
2016,6,2,4,97,1.3455
2016,6,2,5,146,2.1060
2016,6,3,1,113,0.9289
2016,6,3,2,145,1.9660
2016,6,3,3,148,1.2594
2016,6,3,4,143,1.2084
2016,6,3,5,146,-1.1958
2016,7,1,1,368,5.2786
2016,7,1,2,107,9.6630
2016,7,1,3,100,6.0381
2016,7,1,4,102,4.2489
2016,7,1,5,333,6.4037
2016,7,2,1,136,5.6206
2016,7,2,2,87,5.8353
2016,7,2,3,71,8.5118
2016,7,2,4,96,4.6896
2016,7,2,5,164,6.4949
2016,7,3,1,106,3.4372
2016,7,3,2,137,3.6962
2016,7,3,3,151,1.9656
2016,7,3,4,151,4.7910
2016,7,3,5,154,5.0999
2016,8,1,1,363,3.9364
2016,8,1,2,106,1.7899
2016,8,1,3,100,0.1328
2016,8,1,4,101,1.3538
2016,8,1,5,332,4.8819
2016,8,2,1,135,1.1854
2016,8,2,2,87,0.8912
2016,8,2,3,71,-0.8704
2016,8,2,4,96,2.7556
2016,8,2,5,161,0.1006
2016,8,3,1,106,-0.0266
2016,8,3,2,137,-0.6076
2016,8,3,3,150,-1.3904
2016,8,3,4,149,1.0279
2016,8,3,5,153,-1.0034
2016,9,1,1,362,5.4965
2016,9,1,2,105,4.5889
2016,9,1,3,100,4.1932
2016,9,1,4,101,0.8343
2016,9,1,5,327,5.7215
2016,9,2,1,134,1.5917
2016,9,2,2,86,2.7076
2016,9,2,3,70,0.0800
2016,9,2,4,94,2.8660
2016,9,2,5,161,1.3401
2016,9,3,1,105,-0.1485
2016,9,3,2,137,0.2395
2016,9,3,3,150,0.5084
2016,9,3,4,148,1.0915
2016,9,3,5,153,0.0469
2016,10,1,1,360,-5.9151
2016,10,1,2,105,-6.4624
2016,10,1,3,100,-5.5655
2016,10,1,4,101,-2.8736
2016,10,1,5,326,-8.1076
2016,10,2,1,132,-5.6298
2016,10,2,2,84,-3.5309
2016,10,2,3,69,-5.6974
2016,10,2,4,92,-7.1698
2016,10,2,5,159,-6.6946
2016,10,3,1,103,-2.1866
2016,10,3,2,135,-2.9557
2016,10,3,3,149,-3.4340
2016,10,3,4,148,-0.8590
2016,10,3,5,152,-2.4400
2016,11,1,1,358,10.9574
2016,11,1,2,104,11.0720
2016,11,1,3,99,15.3097
2016,11,1,4,101,12.2139
2016,11,1,5,322,10.9080
2016,11,2,1,132,10.5867
2016,11,2,2,84,8.7319
2016,11,2,3,69,12.2220
2016,11,2,4,92,14.0489
2016,11,2,5,159,9.8730
2016,11,3,1,102,5.6263
2016,11,3,2,134,2.5462
2016,11,3,3,149,4.1901
2016,11,3,4,148,2.1244
2016,11,3,5,152,2.3766
2016,12,1,1,353,2.7125
2016,12,1,2,104,1.5176
2016,12,1,3,98,5.1285
2016,12,1,4,101,6.3749
2016,12,1,5,318,3.2274
2016,12,2,1,130,2.4109
2016,12,2,2,83,1.8526
2016,12,2,3,69,1.5976
2016,12,2,4,92,1.1011
2016,12,2,5,157,-0.1523
2016,12,3,1,102,1.5694
2016,12,3,2,132,0.9659
2016,12,3,3,149,2.4579
2016,12,3,4,148,1.4927
2016,12,3,5,150,0.1473
2017,1,1,1,350,-1.2715
2017,1,1,2,104,0.2982
2017,1,1,3,97,0.5522
2017,1,1,4,100,-0.8171
2017,1,1,5,318,-0.0371
2017,1,2,1,129,0.2093
2017,1,2,2,83,1.2042
2017,1,2,3,68,2.9347
2017,1,2,4,92,-0.4705
2017,1,2,5,157,0.5513
2017,1,3,1,102,1.6897
2017,1,3,2,132,1.5065
2017,1,3,3,149,0.7139
2017,1,3,4,145,3.7953
2017,1,3,5,149,4.3674
2017,2,1,1,349,-0.0147
2017,2,1,2,104,-2.4379
2017,2,1,3,95,-3.1837
2017,2,1,4,99,-0.4211
2017,2,1,5,317,1.6813
2017,2,2,1,128,0.7155
2017,2,2,2,83,-1.3528
2017,2,2,3,68,-1.1735
2017,2,2,4,91,0.5336
2017,2,2,5,156,3.2050
2017,2,3,1,102,2.7167
2017,2,3,2,131,4.0515
2017,2,3,3,148,2.2242
2017,2,3,4,145,4.3213
2017,2,3,5,149,3.6041
2017,3,1,1,346,1.7764
2017,3,1,2,104,0.0641
2017,3,1,3,95,-1.3815
2017,3,1,4,99,1.3586
2017,3,1,5,315,2.2790
2017,3,2,1,126,0.2697
2017,3,2,2,81,0.3080
2017,3,2,3,67,0.9775
2017,3,2,4,91,0.7799
2017,3,2,5,154,1.8557
2017,3,3,1,102,0.6001
2017,3,3,2,131,0.5075
2017,3,3,3,148,-0.3696
2017,3,3,4,144,1.5715
2017,3,3,5,147,0.5875
