year,month,rank_ME,rank_TV_1,nstocks,ret_vw
2012,4,1,3,189,-2.2792
2012,4,1,4,316,-2.2349
2012,4,1,5,855,-3.8987
2012,4,2,1,49,-0.7278
2012,4,2,2,136,-0.8520
2012,4,2,3,170,-1.2096
2012,4,2,4,172,-1.8645
2012,4,2,5,146,-2.7569
2012,4,3,1,223,-0.0747
2012,4,3,2,196,-0.2738
2012,4,3,3,164,-1.4278
2012,4,3,4,116,-0.3490
2012,4,3,5,46,-6.0571
2012,5,1,1,67,-2.3116
2012,5,1,2,117,-4.7977
2012,5,1,3,190,-6.8128
2012,5,1,4,323,-8.0897
2012,5,1,5,783,-9.1945
2012,5,2,1,51,-4.0216
2012,5,2,2,145,-5.3982
2012,5,2,3,148,-8.1065
2012,5,2,4,144,-9.5817
2012,5,2,5,180,-9.0569
2012,5,3,1,200,-3.5954
2012,5,3,2,201,-5.6536
2012,5,3,3,147,-9.2425
2012,5,3,4,120,-10.5528
2012,5,3,5,86,-5.1034
2012,6,1,1,51,5.5667
2012,6,1,2,113,4.5467
2012,6,1,3,190,7.3646
2012,6,1,4,338,6.8645
2012,6,1,5,775,5.8330
2012,6,2,1,69,5.2249
2012,6,2,2,144,3.3394
2012,6,2,3,120,4.5704
2012,6,2,4,170,4.8305
2012,6,2,5,179,3.7914
2012,6,3,1,195,4.8581
2012,6,3,2,193,3.8340
2012,6,3,3,175,1.1099
2012,6,3,4,124,3.1576
2012,6,3,5,72,1.3577
2012,7,1,1,79,1.7576
2012,7,1,2,138,-2.2623
2012,7,1,3,207,-2.0891
2012,7,1,4,311,-2.5390
2012,7,1,5,710,-3.5698
2012,7,2,1,71,-0.0197
2012,7,2,2,135,-3.3563
2012,7,2,3,158,-1.7548
2012,7,2,4,157,-2.2203
2012,7,2,5,157,-1.7185
2012,7,3,1,212,2.8631
2012,7,3,2,181,-0.0578
2012,7,3,3,166,1.0685
2012,7,3,4,117,-1.1849
2012,7,3,5,78,-2.6676
2012,8,1,1,83,1.9732
2012,8,1,2,131,0.3359
2012,8,1,3,212,2.2879
2012,8,1,4,344,2.9893
2012,8,1,5,660,3.3227
2012,8,2,1,61,1.2222
2012,8,2,2,134,3.9549
2012,8,2,3,153,2.2971
2012,8,2,4,159,4.1090
2012,8,2,5,181,4.9273
2012,8,3,1,190,-0.3771
2012,8,3,2,199,3.2821
2012,8,3,3,131,5.5838
2012,8,3,4,122,4.7541
2012,8,3,5,106,5.3214
2012,9,1,1,40,2.0811
2012,9,1,2,89,5.1956
2012,9,1,3,164,3.9765
2012,9,1,4,332,4.6751
2012,9,1,5,809,4.9391
2012,9,2,1,49,3.3874
2012,9,2,2,130,3.5997
2012,9,2,3,141,3.3145
2012,9,2,4,177,3.6274
2012,9,2,5,186,2.9690
2012,9,3,1,229,2.8804
2012,9,3,2,200,1.0121
2012,9,3,3,150,3.9448
2012,9,3,4,108,3.2625
2012,9,3,5,62,2.5286
2012,10,1,1,71,-2.0034
2012,10,1,2,127,-3.1915
2012,10,1,3,177,-4.3635
2012,10,1,4,287,-3.4060
2012,10,1,5,761,-5.3885
2012,10,2,1,82,-1.7206
2012,10,2,2,130,-1.4511
2012,10,2,3,143,-0.6200
2012,10,2,4,153,-2.7223
2012,10,2,5,178,-2.7920
2012,10,3,1,203,-1.4122
2012,10,3,2,193,-2.0515
2012,10,3,3,165,-4.8924
2012,10,3,4,109,-1.8413
2012,10,3,5,75,-2.0012
2012,11,1,1,86,1.7102
2012,11,1,2,103,1.3962
2012,11,1,3,215,1.4119
2012,11,1,4,324,0.3034
2012,11,1,5,700,-0.0598
2012,11,2,1,64,-0.0109
2012,11,2,2,125,1.7635
2012,11,2,3,142,0.9294
2012,11,2,4,176,2.3161
2012,11,2,5,165,0.6871
2012,11,3,1,189,-0.0401
2012,11,3,2,185,1.2316
2012,11,3,3,164,1.4059
2012,11,3,4,120,2.9175
2012,11,3,5,88,3.4200
2012,12,1,1,66,2.0263
2012,12,1,2,101,3.8902
2012,12,1,3,158,4.3185
2012,12,1,4,299,4.2757
2012,12,1,5,801,2.4618
2012,12,2,1,59,1.4496
2012,12,2,2,117,3.3232
2012,12,2,3,138,3.8795
2012,12,2,4,172,4.0530
2012,12,2,5,188,3.7117
2012,12,3,1,214,-0.1695
2012,12,3,2,196,1.2237
2012,12,3,3,159,2.7733
2012,12,3,4,119,-2.2988
2012,12,3,5,58,2.5986
2013,1,1,1,44,3.9241
2013,1,1,2,75,5.4312
2013,1,1,3,147,7.0228
2013,1,1,4,287,5.1403
2013,1,1,5,865,6.4343
2013,1,2,1,62,7.2115
2013,1,2,2,119,5.7827
2013,1,2,3,149,6.4593
2013,1,2,4,172,7.0195
2013,1,2,5,165,6.5793
2013,1,3,1,205,6.0052
2013,1,3,2,191,5.5028
2013,1,3,3,170,6.5244
2013,1,3,4,111,7.8551
2013,1,3,5,66,-3.9616
2013,2,1,1,44,-0.3098
2013,2,1,2,76,2.5942
2013,2,1,3,159,2.7664
2013,2,1,4,291,0.3734
2013,2,1,5,847,-0.6535
2013,2,2,1,73,2.2817
2013,2,2,2,99,1.7503
2013,2,2,3,129,0.5105
2013,2,2,4,181,1.9763
2013,2,2,5,188,0.9691
2013,2,3,1,187,2.2395
2013,2,3,2,182,1.4377
2013,2,3,3,169,1.3875
2013,2,3,4,117,0.2156
2013,2,3,5,84,-1.1441
2013,3,1,1,80,3.0886
2013,3,1,2,129,5.0646
2013,3,1,3,182,3.7853
2013,3,1,4,311,5.4087
2013,3,1,5,714,5.6620
2013,3,2,1,78,4.0362
2013,3,2,2,117,5.0660
2013,3,2,3,142,3.8368
2013,3,2,4,175,5.8101
2013,3,2,5,154,5.4096
2013,3,3,1,202,3.9793
2013,3,3,2,207,3.7978
2013,3,3,3,149,3.0114
2013,3,3,4,110,3.5383
2013,3,3,5,74,5.6592
2013,4,1,1,29,2.9960
2013,4,1,2,75,-1.7495
2013,4,1,3,149,0.5931
2013,4,1,4,263,0.2630
2013,4,1,5,897,0.4009
2013,4,2,1,74,0.6010
2013,4,2,2,124,-1.8694
2013,4,2,3,155,-1.2086
2013,4,2,4,159,-0.6492
2013,4,2,5,149,-0.1155
2013,4,3,1,186,2.2859
2013,4,3,2,181,2.1452
2013,4,3,3,176,0.9246
2013,4,3,4,136,0.3218
2013,4,3,5,65,0.7009
2013,5,1,1,78,3.6133
2013,5,1,2,124,5.1920
2013,5,1,3,187,5.9169
2013,5,1,4,268,5.7563
2013,5,1,5,741,5.7590
2013,5,2,1,64,2.4804
2013,5,2,2,116,3.7182
2013,5,2,3,162,6.7061
2013,5,2,4,157,7.5312
2013,5,2,5,170,5.8098
2013,5,3,1,211,-0.4687
2013,5,3,2,208,2.3616
2013,5,3,3,143,3.2348
2013,5,3,4,106,4.3381
2013,5,3,5,79,4.3698
2013,6,1,1,63,0.2542
2013,6,1,2,79,0.5063
2013,6,1,3,143,2.2393
2013,6,1,4,312,1.9805
2013,6,1,5,806,0.6458
2013,6,2,1,59,0.2386
2013,6,2,2,119,-0.3971
2013,6,2,3,156,0.2401
2013,6,2,4,158,-0.6277
2013,6,2,5,171,-0.4329
2013,6,3,1,225,-0.6377
2013,6,3,2,194,-1.8469
2013,6,3,3,154,-2.2768
2013,6,3,4,118,-2.5986
2013,6,3,5,68,-2.3754
2013,7,1,1,93,8.3945
2013,7,1,2,93,7.0051
2013,7,1,3,145,7.3644
2013,7,1,4,270,9.0817
2013,7,1,5,769,7.2157
2013,7,2,1,100,5.7870
2013,7,2,2,100,6.3157
2013,7,2,3,139,6.9598
2013,7,2,4,172,7.4277
2013,7,2,5,162,7.5887
2013,7,3,1,190,5.2144
2013,7,3,2,182,3.6472
2013,7,3,3,166,4.8215
2013,7,3,4,138,9.2347
2013,7,3,5,70,6.7946
2013,8,1,1,54,-3.0841
2013,8,1,2,79,-4.3910
2013,8,1,3,191,-3.4089
2013,8,1,4,292,-2.0028
2013,8,1,5,755,-2.1704
2013,8,2,1,75,-3.2971
2013,8,2,2,106,-3.5818
2013,8,2,3,154,-1.6588
2013,8,2,4,167,-2.1082
2013,8,2,5,179,-2.5839
2013,8,3,1,199,-4.2064
2013,8,3,2,167,-1.9062
2013,8,3,3,157,-0.6780
2013,8,3,4,117,-1.5312
2013,8,3,5,108,0.5930
2013,9,1,1,55,3.1621
2013,9,1,2,76,4.8772
2013,9,1,3,150,6.2174
2013,9,1,4,258,5.7814
2013,9,1,5,837,7.7523
2013,9,2,1,59,4.6286
2013,9,2,2,111,5.6087
2013,9,2,3,128,7.8708
2013,9,2,4,196,6.7259
2013,9,2,5,185,7.1282
2013,9,3,1,219,2.5115
2013,9,3,2,191,4.8276
2013,9,3,3,157,4.3241
2013,9,3,4,115,6.0304
2013,9,3,5,79,3.6842
2013,10,1,1,64,3.8050
2013,10,1,2,84,4.3214
2013,10,1,3,122,3.7910
2013,10,1,4,281,4.1657
2013,10,1,5,835,-0.7696
2013,10,2,1,91,4.0630
2013,10,2,2,109,2.1408
2013,10,2,3,135,3.5104
2013,10,2,4,137,3.1036
2013,10,2,5,192,0.7984
2013,10,3,1,203,4.9100
2013,10,3,2,182,3.6592
2013,10,3,3,157,5.6767
2013,10,3,4,126,4.3716
2013,10,3,5,91,3.2323
2013,11,1,1,66,4.3964
2013,11,1,2,77,3.8761
2013,11,1,3,177,4.7744
2013,11,1,4,299,5.7425
2013,11,1,5,771,5.0652
2013,11,2,1,73,1.8283
2013,11,2,2,112,3.6028
2013,11,2,3,124,4.8313
2013,11,2,4,149,5.2316
2013,11,2,5,219,2.5767
2013,11,3,1,200,2.2648
2013,11,3,2,165,2.4261
2013,11,3,3,164,2.4604
2013,11,3,4,129,3.9550
2013,11,3,5,93,2.0277
2013,12,1,1,52,4.2053
2013,12,1,2,66,4.2983
2013,12,1,3,152,0.6307
2013,12,1,4,305,2.5997
2013,12,1,5,814,4.3339
2013,12,2,1,62,2.4430
2013,12,2,2,99,4.0657
2013,12,2,3,157,2.2244
2013,12,2,4,153,2.4603
2013,12,2,5,204,3.4600
2013,12,3,1,198,2.3213
2013,12,3,2,182,2.6398
2013,12,3,3,157,2.9140
2013,12,3,4,141,3.1359
2013,12,3,5,82,6.1971
2014,1,1,1,46,0.3386
2014,1,1,2,49,-1.6633
2014,1,1,3,135,-2.5883
2014,1,1,4,273,-1.1870
2014,1,1,5,887,1.0520
2014,1,2,1,51,-1.6178
2014,1,2,2,89,-3.9366
2014,1,2,3,189,-4.6750
2014,1,2,4,181,-2.9462
2014,1,2,5,172,-0.6086
2014,1,3,1,238,-3.1582
2014,1,3,2,200,-4.4060
2014,1,3,3,148,-3.3496
2014,1,3,4,100,-1.6855
2014,1,3,5,69,1.6440
2014,2,1,1,84,1.1765
2014,2,1,2,93,3.0177
2014,2,1,3,152,4.9992
2014,2,1,4,264,4.4829
2014,2,1,5,787,5.3662
2014,2,2,1,73,3.6335
2014,2,2,2,111,3.3132
2014,2,2,3,132,4.4182
2014,2,2,4,148,5.7061
2014,2,2,5,223,6.3317
2014,2,3,1,190,3.6064
2014,2,3,2,173,5.2145
2014,2,3,3,168,5.7103
2014,2,3,4,122,5.8865
2014,2,3,5,106,6.5760
2014,3,1,1,76,2.5789
2014,3,1,2,101,3.2764
2014,3,1,3,160,2.5606
2014,3,1,4,302,-0.5448
2014,3,1,5,738,-1.5877
2014,3,2,1,65,0.9578
2014,3,2,2,104,1.4763
2014,3,2,3,143,0.2715
2014,3,2,4,151,-0.5452
2014,3,2,5,237,-2.3561
2014,3,3,1,197,2.4484
2014,3,3,2,187,-0.1003
2014,3,3,3,170,-2.6655
2014,3,3,4,117,-4.0887
2014,3,3,5,91,-6.3217
2014,4,1,1,39,-1.4936
2014,4,1,2,67,-4.0947
2014,4,1,3,143,-5.0048
2014,4,1,4,242,-4.7467
2014,4,1,5,911,-7.8787
2014,4,2,1,43,-0.4566
2014,4,2,2,83,-1.3988
2014,4,2,3,162,-2.8816
2014,4,2,4,174,-2.7799
2014,4,2,5,224,-6.6994
2014,4,3,1,228,2.5250
2014,4,3,2,192,0.5962
2014,4,3,3,161,-0.9918
2014,4,3,4,109,-0.5876
2014,4,3,5,71,-5.3218
2014,5,1,1,75,1.4053
2014,5,1,2,102,-1.3415
2014,5,1,3,142,1.2718
2014,5,1,4,272,0.2540
2014,5,1,5,827,-2.0232
2014,5,2,1,66,0.7204
2014,5,2,2,93,1.1066
2014,5,2,3,118,0.1536
2014,5,2,4,179,0.8280
2014,5,2,5,237,0.5736
2014,5,3,1,185,1.0578
2014,5,3,2,183,2.5573
2014,5,3,3,164,1.6906
2014,5,3,4,116,4.6156
2014,5,3,5,120,3.8592
2014,6,1,1,36,2.2558
2014,6,1,2,52,3.7880
2014,6,1,3,125,3.2031
2014,6,1,4,319,4.4599
2014,6,1,5,884,7.8664
2014,6,2,1,30,4.2618
2014,6,2,2,81,4.6082
2014,6,2,3,174,4.3168
2014,6,2,4,229,5.4722
2014,6,2,5,194,9.5196
2014,6,3,1,243,1.5454
2014,6,3,2,189,2.8249
2014,6,3,3,160,3.2354
2014,6,3,4,113,2.1597
2014,6,3,5,62,9.8699
2014,7,1,1,24,-2.9080
2014,7,1,2,37,-2.5858
2014,7,1,3,136,-5.0264
2014,7,1,4,293,-5.9287
2014,7,1,5,896,-9.4416
2014,7,2,1,49,-5.4938
2014,7,2,2,102,-5.3318
2014,7,2,3,179,-7.0727
2014,7,2,4,174,-4.9900
2014,7,2,5,204,-6.5049
2014,7,3,1,243,-1.8285
2014,7,3,2,208,-1.4632
2014,7,3,3,134,-1.2293
2014,7,3,4,116,-1.4029
2014,7,3,5,76,-2.8103
2014,8,1,1,46,2.6940
2014,8,1,2,65,3.8036
2014,8,1,3,168,3.2775
2014,8,1,4,300,4.5822
2014,8,1,5,812,4.2582
2014,8,2,1,59,4.2994
2014,8,2,2,108,3.3217
2014,8,2,3,138,4.6904
2014,8,2,4,182,5.1468
2014,8,2,5,223,6.7195
2014,8,3,1,208,4.0502
2014,8,3,2,186,4.0084
2014,8,3,3,163,2.9866
2014,8,3,4,125,6.7219
2014,8,3,5,103,5.8294
2014,9,1,1,44,-5.2530
2014,9,1,2,61,-2.5483
2014,9,1,3,122,-6.2382
2014,9,1,4,368,-5.9703
2014,9,1,5,813,-7.7618
2014,9,2,1,66,-3.7757
2014,9,2,2,92,-5.4496
2014,9,2,3,155,-5.4497
2014,9,2,4,202,-6.5160
2014,9,2,5,201,-5.0897
2014,9,3,1,228,-0.6705
2014,9,3,2,214,-2.1570
2014,9,3,3,160,-3.1742
2014,9,3,4,115,-4.2984
2014,9,3,5,68,-3.2654
2014,10,1,1,41,4.9690
2014,10,1,2,42,9.5263
2014,10,1,3,138,8.6860
2014,10,1,4,280,5.9917
2014,10,1,5,888,1.2624
2014,10,2,1,57,8.6285
2014,10,2,2,100,9.2382
2014,10,2,3,160,6.7043
2014,10,2,4,200,4.4031
2014,10,2,5,216,2.4723
2014,10,3,1,224,2.4086
2014,10,3,2,195,1.8618
2014,10,3,3,158,1.5147
2014,10,3,4,134,2.0894
2014,10,3,5,75,-0.3718
2014,11,1,1,66,-0.1068
2014,11,1,2,103,-0.1616
2014,11,1,3,176,-0.4887
2014,11,1,4,319,-0.1763
2014,11,1,5,715,-2.4517
2014,11,2,1,94,1.8508
2014,11,2,2,124,1.0093
2014,11,2,3,145,1.6022
2014,11,2,4,178,0.3119
2014,11,2,5,209,-3.1645
2014,11,3,1,216,4.6788
2014,11,3,2,186,2.3574
2014,11,3,3,154,2.9685
2014,11,3,4,144,0.1196
2014,11,3,5,93,-2.0079
2014,12,1,1,34,1.8470
2014,12,1,2,74,5.7854
2014,12,1,3,157,5.1693
2014,12,1,4,355,7.7651
2014,12,1,5,743,3.1044
2014,12,2,1,70,3.1569
2014,12,2,2,132,1.9839
2014,12,2,3,161,2.4239
2014,12,2,4,206,2.4641
2014,12,2,5,199,0.1163
2014,12,3,1,222,-1.2869
2014,12,3,2,212,1.1302
2014,12,3,3,156,-0.8671
2014,12,3,4,130,-1.2795
2014,12,3,5,82,-0.8129
2015,1,1,1,53,-2.0145
2015,1,1,2,62,-3.1682
2015,1,1,3,152,-4.2679
2015,1,1,4,291,-4.1963
2015,1,1,5,802,-5.9252
2015,1,2,1,59,-3.7349
2015,1,2,2,141,-3.1058
2015,1,2,3,174,-3.3665
2015,1,2,4,191,-3.9645
2015,1,2,5,208,-4.1914
2015,1,3,1,268,-2.2079
2015,1,3,2,209,-1.9194
2015,1,3,3,137,-3.0730
2015,1,3,4,114,-2.2928
2015,1,3,5,77,1.7125
2015,2,1,1,75,3.8990
2015,2,1,2,77,4.1971
2015,2,1,3,158,6.0347
2015,2,1,4,344,5.9525
2015,2,1,5,710,8.2433
2015,2,2,1,53,3.5721
2015,2,2,2,132,6.8360
2015,2,2,3,169,6.9541
2015,2,2,4,195,9.0038
2015,2,2,5,214,8.2429
2015,2,3,1,246,4.6548
2015,2,3,2,206,5.4571
2015,2,3,3,151,6.0914
2015,2,3,4,119,7.7171
2015,2,3,5,86,7.6100
2015,3,1,1,78,1.6853
2015,3,1,2,91,4.3990
2015,3,1,3,178,4.5897
2015,3,1,4,303,0.9560
2015,3,1,5,720,-2.4276
2015,3,2,1,79,0.5969
2015,3,2,2,133,2.1671
2015,3,2,3,150,2.4840
2015,3,2,4,203,1.0515
2015,3,2,5,197,0.1417
2015,3,3,1,232,-1.6417
2015,3,3,2,199,-1.3272
2015,3,3,3,166,-0.7329
2015,3,3,4,131,-2.7588
2015,3,3,5,73,-0.8311
2015,4,1,1,61,-0.8360
2015,4,1,2,47,-0.3364
2015,4,1,3,120,-0.7305
2015,4,1,4,263,-0.1171
2015,4,1,5,894,-0.7259
2015,4,2,1,67,-1.9512
2015,4,2,2,107,-2.2825
2015,4,2,3,160,-2.2210
2015,4,2,4,184,-1.9112
2015,4,2,5,226,-1.2406
2015,4,3,1,221,0.0723
2015,4,3,2,226,1.4268
2015,4,3,3,168,0.6960
2015,4,3,4,118,1.3609
2015,4,3,5,72,-1.8002
2015,5,1,1,51,3.6675
2015,5,1,2,67,2.0472
2015,5,1,3,145,0.7770
2015,5,1,4,318,1.4628
2015,5,1,5,809,0.6863
2015,5,2,1,51,2.0527
2015,5,2,2,103,0.4247
2015,5,2,3,166,1.5381
2015,5,2,4,209,2.3267
2015,5,2,5,214,4.0267
2015,5,3,1,225,0.7636
2015,5,3,2,201,1.4194
2015,5,3,3,162,0.7561
2015,5,3,4,126,2.2590
2015,5,3,5,85,-0.3750
2015,6,1,1,39,3.1188
2015,6,1,2,63,1.8370
2015,6,1,3,132,1.7009
2015,6,1,4,332,1.4464
2015,6,1,5,821,-0.1636
2015,6,2,1,66,0.7930
2015,6,2,2,110,1.4237
2015,6,2,3,180,0.2667
2015,6,2,4,195,0.6908
2015,6,2,5,196,-0.6878
2015,6,3,1,217,-2.2087
2015,6,3,2,204,-2.3246
2015,6,3,3,167,-1.6169
2015,6,3,4,150,-3.6487
2015,6,3,5,67,-3.3410
2015,7,1,1,40,-0.9863
2015,7,1,2,39,-4.0796
2015,7,1,3,117,-5.0244
2015,7,1,4,247,-4.7251
2015,7,1,5,927,-7.3725
2015,7,2,1,56,0.2032
2015,7,2,2,102,-0.3254
2015,7,2,3,161,-1.5055
2015,7,2,4,195,-3.5765
2015,7,2,5,197,-3.3204
2015,7,3,1,228,2.3836
2015,7,3,2,215,2.7753
2015,7,3,3,178,0.7402
2015,7,3,4,113,-0.3957
2015,7,3,5,71,-2.5478
2015,8,1,1,66,-3.9529
2015,8,1,2,72,-3.1887
2015,8,1,3,163,-5.0142
2015,8,1,4,285,-4.6358
2015,8,1,5,798,-5.5312
2015,8,2,1,83,-4.5632
2015,8,2,2,117,-4.2707
2015,8,2,3,143,-5.2404
2015,8,2,4,147,-5.1799
2015,8,2,5,213,-8.9112
2015,8,3,1,220,-5.8931
2015,8,3,2,196,-5.8898
2015,8,3,3,167,-6.5618
2015,8,3,4,147,-5.6296
2015,8,3,5,90,-4.2342
2015,9,1,1,84,0.4674
2015,9,1,2,95,-5.3254
2015,9,1,3,171,-4.2438
2015,9,1,4,338,-7.3084
2015,9,1,5,713,-13.3080
2015,9,2,1,120,-3.0842
2015,9,2,2,120,-3.1898
2015,9,2,3,125,-5.5882
2015,9,2,4,171,-8.8847
2015,9,2,5,178,-13.9497
2015,9,3,1,185,-0.7508
2015,9,3,2,199,-2.7755
2015,9,3,3,186,-2.7907
2015,9,3,4,169,-3.4850
2015,9,3,5,70,-8.4905
2015,10,1,1,87,6.5468
2015,10,1,2,87,6.2133
2015,10,1,3,138,6.1620
2015,10,1,4,250,5.4285
2015,10,1,5,820,5.2847
2015,10,2,1,127,5.4621
2015,10,2,2,117,5.9319
2015,10,2,3,126,7.4154
2015,10,2,4,148,6.5466
2015,10,2,5,198,5.7030
2015,10,3,1,201,5.0656
2015,10,3,2,221,9.8395
2015,10,3,3,172,10.0515
2015,10,3,4,143,7.7195
2015,10,3,5,83,9.6095
2015,11,1,1,46,1.9207
2015,11,1,2,107,0.4341
2015,11,1,3,187,0.9640
2015,11,1,4,357,2.9891
2015,11,1,5,688,6.0919
2015,11,2,1,48,1.6875
2015,11,2,2,124,2.3549
2015,11,2,3,158,3.6304
2015,11,2,4,182,2.9682
2015,11,2,5,196,5.9816
2015,11,3,1,248,-0.5086
2015,11,3,2,191,0.3254
2015,11,3,3,164,1.1769
2015,11,3,4,140,-0.6630
2015,11,3,5,75,0.5633
2015,12,1,1,60,-0.6449
2015,12,1,2,79,-5.3027
2015,12,1,3,174,-4.0179
2015,12,1,4,327,-5.4391
2015,12,1,5,729,-5.6407
2015,12,2,1,76,-4.2623
2015,12,2,2,108,-5.0235
2015,12,2,3,158,-4.0793
2015,12,2,4,189,-6.4350
2015,12,2,5,201,-5.1186
2015,12,3,1,242,0.0356
2015,12,3,2,199,-3.0084
2015,12,3,3,162,-2.6227
2015,12,3,4,128,-5.6893
2015,12,3,5,81,-3.1099
2016,1,1,1,67,-3.4078
2016,1,1,2,79,-4.4170
2016,1,1,3,145,-6.2757
2016,1,1,4,342,-10.9777
2016,1,1,5,734,-18.4943
2016,1,2,1,76,-4.5996
2016,1,2,2,128,-6.1247
2016,1,2,3,172,-8.2199
2016,1,2,4,183,-10.7893
2016,1,2,5,168,-19.4692
2016,1,3,1,230,-1.6926
2016,1,3,2,211,-4.6510
2016,1,3,3,178,-5.2141
2016,1,3,4,126,-11.6460
2016,1,3,5,72,-10.0434
2016,2,1,1,78,2.4959
2016,2,1,2,104,-1.9185
2016,2,1,3,169,0.6912
2016,2,1,4,327,-0.6012
2016,2,1,5,696,-0.0001
2016,2,2,1,60,-1.3474
2016,2,2,2,128,1.5416
2016,2,2,3,186,2.6846
2016,2,2,4,178,1.7912
2016,2,2,5,159,-2.8672
2016,2,3,1,217,1.5209
2016,2,3,2,237,0.1316
2016,2,3,3,155,-0.2591
2016,2,3,4,114,0.2614
2016,2,3,5,85,-3.8460
2016,3,1,1,82,6.1634
2016,3,1,2,124,6.5032
2016,3,1,3,185,6.8337
2016,3,1,4,414,7.8686
2016,3,1,5,552,12.9440
2016,3,2,1,74,7.8120
2016,3,2,2,130,7.8715
2016,3,2,3,149,8.9257
2016,3,2,4,191,9.4893
2016,3,2,5,176,13.5122
2016,3,3,1,202,6.0570
2016,3,3,2,207,7.2754
2016,3,3,3,175,6.6488
2016,3,3,4,151,8.9278
2016,3,3,5,66,11.8668
2016,4,1,1,39,1.3613
2016,4,1,2,66,0.1552
2016,4,1,3,163,2.1523
2016,4,1,4,314,3.3393
2016,4,1,5,782,7.8875
2016,4,2,1,32,-0.8391
2016,4,2,2,108,0.6113
2016,4,2,3,197,0.7654
2016,4,2,4,197,2.7498
2016,4,2,5,185,8.5944
2016,4,3,1,247,-0.5337
2016,4,3,2,226,-0.6360
2016,4,3,3,161,1.7751
2016,4,3,4,97,4.2508
2016,4,3,5,59,11.8576
2016,5,1,1,82,-1.3591
2016,5,1,2,75,1.2711
2016,5,1,3,179,0.8054
2016,5,1,4,336,-1.7731
2016,5,1,5,725,-0.8475
2016,5,2,1,62,1.2408
2016,5,2,2,119,1.6148
2016,5,2,3,166,1.5960
2016,5,2,4,176,1.0188
2016,5,2,5,161,1.1056
2016,5,3,1,222,0.9556
2016,5,3,2,205,2.3546
2016,5,3,3,142,3.3686
2016,5,3,4,128,1.7893
2016,5,3,5,82,2.2229
2016,6,1,1,47,2.2229
2016,6,1,2,75,0.7638
2016,6,1,3,157,1.5871
2016,6,1,4,325,0.6827
2016,6,1,5,791,-2.4658
2016,6,2,1,35,0.3024
2016,6,2,2,123,0.7159
2016,6,2,3,172,-0.1984
2016,6,2,4,170,0.9571
2016,6,2,5,179,-1.2653
2016,6,3,1,232,2.7914
2016,6,3,2,204,-1.1566
2016,6,3,3,167,-1.0487
2016,6,3,4,122,-0.2288
2016,6,3,5,55,0.4136
2016,7,1,1,82,3.6558
2016,7,1,2,117,4.9401
2016,7,1,3,176,6.5871
2016,7,1,4,295,6.8348
2016,7,1,5,683,5.1523
2016,7,2,1,57,1.7530
2016,7,2,2,132,4.5292
2016,7,2,3,175,5.6689
2016,7,2,4,157,8.6920
2016,7,2,5,149,7.8023
2016,7,3,1,224,2.3489
2016,7,3,2,183,5.0918
2016,7,3,3,158,6.1256
2016,7,3,4,121,5.3806
2016,7,3,5,79,8.1582
2016,8,1,1,38,4.4485
2016,8,1,2,90,0.1322
2016,8,1,3,176,1.5880
2016,8,1,4,299,3.1217
2016,8,1,5,752,4.9209
2016,8,2,1,67,0.2365
2016,8,2,2,135,0.7511
2016,8,2,3,155,-0.0249
2016,8,2,4,147,2.3044
2016,8,2,5,155,2.6261
2016,8,3,1,222,-1.3528
2016,8,3,2,186,0.6094
2016,8,3,3,150,1.1799
2016,8,3,4,124,0.1178
2016,8,3,5,85,2.2388
2016,9,1,1,38,0.8609
2016,9,1,2,65,2.9912
2016,9,1,3,163,2.1440
2016,9,1,4,350,4.3830
2016,9,1,5,768,6.7245
2016,9,2,1,72,-0.2702
2016,9,2,2,111,0.6055
2016,9,2,3,148,0.5408
2016,9,2,4,155,2.6950
2016,9,2,5,160,2.5504
2016,9,3,1,222,0.5057
2016,9,3,2,207,-0.2104
2016,9,3,3,146,-0.0634
2016,9,3,4,124,3.0670
2016,9,3,5,59,1.0650
2016,10,1,1,76,-2.8209
2016,10,1,2,95,-1.7257
2016,10,1,3,153,-3.5677
2016,10,1,4,281,-6.2129
2016,10,1,5,779,-12.0524
2016,10,2,1,62,-2.5392
2016,10,2,2,106,-3.5261
2016,10,2,3,146,-4.7411
2016,10,2,4,161,-5.6006
2016,10,2,5,152,-10.2922
2016,10,3,1,226,-2.0847
2016,10,3,2,216,-2.6567
2016,10,3,3,137,-2.0281
2016,10,3,4,104,-1.3884
2016,10,3,5,78,-6.9554
2016,11,1,1,86,10.4399
2016,11,1,2,94,10.8035
2016,11,1,3,134,11.8368
2016,11,1,4,325,10.5759
2016,11,1,5,752,9.8191
2016,11,2,1,73,9.6024
2016,11,2,2,102,9.6512
2016,11,2,3,124,10.8261
2016,11,2,4,172,10.8080
2016,11,2,5,156,11.0552
2016,11,3,1,205,1.6981
2016,11,3,2,185,2.5403
2016,11,3,3,148,5.0357
2016,11,3,4,135,7.3667
2016,11,3,5,87,3.3801
2016,12,1,1,56,4.2906
2016,12,1,2,82,5.3418
2016,12,1,3,165,4.7478
2016,12,1,4,358,2.8614
2016,12,1,5,727,1.0277
2016,12,2,1,73,1.8280
2016,12,2,2,116,3.8329
2016,12,2,3,134,2.0929
2016,12,2,4,153,-0.1197
2016,12,2,5,157,-1.4623
2016,12,3,1,233,2.3965
2016,12,3,2,199,0.8238
2016,12,3,3,153,0.2624
2016,12,3,4,90,0.3942
2016,12,3,5,80,-1.6984
