year,month,rank_ME,rank_ALMq_12,nstocks,ret_vw
1977,6,3,4,153,4.3727
1977,6,3,5,66,4.7661
1977,7,1,1,100,0.3357
1977,7,1,2,262,-1.1836
1977,7,1,3,359,-0.3990
1977,7,1,4,523,-0.1086
1977,7,1,5,657,-0.7439
1977,7,2,1,127,-2.2433
1977,7,2,2,194,-2.0043
1977,7,2,3,223,-0.9011
1977,7,2,4,235,-0.8445
1977,7,2,5,184,-1.3320
1977,7,3,1,273,-0.9039
1977,7,3,2,236,-2.6906
1977,7,3,3,204,-1.8156
1977,7,3,4,139,-1.6032
1977,7,3,5,63,-4.4477
1977,8,1,1,105,0.4415
1977,8,1,2,279,-1.4094
1977,8,1,3,405,-2.0587
1977,8,1,4,548,-1.2853
1977,8,1,5,701,-2.3121
1977,8,2,1,136,0.4313
1977,8,2,2,219,-0.5792
1977,8,2,3,249,-0.6850
1977,8,2,4,257,-1.9787
1977,8,2,5,196,-1.3196
1977,8,3,1,300,0.9017
1977,8,3,2,309,-2.7510
1977,8,3,3,244,-4.6401
1977,8,3,4,163,-4.0359
1977,8,3,5,77,-3.6911
1977,9,1,1,107,4.5348
1977,9,1,2,281,2.1449
1977,9,1,3,403,2.1113
1977,9,1,4,556,-0.2477
1977,9,1,5,700,1.1688
1977,9,2,1,137,0.5936
1977,9,2,2,217,1.4418
1977,9,2,3,253,1.1210
1977,9,2,4,254,2.2583
1977,9,2,5,199,0.1348
1977,9,3,1,302,-0.9057
1977,9,3,2,310,-0.1927
1977,9,3,3,247,-0.0567
1977,9,3,4,168,-0.2001
1977,9,3,5,77,-1.4290
1977,10,1,1,99,-4.2892
1977,10,1,2,262,-3.7991
1977,10,1,3,374,-2.9581
1977,10,1,4,519,-2.9286
1977,10,1,5,673,-2.2014
1977,10,2,1,131,-3.4501
1977,10,2,2,199,-2.4404
1977,10,2,3,237,-4.2823
1977,10,2,4,240,-2.1505
1977,10,2,5,188,-2.6284
1977,10,3,1,296,-4.3828
1977,10,3,2,287,-3.5442
1977,10,3,3,232,-2.9365
1977,10,3,4,149,-3.2103
1977,10,3,5,66,-4.0181
1977,11,1,1,116,11.1974
1977,11,1,2,274,9.8209
1977,11,1,3,394,9.4681
1977,11,1,4,529,10.4875
1977,11,1,5,683,9.3444
1977,11,2,1,142,8.4529
1977,11,2,2,209,9.8665
1977,11,2,3,242,9.0011
1977,11,2,4,255,9.3300
1977,11,2,5,190,9.1459
1977,11,3,1,308,4.2851
1977,11,3,2,304,3.8631
1977,11,3,3,253,4.2259
1977,11,3,4,160,5.3186
1977,11,3,5,68,6.8033
1977,12,1,1,114,5.8319
1977,12,1,2,274,3.6643
1977,12,1,3,396,2.4972
1977,12,1,4,537,1.0309
1977,12,1,5,688,1.3148
1977,12,2,1,146,2.2603
1977,12,2,2,211,2.2855
1977,12,2,3,244,1.2681
1977,12,2,4,257,1.6377
1977,12,2,5,193,-0.4743
1977,12,3,1,306,0.7302
1977,12,3,2,305,0.4667
1977,12,3,3,254,0.5318
1977,12,3,4,167,0.3261
1977,12,3,5,70,-1.4344
1978,1,1,1,108,-2.4078
1978,1,1,2,252,-1.1372
1978,1,1,3,374,-1.0858
1978,1,1,4,518,-2.6904
1978,1,1,5,670,-0.9345
1978,1,2,1,144,-5.4274
1978,1,2,2,198,-5.2760
1978,1,2,3,236,-4.0398
1978,1,2,4,257,-3.1452
1978,1,2,5,188,-3.7604
1978,1,3,1,304,-6.1195
1978,1,3,2,303,-6.7578
1978,1,3,3,247,-6.0842
1978,1,3,4,161,-4.5364
1978,1,3,5,66,-3.3842
1978,2,1,1,122,0.0782
1978,2,1,2,254,1.9178
1978,2,1,3,388,3.3996
1978,2,1,4,525,3.1565
1978,2,1,5,682,4.0228
1978,2,2,1,155,1.0616
1978,2,2,2,212,1.4343
1978,2,2,3,251,3.0396
1978,2,2,4,267,1.8708
1978,2,2,5,193,1.7958
1978,2,3,1,313,-3.3119
1978,2,3,2,318,-0.9585
1978,2,3,3,265,-0.3658
1978,2,3,4,174,-1.7729
1978,2,3,5,73,0.2258
1978,3,1,1,125,6.8027
1978,3,1,2,249,6.2830
1978,3,1,3,390,9.0722
1978,3,1,4,525,8.8655
1978,3,1,5,682,7.7934
1978,3,2,1,158,5.4827
1978,3,2,2,213,4.9369
1978,3,2,3,253,7.1828
1978,3,2,4,269,6.9029
1978,3,2,5,195,7.2544
1978,3,3,1,314,1.3562
1978,3,3,2,321,3.3146
1978,3,3,3,270,4.1425
1978,3,3,4,177,5.1257
1978,3,3,5,77,5.9565
1978,4,1,1,130,7.9540
1978,4,1,2,225,6.6877
1978,4,1,3,364,7.8997
1978,4,1,4,499,8.2425
1978,4,1,5,668,8.0867
1978,4,2,1,156,8.9886
1978,4,2,2,202,7.1829
1978,4,2,3,247,8.3761
1978,4,2,4,260,8.0190
1978,4,2,5,188,7.3371
1978,4,3,1,306,11.0836
1978,4,3,2,313,6.2662
1978,4,3,3,256,7.7436
1978,4,3,4,176,7.4182
1978,4,3,5,74,9.1828
1978,5,1,1,143,6.6391
1978,5,1,2,250,5.7236
1978,5,1,3,384,7.6334
1978,5,1,4,519,8.2538
1978,5,1,5,685,8.3853
1978,5,2,1,161,6.8671
1978,5,2,2,210,3.8573
1978,5,2,3,262,4.9505
1978,5,2,4,267,6.3379
1978,5,2,5,198,7.8287
1978,5,3,1,318,2.1739
1978,5,3,2,326,0.8505
1978,5,3,3,270,1.2119
1978,5,3,4,188,4.2280
1978,5,3,5,78,5.5024
1978,6,1,1,140,1.3209
1978,6,1,2,246,0.6900
1978,6,1,3,387,1.5166
1978,6,1,4,514,-0.0611
1978,6,1,5,688,-0.4593
1978,6,2,1,164,-0.1997
1978,6,2,2,201,1.7146
1978,6,2,3,258,0.2961
1978,6,2,4,263,-0.7449
1978,6,2,5,204,0.3156
1978,6,3,1,321,-0.7245
1978,6,3,2,322,-1.7635
1978,6,3,3,269,-2.5520
1978,6,3,4,186,-1.9193
1978,6,3,5,81,-1.5504
1978,7,1,1,131,8.2688
1978,7,1,2,213,6.0330
1978,7,1,3,358,7.1822
1978,7,1,4,487,5.9257
1978,7,1,5,679,4.7691
1978,7,2,1,161,6.4355
1978,7,2,2,183,6.4302
1978,7,2,3,243,7.6702
1978,7,2,4,256,6.6899
1978,7,2,5,196,5.6193
1978,7,3,1,318,6.9916
1978,7,3,2,296,4.5557
1978,7,3,3,265,5.2114
1978,7,3,4,179,6.9825
1978,7,3,5,81,7.4342
1978,8,1,1,141,8.2476
1978,8,1,2,217,10.4635
1978,8,1,3,379,11.3354
1978,8,1,4,507,9.0788
1978,8,1,5,679,9.8081
1978,8,2,1,177,7.6957
1978,8,2,2,189,8.9469
1978,8,2,3,259,8.0425
1978,8,2,4,271,8.7726
1978,8,2,5,204,11.3765
1978,8,3,1,330,3.2725
1978,8,3,2,316,3.2730
1978,8,3,3,279,4.3833
1978,8,3,4,194,3.1526
1978,8,3,5,90,4.5325
1978,9,1,1,142,0.1279
1978,9,1,2,214,-0.3936
1978,9,1,3,378,-1.7138
1978,9,1,4,510,-1.3435
1978,9,1,5,672,-0.5236
1978,9,2,1,182,-2.1143
1978,9,2,2,196,-2.0436
1978,9,2,3,264,-2.1101
1978,9,2,4,277,-1.5940
1978,9,2,5,205,-0.6643
1978,9,3,1,330,-2.4821
1978,9,3,2,317,0.0160
1978,9,3,3,280,1.2173
1978,9,3,4,193,-0.3131
1978,9,3,5,87,-1.5760
1978,10,1,1,137,-27.9292
1978,10,1,2,206,-22.2851
1978,10,1,3,356,-24.4027
1978,10,1,4,494,-23.5555
1978,10,1,5,657,-23.4015
1978,10,2,1,176,-22.8066
1978,10,2,2,193,-18.0794
1978,10,2,3,249,-20.8429
1978,10,2,4,261,-19.4111
1978,10,2,5,194,-21.5343
1978,10,3,1,318,-9.1196
1978,10,3,2,295,-8.9187
1978,10,3,3,256,-10.0830
1978,10,3,4,188,-13.1628
1978,10,3,5,84,-14.5751
1978,11,1,1,152,12.1335
1978,11,1,2,226,6.4201
1978,11,1,3,373,6.6389
1978,11,1,4,513,7.4161
1978,11,1,5,659,7.8564
1978,11,2,1,179,10.2734
1978,11,2,2,209,6.0928
1978,11,2,3,269,6.6653
1978,11,2,4,267,5.6452
1978,11,2,5,200,6.8073
1978,11,3,1,324,2.7528
1978,11,3,2,306,3.0620
1978,11,3,3,260,3.3538
1978,11,3,4,199,4.4758
1978,11,3,5,92,4.7111
1978,12,1,1,153,2.4062
1978,12,1,2,227,0.7601
1978,12,1,3,377,1.4345
1978,12,1,4,517,0.9057
1978,12,1,5,660,0.1458
1978,12,2,1,181,3.0126
1978,12,2,2,218,1.6554
1978,12,2,3,271,2.2107
1978,12,2,4,268,1.4886
1978,12,2,5,205,2.5019
1978,12,3,1,320,3.2175
1978,12,3,2,308,-0.1370
1978,12,3,3,259,0.8425
1978,12,3,4,203,0.7589
1978,12,3,5,95,0.0159
1979,1,1,1,150,10.6816
1979,1,1,2,216,7.9709
1979,1,1,3,372,9.5033
1979,1,1,4,490,11.0742
1979,1,1,5,642,11.7163
1979,1,2,1,174,6.7039
1979,1,2,2,216,6.8234
1979,1,2,3,270,8.4834
1979,1,2,4,260,9.4583
1979,1,2,5,202,9.4136
1979,1,3,1,311,3.1138
1979,1,3,2,293,5.5799
1979,1,3,3,254,4.8949
1979,1,3,4,201,6.5285
1979,1,3,5,99,7.1311
1979,2,1,1,161,-0.8085
1979,2,1,2,233,-1.6199
1979,2,1,3,391,-2.3444
1979,2,1,4,510,-3.2663
1979,2,1,5,636,-2.3564
1979,2,2,1,186,-2.2633
1979,2,2,2,230,-2.5282
1979,2,2,3,277,-2.0428
1979,2,2,4,270,-3.5889
1979,2,2,5,203,-3.1366
1979,2,3,1,315,-3.0563
1979,2,3,2,297,-2.6378
1979,2,3,3,265,-2.7194
1979,2,3,4,214,-3.8580
1979,2,3,5,106,-4.8563
1979,3,1,1,167,13.7410
1979,3,1,2,235,9.2941
1979,3,1,3,388,8.2669
1979,3,1,4,511,8.8228
1979,3,1,5,630,8.8643
1979,3,2,1,185,11.4449
1979,3,2,2,228,9.0193
1979,3,2,3,277,11.1121
1979,3,2,4,263,9.9801
1979,3,2,5,197,10.1348
1979,3,3,1,312,5.4640
1979,3,3,2,296,5.2650
1979,3,3,3,266,7.2999
1979,3,3,4,214,8.1670
1979,3,3,5,106,8.8231
1979,4,1,1,161,2.9821
1979,4,1,2,231,1.8780
1979,4,1,3,366,2.8556
1979,4,1,4,484,2.3726
1979,4,1,5,614,2.5078
1979,4,2,1,183,2.6718
1979,4,2,2,227,2.0366
1979,4,2,3,264,2.8080
1979,4,2,4,248,2.0901
1979,4,2,5,192,1.7850
1979,4,3,1,299,-0.0065
1979,4,3,2,280,-1.0303
1979,4,3,3,250,2.5670
1979,4,3,4,207,1.2871
1979,4,3,5,103,0.1480
1979,5,1,1,178,-0.8907
1979,5,1,2,251,-1.3439
1979,5,1,3,398,-0.7462
1979,5,1,4,515,-0.7953
1979,5,1,5,622,-1.1197
1979,5,2,1,196,-2.3010
1979,5,2,2,243,-0.8761
1979,5,2,3,280,-0.9339
1979,5,2,4,263,-1.5461
1979,5,2,5,194,-0.2939
1979,5,3,1,304,-1.4009
1979,5,3,2,309,-0.5240
1979,5,3,3,281,-2.5979
1979,5,3,4,218,-2.5400
1979,5,3,5,108,-3.0427
1979,6,1,1,178,9.2331
1979,6,1,2,255,5.9247
1979,6,1,3,391,4.8910
1979,6,1,4,512,5.2572
1979,6,1,5,619,3.6950
1979,6,2,1,201,5.0318
1979,6,2,2,240,4.7198
1979,6,2,3,283,5.0773
1979,6,2,4,267,5.0806
1979,6,2,5,193,4.5583
1979,6,3,1,305,2.2778
1979,6,3,2,307,4.5565
1979,6,3,3,282,5.9546
1979,6,3,4,219,5.5296
1979,6,3,5,112,5.1222
1979,7,1,1,166,1.4484
1979,7,1,2,245,2.7796
1979,7,1,3,376,3.0191
1979,7,1,4,486,2.0374
1979,7,1,5,598,2.1919
1979,7,2,1,199,2.1635
1979,7,2,2,232,3.7748
1979,7,2,3,267,4.6070
1979,7,2,4,253,2.4165
1979,7,2,5,187,3.6665
1979,7,3,1,292,-0.2555
1979,7,3,2,288,1.6294
1979,7,3,3,266,2.0181
1979,7,3,4,212,2.9922
1979,7,3,5,111,2.9580
1979,8,1,1,180,7.8062
1979,8,1,2,265,8.1344
1979,8,1,3,388,8.2156
1979,8,1,4,518,8.8772
1979,8,1,5,612,7.9861
1979,8,2,1,198,9.7424
1979,8,2,2,245,7.2862
1979,8,2,3,283,7.8936
1979,8,2,4,268,8.4274
1979,8,2,5,203,8.1837
1979,8,3,1,303,6.4906
1979,8,3,2,306,5.3288
1979,8,3,3,283,6.8907
1979,8,3,4,233,8.3914
1979,8,3,5,111,6.4234
1979,9,1,1,177,2.8264
1979,9,1,2,269,-0.8706
1979,9,1,3,397,-0.1292
1979,9,1,4,514,-1.4253
1979,9,1,5,605,-1.1623
1979,9,2,1,198,3.0028
1979,9,2,2,245,-0.3618
1979,9,2,3,283,-0.5553
1979,9,2,4,267,-1.1677
1979,9,2,5,199,-1.2667
1979,9,3,1,306,-1.1069
1979,9,3,2,303,-0.2962
1979,9,3,3,288,2.3583
1979,9,3,4,232,1.8177
1979,9,3,5,110,-0.0070
1979,10,1,1,171,-10.4789
1979,10,1,2,264,-10.8298
1979,10,1,3,383,-9.7328
1979,10,1,4,481,-10.4080
1979,10,1,5,586,-10.8600
1979,10,2,1,195,-7.4994
1979,10,2,2,237,-8.4849
1979,10,2,3,271,-10.2681
1979,10,2,4,251,-11.5529
1979,10,2,5,188,-10.9704
1979,10,3,1,299,-6.4776
1979,10,3,2,293,-5.6913
1979,10,3,3,279,-5.7137
1979,10,3,4,216,-8.2330
1979,10,3,5,98,-9.0977
1979,11,1,1,181,12.4437
1979,11,1,2,279,10.5935
1979,11,1,3,399,6.9051
1979,11,1,4,505,7.8876
1979,11,1,5,586,7.0098
1979,11,2,1,198,12.2043
1979,11,2,2,241,8.0376
1979,11,2,3,287,9.3106
1979,11,2,4,258,6.5658
1979,11,2,5,193,6.6034
1979,11,3,1,308,6.4262
1979,11,3,2,303,6.1919
1979,11,3,3,286,6.3626
1979,11,3,4,218,4.6382
1979,11,3,5,103,2.3734
1979,12,1,1,178,14.5116
1979,12,1,2,271,8.4480
1979,12,1,3,395,7.4357
1979,12,1,4,511,7.1822
1979,12,1,5,581,5.9770
1979,12,2,1,204,8.9177
1979,12,2,2,243,4.0600
1979,12,2,3,288,5.6578
1979,12,2,4,266,6.0400
1979,12,2,5,196,6.5811
1979,12,3,1,304,2.4925
1979,12,3,2,302,1.7137
1979,12,3,3,284,1.5580
1979,12,3,4,219,3.4492
1979,12,3,5,103,5.7734
1980,1,1,1,169,10.4680
1980,1,1,2,260,9.0935
1980,1,1,3,371,9.9425
1980,1,1,4,492,10.9762
1980,1,1,5,562,10.8195
1980,1,2,1,206,5.9743
1980,1,2,2,233,5.0864
1980,1,2,3,267,7.6311
1980,1,2,4,252,7.7161
1980,1,2,5,191,8.3636
1980,1,3,1,291,4.2373
1980,1,3,2,285,6.0386
1980,1,3,3,271,9.2589
1980,1,3,4,206,10.4711
1980,1,3,5,95,10.5443
1980,2,1,1,178,0.7209
1980,2,1,2,272,-1.2291
1980,2,1,3,386,-2.4751
1980,2,1,4,506,-2.3692
1980,2,1,5,572,-2.7963
1980,2,2,1,208,1.8852
1980,2,2,2,243,-2.4296
1980,2,2,3,276,-3.6813
1980,2,2,4,265,-2.6853
1980,2,2,5,194,-3.1325
1980,2,3,1,295,-2.0950
1980,2,3,2,298,-1.4653
1980,2,3,3,288,4.5517
1980,2,3,4,213,3.3777
1980,2,3,5,101,-0.0179
1980,3,1,1,177,-23.8127
1980,3,1,2,264,-18.6064
1980,3,1,3,381,-18.1652
1980,3,1,4,502,-18.3393
1980,3,1,5,572,-17.3130
1980,3,2,1,209,-19.6031
1980,3,2,2,242,-14.5927
1980,3,2,3,276,-16.5259
1980,3,2,4,268,-16.4865
1980,3,2,5,194,-16.7828
1980,3,3,1,298,-9.6964
1980,3,3,2,295,-10.2056
1980,3,3,3,293,-12.8619
1980,3,3,4,212,-13.6935
1980,3,3,5,101,-14.4298
1980,4,1,1,176,6.3271
1980,4,1,2,247,8.9851
1980,4,1,3,369,7.5552
1980,4,1,4,478,4.9837
1980,4,1,5,562,4.7278
1980,4,2,1,199,5.1078
1980,4,2,2,233,9.4754
1980,4,2,3,267,7.0152
1980,4,2,4,262,3.5295
1980,4,2,5,187,3.5916
1980,4,3,1,290,4.0236
1980,4,3,2,287,6.4961
1980,4,3,3,286,5.3492
1980,4,3,4,201,3.5011
1980,4,3,5,100,1.8529
1980,5,1,1,182,7.2796
1980,5,1,2,260,6.9393
1980,5,1,3,386,6.6079
1980,5,1,4,492,6.1165
1980,5,1,5,577,6.0613
1980,5,2,1,206,9.5144
1980,5,2,2,248,7.1203
1980,5,2,3,284,6.8666
1980,5,2,4,276,8.7593
1980,5,2,5,194,9.0766
1980,5,3,1,298,5.9727
1980,5,3,2,301,5.3012
1980,5,3,3,300,5.6718
1980,5,3,4,212,5.0808
1980,5,3,5,102,6.8561
1980,6,1,1,179,5.0345
1980,6,1,2,252,3.2143
1980,6,1,3,386,3.0779
1980,6,1,4,501,3.6183
1980,6,1,5,571,3.7615
1980,6,2,1,208,5.0397
1980,6,2,2,247,3.8706
1980,6,2,3,280,5.3692
1980,6,2,4,275,3.4037
1980,6,2,5,195,1.8576
1980,6,3,1,299,3.7427
1980,6,3,2,299,3.5706
1980,6,3,3,297,4.2971
1980,6,3,4,211,1.9258
1980,6,3,5,102,1.0963
1980,7,1,1,169,12.5377
1980,7,1,2,233,14.7643
1980,7,1,3,351,12.5407
1980,7,1,4,467,10.7824
1980,7,1,5,566,10.6833
1980,7,2,1,203,13.2911
1980,7,2,2,227,9.3775
1980,7,2,3,260,10.7274
1980,7,2,4,265,11.0494
1980,7,2,5,190,12.1247
1980,7,3,1,290,10.4880
1980,7,3,2,274,3.9114
1980,7,3,3,277,5.9488
1980,7,3,4,198,7.8317
1980,7,3,5,94,12.3929
1980,8,1,1,171,11.1483
1980,8,1,2,244,6.6086
1980,8,1,3,368,8.7434
1980,8,1,4,487,6.8485
1980,8,1,5,589,7.5132
1980,8,2,1,208,6.4737
1980,8,2,2,246,3.5122
1980,8,2,3,275,4.8885
1980,8,2,4,270,5.5126
1980,8,2,5,201,5.6781
1980,8,3,1,302,2.0742
1980,8,3,2,298,0.7503
1980,8,3,3,302,1.5776
1980,8,3,4,205,1.1804
1980,8,3,5,106,3.0274
1980,9,1,1,170,5.6780
1980,9,1,2,243,2.3607
1980,9,1,3,376,2.9809
1980,9,1,4,485,2.9210
1980,9,1,5,584,3.2433
1980,9,2,1,214,5.2035
1980,9,2,2,247,2.8197
1980,9,2,3,277,3.3321
1980,9,2,4,272,2.7264
1980,9,2,5,205,2.0275
1980,9,3,1,302,3.2836
1980,9,3,2,300,3.3843
