year,month,rank_ME,rank_SM_1,nstocks,ret_vw
1978,9,1,2,106,-0.0823
1978,9,1,3,118,-0.9920
1978,9,1,4,109,-0.5846
1978,9,1,5,209,-1.3996
1978,9,2,1,40,0.4979
1978,9,2,2,46,-1.9671
1978,9,2,3,45,-2.3341
1978,9,2,4,54,-3.7015
1978,9,2,5,62,-2.3572
1978,9,3,1,89,-1.9630
1978,9,3,2,78,-0.6525
1978,9,3,3,79,0.1722
1978,9,3,4,79,-0.4813
1978,9,3,5,56,-3.8878
1978,10,1,1,184,-26.6497
1978,10,1,2,133,-23.0509
1978,10,1,3,93,-24.9901
1978,10,1,4,111,-21.1689
1978,10,1,5,92,-27.0153
1978,10,2,1,61,-23.4110
1978,10,2,2,49,-20.1824
1978,10,2,3,44,-17.8562
1978,10,2,4,51,-21.7937
1978,10,2,5,50,-22.0164
1978,10,3,1,63,-8.6525
1978,10,3,2,72,-11.3056
1978,10,3,3,82,-11.2932
1978,10,3,4,72,-10.2237
1978,10,3,5,90,-10.8655
1978,11,1,1,191,6.9995
1978,11,1,2,159,7.4727
1978,11,1,3,124,5.2756
1978,11,1,4,94,9.3639
1978,11,1,5,52,6.4487
1978,11,2,1,58,6.4198
1978,11,2,2,58,7.9480
1978,11,2,3,49,4.5125
1978,11,2,4,48,5.9289
1978,11,2,5,40,9.4308
1978,11,3,1,64,3.8775
1978,11,3,2,66,2.1337
1978,11,3,3,66,2.4844
1978,11,3,4,84,1.3081
1978,11,3,5,98,5.0731
1978,12,1,1,108,1.0848
1978,12,1,2,107,0.7112
1978,12,1,3,104,1.8795
1978,12,1,4,153,1.0556
1978,12,1,5,146,1.8979
1978,12,2,1,57,1.1242
1978,12,2,2,52,0.7212
1978,12,2,3,46,2.9251
1978,12,2,4,43,2.9325
1978,12,2,5,58,2.2239
1978,12,3,1,66,0.3699
1978,12,3,2,76,1.3999
1978,12,3,3,80,1.9571
1978,12,3,4,84,2.5864
1978,12,3,5,71,4.5147
1979,1,1,1,127,11.9093
1979,1,1,2,128,10.4763
1979,1,1,3,101,13.7332
1979,1,1,4,103,13.0129
1979,1,1,5,154,11.1149
1979,1,2,1,60,8.7224
1979,1,2,2,47,10.5440
1979,1,2,3,55,8.8032
1979,1,2,4,38,8.9093
1979,1,2,5,54,8.7878
1979,1,3,1,67,6.0858
1979,1,3,2,75,3.7607
1979,1,3,3,74,4.3515
1979,1,3,4,86,3.5445
1979,1,3,5,78,5.3569
1979,2,1,1,128,-4.1280
1979,2,1,2,106,-2.1642
1979,2,1,3,127,-0.0267
1979,2,1,4,125,-2.0914
1979,2,1,5,125,-3.0731
1979,2,2,1,40,-5.0830
1979,2,2,2,42,-2.6733
1979,2,2,3,57,-2.0343
1979,2,2,4,63,-1.9784
1979,2,2,5,54,-0.8456
1979,2,3,1,85,-2.4626
1979,2,3,2,76,-3.8483
1979,2,3,3,82,-2.8024
1979,2,3,4,72,-2.5965
1979,2,3,5,62,-3.4165
1979,3,1,1,176,11.1146
1979,3,1,2,117,9.1403
1979,3,1,3,137,9.1866
1979,3,1,4,66,9.1633
1979,3,1,5,118,12.6980
1979,3,2,1,45,10.9788
1979,3,2,2,57,10.0959
1979,3,2,3,49,9.8017
1979,3,2,4,43,12.1771
1979,3,2,5,59,11.0603
1979,3,3,1,60,6.2491
1979,3,3,2,68,4.1921
1979,3,3,3,79,6.5756
1979,3,3,4,82,7.5217
1979,3,3,5,83,9.4437
1979,4,1,1,144,2.9679
1979,4,1,2,123,0.9978
1979,4,1,3,111,2.0992
1979,4,1,4,98,3.8734
1979,4,1,5,132,4.0944
1979,4,2,1,43,2.5528
1979,4,2,2,56,3.2818
1979,4,2,3,48,4.1783
1979,4,2,4,49,5.6775
1979,4,2,5,57,1.8237
1979,4,3,1,76,0.0352
1979,4,3,2,72,0.4577
1979,4,3,3,77,1.1211
1979,4,3,4,77,3.5143
1979,4,3,5,73,-0.0526
1979,5,1,1,84,-0.2932
1979,5,1,2,116,0.8281
1979,5,1,3,118,-1.1774
1979,5,1,4,106,-0.0463
1979,5,1,5,175,-1.1887
1979,5,2,1,40,-2.7985
1979,5,2,2,51,-2.3149
1979,5,2,3,49,-1.7953
1979,5,2,4,62,-0.0329
1979,5,2,5,55,-0.6492
1979,5,3,1,88,-2.4152
1979,5,3,2,74,-1.3701
1979,5,3,3,85,-1.9361
1979,5,3,4,65,-2.1797
1979,5,3,5,65,-3.2894
1979,6,1,1,142,5.4567
1979,6,1,2,116,4.8683
1979,6,1,3,90,2.7540
1979,6,1,4,131,4.9058
1979,6,1,5,112,9.5140
1979,6,2,1,54,5.2061
1979,6,2,2,52,5.9126
1979,6,2,3,48,4.0910
1979,6,2,4,66,5.6236
1979,6,2,5,41,5.2636
1979,6,3,1,79,2.9355
1979,6,3,2,75,4.9733
1979,6,3,3,71,4.6520
1979,6,3,4,63,5.0793
1979,6,3,5,89,6.6097
1979,7,1,1,177,1.9786
1979,7,1,2,142,0.3883
1979,7,1,3,127,1.9309
1979,7,1,4,170,2.2615
1979,7,1,5,145,3.8314
1979,7,2,1,48,0.9551
1979,7,2,2,70,3.0733
1979,7,2,3,50,3.7209
1979,7,2,4,48,2.7146
1979,7,2,5,79,3.9718
1979,7,3,1,61,1.3350
1979,7,3,2,71,1.6562
1979,7,3,3,80,-0.3179
1979,7,3,4,88,2.4186
1979,7,3,5,96,2.6756
1979,8,1,1,162,7.9121
1979,8,1,2,139,9.0959
1979,8,1,3,118,6.7765
1979,8,1,4,119,9.2726
1979,8,1,5,218,9.3113
1979,8,2,1,58,6.9043
1979,8,2,2,70,9.3716
1979,8,2,3,45,7.7091
1979,8,2,4,60,8.9361
1979,8,2,5,66,9.9271
1979,8,3,1,80,7.1213
1979,8,3,2,84,6.0993
1979,8,3,3,97,8.0147
1979,8,3,4,73,7.4483
1979,8,3,5,59,7.9928
1979,9,1,1,88,-0.6896
1979,9,1,2,117,-1.7779
1979,9,1,3,142,-1.2627
1979,9,1,4,181,-1.4145
1979,9,1,5,222,-0.7093
1979,9,2,1,52,0.9347
1979,9,2,2,66,0.5603
1979,9,2,3,52,-0.1617
1979,9,2,4,62,-0.6763
1979,9,2,5,66,-0.7995
1979,9,3,1,103,2.5772
1979,9,3,2,76,2.2123
1979,9,3,3,84,-2.1319
1979,9,3,4,65,-1.2642
1979,9,3,5,64,1.3903
1979,10,1,1,162,-11.8226
1979,10,1,2,182,-10.9660
1979,10,1,3,182,-12.1100
1979,10,1,4,143,-10.8246
1979,10,1,5,81,-6.0705
1979,10,2,1,53,-12.3655
1979,10,2,2,73,-10.4148
1979,10,2,3,56,-10.7910
1979,10,2,4,47,-9.9624
1979,10,2,5,64,-11.0207
1979,10,3,1,79,-8.7781
1979,10,3,2,56,-7.6344
1979,10,3,3,66,-7.2878
1979,10,3,4,89,-7.3312
1979,10,3,5,103,-3.6836
1979,11,1,1,140,4.7493
1979,11,1,2,162,8.6546
1979,11,1,3,169,8.0975
1979,11,1,4,145,8.3112
1979,11,1,5,124,10.8176
1979,11,2,1,64,6.0544
1979,11,2,2,52,10.1208
1979,11,2,3,54,9.3674
1979,11,2,4,60,9.7151
1979,11,2,5,69,12.1962
1979,11,3,1,79,6.7554
1979,11,3,2,77,4.3615
1979,11,3,3,60,3.2563
1979,11,3,4,73,6.4328
1979,11,3,5,106,8.1234
1979,12,1,1,123,4.9654
1979,12,1,2,126,6.6900
1979,12,1,3,162,8.6427
1979,12,1,4,137,8.1025
1979,12,1,5,186,9.4591
1979,12,2,1,53,5.5929
1979,12,2,2,60,3.5915
1979,12,2,3,56,7.0261
1979,12,2,4,54,4.7742
1979,12,2,5,79,10.3664
1979,12,3,1,74,6.9541
1979,12,3,2,69,3.3080
1979,12,3,3,81,4.6106
1979,12,3,4,83,1.6059
1979,12,3,5,88,2.8332
1980,1,1,1,102,9.8730
1980,1,1,2,155,11.1213
1980,1,1,3,160,11.0060
1980,1,1,4,162,11.5366
1980,1,1,5,138,14.6955
1980,1,2,1,42,5.4120
1980,1,2,2,50,6.7559
1980,1,2,3,78,7.0483
1980,1,2,4,57,9.4331
1980,1,2,5,76,11.3137
1980,1,3,1,96,9.2068
1980,1,3,2,77,5.1451
1980,1,3,3,58,7.1651
1980,1,3,4,81,9.5212
1980,1,3,5,86,9.7721
1980,2,1,1,132,-2.4884
1980,2,1,2,137,-0.4687
1980,2,1,3,173,-0.1289
1980,2,1,4,165,-1.6197
1980,2,1,5,101,-1.5623
1980,2,2,1,60,-3.1901
1980,2,2,2,54,0.6163
1980,2,2,3,63,-4.4758
1980,2,2,4,58,-2.2169
1980,2,2,5,67,1.3588
1980,2,3,1,73,-4.0666
1980,2,3,2,85,-3.2083
1980,2,3,3,64,-4.5476
1980,2,3,4,73,-2.2629
1980,2,3,5,103,9.1447
1980,3,1,1,186,-20.0383
1980,3,1,2,144,-17.8884
1980,3,1,3,133,-17.8914
1980,3,1,4,126,-20.4906
1980,3,1,5,111,-20.0907
1980,3,2,1,75,-18.4623
1980,3,2,2,69,-16.5575
1980,3,2,3,55,-16.7126
1980,3,2,4,40,-16.7225
1980,3,2,5,62,-19.8230
1980,3,3,1,60,-11.3460
1980,3,3,2,76,-8.8075
1980,3,3,3,78,-8.5176
1980,3,3,4,79,-10.7610
1980,3,3,5,111,-15.3765
1980,4,1,1,160,3.9654
1980,4,1,2,142,4.1019
1980,4,1,3,124,7.5074
1980,4,1,4,146,5.5533
1980,4,1,5,129,7.3219
1980,4,2,1,77,7.0330
1980,4,2,2,55,4.7055
1980,4,2,3,66,4.3617
1980,4,2,4,51,3.3930
1980,4,2,5,53,6.4091
1980,4,3,1,96,5.0838
1980,4,3,2,79,2.5446
1980,4,3,3,66,4.5634
1980,4,3,4,77,1.6055
1980,4,3,5,76,5.5126
1980,5,1,1,132,4.4084
1980,5,1,2,172,4.8704
1980,5,1,3,138,8.0817
1980,5,1,4,114,5.9902
1980,5,1,5,147,9.2861
1980,5,2,1,49,8.5446
1980,5,2,2,65,8.5026
1980,5,2,3,68,8.4978
1980,5,2,4,61,7.2520
1980,5,2,5,56,9.4797
1980,5,3,1,78,3.7063
1980,5,3,2,60,8.7211
1980,5,3,3,67,5.0620
1980,5,3,4,79,6.9132
1980,5,3,5,107,4.4732
1980,6,1,1,118,1.2028
1980,6,1,2,125,2.1487
1980,6,1,3,141,2.1823
1980,6,1,4,137,5.8311
1980,6,1,5,171,5.1529
1980,6,2,1,48,6.2789
1980,6,2,2,67,5.5716
1980,6,2,3,50,3.4305
1980,6,2,4,65,2.3202
1980,6,2,5,76,3.2735
1980,6,3,1,80,3.4873
1980,6,3,2,77,3.7684
1980,6,3,3,82,3.0284
1980,6,3,4,76,4.2451
1980,6,3,5,75,3.5728
1980,7,1,1,135,12.2721
1980,7,1,2,153,10.3279
1980,7,1,3,154,9.2096
1980,7,1,4,138,11.3427
1980,7,1,5,137,10.1224
1980,7,2,1,60,14.1292
1980,7,2,2,52,13.4016
1980,7,2,3,60,11.9445
1980,7,2,4,66,10.1534
1980,7,2,5,79,8.4374
1980,7,3,1,80,9.7775
1980,7,3,2,66,10.9232
1980,7,3,3,72,5.8477
1980,7,3,4,71,7.4343
1980,7,3,5,108,4.8000
1980,8,1,1,95,6.9696
1980,8,1,2,100,6.9415
1980,8,1,3,158,7.3628
1980,8,1,4,169,9.1749
1980,8,1,5,196,10.6962
1980,8,2,1,63,5.2552
1980,8,2,2,60,5.6763
1980,8,2,3,50,6.4007
1980,8,2,4,70,5.8894
1980,8,2,5,65,7.8118
1980,8,3,1,116,2.2077
1980,8,3,2,88,1.2665
1980,8,3,3,63,0.5520
1980,8,3,4,69,2.8473
1980,8,3,5,62,1.5030
1980,9,1,1,136,4.2101
1980,9,1,2,124,2.5146
1980,9,1,3,129,2.2090
1980,9,1,4,140,5.0685
1980,9,1,5,185,4.4070
1980,9,2,1,59,3.4887
1980,9,2,2,51,2.9398
1980,9,2,3,56,2.0637
1980,9,2,4,66,7.0816
1980,9,2,5,77,3.4768
1980,9,3,1,79,2.9608
1980,9,3,2,74,1.7164
1980,9,3,3,77,2.6845
1980,9,3,4,80,5.2533
1980,9,3,5,89,7.8989
1980,10,1,1,113,6.7408
1980,10,1,2,99,1.4134
1980,10,1,3,116,7.8985
1980,10,1,4,184,5.7617
1980,10,1,5,188,7.0890
1980,10,2,1,49,2.8485
1980,10,2,2,56,2.9433
1980,10,2,3,51,2.9692
1980,10,2,4,73,3.9390
1980,10,2,5,80,4.3135
1980,10,3,1,83,4.4782
1980,10,3,2,84,3.3122
1980,10,3,3,84,1.6501
1980,10,3,4,72,2.0817
1980,10,3,5,81,4.2954
1980,11,1,1,100,7.8661
1980,11,1,2,116,4.1478
1980,11,1,3,172,5.0142
1980,11,1,4,157,6.1936
1980,11,1,5,135,7.4419
1980,11,2,1,62,6.7224
1980,11,2,2,56,7.7472
1980,11,2,3,59,9.6821
1980,11,2,4,70,10.8072
1980,11,2,5,75,10.2715
1980,11,3,1,83,7.7424
1980,11,3,2,86,7.6451
1980,11,3,3,73,10.2542
1980,11,3,4,75,14.8530
1980,11,3,5,91,22.6182
1980,12,1,1,137,-3.9798
1980,12,1,2,117,-5.9172
1980,12,1,3,146,-5.8173
1980,12,1,4,165,-5.1368
1980,12,1,5,118,-5.8431
1980,12,2,1,56,-1.1553
1980,12,2,2,61,-3.2613
1980,12,2,3,60,-3.9953
1980,12,2,4,64,-1.9377
1980,12,2,5,74,-4.6665
1980,12,3,1,72,1.9012
1980,12,3,2,77,-2.7459
1980,12,3,3,82,-1.6004
1980,12,3,4,71,-1.9313
1980,12,3,5,110,-8.4961
1981,1,1,1,145,0.5931
1981,1,1,2,167,1.2583
1981,1,1,3,150,1.4053
1981,1,1,4,129,0.6268
1981,1,1,5,94,2.3813
1981,1,2,1,67,-4.5740
1981,1,2,2,71,-2.1720
1981,1,2,3,59,-1.6045
1981,1,2,4,65,0.4641
1981,1,2,5,48,1.0865
1981,1,3,1,107,-10.0257
1981,1,3,2,67,-4.2117
1981,1,3,3,65,-5.3064
1981,1,3,4,82,-3.8148
1981,1,3,5,89,-1.1832
1981,2,1,1,139,-0.5186
1981,2,1,2,135,-2.1128
1981,2,1,3,139,1.7163
1981,2,1,4,132,0.3084
1981,2,1,5,145,3.7904
1981,2,2,1,72,-1.0008
1981,2,2,2,58,-0.1281
1981,2,2,3,48,4.1598
1981,2,2,4,68,3.3266
1981,2,2,5,57,3.9678
1981,2,3,1,103,1.5435
1981,2,3,2,89,3.3119
1981,2,3,3,72,1.3218
1981,2,3,4,73,2.6588
1981,2,3,5,72,4.7334
1981,3,1,1,140,7.4623
1981,3,1,2,167,8.1440
1981,3,1,3,135,8.9522
1981,3,1,4,106,7.9278
1981,3,1,5,143,8.8971
1981,3,2,1,69,6.8988
1981,3,2,2,69,5.7889
1981,3,2,3,48,9.4452
1981,3,2,4,51,8.2276
1981,3,2,5,61,7.1302
1981,3,3,1,87,1.1148
1981,3,3,2,83,2.7323
1981,3,3,3,81,6.0435
1981,3,3,4,77,5.9631
1981,3,3,5,76,8.3036
1981,4,1,1,92,2.6080
1981,4,1,2,127,2.6258
1981,4,1,3,138,1.0523
1981,4,1,4,164,4.5063
1981,4,1,5,163,4.5618
1981,4,2,1,60,-0.0757
1981,4,2,2,57,0.6365
1981,4,2,3,73,2.9812
1981,4,2,4,53,4.1167
1981,4,2,5,54,2.2371
1981,4,3,1,107,-6.8468
1981,4,3,2,77,-3.0049
1981,4,3,3,66,-1.4830
1981,4,3,4,83,-1.8606
1981,4,3,5,72,-0.2669
1981,5,1,1,75,-0.1526
1981,5,1,2,104,3.7549
1981,5,1,3,144,3.9041
1981,5,1,4,170,5.4712
1981,5,1,5,185,4.9315
1981,5,2,1,54,2.4487
1981,5,2,2,48,3.2273
1981,5,2,3,62,2.3142
1981,5,2,4,62,3.5139
1981,5,2,5,73,6.1402
1981,5,3,1,111,-3.8014
1981,5,3,2,90,0.2746
1981,5,3,3,71,-0.9085
1981,5,3,4,64,1.7003
1981,5,3,5,68,2.5207
1981,6,1,1,99,0.5331
1981,6,1,2,114,0.9055
1981,6,1,3,124,0.0743
1981,6,1,4,153,1.8787
1981,6,1,5,182,-1.5868
1981,6,2,1,60,-4.4970
1981,6,2,2,60,-1.4433
1981,6,2,3,51,-0.2217
1981,6,2,4,64,-3.2001
1981,6,2,5,69,-2.6946
1981,6,3,1,98,3.7165
1981,6,3,2,74,-1.7155
1981,6,3,3,79,-3.3648
1981,6,3,4,76,-1.9022
1981,6,3,5,73,-4.4628
1981,7,1,1,152,-4.0105
1981,7,1,2,151,-3.5428
1981,7,1,3,190,-2.3880
1981,7,1,4,125,-3.8016
1981,7,1,5,106,0.0043
1981,7,2,1,61,-0.6335
1981,7,2,2,68,-0.7270
1981,7,2,3,53,-3.7738
1981,7,2,4,55,-1.3136
1981,7,2,5,57,-1.2130
1981,7,3,1,87,-0.0326
1981,7,3,2,74,-0.2187
1981,7,3,3,75,-0.0891
1981,7,3,4,71,-2.6048
1981,7,3,5,90,6.5772
1981,8,1,1,163,-9.6352
1981,8,1,2,166,-10.3329
1981,8,1,3,136,-8.6106
1981,8,1,4,147,-5.7839
1981,8,1,5,101,-7.6062
1981,8,2,1,57,-7.2013
1981,8,2,2,67,-10.5147
1981,8,2,3,62,-6.7233
1981,8,2,4,54,-7.2990
1981,8,2,5,63,-2.9646
1981,8,3,1,75,-5.2462
1981,8,3,2,68,-5.5138
1981,8,3,3,73,-6.5406
1981,8,3,4,76,-6.5283
1981,8,3,5,102,-6.1408
1981,9,1,1,184,-12.4861
1981,9,1,2,126,-10.6213
1981,9,1,3,152,-9.8023
1981,9,1,4,134,-8.6046
1981,9,1,5,114,-8.0151
1981,9,2,1,68,-8.2893
1981,9,2,2,60,-9.0151
1981,9,2,3,63,-11.0612
1981,9,2,4,46,-6.0637
1981,9,2,5,58,-7.1208
1981,9,3,1,88,-6.4211
1981,9,3,2,76,-4.7966
1981,9,3,3,69,-8.4720
1981,9,3,4,86,-6.7157
1981,9,3,5,81,-8.9979
1981,10,1,1,141,7.4074
1981,10,1,2,138,10.5018
1981,10,1,3,132,8.5277
1981,10,1,4,140,8.6077
1981,10,1,5,163,8.4689
1981,10,2,1,70,7.5908
1981,10,2,2,51,6.9330
1981,10,2,3,55,6.6137
1981,10,2,4,58,10.1350
1981,10,2,5,56,8.7320
1981,10,3,1,89,9.2621
1981,10,3,2,80,10.1141
1981,10,3,3,76,3.7086
1981,10,3,4,77,1.3819
1981,10,3,5,71,8.5854
1981,11,1,1,114,2.6120
1981,11,1,2,103,2.3690
1981,11,1,3,110,2.4059
1981,11,1,4,141,0.2635
1981,11,1,5,243,2.4619
1981,11,2,1,52,2.0096
1981,11,2,2,59,2.0012
1981,11,2,3,45,4.6361
1981,11,2,4,62,2.3127
1981,11,2,5,69,4.5887
1981,11,3,1,80,2.9648
1981,11,3,2,73,5.6353
1981,11,3,3,79,5.1326
1981,11,3,4,85,5.0229
1981,11,3,5,76,4.1073
1981,12,1,1,166,-3.3602
1981,12,1,2,132,-0.6492
1981,12,1,3,161,-1.0857
1981,12,1,4,135,-4.0485
1981,12,1,5,108,-2.7290
1981,12,2,1,60,-1.9851
1981,12,2,2,64,-1.0796
1981,12,2,3,65,-1.4685
1981,12,2,4,46,-1.2548
1981,12,2,5,51,-1.9606
1981,12,3,1,73,-1.1814
1981,12,3,2,72,-2.2004
1981,12,3,3,71,-2.4441
1981,12,3,4,88,-1.1111
1981,12,3,5,90,-3.9525
1982,1,1,1,91,-2.7462
1982,1,1,2,156,-2.8278
1982,1,1,3,126,-2.1058
1982,1,1,4,157,-2.0112
1982,1,1,5,166,-2.1004
1982,1,2,1,61,-7.8047
1982,1,2,2,51,-6.7164
1982,1,2,3,59,-4.3080
1982,1,2,4,63,-3.6418
1982,1,2,5,56,-4.0237
1982,1,3,1,103,-8.5433
1982,1,3,2,86,0.7617
1982,1,3,3,71,0.1630
1982,1,3,4,67,-0.8380
1982,1,3,5,60,-2.2066
1982,2,1,1,136,-4.1795
1982,2,1,2,131,-7.2258
1982,2,1,3,196,-4.4716
1982,2,1,4,118,-5.7589
1982,2,1,5,128,-2.0674
1982,2,2,1,64,-8.3963
1982,2,2,2,58,-6.3135
1982,2,2,3,61,-3.1658
1982,2,2,4,51,-3.7129
1982,2,2,5,49,-1.8350
1982,2,3,1,76,-11.5785
1982,2,3,2,88,-9.3460
1982,2,3,3,60,-5.7638
1982,2,3,4,78,-3.4016
1982,2,3,5,79,-2.7742
1982,3,1,1,152,-3.9502
1982,3,1,2,162,-1.9337
1982,3,1,3,137,-1.8971
1982,3,1,4,131,-0.6897
1982,3,1,5,127,0.6065
1982,3,2,1,66,-7.5382
1982,3,2,2,51,-1.5575
1982,3,2,3,53,-2.3254
1982,3,2,4,61,1.4723
1982,3,2,5,51,2.0085
