year,month,rank_ME,rank_SUE_6,nstocks,ret_vw
1997,1,3,2,259,3.1216
1997,1,3,3,274,4.9026
1997,1,3,4,298,6.6173
1997,1,3,5,328,7.0360
1997,2,1,1,877,-3.3573
1997,2,1,2,948,-2.5264
1997,2,1,3,790,-2.8350
1997,2,1,4,850,-2.2808
1997,2,1,5,505,-3.2735
1997,2,2,1,337,-2.8608
1997,2,2,2,341,-1.6973
1997,2,2,3,319,-3.3805
1997,2,2,4,353,-3.6915
1997,2,2,5,343,-3.7642
1997,2,3,1,303,-1.1151
1997,2,3,2,293,-1.3773
1997,2,3,3,310,0.4319
1997,2,3,4,344,0.9757
1997,2,3,5,376,-1.0706
1997,3,1,1,926,-6.7053
1997,3,1,2,1040,-4.9182
1997,3,1,3,910,-4.1938
1997,3,1,4,905,-4.7524
1997,3,1,5,557,-3.8981
1997,3,2,1,354,-6.3296
1997,3,2,2,362,-4.5415
1997,3,2,3,351,-3.4390
1997,3,2,4,387,-3.1194
1997,3,2,5,363,-3.7497
1997,3,3,1,314,-2.6036
1997,3,3,2,308,-2.9053
1997,3,3,3,344,-3.4046
1997,3,3,4,370,-4.7263
1997,3,3,5,400,-4.2555
1997,4,1,1,866,-5.7579
1997,4,1,2,1023,-5.0951
1997,4,1,3,877,-4.4039
1997,4,1,4,860,-3.3239
1997,4,1,5,524,-2.9381
1997,4,2,1,326,0.0764
1997,4,2,2,298,1.1191
1997,4,2,3,332,1.0325
1997,4,2,4,359,-0.0658
1997,4,2,5,322,-1.6661
1997,4,3,1,282,3.2598
1997,4,3,2,262,0.9520
1997,4,3,3,303,3.6911
1997,4,3,4,325,4.2833
1997,4,3,5,368,8.8361
1997,5,1,1,937,10.3759
1997,5,1,2,1043,10.4620
1997,5,1,3,968,9.8691
1997,5,1,4,896,11.7191
1997,5,1,5,573,11.0210
1997,5,2,1,356,14.0081
1997,5,2,2,323,12.9837
1997,5,2,3,363,13.0937
1997,5,2,4,396,12.0698
1997,5,2,5,338,13.1446
1997,5,3,1,326,7.1944
1997,5,3,2,325,6.9974
1997,5,3,3,371,5.9489
1997,5,3,4,381,8.0281
1997,5,3,5,398,6.0761
1997,6,1,1,1031,2.3715
1997,6,1,2,1119,2.6622
1997,6,1,3,1083,4.4726
1997,6,1,4,962,6.2826
1997,6,1,5,610,5.7224
1997,6,2,1,362,4.0906
1997,6,2,2,339,4.6132
1997,6,2,3,367,4.7780
1997,6,2,4,414,5.0747
1997,6,2,5,340,4.9602
1997,6,3,1,330,3.1482
1997,6,3,2,342,3.3756
1997,6,3,3,389,3.9139
1997,6,3,4,395,4.7980
1997,6,3,5,407,3.9979
1997,7,1,1,946,4.9369
1997,7,1,2,1055,4.8250
1997,7,1,3,1021,5.1748
1997,7,1,4,876,6.2583
1997,7,1,5,556,6.9060
1997,7,2,1,325,5.6414
1997,7,2,2,307,5.4994
1997,7,2,3,335,4.6569
1997,7,2,4,387,5.5418
1997,7,2,5,308,6.6574
1997,7,3,1,303,7.6147
1997,7,3,2,302,7.2008
1997,7,3,3,335,5.5962
1997,7,3,4,357,7.9839
1997,7,3,5,374,7.7683
1997,8,1,1,1012,4.3033
1997,8,1,2,1044,4.4549
1997,8,1,3,1046,4.9991
1997,8,1,4,869,5.8389
1997,8,1,5,581,5.5733
1997,8,2,1,335,4.5183
1997,8,2,2,318,2.9252
1997,8,2,3,349,3.0618
1997,8,2,4,393,2.9889
1997,8,2,5,311,3.0853
1997,8,3,1,333,-3.0295
1997,8,3,2,356,-2.8655
1997,8,3,3,371,-3.2225
1997,8,3,4,389,-3.1632
1997,8,3,5,396,-6.0298
1997,9,1,1,1095,8.2378
1997,9,1,2,1063,8.9661
1997,9,1,3,1064,9.5247
1997,9,1,4,902,9.7909
1997,9,1,5,634,9.1693
1997,9,2,1,344,7.0496
1997,9,2,2,325,6.9509
1997,9,2,3,350,6.2792
1997,9,2,4,389,6.6224
1997,9,2,5,315,8.7629
1997,9,3,1,338,4.3303
1997,9,3,2,354,4.7774
1997,9,3,3,379,5.4508
1997,9,3,4,388,5.0567
1997,9,3,5,396,4.5168
1997,10,1,1,1040,-4.8802
1997,10,1,2,930,-3.2079
1997,10,1,3,939,-2.7065
1997,10,1,4,796,-4.1218
1997,10,1,5,581,-2.9285
1997,10,2,1,315,-4.4639
1997,10,2,2,267,-6.1265
1997,10,2,3,290,-4.2793
1997,10,2,4,347,-3.4861
1997,10,2,5,286,-5.3377
1997,10,3,1,273,-3.5628
1997,10,3,2,294,-4.0059
1997,10,3,3,315,-2.4295
1997,10,3,4,317,-3.4504
1997,10,3,5,342,-4.3793
1997,11,1,1,1045,-4.4147
1997,11,1,2,950,-3.2994
1997,11,1,3,930,-1.7661
1997,11,1,4,808,-1.6932
1997,11,1,5,552,-1.2923
1997,11,2,1,324,-1.7274
1997,11,2,2,275,-1.3915
1997,11,2,3,323,-0.3011
1997,11,2,4,388,-1.0428
1997,11,2,5,308,-2.3696
1997,11,3,1,322,3.9483
1997,11,3,2,331,3.2300
1997,11,3,3,356,3.0988
1997,11,3,4,365,3.3619
1997,11,3,5,379,6.3811
1997,12,1,1,1140,-5.2743
1997,12,1,2,1033,-4.8087
1997,12,1,3,976,-2.4691
1997,12,1,4,868,-1.6774
1997,12,1,5,563,-1.2385
1997,12,2,1,329,0.2799
1997,12,2,2,294,-0.3283
1997,12,2,3,331,-0.1560
1997,12,2,4,393,-0.2151
1997,12,2,5,316,0.7703
1997,12,3,1,328,1.0681
1997,12,3,2,331,1.1759
1997,12,3,3,365,0.4449
1997,12,3,4,368,0.3530
1997,12,3,5,389,1.6803
1998,1,1,1,1068,1.0320
1998,1,1,2,951,-0.2609
1998,1,1,3,860,0.0604
1998,1,1,4,807,-0.0489
1998,1,1,5,520,-0.6489
1998,1,2,1,279,-1.6499
1998,1,2,2,256,-1.7093
1998,1,2,3,294,-0.8127
1998,1,2,4,345,-0.1523
1998,1,2,5,286,-0.7714
1998,1,3,1,271,-0.5384
1998,1,3,2,278,1.3939
1998,1,3,3,303,1.4722
1998,1,3,4,331,1.8247
1998,1,3,5,353,2.5671
1998,2,1,1,1037,5.7493
1998,2,1,2,949,6.7040
1998,2,1,3,841,5.1094
1998,2,1,4,791,6.1878
1998,2,1,5,499,6.9035
1998,2,2,1,291,7.9036
1998,2,2,2,273,7.1853
1998,2,2,3,299,7.6422
1998,2,2,4,357,8.2453
1998,2,2,5,299,8.8940
1998,2,3,1,314,5.9584
1998,2,3,2,313,4.9434
1998,2,3,3,329,4.9993
1998,2,3,4,370,8.1919
1998,2,3,5,386,7.9327
1998,3,1,1,1082,2.7508
1998,3,1,2,1061,4.6401
1998,3,1,3,898,4.9970
1998,3,1,4,860,5.0315
1998,3,1,5,570,5.5270
1998,3,2,1,323,3.8611
1998,3,2,2,296,4.4562
1998,3,2,3,327,3.0735
1998,3,2,4,376,3.8252
1998,3,2,5,322,4.2260
1998,3,3,1,339,4.9418
1998,3,3,2,333,3.7930
1998,3,3,3,360,4.0397
1998,3,3,4,395,6.1002
1998,3,3,5,412,4.4775
1998,4,1,1,1008,1.7894
1998,4,1,2,1023,1.9121
1998,4,1,3,857,3.4383
1998,4,1,4,822,2.7960
1998,4,1,5,514,3.1155
1998,4,2,1,288,0.6163
1998,4,2,2,258,0.7656
1998,4,2,3,298,0.2828
1998,4,2,4,345,0.8731
1998,4,2,5,312,0.1010
1998,4,3,1,295,-0.7189
1998,4,3,2,269,-0.2600
1998,4,3,3,321,2.9760
1998,4,3,4,349,1.8799
1998,4,3,5,359,0.2801
1998,5,1,1,999,-6.1551
1998,5,1,2,1068,-4.7610
1998,5,1,3,924,-4.3053
1998,5,1,4,937,-4.4755
1998,5,1,5,567,-4.8352
1998,5,2,1,311,-7.7271
1998,5,2,2,305,-5.9913
1998,5,2,3,320,-4.2846
1998,5,2,4,379,-5.3362
1998,5,2,5,350,-5.7810
1998,5,3,1,355,-1.8027
1998,5,3,2,326,-2.3677
1998,5,3,3,377,-2.6409
1998,5,3,4,419,-1.7442
1998,5,3,5,396,-1.9783
1998,6,1,1,1087,-4.2438
1998,6,1,2,1150,-3.8358
1998,6,1,3,971,-2.7081
1998,6,1,4,1038,-1.6875
1998,6,1,5,611,-1.0761
1998,6,2,1,326,-3.0935
1998,6,2,2,317,-2.2122
1998,6,2,3,326,-0.9300
1998,6,2,4,392,-1.1322
1998,6,2,5,352,-0.8272
1998,6,3,1,363,1.3136
1998,6,3,2,328,0.1531
1998,6,3,3,377,1.1946
1998,6,3,4,413,3.9418
1998,6,3,5,400,8.2166
1998,7,1,1,981,-7.7555
1998,7,1,2,1084,-7.1309
1998,7,1,3,911,-8.0546
1998,7,1,4,990,-7.1211
1998,7,1,5,584,-5.9116
1998,7,2,1,297,-8.9705
1998,7,2,2,306,-8.4540
1998,7,2,3,300,-8.3468
1998,7,2,4,374,-8.0049
1998,7,2,5,347,-8.0909
1998,7,3,1,308,-2.1942
1998,7,3,2,296,-1.0505
1998,7,3,3,330,-1.8499
1998,7,3,4,360,-1.9449
1998,7,3,5,371,-1.7458
1998,8,1,1,982,-20.6415
1998,8,1,2,1080,-22.1886
1998,8,1,3,968,-19.6137
1998,8,1,4,1002,-19.1600
1998,8,1,5,605,-21.3446
1998,8,2,1,324,-20.2087
1998,8,2,2,326,-18.6005
1998,8,2,3,326,-18.6516
1998,8,2,4,380,-19.0775
1998,8,2,5,351,-18.7599
1998,8,3,1,347,-12.5883
1998,8,3,2,330,-13.5733
1998,8,3,3,363,-13.1246
1998,8,3,4,400,-13.2012
1998,8,3,5,398,-11.9284
1998,9,1,1,1034,4.0615
1998,9,1,2,1108,3.5019
1998,9,1,3,1007,3.3385
1998,9,1,4,1044,4.5168
1998,9,1,5,630,5.9674
1998,9,2,1,338,7.6242
1998,9,2,2,329,6.1714
1998,9,2,3,328,6.7418
1998,9,2,4,371,5.3783
1998,9,2,5,354,7.4344
1998,9,3,1,348,8.2854
1998,9,3,2,337,8.9594
1998,9,3,3,362,7.4344
1998,9,3,4,407,6.9655
1998,9,3,5,402,7.2764
1998,10,1,1,940,3.3049
1998,10,1,2,978,2.4068
1998,10,1,3,870,3.3905
1998,10,1,4,950,4.1792
1998,10,1,5,565,2.7239
1998,10,2,1,307,7.8797
1998,10,2,2,294,6.6263
1998,10,2,3,291,4.5375
1998,10,2,4,330,6.0113
1998,10,2,5,312,6.2907
1998,10,3,1,280,6.3094
1998,10,3,2,284,7.3259
1998,10,3,3,310,8.9068
1998,10,3,4,347,6.1567
1998,10,3,5,344,7.3620
1998,11,1,1,911,10.2446
1998,11,1,2,1041,9.9236
1998,11,1,3,911,8.8486
1998,11,1,4,969,7.8225
1998,11,1,5,587,7.5904
1998,11,2,1,331,4.0609
1998,11,2,2,336,4.2552
1998,11,2,3,340,5.3643
1998,11,2,4,369,6.4215
1998,11,2,5,336,7.2012
1998,11,3,1,336,6.4419
1998,11,3,2,349,6.0353
1998,11,3,3,346,5.3001
1998,11,3,4,398,6.1561
1998,11,3,5,394,6.0990
1998,12,1,1,954,-1.3323
1998,12,1,2,1122,-0.9815
1998,12,1,3,1014,0.9478
1998,12,1,4,1004,4.0722
1998,12,1,5,645,4.7326
1998,12,2,1,348,2.8904
1998,12,2,2,348,3.2499
1998,12,2,3,362,3.9817
1998,12,2,4,383,6.0040
1998,12,2,5,351,8.6061
1998,12,3,1,345,5.2424
1998,12,3,2,372,3.9359
1998,12,3,3,355,6.6356
1998,12,3,4,407,8.4648
1998,12,3,5,400,8.2956
1999,1,1,1,880,8.5111
1999,1,1,2,976,7.2596
1999,1,1,3,942,6.0697
1999,1,1,4,928,3.7116
1999,1,1,5,600,3.6730
1999,1,2,1,322,3.7453
1999,1,2,2,306,0.8930
1999,1,2,3,344,-1.4453
1999,1,2,4,344,-1.7236
1999,1,2,5,317,-0.9174
1999,1,3,1,298,4.4141
1999,1,3,2,320,2.0960
1999,1,3,3,301,3.4138
1999,1,3,4,349,2.8178
1999,1,3,5,358,5.3437
1999,2,1,1,845,-9.0968
1999,2,1,2,984,-7.9051
1999,2,1,3,961,-6.6736
1999,2,1,4,883,-6.1695
1999,2,1,5,563,-5.3497
1999,2,2,1,336,-11.9981
1999,2,2,2,339,-10.3361
1999,2,2,3,336,-8.2664
1999,2,2,4,357,-6.8258
1999,2,2,5,329,-7.9178
1999,2,3,1,332,-4.0357
1999,2,3,2,367,-3.8041
1999,2,3,3,335,-4.1976
1999,2,3,4,405,-4.2191
1999,2,3,5,402,-4.1430
1999,3,1,1,871,-2.2713
1999,3,1,2,1061,-2.2470
1999,3,1,3,1032,-3.4970
1999,3,1,4,946,-4.1952
1999,3,1,5,617,-4.2444
1999,3,2,1,357,-0.1295
1999,3,2,2,373,0.4891
1999,3,2,3,359,-0.5609
1999,3,2,4,387,-0.6814
1999,3,2,5,351,-2.0510
1999,3,3,1,354,3.4111
1999,3,3,2,392,2.3268
1999,3,3,3,352,2.1493
1999,3,3,4,428,2.7428
1999,3,3,5,437,5.8130
1999,4,1,1,809,11.0811
1999,4,1,2,1008,12.6640
1999,4,1,3,961,9.8071
1999,4,1,4,871,9.6403
1999,4,1,5,597,9.1157
1999,4,2,1,330,13.6357
1999,4,2,2,359,10.7478
1999,4,2,3,341,8.8337
1999,4,2,4,347,9.3605
1999,4,2,5,319,7.5868
1999,4,3,1,296,4.8217
1999,4,3,2,342,5.2776
1999,4,3,3,307,5.1768
1999,4,3,4,376,4.7848
1999,4,3,5,394,0.1526
1999,5,1,1,876,3.5556
1999,5,1,2,1052,3.0602
1999,5,1,3,972,5.5920
1999,5,1,4,900,5.8287
1999,5,1,5,667,5.6025
1999,5,2,1,359,4.2713
1999,5,2,2,396,5.9072
1999,5,2,3,378,4.0159
1999,5,2,4,390,4.2780
1999,5,2,5,356,4.1516
1999,5,3,1,334,-2.1802
1999,5,3,2,376,0.5171
1999,5,3,3,365,-1.2453
1999,5,3,4,427,-0.5121
1999,5,3,5,424,-2.5695
1999,6,1,1,949,3.8850
1999,6,1,2,1164,4.8986
1999,6,1,3,1059,4.5185
1999,6,1,4,971,5.1598
1999,6,1,5,707,6.6013
1999,6,2,1,376,8.1948
1999,6,2,2,422,6.5518
1999,6,2,3,380,8.0736
1999,6,2,4,400,6.2112
1999,6,2,5,357,6.6074
1999,6,3,1,344,2.2992
1999,6,3,2,384,3.4971
1999,6,3,3,371,3.6899
1999,6,3,4,439,6.6832
1999,6,3,5,435,8.3104
1999,7,1,1,850,0.2748
1999,7,1,2,1071,1.9218
1999,7,1,3,999,0.8145
1999,7,1,4,911,2.6273
1999,7,1,5,645,2.5647
1999,7,2,1,346,-2.2068
1999,7,2,2,389,-1.0098
1999,7,2,3,346,0.0308
1999,7,2,4,373,-1.7916
1999,7,2,5,331,-1.0203
1999,7,3,1,297,-2.4773
1999,7,3,2,334,-1.9639
1999,7,3,3,323,-2.5409
1999,7,3,4,389,-1.6060
1999,7,3,5,385,-2.9508
1999,8,1,1,919,-2.5645
1999,8,1,2,1138,-0.9388
1999,8,1,3,1003,-1.8468
1999,8,1,4,908,-1.8162
1999,8,1,5,660,-1.0976
1999,8,2,1,367,-0.6877
1999,8,2,2,404,-1.0058
1999,8,2,3,346,-3.2581
1999,8,2,4,393,-2.9543
1999,8,2,5,343,-4.1336
1999,8,3,1,335,-1.0218
1999,8,3,2,374,-0.7418
1999,8,3,3,361,-3.3168
1999,8,3,4,420,0.3099
1999,8,3,5,422,1.8980
1999,9,1,1,983,-0.7015
1999,9,1,2,1190,-2.3070
1999,9,1,3,983,-1.9403
1999,9,1,4,939,-0.9817
1999,9,1,5,685,-1.2654
1999,9,2,1,385,1.0621
1999,9,2,2,402,1.0915
1999,9,2,3,349,0.3451
1999,9,2,4,399,-1.0119
1999,9,2,5,347,-1.1440
1999,9,3,1,340,-4.2036
1999,9,3,2,373,-4.6815
1999,9,3,3,364,-3.5195
1999,9,3,4,427,-0.2660
1999,9,3,5,420,-1.0445
1999,10,1,1,929,-2.8734
1999,10,1,2,1057,-3.1115
1999,10,1,3,829,-1.4188
1999,10,1,4,833,-1.0846
1999,10,1,5,609,-0.4167
1999,10,2,1,349,-3.2399
1999,10,2,2,343,-1.8578
1999,10,2,3,305,-1.1006
1999,10,2,4,349,0.8860
1999,10,2,5,311,-1.3072
1999,10,3,1,286,6.2368
1999,10,3,2,307,3.9609
1999,10,3,3,320,3.7123
1999,10,3,4,361,4.7759
1999,10,3,5,349,5.9935
1999,11,1,1,944,12.6274
1999,11,1,2,1041,14.3307
1999,11,1,3,829,12.6604
1999,11,1,4,842,11.7833
1999,11,1,5,574,9.6490
1999,11,2,1,374,10.8059
1999,11,2,2,357,6.4575
1999,11,2,3,329,6.9026
1999,11,2,4,401,8.2349
1999,11,2,5,354,5.9223
1999,11,3,1,317,4.6650
1999,11,3,2,351,3.0762
1999,11,3,3,368,3.1056
1999,11,3,4,428,4.9574
1999,11,3,5,405,3.4960
1999,12,1,1,1017,11.9909
1999,12,1,2,1124,14.2390
1999,12,1,3,890,16.4451
1999,12,1,4,919,12.6849
1999,12,1,5,610,10.5670
1999,12,2,1,382,10.1987
1999,12,2,2,380,12.4778
1999,12,2,3,350,12.2355
1999,12,2,4,415,9.5978
1999,12,2,5,365,9.9911
1999,12,3,1,331,3.2130
1999,12,3,2,379,3.5984
1999,12,3,3,382,3.8948
1999,12,3,4,448,7.6516
1999,12,3,5,414,13.8486
2000,1,1,1,956,9.9947
2000,1,1,2,1024,11.2307
2000,1,1,3,786,7.2187
2000,1,1,4,807,7.8212
2000,1,1,5,539,5.5445
2000,1,2,1,357,1.7563
2000,1,2,2,357,1.6043
2000,1,2,3,311,-1.1250
2000,1,2,4,376,-1.6686
2000,1,2,5,330,-5.5722
2000,1,3,1,285,-2.5840
2000,1,3,2,324,-1.1277
2000,1,3,3,337,-3.7472
2000,1,3,4,393,-4.0989
2000,1,3,5,369,-8.3110
2000,2,1,1,931,25.7444
2000,2,1,2,957,23.8430
2000,2,1,3,811,24.8220
2000,2,1,4,780,30.3518
2000,2,1,5,506,19.0496
2000,2,2,1,367,22.3081
2000,2,2,2,367,17.4146
2000,2,2,3,359,19.9398
2000,2,2,4,415,13.6849
2000,2,2,5,353,12.7592
2000,2,3,1,311,-1.6515
2000,2,3,2,348,0.2954
2000,2,3,3,377,2.9329
2000,2,3,4,440,4.4724
2000,2,3,5,426,0.5179
2000,3,1,1,1006,-7.1264
2000,3,1,2,1028,-5.9708
2000,3,1,3,892,-4.7602
2000,3,1,4,824,-7.4971
2000,3,1,5,548,0.2075
2000,3,2,1,417,-8.1160
2000,3,2,2,412,-6.2986
2000,3,2,3,410,-6.1022
2000,3,2,4,463,0.1474
2000,3,2,5,394,2.2261
2000,3,3,1,347,5.9568
2000,3,3,2,391,6.3857
2000,3,3,3,430,4.7147
2000,3,3,4,485,6.8522
2000,3,3,5,463,10.0391
2000,4,1,1,978,-15.9440
2000,4,1,2,985,-15.3189
2000,4,1,3,875,-15.3045
2000,4,1,4,795,-12.7381
2000,4,1,5,523,-9.7267
2000,4,2,1,393,-10.5508
2000,4,2,2,390,-7.9781
2000,4,2,3,412,-7.0765
2000,4,2,4,441,-5.3899
2000,4,2,5,362,-0.5050
2000,4,3,1,293,-3.7583
2000,4,3,2,336,-2.4285
2000,4,3,3,378,-1.3430
2000,4,3,4,427,-4.5745
2000,4,3,5,422,-3.4278
2000,5,1,1,1002,-10.3828
2000,5,1,2,975,-8.9638
2000,5,1,3,869,-8.6438
2000,5,1,4,813,-5.5713
2000,5,1,5,568,-5.7652
2000,5,2,1,412,-5.6672
2000,5,2,2,422,-4.8245
2000,5,2,3,461,-4.4019
2000,5,2,4,470,-4.7689
2000,5,2,5,413,-5.3502
2000,5,3,1,333,-3.3588
2000,5,3,2,374,-6.0595
2000,5,3,3,425,-2.7829
2000,5,3,4,477,-4.6953
2000,5,3,5,485,-3.5225
2000,6,1,1,1108,8.6015
2000,6,1,2,1076,8.5692
2000,6,1,3,965,9.3391
2000,6,1,4,881,13.1085
2000,6,1,5,633,11.4601
2000,6,2,1,437,10.9654
2000,6,2,2,436,11.6850
2000,6,2,3,482,12.1791
2000,6,2,4,494,11.6523
2000,6,2,5,439,9.7296
2000,6,3,1,339,2.7615
2000,6,3,2,381,2.4363
2000,6,3,3,445,4.8579
2000,6,3,4,496,5.5885
2000,6,3,5,508,4.4850
2000,7,1,1,1069,-2.2099
2000,7,1,2,1021,-2.3635
2000,7,1,3,913,-0.8164
2000,7,1,4,788,-1.8828
2000,7,1,5,561,-2.3463
2000,7,2,1,410,-2.3055
2000,7,2,2,406,-2.1571
2000,7,2,3,446,-3.2419
2000,7,2,4,461,-4.8106
2000,7,2,5,400,-2.3366
2000,7,3,1,308,-2.8997
2000,7,3,2,334,-5.4635
2000,7,3,3,395,-1.9350
2000,7,3,4,442,-3.4609
2000,7,3,5,458,-3.1734
2000,8,1,1,1042,6.8081
2000,8,1,2,1030,6.4885
2000,8,1,3,859,8.5241
2000,8,1,4,784,7.1318
2000,8,1,5,560,10.4229
2000,8,2,1,426,7.7471
2000,8,2,2,397,10.6831
2000,8,2,3,441,8.5269
2000,8,2,4,447,7.6758
2000,8,2,5,408,8.6475
2000,8,3,1,320,6.2414
2000,8,3,2,357,6.8643
2000,8,3,3,405,5.9176
2000,8,3,4,473,5.8250
2000,8,3,5,493,6.8739
2000,9,1,1,1083,-4.8113
2000,9,1,2,1099,-3.0995
2000,9,1,3,847,-2.9214
2000,9,1,4,824,-0.5763
2000,9,1,5,605,-2.6216
2000,9,2,1,434,-3.0002
2000,9,2,2,411,-2.7197
2000,9,2,3,446,-0.9517
2000,9,2,4,458,-3.6600
2000,9,2,5,421,-2.0045
2000,9,3,1,335,-2.7896
2000,9,3,2,357,-3.9978
2000,9,3,3,398,-6.8017
2000,9,3,4,472,-5.9210
2000,9,3,5,490,-7.1043
2000,10,1,1,998,-7.4544
2000,10,1,2,1017,-7.5424
2000,10,1,3,720,-7.8801
2000,10,1,4,741,-6.5468
2000,10,1,5,575,-9.1344
2000,10,2,1,376,-5.2143
2000,10,2,2,360,-3.7931
2000,10,2,3,373,-2.4514
2000,10,2,4,398,-3.2671
2000,10,2,5,377,-2.6622
2000,10,3,1,275,-3.1174
2000,10,3,2,284,-0.1433
2000,10,3,3,327,-1.2956
2000,10,3,4,398,1.3722
2000,10,3,5,420,-0.7796
2000,11,1,1,929,-11.9835
2000,11,1,2,1044,-13.0975
2000,11,1,3,685,-9.8103
2000,11,1,4,712,-10.1594
2000,11,1,5,538,-11.0688
2000,11,2,1,389,-11.3163
2000,11,2,2,389,-8.0436
2000,11,2,3,351,-6.9654
2000,11,2,4,407,-8.5386
2000,11,2,5,376,-7.6043
2000,11,3,1,314,-12.9520
2000,11,3,2,328,-7.9614
2000,11,3,3,348,-8.0569
2000,11,3,4,433,-8.3306
2000,11,3,5,448,-9.1603
2000,12,1,1,988,-3.8237
2000,12,1,2,1133,-2.6769
2000,12,1,3,762,0.1228
2000,12,1,4,762,-2.9920
2000,12,1,5,554,0.2062
2000,12,2,1,407,4.3314
2000,12,2,2,417,6.4581
2000,12,2,3,364,9.0150
2000,12,2,4,427,8.4795
2000,12,2,5,386,9.3103
2000,12,3,1,323,-1.1039
2000,12,3,2,330,2.6291
2000,12,3,3,354,1.8217
2000,12,3,4,444,-0.4726
2000,12,3,5,450,-1.9453
2001,1,1,1,942,23.2696
2001,1,1,2,1085,22.2868
2001,1,1,3,694,18.9989
2001,1,1,4,705,18.6947
2001,1,1,5,513,19.9824
2001,1,2,1,381,17.2992
2001,1,2,2,394,11.2781
2001,1,2,3,327,7.0231
2001,1,2,4,390,6.2138
2001,1,2,5,359,5.6418
2001,1,3,1,270,12.1812
2001,1,3,2,286,4.7591
2001,1,3,3,307,-1.4182
2001,1,3,4,386,6.4837
2001,1,3,5,394,3.3506
2001,2,1,1,853,-6.8098
2001,2,1,2,1046,-7.1513
2001,2,1,3,739,-4.2804
2001,2,1,4,671,-5.3711
2001,2,1,5,491,-6.5971
2001,2,2,1,358,-7.5131
2001,2,2,2,419,-3.6316
2001,2,2,3,335,-5.0356
2001,2,2,4,385,-8.0628
2001,2,2,5,355,-6.6512
2001,2,3,1,311,-13.2124
2001,2,3,2,316,-6.5494
2001,2,3,3,340,-7.5554
2001,2,3,4,408,-7.4697
2001,2,3,5,408,-11.5254
2001,3,1,1,916,-6.3255
2001,3,1,2,1133,-6.5521
2001,3,1,3,847,-4.2588
2001,3,1,4,752,-2.0480
2001,3,1,5,553,-4.2465
2001,3,2,1,379,-7.1218
2001,3,2,2,450,-4.1403
2001,3,2,3,363,-4.0265
2001,3,2,4,406,-2.3188
2001,3,2,5,383,-4.3420
2001,3,3,1,326,-9.5282
2001,3,3,2,343,-5.5138
2001,3,3,3,359,-7.2331
2001,3,3,4,436,-7.5612
2001,3,3,5,421,-6.9230
2001,4,1,1,887,3.7911
2001,4,1,2,1115,5.5574
2001,4,1,3,859,5.6477
2001,4,1,4,721,7.3234
2001,4,1,5,563,9.5087
2001,4,2,1,336,7.5433
2001,4,2,2,404,7.0455
2001,4,2,3,324,8.2709
2001,4,2,4,383,9.0981
2001,4,2,5,351,11.4961
2001,4,3,1,288,10.1141
2001,4,3,2,313,6.0562
2001,4,3,3,305,6.7082
2001,4,3,4,378,10.3737
2001,4,3,5,362,10.0604
2001,5,1,1,881,11.1768
2001,5,1,2,1095,9.2669
2001,5,1,3,966,9.6927
2001,5,1,4,765,12.0992
2001,5,1,5,614,12.8305
2001,5,2,1,372,5.6039
2001,5,2,2,425,4.7524
2001,5,2,3,357,4.6802
2001,5,2,4,411,3.1824
2001,5,2,5,357,3.6007
2001,5,3,1,315,0.0849
2001,5,3,2,354,1.6118
2001,5,3,3,348,-0.5427
2001,5,3,4,430,0.0154
2001,5,3,5,406,0.1604
2001,6,1,1,956,3.0804
2001,6,1,2,1171,1.7659
2001,6,1,3,1062,3.0626
2001,6,1,4,866,2.2464
2001,6,1,5,701,1.7586
2001,6,2,1,379,6.5431
2001,6,2,2,429,7.4041
2001,6,2,3,386,4.5154
2001,6,2,4,439,3.1156
2001,6,2,5,367,4.0143
2001,6,3,1,334,-2.2965
2001,6,3,2,372,-3.3567
2001,6,3,3,351,-1.2231
2001,6,3,4,442,-2.1904
2001,6,3,5,423,-4.0660
2001,7,1,1,853,-1.8516
2001,7,1,2,1046,-2.8222
2001,7,1,3,995,-2.2582
2001,7,1,4,837,-1.9082
2001,7,1,5,651,-1.1184
2001,7,2,1,356,-3.0972
2001,7,2,2,389,-4.7405
2001,7,2,3,363,-6.7708
2001,7,2,4,404,-4.8218
2001,7,2,5,347,-5.3251
2001,7,3,1,306,-2.0037
2001,7,3,2,319,0.6958
2001,7,3,3,305,-0.5575
2001,7,3,4,390,-0.5912
2001,7,3,5,388,-3.0699
2001,8,1,1,845,-3.8442
2001,8,1,2,985,-2.3004
2001,8,1,3,1028,-2.7402
2001,8,1,4,855,-3.8094
2001,8,1,5,661,-2.7155
2001,8,2,1,363,-2.1267
2001,8,2,2,374,-1.4901
2001,8,2,3,375,-2.0650
2001,8,2,4,404,-3.6522
2001,8,2,5,353,-4.7358
2001,8,3,1,341,-9.2794
2001,8,3,2,354,-5.7821
2001,8,3,3,339,-7.2338
2001,8,3,4,395,-5.4202
2001,8,3,5,385,-4.4471
2001,9,1,1,851,-15.9113
2001,9,1,2,1005,-14.8679
2001,9,1,3,1035,-15.0109
2001,9,1,4,891,-11.4358
2001,9,1,5,701,-11.7164
2001,9,2,1,365,-19.3742
2001,9,2,2,385,-19.2806
2001,9,2,3,371,-16.7100
2001,9,2,4,405,-14.1863
2001,9,2,5,374,-13.8407
2001,9,3,1,347,-15.8759
2001,9,3,2,353,-12.2542
2001,9,3,3,344,-7.6001
