year,month,rank_ME,rank_Abr_6,nstocks,ret_vw
1972,6,2,4,151,-3.8429
1972,6,2,5,184,-3.4520
1972,6,3,1,214,-2.4575
1972,6,3,2,290,-2.2754
1972,6,3,3,277,-1.0161
1972,6,3,4,300,-1.7785
1972,6,3,5,238,-3.0398
1972,7,1,1,399,-4.3173
1972,7,1,2,254,-2.9372
1972,7,1,3,228,-3.2055
1972,7,1,4,225,-2.3188
1972,7,1,5,368,-3.3802
1972,7,2,1,177,-4.6640
1972,7,2,2,153,-3.9544
1972,7,2,3,146,-2.7455
1972,7,2,4,152,-2.3342
1972,7,2,5,179,-2.8165
1972,7,3,1,208,-1.0104
1972,7,3,2,278,-0.0047
1972,7,3,3,263,1.3729
1972,7,3,4,281,-0.9069
1972,7,3,5,221,-1.1348
1972,8,1,1,393,0.4395
1972,8,1,2,264,0.7914
1972,8,1,3,232,1.5246
1972,8,1,4,231,0.4802
1972,8,1,5,373,0.2392
1972,8,2,1,182,2.1020
1972,8,2,2,163,1.4820
1972,8,2,3,154,0.2746
1972,8,2,4,156,1.4380
1972,8,2,5,188,2.1237
1972,8,3,1,211,4.1674
1972,8,3,2,278,4.7108
1972,8,3,3,272,2.3159
1972,8,3,4,294,3.6106
1972,8,3,5,230,3.7616
1972,9,1,1,420,-5.5349
1972,9,1,2,276,-3.5281
1972,9,1,3,235,-4.9253
1972,9,1,4,237,-3.9423
1972,9,1,5,376,-4.5376
1972,9,2,1,193,-2.9653
1972,9,2,2,167,-2.7968
1972,9,2,3,156,-2.4301
1972,9,2,4,169,-3.0349
1972,9,2,5,197,-2.6808
1972,9,3,1,216,-0.7664
1972,9,3,2,282,-0.6196
1972,9,3,3,290,0.2266
1972,9,3,4,299,-1.2818
1972,9,3,5,237,-1.8509
1972,10,1,1,403,-3.2504
1972,10,1,2,260,-2.7617
1972,10,1,3,216,-2.7767
1972,10,1,4,203,-2.2230
1972,10,1,5,340,-1.2772
1972,10,2,1,176,-1.8724
1972,10,2,2,145,-1.8738
1972,10,2,3,149,-0.8209
1972,10,2,4,146,-2.0704
1972,10,2,5,182,-1.2417
1972,10,3,1,182,0.8585
1972,10,3,2,246,1.1675
1972,10,3,3,245,-0.1987
1972,10,3,4,261,1.5373
1972,10,3,5,192,1.2474
1972,11,1,1,425,5.3137
1972,11,1,2,272,4.4332
1972,11,1,3,229,4.5715
1972,11,1,4,224,6.0462
1972,11,1,5,353,5.5792
1972,11,2,1,183,6.4437
1972,11,2,2,166,5.9733
1972,11,2,3,163,4.2394
1972,11,2,4,168,7.3764
1972,11,2,5,188,7.0708
1972,11,3,1,204,4.7798
1972,11,3,2,267,6.0453
1972,11,3,3,288,4.1013
1972,11,3,4,294,3.8824
1972,11,3,5,224,5.8799
1972,12,1,1,439,-3.3949
1972,12,1,2,286,-1.9429
1972,12,1,3,239,-2.4457
1972,12,1,4,248,-1.5827
1972,12,1,5,383,-1.1415
1972,12,2,1,195,-0.7943
1972,12,2,2,174,-0.6838
1972,12,2,3,171,-2.0075
1972,12,2,4,176,-1.2359
1972,12,2,5,205,-1.7502
1972,12,3,1,215,0.4959
1972,12,3,2,275,0.6588
1972,12,3,3,306,1.8899
1972,12,3,4,305,2.5005
1972,12,3,5,237,2.4544
1973,1,1,1,420,-3.7552
1973,1,1,2,260,-3.2731
1973,1,1,3,217,-3.0593
1973,1,1,4,234,-3.6827
1973,1,1,5,374,-5.1992
1973,1,2,1,179,-6.7186
1973,1,2,2,150,-6.0506
1973,1,2,3,143,-5.8908
1973,1,2,4,167,-5.9844
1973,1,2,5,185,-7.1555
1973,1,3,1,177,-0.4479
1973,1,3,2,243,-1.4004
1973,1,3,3,272,-1.4681
1973,1,3,4,260,-3.3922
1973,1,3,5,202,-3.6676
1973,2,1,1,405,-9.1822
1973,2,1,2,257,-7.1816
1973,2,1,3,201,-7.9888
1973,2,1,4,231,-7.2630
1973,2,1,5,376,-8.7166
1973,2,2,1,173,-8.8542
1973,2,2,2,147,-7.9288
1973,2,2,3,146,-8.1885
1973,2,2,4,170,-8.5805
1973,2,2,5,190,-8.9120
1973,2,3,1,193,-4.3113
1973,2,3,2,257,-4.1887
1973,2,3,3,272,-3.0391
1973,2,3,4,259,-3.7828
1973,2,3,5,194,-5.3293
1973,3,1,1,438,-3.7089
1973,3,1,2,286,-3.4086
1973,3,1,3,226,-0.6281
1973,3,1,4,267,-1.9592
1973,3,1,5,412,-2.0954
1973,3,2,1,194,-4.3297
1973,3,2,2,159,-2.3978
1973,3,2,3,172,-3.8067
1973,3,2,4,182,-3.1254
1973,3,2,5,217,-2.4867
1973,3,3,1,226,-1.4223
1973,3,3,2,293,0.1701
1973,3,3,3,297,-0.7039
1973,3,3,4,302,0.4023
1973,3,3,5,222,-0.4146
1973,4,1,1,449,-7.8654
1973,4,1,2,269,-7.5794
1973,4,1,3,233,-6.3560
1973,4,1,4,273,-5.7007
1973,4,1,5,420,-8.6583
1973,4,2,1,184,-8.9415
1973,4,2,2,154,-7.6796
1973,4,2,3,162,-6.8484
1973,4,2,4,163,-6.3334
1973,4,2,5,199,-7.2917
1973,4,3,1,209,-5.9659
1973,4,3,2,254,-4.4584
1973,4,3,3,261,-4.3034
1973,4,3,4,262,-4.4379
1973,4,3,5,205,-5.0779
1973,5,1,1,454,-10.6310
1973,5,1,2,300,-9.8240
1973,5,1,3,270,-7.2257
1973,5,1,4,303,-8.6738
1973,5,1,5,458,-10.7271
1973,5,2,1,216,-8.3977
1973,5,2,2,170,-8.8157
1973,5,2,3,179,-7.9628
1973,5,2,4,185,-7.7504
1973,5,2,5,219,-10.6829
1973,5,3,1,232,-3.4978
1973,5,3,2,284,-1.6293
1973,5,3,3,298,-0.3419
1973,5,3,4,285,-1.6290
1973,5,3,5,232,-2.8968
1973,6,1,1,512,-4.7070
1973,6,1,2,340,-3.8793
1973,6,1,3,291,-2.8293
1973,6,1,4,319,-3.0800
1973,6,1,5,493,-3.8738
1973,6,2,1,223,-4.5411
1973,6,2,2,182,-4.5827
1973,6,2,3,185,-4.5156
1973,6,2,4,192,-3.8484
1973,6,2,5,224,-3.4248
1973,6,3,1,240,-3.8400
1973,6,3,2,301,-0.3921
1973,6,3,3,308,-1.1070
1973,6,3,4,284,-0.4681
1973,6,3,5,243,-1.0761
1973,7,1,1,518,15.1432
1973,7,1,2,343,14.9205
1973,7,1,3,285,10.9797
1973,7,1,4,313,13.6867
1973,7,1,5,500,16.1928
1973,7,2,1,206,16.0492
1973,7,2,2,182,13.1647
1973,7,2,3,179,12.6185
1973,7,2,4,181,10.8295
1973,7,2,5,216,14.4192
1973,7,3,1,223,9.6228
1973,7,3,2,276,5.5082
1973,7,3,3,292,5.0299
1973,7,3,4,260,3.5662
1973,7,3,5,231,5.1110
1973,8,1,1,527,-7.8318
1973,8,1,2,369,-6.5710
1973,8,1,3,323,-5.7322
1973,8,1,4,351,-6.1070
1973,8,1,5,525,-5.9989
1973,8,2,1,224,-5.4410
1973,8,2,2,192,-3.5507
1973,8,2,3,174,-2.9822
1973,8,2,4,198,-1.8592
1973,8,2,5,239,-3.6849
1973,8,3,1,238,-3.6450
1973,8,3,2,295,-3.4419
1973,8,3,3,332,-3.3964
1973,8,3,4,290,-3.1343
1973,8,3,5,257,-2.5762
1973,9,1,1,531,10.1947
1973,9,1,2,383,9.2633
1973,9,1,3,349,9.6509
1973,9,1,4,375,8.3832
1973,9,1,5,523,9.5157
1973,9,2,1,234,11.1975
1973,9,2,2,198,12.3898
1973,9,2,3,179,10.6867
1973,9,2,4,212,11.6329
1973,9,2,5,236,11.9146
1973,9,3,1,243,7.2956
1973,9,3,2,304,1.3364
1973,9,3,3,345,5.5831
1973,9,3,4,305,7.4561
1973,9,3,5,254,4.3803
1973,10,1,1,507,-0.4416
1973,10,1,2,373,-0.5654
1973,10,1,3,338,-0.2808
1973,10,1,4,356,0.8095
1973,10,1,5,496,0.4020
1973,10,2,1,219,-3.1695
1973,10,2,2,175,0.7071
1973,10,2,3,153,1.3735
1973,10,2,4,207,1.2566
1973,10,2,5,211,-0.2438
1973,10,3,1,206,-3.9747
1973,10,3,2,269,1.4620
1973,10,3,3,305,0.5840
1973,10,3,4,252,0.2482
1973,10,3,5,222,0.2310
1973,11,1,1,536,-21.2113
1973,11,1,2,395,-20.9033
1973,11,1,3,377,-18.9294
1973,11,1,4,379,-20.2036
1973,11,1,5,531,-21.8089
1973,11,2,1,225,-20.1332
1973,11,2,2,196,-19.3580
1973,11,2,3,189,-19.2401
1973,11,2,4,230,-18.9964
1973,11,2,5,229,-21.1447
1973,11,3,1,230,-14.4327
1973,11,3,2,315,-11.0155
1973,11,3,3,352,-10.7479
1973,11,3,4,299,-11.5697
1973,11,3,5,250,-14.8104
1973,12,1,1,560,-5.9168
1973,12,1,2,431,-4.5608
1973,12,1,3,397,-3.5706
1973,12,1,4,411,-4.1553
1973,12,1,5,544,-3.9544
1973,12,2,1,241,-3.4555
1973,12,2,2,205,-3.3420
1973,12,2,3,204,-0.6866
1973,12,2,4,246,0.7420
1973,12,2,5,240,-0.1126
1973,12,3,1,234,-3.3774
1973,12,3,2,332,-0.0347
1973,12,3,3,367,1.8488
1973,12,3,4,329,3.0480
1973,12,3,5,273,2.6247
1974,1,1,1,545,18.3330
1974,1,1,2,401,17.8858
1974,1,1,3,370,18.2268
1974,1,1,4,368,15.5486
1974,1,1,5,501,17.1745
1974,1,2,1,228,10.5938
1974,1,2,2,173,12.1790
1974,1,2,3,175,10.7300
1974,1,2,4,212,7.9735
1974,1,2,5,222,12.7133
1974,1,3,1,208,1.6835
1974,1,3,2,298,-0.6397
1974,1,3,3,312,-1.1375
1974,1,3,4,299,-0.6383
1974,1,3,5,233,-1.8158
1974,2,1,1,524,-1.5530
1974,2,1,2,375,0.0405
1974,2,1,3,349,-2.1288
1974,2,1,4,354,-0.5327
1974,2,1,5,501,-0.6594
1974,2,2,1,219,0.9935
1974,2,2,2,171,1.2056
1974,2,2,3,182,0.3155
1974,2,2,4,224,0.6772
1974,2,2,5,245,1.2564
1974,2,3,1,208,2.1318
1974,2,3,2,316,-0.2376
1974,2,3,3,347,-0.1860
1974,2,3,4,322,0.4687
1974,2,3,5,254,0.0315
1974,3,1,1,567,0.9364
1974,3,1,2,420,2.5124
1974,3,1,3,375,1.9247
1974,3,1,4,372,2.2006
1974,3,1,5,529,0.6047
1974,3,2,1,232,-1.5190
1974,3,2,2,195,1.1693
1974,3,2,3,213,-0.3187
1974,3,2,4,254,-0.3173
1974,3,2,5,262,0.0660
1974,3,3,1,246,-2.5774
1974,3,3,2,377,-2.6180
1974,3,3,3,398,-1.0026
1974,3,3,4,369,-2.2137
1974,3,3,5,290,-2.4620
1974,4,1,1,533,-7.0548
1974,4,1,2,393,-5.8416
1974,4,1,3,350,-5.2210
1974,4,1,4,343,-4.4318
1974,4,1,5,535,-4.4235
1974,4,2,1,222,-6.9551
1974,4,2,2,194,-5.5764
1974,4,2,3,205,-4.6063
1974,4,2,4,221,-5.1297
1974,4,2,5,249,-4.2650
1974,4,3,1,220,-4.6738
1974,4,3,2,330,-4.2966
1974,4,3,3,339,-3.0203
1974,4,3,4,327,-3.1241
1974,4,3,5,255,-4.6355
1974,5,1,1,555,-7.7685
1974,5,1,2,391,-7.6623
1974,5,1,3,374,-7.9206
1974,5,1,4,376,-6.2530
1974,5,1,5,540,-7.0166
1974,5,2,1,240,-8.7491
1974,5,2,2,225,-7.1261
1974,5,2,3,233,-7.3066
1974,5,2,4,246,-7.3585
1974,5,2,5,270,-6.9575
1974,5,3,1,267,-3.7556
1974,5,3,2,365,-2.8419
1974,5,3,3,392,-2.1447
1974,5,3,4,363,-2.6511
1974,5,3,5,290,-4.0814
1974,6,1,1,584,-4.1639
1974,6,1,2,410,-1.9384
1974,6,1,3,387,-2.9647
1974,6,1,4,418,-1.4648
1974,6,1,5,547,-1.7546
1974,6,2,1,249,-3.2089
1974,6,2,2,241,-0.7648
1974,6,2,3,254,-2.4447
1974,6,2,4,255,-1.7732
1974,6,2,5,282,-1.1261
1974,6,3,1,280,-2.8965
1974,6,3,2,382,-1.0061
1974,6,3,3,407,-1.8779
1974,6,3,4,381,-0.7861
1974,6,3,5,314,-2.6345
1974,7,1,1,580,-5.3048
1974,7,1,2,399,-5.3276
1974,7,1,3,371,-3.8544
1974,7,1,4,415,-3.6712
1974,7,1,5,541,-3.6228
1974,7,2,1,238,-4.8707
1974,7,2,2,224,-3.9743
1974,7,2,3,242,-3.3894
1974,7,2,4,237,-2.4055
1974,7,2,5,273,-3.8885
1974,7,3,1,267,-8.4773
1974,7,3,2,364,-8.9543
1974,7,3,3,381,-7.1856
1974,7,3,4,350,-6.9285
1974,7,3,5,292,-5.8779
1974,8,1,1,568,-8.3167
1974,8,1,2,396,-8.8413
1974,8,1,3,421,-6.6724
1974,8,1,4,419,-7.4475
1974,8,1,5,544,-6.4195
1974,8,2,1,240,-8.2828
1974,8,2,2,241,-7.6646
1974,8,2,3,265,-7.5916
1974,8,2,4,256,-8.4036
1974,8,2,5,289,-7.0946
1974,8,3,1,289,-10.1071
1974,8,3,2,364,-9.0615
1974,8,3,3,372,-7.4709
1974,8,3,4,385,-8.4323
1974,8,3,5,329,-9.6987
1974,9,1,1,538,-9.9591
1974,9,1,2,432,-8.0304
1974,9,1,3,430,-7.4064
1974,9,1,4,442,-7.8916
1974,9,1,5,569,-7.2309
1974,9,2,1,239,-11.3711
1974,9,2,2,257,-7.7501
1974,9,2,3,269,-8.3085
1974,9,2,4,272,-8.0299
1974,9,2,5,291,-9.7477
1974,9,3,1,307,-12.8398
1974,9,3,2,377,-11.6685
1974,9,3,3,403,-11.1561
1974,9,3,4,395,-11.9782
1974,9,3,5,329,-11.1403
1974,10,1,1,505,6.6300
1974,10,1,2,394,7.3648
1974,10,1,3,391,7.2028
1974,10,1,4,407,9.8535
1974,10,1,5,526,10.4885
1974,10,2,1,218,9.9083
1974,10,2,2,228,8.6694
1974,10,2,3,233,9.9615
1974,10,2,4,229,7.6392
1974,10,2,5,250,12.4895
1974,10,3,1,258,18.1202
1974,10,3,2,322,16.9937
1974,10,3,3,337,13.6887
1974,10,3,4,335,19.6009
1974,10,3,5,278,18.4958
1974,11,1,1,520,-6.4224
1974,11,1,2,432,-5.9391
1974,11,1,3,431,-4.6499
1974,11,1,4,427,-5.6710
1974,11,1,5,534,-6.4621
1974,11,2,1,239,-5.1034
1974,11,2,2,254,-4.6789
1974,11,2,3,265,-4.1181
1974,11,2,4,257,-4.2358
1974,11,2,5,265,-5.1272
1974,11,3,1,295,-4.0343
1974,11,3,2,363,-4.1027
1974,11,3,3,405,-5.3120
1974,11,3,4,387,-3.7418
1974,11,3,5,336,-2.8087
1974,12,1,1,533,-8.8362
1974,12,1,2,452,-10.1561
1974,12,1,3,461,-8.1885
1974,12,1,4,445,-7.3222
1974,12,1,5,543,-8.4647
1974,12,2,1,255,-6.8609
1974,12,2,2,270,-5.7865
1974,12,2,3,274,-5.5259
1974,12,2,4,267,-6.0682
1974,12,2,5,279,-6.3113
1974,12,3,1,303,-4.0706
1974,12,3,2,376,-2.2182
1974,12,3,3,419,-1.6705
1974,12,3,4,398,-2.2624
1974,12,3,5,351,-2.6592
1975,1,1,1,520,35.8721
1975,1,1,2,436,35.6975
1975,1,1,3,417,33.2877
1975,1,1,4,382,32.1479
1975,1,1,5,496,31.4458
1975,1,2,1,231,31.4615
1975,1,2,2,246,26.9394
1975,1,2,3,241,26.6663
1975,1,2,4,235,27.1761
1975,1,2,5,240,23.4444
1975,1,3,1,250,18.1821
1975,1,3,2,318,13.0912
1975,1,3,3,359,12.1704
1975,1,3,4,336,10.8029
1975,1,3,5,293,13.1927
1975,2,1,1,482,3.4324
1975,2,1,2,419,3.9583
1975,2,1,3,375,3.3957
1975,2,1,4,371,3.8554
1975,2,1,5,501,4.6251
1975,2,2,1,223,4.5769
1975,2,2,2,235,4.2748
1975,2,2,3,221,5.0689
1975,2,2,4,245,2.5066
1975,2,2,5,249,7.3703
1975,2,3,1,257,6.8278
1975,2,3,2,331,7.5408
1975,2,3,3,376,6.5646
1975,2,3,4,334,6.5897
1975,2,3,5,295,5.8772
1975,3,1,1,507,13.0089
1975,3,1,2,415,9.7220
1975,3,1,3,394,12.4049
1975,3,1,4,396,8.9310
1975,3,1,5,532,11.1977
1975,3,2,1,250,9.2515
1975,3,2,2,246,6.6660
1975,3,2,3,242,5.4875
1975,3,2,4,259,7.4222
1975,3,2,5,270,6.8737
1975,3,3,1,281,3.5873
1975,3,3,2,377,2.1223
1975,3,3,3,420,1.7602
1975,3,3,4,381,3.5503
1975,3,3,5,326,5.7461
1975,4,1,1,488,1.2186
1975,4,1,2,370,2.8496
1975,4,1,3,342,1.9258
1975,4,1,4,371,5.5974
1975,4,1,5,545,4.3937
1975,4,2,1,212,3.0495
1975,4,2,2,226,5.1843
1975,4,2,3,218,4.0150
1975,4,2,4,231,5.2366
1975,4,2,5,249,5.2418
1975,4,3,1,235,4.0735
1975,4,3,2,319,4.1791
1975,4,3,3,347,5.4173
1975,4,3,4,318,5.9858
1975,4,3,5,293,6.3576
1975,5,1,1,531,6.3284
1975,5,1,2,397,6.7757
1975,5,1,3,324,8.3310
1975,5,1,4,376,8.4071
1975,5,1,5,555,8.6472
1975,5,2,1,240,7.7913
1975,5,2,2,242,7.9877
1975,5,2,3,256,7.0899
1975,5,2,4,253,8.0827
1975,5,2,5,264,7.8192
1975,5,3,1,254,6.5254
1975,5,3,2,369,5.2719
1975,5,3,3,388,5.1806
1975,5,3,4,373,4.7081
1975,5,3,5,333,5.5399
1975,6,1,1,556,9.9165
1975,6,1,2,415,9.7104
1975,6,1,3,346,8.6321
1975,6,1,4,377,8.7906
1975,6,1,5,576,9.6599
1975,6,2,1,257,6.7563
1975,6,2,2,257,6.6343
1975,6,2,3,255,7.0134
1975,6,2,4,262,6.9461
1975,6,2,5,266,5.4077
1975,6,3,1,273,5.8489
1975,6,3,2,373,5.6640
1975,6,3,3,398,3.7027
1975,6,3,4,388,5.6745
1975,6,3,5,345,5.8461
1975,7,1,1,564,-1.1091
1975,7,1,2,416,-1.4584
1975,7,1,3,332,-1.3427
1975,7,1,4,370,-2.5774
1975,7,1,5,571,-1.9409
1975,7,2,1,240,-4.6724
1975,7,2,2,244,-3.3200
1975,7,2,3,242,-2.9728
1975,7,2,4,237,-3.4008
1975,7,2,5,262,-3.8963
1975,7,3,1,251,-6.2915
1975,7,3,2,350,-5.7271
1975,7,3,3,364,-6.8278
1975,7,3,4,352,-6.0917
1975,7,3,5,310,-7.2540
1975,8,1,1,576,-7.7595
1975,8,1,2,423,-5.9570
1975,8,1,3,335,-6.7483
1975,8,1,4,373,-5.5951
1975,8,1,5,587,-6.4080
1975,8,2,1,249,-5.0856
1975,8,2,2,267,-4.0996
1975,8,2,3,246,-4.1385
1975,8,2,4,239,-3.9357
1975,8,2,5,282,-4.8041
1975,8,3,1,270,-2.2316
1975,8,3,2,377,-1.5988
1975,8,3,3,389,-1.2139
1975,8,3,4,376,-1.5090
1975,8,3,5,312,-2.3352
1975,9,1,1,579,-3.8458
1975,9,1,2,426,-3.5558
1975,9,1,3,352,-2.2773
1975,9,1,4,374,-3.0701
1975,9,1,5,580,-3.3904
1975,9,2,1,265,-4.5818
1975,9,2,2,266,-3.5027
1975,9,2,3,240,-3.2360
1975,9,2,4,233,-2.8029
1975,9,2,5,276,-2.3744
1975,9,3,1,280,-4.5132
1975,9,3,2,381,-3.4853
1975,9,3,3,394,-3.2001
1975,9,3,4,381,-3.0555
1975,9,3,5,316,-3.6051
1975,10,1,1,563,1.4216
1975,10,1,2,382,1.8881
1975,10,1,3,319,1.7530
1975,10,1,4,328,1.8432
1975,10,1,5,554,1.8637
1975,10,2,1,251,1.4073
1975,10,2,2,224,3.8029
1975,10,2,3,211,2.8931
1975,10,2,4,211,2.4955
1975,10,2,5,244,2.6205
1975,10,3,1,232,5.3376
1975,10,3,2,325,7.0463
1975,10,3,3,333,6.4119
1975,10,3,4,327,5.8975
1975,10,3,5,267,6.4327
1975,11,1,1,579,1.7754
1975,11,1,2,393,2.5880
1975,11,1,3,343,4.1705
1975,11,1,4,323,4.6123
1975,11,1,5,541,3.3698
1975,11,2,1,261,3.1994
1975,11,2,2,253,4.0159
1975,11,2,3,220,3.0328
1975,11,2,4,236,3.6207
1975,11,2,5,269,3.2756
1975,11,3,1,269,2.8532
1975,11,3,2,378,3.1302
1975,11,3,3,379,2.6710
1975,11,3,4,369,2.3247
1975,11,3,5,299,4.0386
1975,12,1,1,609,-1.7146
1975,12,1,2,409,-1.4917
1975,12,1,3,349,-1.8596
1975,12,1,4,346,-1.0383
1975,12,1,5,550,-1.9942
1975,12,2,1,269,-1.1912
1975,12,2,2,267,-0.6224
1975,12,2,3,221,-1.1201
1975,12,2,4,251,0.0331
1975,12,2,5,274,-1.7645
1975,12,3,1,287,-1.3390
1975,12,3,2,388,-1.5009
1975,12,3,3,392,-0.4435
1975,12,3,4,385,-1.0178
1975,12,3,5,311,-2.4253
1976,1,1,1,561,24.8493
1976,1,1,2,381,22.6678
1976,1,1,3,329,23.8272
1976,1,1,4,315,26.1450
1976,1,1,5,518,25.4563
1976,1,2,1,249,19.6055
1976,1,2,2,222,17.7771
1976,1,2,3,187,18.6416
1976,1,2,4,224,19.2595
1976,1,2,5,243,20.1941
1976,1,3,1,247,14.7080
1976,1,3,2,331,12.0225
1976,1,3,3,338,11.7648
1976,1,3,4,331,11.6180
1976,1,3,5,247,12.1853
1976,2,1,1,497,13.0701
1976,2,1,2,348,12.5854
1976,2,1,3,296,12.5049
1976,2,1,4,303,13.7354
1976,2,1,5,472,12.5635
1976,2,2,1,241,7.9355
1976,2,2,2,225,7.1288
1976,2,2,3,181,6.0964
1976,2,2,4,226,5.9361
1976,2,2,5,252,7.7939
1976,2,3,1,254,-0.0523
1976,2,3,2,344,-0.7953
1976,2,3,3,343,-0.0722
1976,2,3,4,346,-1.5009
1976,2,3,5,261,1.5228
1976,3,1,1,532,0.5350
1976,3,1,2,398,0.9923
1976,3,1,3,336,1.4170
1976,3,1,4,365,0.8136
1976,3,1,5,544,0.4266
1976,3,2,1,263,1.0652
1976,3,2,2,238,0.8474
1976,3,2,3,203,2.8338
1976,3,2,4,251,1.8803
1976,3,2,5,277,1.2478
1976,3,3,1,289,1.7239
1976,3,3,2,383,3.8548
1976,3,3,3,385,2.8639
1976,3,3,4,400,2.2409
1976,3,3,5,291,1.9380
1976,4,1,1,520,-4.0742
1976,4,1,2,351,-0.9169
1976,4,1,3,311,-1.1806
1976,4,1,4,361,-1.6160
1976,4,1,5,519,-2.9007
1976,4,2,1,229,-1.3891
1976,4,2,2,217,-0.3196
1976,4,2,3,186,-0.5561
1976,4,2,4,234,-2.1252
1976,4,2,5,248,-1.0384
1976,4,3,1,247,-1.7948
1976,4,3,2,347,-0.6841
1976,4,3,3,346,-0.5964
1976,4,3,4,336,-1.1613
1976,4,3,5,248,-0.3801
1976,5,1,1,548,-3.0721
1976,5,1,2,381,-2.9146
1976,5,1,3,332,-2.4080
1976,5,1,4,363,-2.8189
1976,5,1,5,562,-3.5199
1976,5,2,1,244,-1.4157
1976,5,2,2,237,-1.4300
1976,5,2,3,207,-1.5395
1976,5,2,4,261,-1.4114
1976,5,2,5,271,-1.9800
1976,5,3,1,287,0.1180
1976,5,3,2,393,-0.6644
1976,5,3,3,398,-1.0262
1976,5,3,4,383,-0.8119
1976,5,3,5,282,-0.7822
1976,6,1,1,582,3.6838
1976,6,1,2,403,3.2269
1976,6,1,3,361,3.4562
1976,6,1,4,397,3.1151
1976,6,1,5,592,3.3702
1976,6,2,1,258,4.2166
1976,6,2,2,257,3.2720
1976,6,2,3,229,4.6585
1976,6,2,4,279,4.6800
1976,6,2,5,282,6.3561
1976,6,3,1,301,4.9905
1976,6,3,2,404,3.6720
1976,6,3,3,417,4.6440
1976,6,3,4,405,5.1687
1976,6,3,5,310,3.8755
1976,7,1,1,568,-1.6561
1976,7,1,2,382,0.6821
1976,7,1,3,363,0.9018
1976,7,1,4,384,-0.4867
1976,7,1,5,582,0.3495
1976,7,2,1,254,-1.2058
1976,7,2,2,239,0.8127
1976,7,2,3,225,0.5845
1976,7,2,4,266,0.1523
1976,7,2,5,269,0.5462
1976,7,3,1,274,-1.2902
1976,7,3,2,365,-0.2490
1976,7,3,3,386,-0.7379
1976,7,3,4,371,-1.5054
1976,7,3,5,284,-1.0893
1976,8,1,1,578,-3.3785
1976,8,1,2,372,-1.0318
1976,8,1,3,355,-1.5634
1976,8,1,4,385,-1.7285
1976,8,1,5,592,-2.7777
1976,8,2,1,256,-2.7436
1976,8,2,2,236,-1.3125
1976,8,2,3,244,-1.7897
1976,8,2,4,268,-1.2766
1976,8,2,5,279,-2.3558
1976,8,3,1,261,-0.2585
1976,8,3,2,370,0.2582
1976,8,3,3,397,0.2599
1976,8,3,4,374,0.2966
1976,8,3,5,282,-1.7299
1976,9,1,1,472,1.4618
