year,month,rank_ME,rank_EG_1,nstocks,ret_vw
1969,8,3,2,74,5.7259
1969,8,3,3,96,5.2073
1969,8,3,4,92,4.5346
1969,8,3,5,88,5.1268
1969,9,1,1,196,-5.0800
1969,9,1,2,110,-3.6707
1969,9,1,3,71,-3.5767
1969,9,1,4,64,-1.9880
1969,9,1,5,79,-3.3489
1969,9,2,1,70,-1.6907
1969,9,2,2,56,-0.0175
1969,9,2,3,47,-1.6230
1969,9,2,4,42,0.2791
1969,9,2,5,50,2.2922
1969,9,3,1,64,-3.6355
1969,9,3,2,73,-2.6299
1969,9,3,3,91,-3.1321
1969,9,3,4,91,-3.8620
1969,9,3,5,88,-0.5573
1969,10,1,1,204,12.2453
1969,10,1,2,97,12.5169
1969,10,1,3,72,10.5471
1969,10,1,4,65,7.3536
1969,10,1,5,80,10.0570
1969,10,2,1,73,12.1504
1969,10,2,2,58,7.9683
1969,10,2,3,46,5.4456
1969,10,2,4,42,7.2288
1969,10,2,5,46,5.9759
1969,10,3,1,65,5.1203
1969,10,3,2,76,4.2168
1969,10,3,3,88,4.8294
1969,10,3,4,94,3.4694
1969,10,3,5,89,5.6418
1969,11,1,1,200,-8.6104
1969,11,1,2,97,-7.0956
1969,11,1,3,74,-3.5136
1969,11,1,4,69,-6.5395
1969,11,1,5,95,-5.9555
1969,11,2,1,71,-6.2447
1969,11,2,2,58,-6.1384
1969,11,2,3,40,-4.7305
1969,11,2,4,52,-2.9726
1969,11,2,5,40,-3.9814
1969,11,3,1,71,-3.4339
1969,11,3,2,73,-3.5609
1969,11,3,3,91,-3.1352
1969,11,3,4,90,-2.3728
1969,11,3,5,93,-1.9969
1969,12,1,1,187,-10.5113
1969,12,1,2,108,-9.1131
1969,12,1,3,69,-8.2298
1969,12,1,4,75,-5.3397
1969,12,1,5,97,-8.0415
1969,12,2,1,70,-5.9115
1969,12,2,2,55,-7.6549
1969,12,2,3,50,-4.0162
1969,12,2,4,51,-5.1421
1969,12,2,5,42,-3.5687
1969,12,3,1,70,-3.1405
1969,12,3,2,74,-1.7743
1969,12,3,3,89,-1.6256
1969,12,3,4,89,-2.5256
1969,12,3,5,93,0.5911
1970,1,1,1,186,-2.6145
1970,1,1,2,119,-2.7943
1970,1,1,3,62,-2.0366
1970,1,1,4,79,-0.9719
1970,1,1,5,96,-1.9149
1970,1,2,1,65,-11.5651
1970,1,2,2,56,-7.0195
1970,1,2,3,45,-3.7621
1970,1,2,4,54,-6.6742
1970,1,2,5,43,-5.3783
1970,1,3,1,70,-12.4300
1970,1,3,2,72,-8.9060
1970,1,3,3,94,-8.0772
1970,1,3,4,86,-6.6510
1970,1,3,5,95,-7.9082
1970,2,1,1,194,2.9607
1970,2,1,2,118,6.0496
1970,2,1,3,75,3.8023
1970,2,1,4,76,0.3163
1970,2,1,5,87,2.4022
1970,2,2,1,68,2.8982
1970,2,2,2,60,4.4108
1970,2,2,3,36,4.2557
1970,2,2,4,51,5.6957
1970,2,2,5,51,5.3464
1970,2,3,1,59,5.5135
1970,2,3,2,77,8.7330
1970,2,3,3,101,5.7930
1970,2,3,4,92,5.1493
1970,2,3,5,87,4.2360
1970,3,1,1,194,-5.1357
1970,3,1,2,112,-4.5569
1970,3,1,3,87,-2.5306
1970,3,1,4,76,-1.9310
1970,3,1,5,88,-0.8003
1970,3,2,1,73,-4.1182
1970,3,2,2,60,-2.5151
1970,3,2,3,35,-1.1734
1970,3,2,4,49,0.5952
1970,3,2,5,50,-1.2269
1970,3,3,1,57,-4.0215
1970,3,3,2,79,-0.6134
1970,3,3,3,96,-2.3298
1970,3,3,4,98,0.9373
1970,3,3,5,87,0.5235
1970,4,1,1,200,-21.9227
1970,4,1,2,114,-16.4963
1970,4,1,3,87,-16.5513
1970,4,1,4,71,-13.5063
1970,4,1,5,89,-15.0534
1970,4,2,1,71,-20.1033
1970,4,2,2,58,-17.7720
1970,4,2,3,37,-11.8027
1970,4,2,4,47,-12.7618
1970,4,2,5,49,-13.4455
1970,4,3,1,58,-17.7592
1970,4,3,2,78,-9.3811
1970,4,3,3,97,-10.1040
1970,4,3,4,100,-7.9639
1970,4,3,5,87,-8.8512
1970,5,1,1,212,-9.8302
1970,5,1,2,98,-9.3016
1970,5,1,3,90,-9.5423
1970,5,1,4,63,-10.0632
1970,5,1,5,138,-8.7160
1970,5,2,1,83,-12.4410
1970,5,2,2,55,-11.1749
1970,5,2,3,51,-11.3755
1970,5,2,4,44,-8.7279
1970,5,2,5,53,-9.2922
1970,5,3,1,61,-8.9997
1970,5,3,2,89,-8.7814
1970,5,3,3,85,-6.6821
1970,5,3,4,104,-3.7367
1970,5,3,5,85,-4.7933
1970,6,1,1,200,-12.5835
1970,6,1,2,114,-10.2066
1970,6,1,3,98,-8.9471
1970,6,1,4,72,-7.5428
1970,6,1,5,131,-6.7993
1970,6,2,1,77,-11.4114
1970,6,2,2,56,-10.5901
1970,6,2,3,51,-7.2721
1970,6,2,4,49,-6.4048
1970,6,2,5,55,-5.8036
1970,6,3,1,66,-6.2692
1970,6,3,2,83,-7.0013
1970,6,3,3,86,-5.1165
1970,6,3,4,99,-5.3016
1970,6,3,5,87,-2.0061
1970,7,1,1,200,4.0275
1970,7,1,2,123,5.0389
1970,7,1,3,97,6.4792
1970,7,1,4,74,7.0762
1970,7,1,5,134,3.3985
1970,7,2,1,70,7.0119
1970,7,2,2,53,9.8460
1970,7,2,3,55,9.0773
1970,7,2,4,50,9.9121
1970,7,2,5,56,7.4973
1970,7,3,1,63,8.5453
1970,7,3,2,87,8.4750
1970,7,3,3,82,7.2077
1970,7,3,4,94,7.6038
1970,7,3,5,91,5.6653
1970,8,1,1,182,7.6089
1970,8,1,2,151,6.9264
1970,8,1,3,92,5.5524
1970,8,1,4,76,5.9503
1970,8,1,5,131,6.7529
1970,8,2,1,75,10.4810
1970,8,2,2,58,5.7272
1970,8,2,3,50,9.2319
1970,8,2,4,52,5.4726
1970,8,2,5,53,6.0680
1970,8,3,1,66,6.1299
1970,8,3,2,81,5.0491
1970,8,3,3,91,5.2424
1970,8,3,4,91,4.0979
1970,8,3,5,90,4.8660
1970,9,1,1,201,20.6039
1970,9,1,2,136,14.2550
1970,9,1,3,85,14.1930
1970,9,1,4,79,11.4057
1970,9,1,5,133,12.3695
1970,9,2,1,80,16.9257
1970,9,2,2,60,13.6476
1970,9,2,3,57,12.1076
1970,9,2,4,48,9.3391
1970,9,2,5,52,9.9735
1970,9,3,1,64,7.8105
1970,9,3,2,81,6.3725
1970,9,3,3,87,4.2308
1970,9,3,4,92,3.7419
1970,9,3,5,92,2.3659
1970,10,1,1,203,-13.1507
1970,10,1,2,135,-10.0980
1970,10,1,3,83,-6.4322
1970,10,1,4,79,-1.0986
1970,10,1,5,136,-4.2943
1970,10,2,1,70,-7.6181
1970,10,2,2,61,-6.7505
1970,10,2,3,54,-5.8434
1970,10,2,4,52,-2.6014
1970,10,2,5,50,-2.5670
1970,10,3,1,76,-2.4880
1970,10,3,2,79,-2.1699
1970,10,3,3,93,-0.5010
1970,10,3,4,90,-0.5759
1970,10,3,5,91,-0.5359
1970,11,1,1,222,-3.4758
1970,11,1,2,127,-1.2073
1970,11,1,3,89,-0.8783
1970,11,1,4,76,-1.0758
1970,11,1,5,137,-0.4965
1970,11,2,1,81,0.3152
1970,11,2,2,60,1.0996
1970,11,2,3,52,1.9755
1970,11,2,4,59,3.6887
1970,11,2,5,51,5.0848
1970,11,3,1,71,3.9583
1970,11,3,2,89,5.3430
1970,11,3,3,90,3.6351
1970,11,3,4,84,4.5756
1970,11,3,5,95,5.7944
1970,12,1,1,232,8.5588
1970,12,1,2,127,10.8462
1970,12,1,3,85,10.6736
1970,12,1,4,77,10.2077
1970,12,1,5,141,9.8178
1970,12,2,1,76,8.0518
1970,12,2,2,61,12.6802
1970,12,2,3,49,9.7970
1970,12,2,4,59,9.6150
1970,12,2,5,58,10.1729
1970,12,3,1,71,5.3793
1970,12,3,2,86,5.7073
1970,12,3,3,93,6.6337
1970,12,3,4,90,5.0404
1970,12,3,5,89,5.8592
1971,1,1,1,232,18.5731
1971,1,1,2,133,17.8712
1971,1,1,3,82,14.5225
1971,1,1,4,74,16.3124
1971,1,1,5,144,14.1155
1971,1,2,1,72,12.3357
1971,1,2,2,62,9.9353
1971,1,2,3,49,10.2375
1971,1,2,4,62,8.9737
1971,1,2,5,60,9.5956
1971,1,3,1,75,7.2900
1971,1,3,2,87,5.9384
1971,1,3,3,96,5.8441
1971,1,3,4,90,3.8668
1971,1,3,5,85,2.6363
1971,2,1,1,235,4.3958
1971,2,1,2,108,5.6810
1971,2,1,3,93,4.9210
1971,2,1,4,82,4.7143
1971,2,1,5,160,8.1193
1971,2,2,1,74,2.9705
1971,2,2,2,67,3.1295
1971,2,2,3,49,5.9755
1971,2,2,4,53,4.1252
1971,2,2,5,62,3.1984
1971,2,3,1,82,1.4972
1971,2,3,2,87,1.4067
1971,2,3,3,97,3.0605
1971,2,3,4,97,0.4097
1971,2,3,5,76,3.1433
1971,3,1,1,230,5.9961
1971,3,1,2,115,5.6994
1971,3,1,3,89,6.0173
1971,3,1,4,89,5.8835
1971,3,1,5,156,9.3277
1971,3,2,1,72,6.4054
1971,3,2,2,61,9.5785
1971,3,2,3,53,4.6781
1971,3,2,4,52,7.1984
1971,3,2,5,71,7.6989
1971,3,3,1,86,5.5605
1971,3,3,2,87,3.6006
1971,3,3,3,95,3.1993
1971,3,3,4,94,3.0505
1971,3,3,5,80,5.5277
1971,4,1,1,228,1.4828
1971,4,1,2,116,2.6471
1971,4,1,3,94,4.0751
1971,4,1,4,85,0.8580
1971,4,1,5,159,2.9884
1971,4,2,1,77,2.3129
1971,4,2,2,59,2.7001
1971,4,2,3,56,3.6306
1971,4,2,4,50,4.1590
1971,4,2,5,67,5.7856
1971,4,3,1,82,6.3699
1971,4,3,2,91,5.5903
1971,4,3,3,92,5.4919
1971,4,3,4,97,4.7552
1971,4,3,5,82,1.9787
1971,5,1,1,246,-8.4385
1971,5,1,2,125,-7.1464
1971,5,1,3,110,-6.0418
1971,5,1,4,106,-6.0228
1971,5,1,5,175,-4.2867
1971,5,2,1,77,-6.7323
1971,5,2,2,59,-2.5096
1971,5,2,3,58,-4.6636
1971,5,2,4,60,-4.0513
1971,5,2,5,75,-3.5518
1971,5,3,1,86,-4.0472
1971,5,3,2,101,-2.1685
1971,5,3,3,90,-2.7840
1971,5,3,4,105,-3.3653
1971,5,3,5,84,-4.6151
1971,6,1,1,247,-3.5549
1971,6,1,2,125,-1.8720
1971,6,1,3,113,-3.3097
1971,6,1,4,103,-2.7693
1971,6,1,5,179,-1.3493
1971,6,2,1,69,-1.6945
1971,6,2,2,59,-1.2671
1971,6,2,3,63,-0.4881
1971,6,2,4,62,-2.2079
1971,6,2,5,75,-0.9649
1971,6,3,1,85,-2.9500
1971,6,3,2,103,-0.3871
1971,6,3,3,87,0.9430
1971,6,3,4,110,0.5829
1971,6,3,5,84,0.9852
1971,7,1,1,253,-7.7952
1971,7,1,2,117,-6.8187
1971,7,1,3,109,-5.4483
1971,7,1,4,102,-4.3134
1971,7,1,5,187,-7.2063
1971,7,2,1,63,-5.4701
1971,7,2,2,62,-7.2069
1971,7,2,3,65,-4.8642
1971,7,2,4,58,-5.7083
1971,7,2,5,75,-3.6672
1971,7,3,1,85,-6.2487
1971,7,3,2,101,-3.7789
1971,7,3,3,88,-2.4473
1971,7,3,4,106,-3.7689
1971,7,3,5,85,-4.6372
1971,8,1,1,215,2.6957
1971,8,1,2,127,4.8567
1971,8,1,3,132,4.0323
1971,8,1,4,104,6.2432
1971,8,1,5,195,4.9835
1971,8,2,1,67,4.3979
1971,8,2,2,71,5.8663
1971,8,2,3,51,7.7292
1971,8,2,4,62,5.5533
1971,8,2,5,71,4.9189
1971,8,3,1,90,5.6780
1971,8,3,2,92,4.3459
1971,8,3,3,99,5.0825
1971,8,3,4,101,2.6742
1971,8,3,5,84,6.1250
1971,9,1,1,231,-1.9514
1971,9,1,2,110,-1.6603
1971,9,1,3,128,-1.1685
1971,9,1,4,110,-1.4620
1971,9,1,5,198,1.9442
1971,9,2,1,74,-1.9740
1971,9,2,2,69,-0.2722
1971,9,2,3,45,-2.1943
