year,month,rank_ME,rank_TBIq_12,nstocks,ret_vw
1968,11,3,5,210,6.6016
1968,12,1,1,262,5.1326
1968,12,1,2,226,-0.0677
1968,12,1,3,229,-1.1182
1968,12,1,4,235,0.7541
1968,12,1,5,336,1.0442
1968,12,2,1,151,-1.1454
1968,12,2,2,167,-0.0659
1968,12,2,3,173,-1.6062
1968,12,2,4,167,-0.7201
1968,12,2,5,188,-2.0670
1968,12,3,1,176,-1.9499
1968,12,3,2,243,-4.0060
1968,12,3,3,255,-5.0340
1968,12,3,4,243,-4.4165
1968,12,3,5,210,-4.3144
1969,1,1,1,249,-2.1423
1969,1,1,2,213,-1.8241
1969,1,1,3,224,-1.5526
1969,1,1,4,219,-2.3980
1969,1,1,5,325,-1.2106
1969,1,2,1,147,-0.1122
1969,1,2,2,158,-2.2250
1969,1,2,3,170,-1.5503
1969,1,2,4,161,-1.8958
1969,1,2,5,170,-2.2564
1969,1,3,1,171,-1.0583
1969,1,3,2,233,-0.0314
1969,1,3,3,245,-0.4836
1969,1,3,4,234,-2.3248
1969,1,3,5,202,-1.9988
1969,2,1,1,263,-10.7108
1969,2,1,2,235,-9.0452
1969,2,1,3,248,-8.6510
1969,2,1,4,236,-8.3231
1969,2,1,5,354,-8.7844
1969,2,2,1,150,-9.8374
1969,2,2,2,172,-8.0735
1969,2,2,3,183,-7.9748
1969,2,2,4,175,-7.7166
1969,2,2,5,180,-8.2776
1969,2,3,1,187,-5.7467
1969,2,3,2,245,-4.9380
1969,2,3,3,257,-3.8865
1969,2,3,4,245,-3.1540
1969,2,3,5,215,-4.4085
1969,3,1,1,260,3.2849
1969,3,1,2,242,1.9865
1969,3,1,3,256,1.5861
1969,3,1,4,233,2.4119
1969,3,1,5,363,3.1575
1969,3,2,1,149,3.6068
1969,3,2,2,173,2.4131
1969,3,2,3,185,3.3791
1969,3,2,4,173,3.3195
1969,3,2,5,185,2.6798
1969,3,3,1,187,4.1672
1969,3,3,2,248,3.8188
1969,3,3,3,257,2.5820
1969,3,3,4,245,3.6686
1969,3,3,5,216,3.5406
1969,4,1,1,239,0.3964
1969,4,1,2,234,-1.8840
1969,4,1,3,250,-0.6851
1969,4,1,4,220,-0.6093
1969,4,1,5,351,0.8523
1969,4,2,1,138,0.5729
1969,4,2,2,168,1.1505
1969,4,2,3,175,1.2518
1969,4,2,4,166,1.5146
1969,4,2,5,183,1.2414
1969,4,3,1,181,0.2252
1969,4,3,2,230,1.6334
1969,4,3,3,246,4.1809
1969,4,3,4,235,2.0873
1969,4,3,5,207,3.0545
1969,5,1,1,261,0.5355
1969,5,1,2,258,0.2613
1969,5,1,3,277,0.6646
1969,5,1,4,250,0.1778
1969,5,1,5,402,-0.4575
1969,5,2,1,154,0.6470
1969,5,2,2,192,-0.9498
1969,5,2,3,199,0.4701
1969,5,2,4,180,0.9485
1969,5,2,5,201,-0.6364
1969,5,3,1,194,1.5606
1969,5,3,2,252,0.2017
1969,5,3,3,273,0.3850
1969,5,3,4,248,0.1464
1969,5,3,5,221,0.0319
1969,6,1,1,266,-14.4748
1969,6,1,2,264,-11.9027
1969,6,1,3,274,-12.1205
1969,6,1,4,251,-11.8197
1969,6,1,5,407,-12.5692
1969,6,2,1,155,-13.1054
1969,6,2,2,197,-11.0582
1969,6,2,3,200,-11.8748
1969,6,2,4,182,-10.1114
1969,6,2,5,203,-10.5238
1969,6,3,1,195,-10.4360
1969,6,3,2,255,-6.7567
1969,6,3,3,272,-4.6835
1969,6,3,4,246,-3.8004
1969,6,3,5,219,-2.3155
1969,7,1,1,245,-11.9399
1969,7,1,2,237,-10.6304
1969,7,1,3,256,-10.4632
1969,7,1,4,234,-10.0670
1969,7,1,5,398,-10.2511
1969,7,2,1,142,-11.1106
1969,7,2,2,174,-9.2680
1969,7,2,3,183,-8.7763
1969,7,2,4,164,-8.4490
1969,7,2,5,182,-9.0316
1969,7,3,1,185,-7.6805
1969,7,3,2,226,-6.9993
1969,7,3,3,248,-5.0522
1969,7,3,4,225,-5.6735
1969,7,3,5,204,-4.8526
1969,8,1,1,267,4.2182
1969,8,1,2,264,4.0293
1969,8,1,3,274,4.9388
1969,8,1,4,258,5.6727
1969,8,1,5,417,5.6100
1969,8,2,1,150,8.1552
1969,8,2,2,185,6.9794
1969,8,2,3,196,6.6004
1969,8,2,4,165,7.1154
1969,8,2,5,190,5.9387
1969,8,3,1,196,5.1435
1969,8,3,2,232,5.9295
1969,8,3,3,261,4.2451
1969,8,3,4,236,5.0535
1969,8,3,5,215,6.3034
1969,9,1,1,270,-2.1510
1969,9,1,2,265,-3.3204
1969,9,1,3,271,-2.7578
1969,9,1,4,265,-3.4226
1969,9,1,5,423,-3.5749
1969,9,2,1,153,-0.3683
1969,9,2,2,187,-0.7269
1969,9,2,3,199,-0.1716
1969,9,2,4,166,0.0950
1969,9,2,5,193,0.1507
1969,9,3,1,196,-5.2858
1969,9,3,2,236,-3.2836
1969,9,3,3,257,-1.1285
1969,9,3,4,235,-0.6958
1969,9,3,5,217,-1.1803
1969,10,1,1,258,8.5938
1969,10,1,2,241,10.5715
1969,10,1,3,249,11.0658
1969,10,1,4,257,9.6246
1969,10,1,5,419,10.5820
1969,10,2,1,150,6.5935
1969,10,2,2,181,6.2775
1969,10,2,3,186,7.8646
1969,10,2,4,160,7.9327
1969,10,2,5,181,7.9397
1969,10,3,1,187,4.4342
1969,10,3,2,228,3.3529
1969,10,3,3,246,5.2351
1969,10,3,4,223,5.8887
1969,10,3,5,202,6.8088
1969,11,1,1,277,-7.5270
1969,11,1,2,254,-6.8700
1969,11,1,3,272,-5.6327
1969,11,1,4,278,-5.9596
1969,11,1,5,439,-5.8011
1969,11,2,1,165,-5.5992
1969,11,2,2,193,-5.4157
1969,11,2,3,197,-3.3178
1969,11,2,4,177,-3.4891
1969,11,2,5,199,-4.0049
1969,11,3,1,198,-3.8695
1969,11,3,2,239,-3.8384
1969,11,3,3,255,-1.7814
1969,11,3,4,241,-2.0985
1969,11,3,5,218,-1.6639
1969,12,1,1,277,-8.2925
1969,12,1,2,254,-6.9975
1969,12,1,3,273,-5.6983
1969,12,1,4,284,-5.6427
1969,12,1,5,441,-7.1565
1969,12,2,1,165,-7.1821
1969,12,2,2,194,-5.4237
1969,12,2,3,193,-2.6178
1969,12,2,4,174,-1.7681
1969,12,2,5,199,-4.1137
1969,12,3,1,196,-2.2878
1969,12,3,2,242,-1.4432
1969,12,3,3,257,-2.5174
1969,12,3,4,238,0.4116
1969,12,3,5,219,-0.5080
1970,1,1,1,264,-2.5964
1970,1,1,2,231,-4.8797
1970,1,1,3,248,-4.2199
1970,1,1,4,262,-3.9846
1970,1,1,5,422,-4.0740
1970,1,2,1,162,-6.6042
1970,1,2,2,185,-6.4415
1970,1,2,3,183,-6.2303
1970,1,2,4,163,-4.8824
1970,1,2,5,191,-5.7652
1970,1,3,1,182,-9.3305
1970,1,3,2,227,-8.2624
1970,1,3,3,249,-6.7517
1970,1,3,4,216,-7.2290
1970,1,3,5,202,-7.6883
1970,2,1,1,280,3.7315
1970,2,1,2,248,2.4472
1970,2,1,3,263,3.1169
1970,2,1,4,284,3.3554
1970,2,1,5,435,3.2512
1970,2,2,1,168,5.8811
1970,2,2,2,198,4.1982
1970,2,2,3,195,3.7599
1970,2,2,4,180,2.3881
1970,2,2,5,198,2.8479
1970,2,3,1,192,8.3878
1970,2,3,2,234,5.4620
1970,2,3,3,261,5.8179
1970,2,3,4,233,4.5635
1970,2,3,5,211,2.8481
1970,3,1,1,282,-2.3710
1970,3,1,2,250,-4.1374
1970,3,1,3,261,-4.7293
1970,3,1,4,285,-2.5511
1970,3,1,5,440,-4.6899
1970,3,2,1,169,-1.5273
1970,3,2,2,200,-2.6765
1970,3,2,3,194,-2.2723
1970,3,2,4,186,-2.4625
1970,3,2,5,202,-3.0024
1970,3,3,1,193,-0.9106
1970,3,3,2,232,0.7448
1970,3,3,3,255,-0.1329
1970,3,3,4,231,-0.7353
1970,3,3,5,216,-1.0235
1970,4,1,1,264,-19.9248
1970,4,1,2,232,-16.7615
1970,4,1,3,242,-15.3900
1970,4,1,4,279,-15.2370
1970,4,1,5,422,-17.0214
1970,4,2,1,167,-16.7435
1970,4,2,2,189,-15.1488
1970,4,2,3,186,-14.9587
1970,4,2,4,171,-15.7170
1970,4,2,5,189,-16.9974
1970,4,3,1,186,-9.5001
1970,4,3,2,215,-9.5804
1970,4,3,3,233,-8.5653
1970,4,3,4,211,-9.8458
1970,4,3,5,204,-9.8914
1970,5,1,1,295,-9.7748
1970,5,1,2,268,-10.8818
1970,5,1,3,269,-10.1895
1970,5,1,4,304,-9.2680
1970,5,1,5,470,-8.9025
1970,5,2,1,178,-10.8283
1970,5,2,2,207,-10.0396
1970,5,2,3,204,-10.3475
1970,5,2,4,186,-10.5960
1970,5,2,5,216,-9.3558
1970,5,3,1,201,-3.1194
1970,5,3,2,237,-5.5475
1970,5,3,3,259,-5.8305
1970,5,3,4,227,-7.5343
1970,5,3,5,233,-7.2531
1970,6,1,1,299,-7.7404
1970,6,1,2,267,-8.9465
1970,6,1,3,274,-7.8436
1970,6,1,4,309,-7.4429
1970,6,1,5,474,-8.7814
1970,6,2,1,175,-6.9463
1970,6,2,2,207,-7.3115
1970,6,2,3,206,-7.9332
1970,6,2,4,194,-7.3793
1970,6,2,5,223,-6.4005
1970,6,3,1,201,-3.7146
1970,6,3,2,236,-5.6723
1970,6,3,3,262,-4.0430
1970,6,3,4,230,-5.3454
1970,6,3,5,232,-4.6500
1970,7,1,1,264,4.0905
1970,7,1,2,244,4.0337
1970,7,1,3,250,4.8624
1970,7,1,4,283,5.4538
1970,7,1,5,435,5.0261
1970,7,2,1,160,8.6731
1970,7,2,2,187,7.7108
1970,7,2,3,180,8.5131
1970,7,2,4,179,8.6180
1970,7,2,5,207,6.6306
1970,7,3,1,184,9.0560
1970,7,3,2,204,9.1260
1970,7,3,3,232,7.5330
1970,7,3,4,209,4.4741
1970,7,3,5,224,5.7794
1970,8,1,1,296,6.5320
1970,8,1,2,268,7.6271
1970,8,1,3,281,5.8468
1970,8,1,4,312,4.9244
1970,8,1,5,463,4.6414
1970,8,2,1,183,7.9743
1970,8,2,2,207,6.3367
1970,8,2,3,195,5.4809
1970,8,2,4,190,7.1944
1970,8,2,5,226,7.4041
1970,8,3,1,199,4.6894
1970,8,3,2,226,4.6801
1970,8,3,3,249,5.0908
1970,8,3,4,226,5.0066
1970,8,3,5,231,4.4459
1970,9,1,1,298,16.2479
1970,9,1,2,272,13.2826
1970,9,1,3,282,13.6339
1970,9,1,4,314,11.5063
1970,9,1,5,470,14.0178
1970,9,2,1,183,10.7793
1970,9,2,2,204,9.9736
1970,9,2,3,195,11.9115
1970,9,2,4,192,10.9981
1970,9,2,5,224,11.3748
1970,9,3,1,201,3.1481
1970,9,3,2,225,3.2824
1970,9,3,3,251,3.5175
1970,9,3,4,227,5.8783
1970,9,3,5,231,5.2240
1970,10,1,1,282,-7.4646
1970,10,1,2,259,-6.4631
1970,10,1,3,269,-6.8299
1970,10,1,4,305,-5.9748
1970,10,1,5,453,-7.4093
1970,10,2,1,171,-5.3404
1970,10,2,2,191,-4.3816
1970,10,2,3,184,-4.6458
1970,10,2,4,185,-4.1659
1970,10,2,5,216,-3.7817
1970,10,3,1,195,-1.1591
1970,10,3,2,224,-3.0847
1970,10,3,3,239,-0.9274
1970,10,3,4,216,-0.0531
1970,10,3,5,220,-0.5803
1970,11,1,1,304,-2.1144
1970,11,1,2,284,-0.7556
1970,11,1,3,287,0.9253
1970,11,1,4,330,0.6285
1970,11,1,5,476,-0.8116
1970,11,2,1,180,1.6160
1970,11,2,2,201,3.0781
1970,11,2,3,196,3.6350
1970,11,2,4,195,1.6219
1970,11,2,5,229,2.9535
1970,11,3,1,206,3.5842
1970,11,3,2,242,5.3990
1970,11,3,3,261,5.7994
1970,11,3,4,223,5.1073
1970,11,3,5,228,4.9739
1970,12,1,1,304,6.4321
1970,12,1,2,282,12.0817
1970,12,1,3,290,11.8178
1970,12,1,4,334,11.4488
1970,12,1,5,476,9.9586
1970,12,2,1,180,5.7171
1970,12,2,2,199,8.9714
1970,12,2,3,200,10.4017
1970,12,2,4,201,10.1760
1970,12,2,5,229,8.1952
1970,12,3,1,207,6.0348
1970,12,3,2,244,6.7574
1970,12,3,3,266,6.1970
1970,12,3,4,226,5.5811
1970,12,3,5,232,4.2867
1971,1,1,1,284,15.7496
1971,1,1,2,270,12.8437
1971,1,1,3,266,12.3728
1971,1,1,4,314,13.1335
1971,1,1,5,462,15.5185
1971,1,2,1,170,11.2807
1971,1,2,2,184,9.6781
1971,1,2,3,189,8.1975
1971,1,2,4,193,9.1359
1971,1,2,5,220,9.2680
1971,1,3,1,197,4.3324
1971,1,3,2,233,6.8256
1971,1,3,3,253,4.1420
1971,1,3,4,212,3.5579
1971,1,3,5,212,3.7212
1971,2,1,1,299,6.4304
1971,2,1,2,288,6.4256
1971,2,1,3,286,5.8173
1971,2,1,4,339,5.7584
1971,2,1,5,482,5.6832
1971,2,2,1,174,2.5203
1971,2,2,2,190,3.0839
1971,2,2,3,200,3.2970
1971,2,2,4,207,4.1618
1971,2,2,5,235,3.5961
1971,2,3,1,210,2.1414
1971,2,3,2,247,-0.0658
1971,2,3,3,266,1.8214
1971,2,3,4,230,2.6755
1971,2,3,5,218,3.1068
1971,3,1,1,303,6.1081
1971,3,1,2,293,6.6369
1971,3,1,3,285,6.2569
1971,3,1,4,342,6.0936
1971,3,1,5,484,6.2939
1971,3,2,1,172,4.8158
1971,3,2,2,188,7.3887
1971,3,2,3,208,7.5605
1971,3,2,4,208,6.1011
1971,3,2,5,238,6.8074
1971,3,3,1,214,2.7841
1971,3,3,2,252,3.0546
1971,3,3,3,268,4.3224
1971,3,3,4,233,5.7281
1971,3,3,5,215,6.1788
1971,4,1,1,290,0.9260
1971,4,1,2,278,3.5692
1971,4,1,3,258,1.6058
1971,4,1,4,325,2.5042
1971,4,1,5,453,1.5902
1971,4,2,1,162,3.9635
1971,4,2,2,181,4.3453
1971,4,2,3,192,3.6617
1971,4,2,4,200,3.1196
1971,4,2,5,233,4.0079
1971,4,3,1,198,4.8840
1971,4,3,2,239,4.3061
1971,4,3,3,243,5.1091
1971,4,3,4,221,2.8167
1971,4,3,5,199,2.7329
1971,5,1,1,318,-7.1395
1971,5,1,2,294,-6.3522
1971,5,1,3,276,-5.2021
1971,5,1,4,336,-5.3945
1971,5,1,5,488,-6.0324
1971,5,2,1,168,-4.6164
1971,5,2,2,195,-3.5408
1971,5,2,3,207,-3.0243
1971,5,2,4,214,-4.0635
1971,5,2,5,245,-4.3044
1971,5,3,1,220,-4.5393
1971,5,3,2,270,-3.3874
1971,5,3,3,260,-2.7478
1971,5,3,4,237,-3.6513
1971,5,3,5,219,-2.3802
1971,6,1,1,322,-2.4201
1971,6,1,2,294,-0.7767
1971,6,1,3,276,-1.9685
1971,6,1,4,338,-1.7194
1971,6,1,5,488,-3.0922
1971,6,2,1,170,-2.9649
1971,6,2,2,197,-0.0898
1971,6,2,3,207,0.2460
1971,6,2,4,212,1.1150
1971,6,2,5,239,-0.1426
1971,6,3,1,222,-0.5134
1971,6,3,2,273,0.7231
1971,6,3,3,261,0.2592
1971,6,3,4,240,0.0424
1971,6,3,5,221,2.1832
1971,7,1,1,295,-5.9141
1971,7,1,2,260,-6.1473
1971,7,1,3,262,-5.6318
1971,7,1,4,302,-6.8422
1971,7,1,5,443,-5.8660
1971,7,2,1,148,-5.2181
1971,7,2,2,176,-5.9119
1971,7,2,3,190,-5.4356
1971,7,2,4,192,-4.8897
1971,7,2,5,220,-4.5498
1971,7,3,1,212,-3.6490
1971,7,3,2,260,-4.6551
1971,7,3,3,243,-3.4718
1971,7,3,4,228,-4.4299
1971,7,3,5,190,-3.6706
1971,8,1,1,336,3.0767
1971,8,1,2,285,4.9312
1971,8,1,3,292,6.6390
1971,8,1,4,331,5.0596
1971,8,1,5,461,4.5289
1971,8,2,1,161,2.8547
1971,8,2,2,188,5.9485
1971,8,2,3,199,4.8351
1971,8,2,4,202,6.0683
1971,8,2,5,228,6.3711
1971,8,3,1,223,3.0713
1971,8,3,2,280,4.5733
1971,8,3,3,258,4.8267
1971,8,3,4,242,5.0648
1971,8,3,5,207,2.9680
1971,9,1,1,337,-0.5090
1971,9,1,2,291,1.7904
1971,9,1,3,293,0.4192
1971,9,1,4,334,1.5979
1971,9,1,5,461,0.4070
1971,9,2,1,159,-2.4930
1971,9,2,2,185,-1.8182
1971,9,2,3,197,0.2737
1971,9,2,4,205,1.9448
