year,month,rank_ME,rank_OLAq_12,nstocks,ret_vw
1976,10,3,1,174,-3.3303
1976,10,3,2,152,-2.9316
1976,10,3,3,210,-3.2532
1976,10,3,4,217,-1.9034
1976,10,3,5,214,-2.2842
1976,11,1,1,520,2.1497
1976,11,1,2,460,3.2552
1976,11,1,3,342,2.3426
1976,11,1,4,290,3.2617
1976,11,1,5,228,3.4487
1976,11,2,1,198,5.6304
1976,11,2,2,195,4.0214
1976,11,2,3,172,3.8941
1976,11,2,4,157,4.6935
1976,11,2,5,163,3.4622
1976,11,3,1,194,1.7757
1976,11,3,2,181,0.5876
1976,11,3,3,243,0.7148
1976,11,3,4,249,0.0369
1976,11,3,5,228,-0.6264
1976,12,1,1,549,10.2566
1976,12,1,2,483,10.7091
1976,12,1,3,361,10.9639
1976,12,1,4,303,9.2240
1976,12,1,5,233,10.6428
1976,12,2,1,214,9.2904
1976,12,2,2,202,9.6144
1976,12,2,3,180,9.8614
1976,12,2,4,167,9.4778
1976,12,2,5,171,8.9411
1976,12,3,1,196,4.3321
1976,12,3,2,188,5.7257
1976,12,3,3,248,6.2479
1976,12,3,4,255,4.8712
1976,12,3,5,233,5.9471
1977,1,1,1,528,5.5037
1977,1,1,2,459,5.1077
1977,1,1,3,341,5.4203
1977,1,1,4,293,4.1853
1977,1,1,5,232,2.3405
1977,1,2,1,205,1.9211
1977,1,2,2,197,0.9702
1977,1,2,3,176,1.1548
1977,1,2,4,164,1.9227
1977,1,2,5,166,-0.5209
1977,1,3,1,178,-4.9315
1977,1,3,2,185,-4.2941
1977,1,3,3,247,-3.4445
1977,1,3,4,250,-6.5594
1977,1,3,5,229,-4.6643
1977,2,1,1,561,-1.5109
1977,2,1,2,485,-0.5606
1977,2,1,3,375,-0.5581
1977,2,1,4,328,-0.4534
1977,2,1,5,267,-0.4283
1977,2,2,1,219,-1.0465
1977,2,2,2,215,-0.4890
1977,2,2,3,193,-0.6569
1977,2,2,4,190,-0.5928
1977,2,2,5,183,-2.0645
1977,2,3,1,187,-1.6760
1977,2,3,2,204,-1.7527
1977,2,3,3,267,-2.2516
1977,2,3,4,281,-1.5584
1977,2,3,5,247,-2.0670
1977,3,1,1,583,1.4283
1977,3,1,2,510,0.9164
1977,3,1,3,392,0.6880
1977,3,1,4,340,-0.1388
1977,3,1,5,279,0.0241
1977,3,2,1,225,-0.0941
1977,3,2,2,216,-0.4768
1977,3,2,3,199,-0.5608
1977,3,2,4,198,0.6863
1977,3,2,5,192,0.0962
1977,3,3,1,190,-0.8156
1977,3,3,2,208,-1.1453
1977,3,3,3,271,-1.5950
1977,3,3,4,285,-1.9493
1977,3,3,5,245,-1.5713
1977,4,1,1,571,1.1277
1977,4,1,2,483,1.9926
1977,4,1,3,380,1.6732
1977,4,1,4,324,1.9946
1977,4,1,5,284,1.1913
1977,4,2,1,220,1.3216
1977,4,2,2,215,1.2692
1977,4,2,3,195,2.2222
1977,4,2,4,190,2.6216
1977,4,2,5,191,1.5861
1977,4,3,1,178,0.5320
1977,4,3,2,199,0.9139
1977,4,3,3,263,1.0759
1977,4,3,4,280,-0.3211
1977,4,3,5,246,-0.8362
1977,5,1,1,622,-0.1791
1977,5,1,2,519,-0.4922
1977,5,1,3,417,0.1184
1977,5,1,4,362,-0.0036
1977,5,1,5,303,0.5745
1977,5,2,1,238,-0.7219
1977,5,2,2,236,-1.0808
1977,5,2,3,213,-1.3112
1977,5,2,4,211,-0.2403
1977,5,2,5,205,0.2674
1977,5,3,1,197,-2.9853
1977,5,3,2,215,-1.6155
1977,5,3,3,289,-1.2143
1977,5,3,4,307,-2.6950
1977,5,3,5,256,-1.9229
1977,6,1,1,628,6.9147
1977,6,1,2,517,6.8288
1977,6,1,3,428,7.2609
1977,6,1,4,374,7.5986
1977,6,1,5,313,7.9428
1977,6,2,1,240,7.2825
1977,6,2,2,239,7.5840
1977,6,2,3,208,7.3620
1977,6,2,4,212,6.7928
1977,6,2,5,211,7.3227
1977,6,3,1,191,3.8903
1977,6,3,2,216,4.0023
1977,6,3,3,290,4.4527
1977,6,3,4,311,5.0161
1977,6,3,5,257,5.8101
1977,7,1,1,600,-0.6730
1977,7,1,2,467,-0.7554
1977,7,1,3,405,-0.2869
1977,7,1,4,354,-0.4167
1977,7,1,5,308,0.6010
1977,7,2,1,215,-1.9336
1977,7,2,2,215,-1.4091
1977,7,2,3,199,-1.2882
1977,7,2,4,210,-1.5839
1977,7,2,5,211,-1.3727
1977,7,3,1,152,-3.1211
1977,7,3,2,189,-2.3136
1977,7,3,3,267,-2.3272
1977,7,3,4,294,-2.4485
1977,7,3,5,247,-1.5940
1977,8,1,1,622,-2.8792
1977,8,1,2,491,-2.6453
1977,8,1,3,437,-2.1529
1977,8,1,4,374,-0.9387
1977,8,1,5,322,0.0965
1977,8,2,1,220,-1.6102
1977,8,2,2,228,-0.8164
1977,8,2,3,210,-1.0347
1977,8,2,4,226,-0.5911
1977,8,2,5,217,0.7817
1977,8,3,1,152,-0.6326
1977,8,3,2,200,-1.9092
1977,8,3,3,286,-1.1901
1977,8,3,4,308,-0.4907
1977,8,3,5,257,-1.3577
1977,9,1,1,619,0.3225
1977,9,1,2,483,0.4725
1977,9,1,3,446,1.2366
1977,9,1,4,374,2.0656
1977,9,1,5,324,1.9281
1977,9,2,1,221,-0.0813
1977,9,2,2,231,-0.3404
1977,9,2,3,209,0.7124
1977,9,2,4,227,2.2225
1977,9,2,5,219,1.4472
1977,9,3,1,151,-2.2187
1977,9,3,2,202,-1.1612
1977,9,3,3,283,-0.5843
1977,9,3,4,308,-0.7367
1977,9,3,5,259,0.1720
1977,10,1,1,610,-3.0688
1977,10,1,2,445,-2.8906
1977,10,1,3,428,-2.4033
1977,10,1,4,359,-1.7243
1977,10,1,5,307,-3.0549
1977,10,2,1,216,-3.5904
1977,10,2,2,217,-3.2540
1977,10,2,3,207,-2.6476
1977,10,2,4,221,-1.7427
1977,10,2,5,217,-3.9315
1977,10,3,1,147,-3.6477
1977,10,3,2,197,-3.8750
1977,10,3,3,267,-4.2594
1977,10,3,4,294,-4.4797
1977,10,3,5,247,-3.7490
1977,11,1,1,620,9.2939
1977,11,1,2,474,9.6737
1977,11,1,3,457,10.5526
1977,11,1,4,378,10.6257
1977,11,1,5,324,10.1727
1977,11,2,1,220,8.3960
1977,11,2,2,228,7.9980
1977,11,2,3,228,10.3751
1977,11,2,4,236,10.6283
1977,11,2,5,226,9.3968
1977,11,3,1,151,4.0118
1977,11,3,2,204,4.9360
1977,11,3,3,275,4.4107
1977,11,3,4,313,4.3166
1977,11,3,5,251,3.0812
1977,12,1,1,625,0.5005
1977,12,1,2,479,1.3663
1977,12,1,3,466,2.2287
1977,12,1,4,381,2.5379
1977,12,1,5,325,3.9987
1977,12,2,1,221,0.3362
1977,12,2,2,227,0.8065
1977,12,2,3,232,1.3347
1977,12,2,4,239,2.3811
1977,12,2,5,226,1.4265
1977,12,3,1,149,-0.4740
1977,12,3,2,199,0.0933
1977,12,3,3,277,-0.0609
1977,12,3,4,312,0.6811
1977,12,3,5,249,1.1775
1978,1,1,1,607,0.0700
1978,1,1,2,450,-1.4048
1978,1,1,3,453,-1.2397
1978,1,1,4,357,-2.9572
1978,1,1,5,307,-3.2198
1978,1,2,1,211,-2.8503
1978,1,2,2,220,-2.8996
1978,1,2,3,212,-3.8034
1978,1,2,4,234,-4.7851
1978,1,2,5,220,-5.9959
1978,1,3,1,137,-5.6741
1978,1,3,2,188,-5.6937
1978,1,3,3,272,-5.9497
1978,1,3,4,294,-6.3255
1978,1,3,5,239,-6.0844
1978,2,1,1,613,3.0034
1978,2,1,2,464,2.1938
1978,2,1,3,469,2.6336
1978,2,1,4,372,3.3681
1978,2,1,5,320,3.8813
1978,2,2,1,214,1.9149
1978,2,2,2,238,1.1903
1978,2,2,3,225,1.9410
1978,2,2,4,238,1.6100
1978,2,2,5,223,1.7040
1978,2,3,1,142,-3.5959
1978,2,3,2,198,-1.7260
1978,2,3,3,280,-2.0777
1978,2,3,4,297,-2.7720
1978,2,3,5,242,-2.0441
1978,3,1,1,608,8.0700
1978,3,1,2,470,8.6274
1978,3,1,3,465,7.7048
1978,3,1,4,375,8.5586
1978,3,1,5,321,8.2378
1978,3,2,1,217,7.6584
1978,3,2,2,237,6.7661
1978,3,2,3,227,6.2779
1978,3,2,4,239,6.4457
1978,3,2,5,224,6.6868
1978,3,3,1,141,3.4711
1978,3,3,2,203,4.4598
1978,3,3,3,280,3.7464
1978,3,3,4,299,2.5287
1978,3,3,5,244,1.5037
1978,4,1,1,583,8.4816
1978,4,1,2,449,7.9248
1978,4,1,3,441,8.6356
1978,4,1,4,355,9.7265
1978,4,1,5,305,9.1009
1978,4,2,1,210,6.0825
1978,4,2,2,224,7.0896
1978,4,2,3,215,8.4495
1978,4,2,4,224,8.9775
1978,4,2,5,221,10.7173
1978,4,3,1,124,10.1389
1978,4,3,2,196,9.8799
1978,4,3,3,262,9.1950
1978,4,3,4,285,11.2944
1978,4,3,5,237,10.2389
1978,5,1,1,596,7.4786
1978,5,1,2,492,9.9128
1978,5,1,3,452,8.6156
1978,5,1,4,368,8.7402
1978,5,1,5,317,6.8480
1978,5,2,1,225,7.7094
1978,5,2,2,241,5.7616
1978,5,2,3,223,6.4069
1978,5,2,4,237,6.2997
1978,5,2,5,226,6.9216
1978,5,3,1,140,0.8797
1978,5,3,2,209,2.4996
1978,5,3,3,280,2.0642
1978,5,3,4,298,2.6281
1978,5,3,5,239,1.6184
1978,6,1,1,594,-0.2653
1978,6,1,2,492,0.6941
1978,6,1,3,445,0.2022
1978,6,1,4,373,-0.6596
1978,6,1,5,312,0.9675
1978,6,2,1,228,1.6321
1978,6,2,2,241,-1.1548
1978,6,2,3,224,0.3064
1978,6,2,4,238,-0.8595
1978,6,2,5,221,-0.3108
1978,6,3,1,139,-3.6341
1978,6,3,2,207,-1.6959
1978,6,3,3,280,-1.5406
1978,6,3,4,300,-0.8344
1978,6,3,5,242,-2.1892
1978,7,1,1,561,4.8566
1978,7,1,2,468,5.5846
1978,7,1,3,417,5.7676
1978,7,1,4,341,6.2160
1978,7,1,5,304,7.3980
1978,7,2,1,214,6.3929
1978,7,2,2,230,6.7677
1978,7,2,3,223,6.2744
1978,7,2,4,227,7.0444
1978,7,2,5,200,6.1050
1978,7,3,1,127,6.2021
1978,7,3,2,199,6.1521
1978,7,3,3,262,6.3230
1978,7,3,4,287,7.0132
1978,7,3,5,234,6.3064
1978,8,1,1,564,9.9547
1978,8,1,2,493,9.2947
1978,8,1,3,434,9.1936
1978,8,1,4,358,9.1784
1978,8,1,5,310,9.2208
1978,8,2,1,217,10.3657
1978,8,2,2,244,6.6486
1978,8,2,3,235,8.7728
1978,8,2,4,236,7.7101
1978,8,2,5,212,9.4564
1978,8,3,1,133,2.6307
1978,8,3,2,213,3.2873
1978,8,3,3,274,3.5341
1978,8,3,4,303,3.3794
1978,8,3,5,244,4.1283
1978,9,1,1,561,0.6707
1978,9,1,2,487,-0.4903
1978,9,1,3,435,-1.3166
1978,9,1,4,360,-1.0702
1978,9,1,5,316,-1.4710
1978,9,2,1,215,-0.3974
1978,9,2,2,244,-1.1610
1978,9,2,3,237,-1.6026
1978,9,2,4,238,-2.4159
1978,9,2,5,219,-2.9928
1978,9,3,1,128,0.0574
1978,9,3,2,209,-1.2707
1978,9,3,3,268,-0.9865
1978,9,3,4,300,-1.4611
1978,9,3,5,245,-1.0024
1978,10,1,1,541,-25.2124
1978,10,1,2,466,-24.6233
1978,10,1,3,420,-24.3652
1978,10,1,4,341,-24.1824
1978,10,1,5,309,-24.6208
1978,10,2,1,209,-23.5283
1978,10,2,2,231,-21.3541
1978,10,2,3,227,-21.7041
1978,10,2,4,222,-19.9710
1978,10,2,5,217,-21.7261
1978,10,3,1,125,-12.0461
1978,10,3,2,203,-11.7120
1978,10,3,3,258,-10.0171
1978,10,3,4,293,-10.2359
1978,10,3,5,237,-8.7433
1978,11,1,1,553,6.8977
1978,11,1,2,494,8.6445
1978,11,1,3,440,8.6648
1978,11,1,4,376,9.2445
1978,11,1,5,326,10.1481
1978,11,2,1,211,6.4893
1978,11,2,2,248,7.0983
1978,11,2,3,241,8.4933
1978,11,2,4,226,7.4952
1978,11,2,5,223,8.2625
1978,11,3,1,131,2.8477
1978,11,3,2,211,3.8657
1978,11,3,3,279,1.9750
1978,11,3,4,312,3.1389
1978,11,3,5,244,3.2285
1978,12,1,1,552,-1.7617
1978,12,1,2,495,0.4274
1978,12,1,3,438,1.5015
1978,12,1,4,375,2.6325
1978,12,1,5,323,2.3811
1978,12,2,1,217,0.9382
1978,12,2,2,251,2.3690
1978,12,2,3,237,2.4039
1978,12,2,4,235,1.6138
1978,12,2,5,225,4.3169
1978,12,3,1,129,-0.6997
1978,12,3,2,212,0.7841
1978,12,3,3,281,0.8562
1978,12,3,4,307,2.6980
1978,12,3,5,244,3.3387
1979,1,1,1,536,13.6703
1979,1,1,2,462,10.4714
1979,1,1,3,413,10.3141
1979,1,1,4,361,9.3869
1979,1,1,5,309,9.5923
1979,1,2,1,211,10.2236
1979,1,2,2,235,9.8521
1979,1,2,3,228,8.5337
1979,1,2,4,228,7.4370
1979,1,2,5,223,7.5418
1979,1,3,1,127,8.3831
1979,1,3,2,206,4.8804
1979,1,3,3,271,4.6960
1979,1,3,4,293,3.2837
1979,1,3,5,243,3.4599
1979,2,1,1,544,-2.4168
1979,2,1,2,477,-2.5114
1979,2,1,3,428,-1.7014
1979,2,1,4,369,-2.0023
1979,2,1,5,310,-3.1458
1979,2,2,1,215,-1.1880
1979,2,2,2,242,-2.5132
1979,2,2,3,243,-2.6453
1979,2,2,4,237,-3.7749
1979,2,2,5,224,-3.9485
1979,2,3,1,132,-3.8951
1979,2,3,2,209,-3.4646
1979,2,3,3,279,-3.9256
1979,2,3,4,298,-2.6157
1979,2,3,5,251,-2.8705
1979,3,1,1,550,8.6912
1979,3,1,2,485,8.9973
1979,3,1,3,431,10.2237
1979,3,1,4,374,10.1260
1979,3,1,5,314,10.4028
1979,3,2,1,214,11.9185
1979,3,2,2,249,10.6423
1979,3,2,3,246,10.6408
1979,3,2,4,240,10.3508
1979,3,2,5,221,11.2564
1979,3,3,1,131,7.5944
1979,3,3,2,214,7.4498
1979,3,3,3,280,7.2065
1979,3,3,4,296,6.7216
1979,3,3,5,254,6.0689
1979,4,1,1,536,3.1255
1979,4,1,2,461,2.1156
1979,4,1,3,396,3.0367
1979,4,1,4,358,1.6484
1979,4,1,5,303,2.3229
1979,4,2,1,200,2.5580
1979,4,2,2,236,2.8709
1979,4,2,3,235,2.0933
1979,4,2,4,225,2.3060
1979,4,2,5,213,3.9304
1979,4,3,1,123,-0.4721
1979,4,3,2,199,0.8499
1979,4,3,3,274,0.7488
1979,4,3,4,283,1.6791
1979,4,3,5,249,0.8446
1979,5,1,1,549,-0.5636
1979,5,1,2,483,-0.4645
1979,5,1,3,422,-0.8453
1979,5,1,4,381,-0.2840
1979,5,1,5,315,-0.7828
1979,5,2,1,210,-0.5551
1979,5,2,2,247,-0.4894
1979,5,2,3,251,-1.8793
1979,5,2,4,236,-2.0784
1979,5,2,5,220,-2.5923
1979,5,3,1,135,-3.0567
1979,5,3,2,210,-1.8367
1979,5,3,3,282,-1.9364
1979,5,3,4,292,-2.6559
1979,5,3,5,252,-1.5852
1979,6,1,1,540,5.4478
1979,6,1,2,479,4.6946
1979,6,1,3,413,5.0091
1979,6,1,4,378,5.0970
1979,6,1,5,315,5.3677
1979,6,2,1,213,6.5759
1979,6,2,2,248,5.4233
1979,6,2,3,253,4.8458
1979,6,2,4,239,4.5158
1979,6,2,5,224,2.7271
1979,6,3,1,138,5.1010
1979,6,3,2,212,4.9797
1979,6,3,3,277,5.2301
1979,6,3,4,293,4.4508
1979,6,3,5,250,2.8246
1979,7,1,1,516,1.3822
1979,7,1,2,444,0.9605
1979,7,1,3,391,2.3868
1979,7,1,4,353,2.4569
1979,7,1,5,290,2.1685
1979,7,2,1,200,3.4335
1979,7,2,2,231,2.3742
1979,7,2,3,238,2.9585
1979,7,2,4,226,3.5664
1979,7,2,5,216,2.7496
1979,7,3,1,124,1.7232
1979,7,3,2,204,2.7322
1979,7,3,3,262,2.5804
1979,7,3,4,281,0.5192
1979,7,3,5,239,0.0416
1979,8,1,1,532,7.6523
1979,8,1,2,467,8.7645
1979,8,1,3,415,8.1424
1979,8,1,4,352,7.8662
1979,8,1,5,294,9.8374
1979,8,2,1,210,7.5571
1979,8,2,2,237,8.7424
1979,8,2,3,249,8.8466
1979,8,2,4,234,8.6982
1979,8,2,5,219,10.0961
1979,8,3,1,134,8.4618
1979,8,3,2,218,6.5785
1979,8,3,3,278,8.0776
1979,8,3,4,298,7.3608
1979,8,3,5,247,6.2326
1979,9,1,1,531,-1.3665
1979,9,1,2,471,-1.5637
1979,9,1,3,412,-0.9286
1979,9,1,4,354,-0.4966
1979,9,1,5,294,-0.0670
1979,9,2,1,212,0.2279
1979,9,2,2,242,0.8942
1979,9,2,3,251,0.7119
1979,9,2,4,234,-1.3043
1979,9,2,5,213,1.3404
1979,9,3,1,132,-0.0306
1979,9,3,2,217,-0.5502
1979,9,3,3,278,0.5818
1979,9,3,4,298,1.9310
1979,9,3,5,252,0.2701
1979,10,1,1,518,-11.9309
1979,10,1,2,442,-10.6285
1979,10,1,3,377,-10.7463
1979,10,1,4,325,-11.2212
1979,10,1,5,278,-9.4626
1979,10,2,1,206,-11.1908
1979,10,2,2,224,-9.3367
1979,10,2,3,234,-10.2933
1979,10,2,4,223,-10.1921
1979,10,2,5,205,-9.3271
1979,10,3,1,125,-9.0951
1979,10,3,2,205,-7.7500
1979,10,3,3,268,-6.9052
1979,10,3,4,283,-6.0200
1979,10,3,5,240,-5.6608
1979,11,1,1,540,8.4351
1979,11,1,2,467,8.5284
1979,11,1,3,405,9.2308
1979,11,1,4,340,9.0730
1979,11,1,5,296,9.3637
1979,11,2,1,217,9.3145
1979,11,2,2,237,7.6271
1979,11,2,3,247,8.1809
1979,11,2,4,239,9.9984
1979,11,2,5,214,9.3624
1979,11,3,1,137,5.2954
1979,11,3,2,216,5.3321
1979,11,3,3,276,5.9252
1979,11,3,4,291,5.2897
1979,11,3,5,256,5.6347
1979,12,1,1,541,6.7576
1979,12,1,2,472,8.7909
1979,12,1,3,402,9.6886
1979,12,1,4,338,8.0059
1979,12,1,5,291,8.9764
1979,12,2,1,219,7.0835
1979,12,2,2,246,8.0649
1979,12,2,3,247,7.7938
1979,12,2,4,241,6.2511
1979,12,2,5,219,6.1359
1979,12,3,1,138,5.3986
1979,12,3,2,217,3.8852
1979,12,3,3,279,3.1544
1979,12,3,4,294,1.9836
1979,12,3,5,259,1.8060
1980,1,1,1,520,10.9947
1980,1,1,2,449,12.0417
1980,1,1,3,382,11.8826
1980,1,1,4,321,8.9138
1980,1,1,5,276,8.9597
1980,1,2,1,211,8.5042
1980,1,2,2,239,8.6506
1980,1,2,3,231,7.8879
1980,1,2,4,233,7.7704
1980,1,2,5,220,4.9304
1980,1,3,1,134,7.1199
1980,1,3,2,215,7.5755
1980,1,3,3,264,7.7319
1980,1,3,4,276,8.3917
1980,1,3,5,253,6.1799
1980,2,1,1,540,-0.5535
1980,2,1,2,472,-1.5495
1980,2,1,3,399,-1.5429
1980,2,1,4,320,-1.7706
1980,2,1,5,275,-2.2120
1980,2,2,1,219,-0.4610
1980,2,2,2,248,0.8258
1980,2,2,3,252,-2.1018
1980,2,2,4,243,-2.4031
1980,2,2,5,223,-0.9351
1980,2,3,1,144,-2.6055
1980,2,3,2,223,-0.2903
1980,2,3,3,274,-0.1011
1980,2,3,4,286,2.8807
1980,2,3,5,265,1.3645
1980,3,1,1,534,-19.4856
1980,3,1,2,472,-19.0447
1980,3,1,3,397,-18.4821
1980,3,1,4,329,-18.2049
1980,3,1,5,277,-19.6778
1980,3,2,1,219,-19.1034
1980,3,2,2,250,-18.9069
1980,3,2,3,255,-17.5212
1980,3,2,4,244,-17.1525
1980,3,2,5,225,-17.5821
1980,3,3,1,150,-13.4312
1980,3,3,2,224,-11.2585
1980,3,3,3,274,-11.6996
1980,3,3,4,290,-11.9474
1980,3,3,5,268,-11.9978
1980,4,1,1,516,4.7433
1980,4,1,2,446,5.3665
1980,4,1,3,372,5.2369
1980,4,1,4,311,6.3943
1980,4,1,5,264,9.1101
1980,4,2,1,206,5.2766
1980,4,2,2,238,6.2732
1980,4,2,3,241,4.2275
1980,4,2,4,238,5.1527
1980,4,2,5,211,4.5343
1980,4,3,1,143,2.3530
1980,4,3,2,209,3.3452
1980,4,3,3,259,4.9441
1980,4,3,4,282,3.7361
1980,4,3,5,262,3.5687
1980,5,1,1,534,6.7775
1980,5,1,2,469,6.4574
1980,5,1,3,410,5.9974
1980,5,1,4,326,6.4835
1980,5,1,5,272,8.1506
1980,5,2,1,214,8.8212
1980,5,2,2,255,8.8851
1980,5,2,3,252,8.9286
1980,5,2,4,250,7.9501
1980,5,2,5,221,9.1771
1980,5,3,1,156,7.1003
1980,5,3,2,222,7.2080
1980,5,3,3,280,6.4651
1980,5,3,4,294,5.0396
1980,5,3,5,270,5.3350
1980,6,1,1,531,2.9366
1980,6,1,2,462,2.6842
1980,6,1,3,415,3.5171
1980,6,1,4,322,3.0846
1980,6,1,5,271,4.2298
1980,6,2,1,214,3.8219
1980,6,2,2,258,3.7284
1980,6,2,3,256,3.6266
1980,6,2,4,251,3.5735
1980,6,2,5,220,4.3014
1980,6,3,1,156,2.9296
1980,6,3,2,222,2.8647
1980,6,3,3,280,2.4734
1980,6,3,4,297,3.5937
1980,6,3,5,272,3.5417
1980,7,1,1,517,11.1067
1980,7,1,2,431,11.6745
1980,7,1,3,389,13.0200
1980,7,1,4,295,13.8654
1980,7,1,5,257,13.3008
1980,7,2,1,200,10.9833
1980,7,2,2,243,10.8062
1980,7,2,3,242,12.6859
1980,7,2,4,236,14.0639
1980,7,2,5,217,14.4830
1980,7,3,1,143,10.5834
1980,7,3,2,212,8.7106
1980,7,3,3,260,9.1749
1980,7,3,4,274,7.7679
1980,7,3,5,262,7.2310
1980,8,1,1,527,6.9656
1980,8,1,2,444,8.5421
1980,8,1,3,393,7.9345
1980,8,1,4,306,9.0184
1980,8,1,5,255,11.3434
1980,8,2,1,203,5.9543
1980,8,2,2,253,6.9658
1980,8,2,3,255,6.8472
1980,8,2,4,246,5.6104
1980,8,2,5,224,6.6232
1980,8,3,1,146,1.0795
1980,8,3,2,221,0.9233
1980,8,3,3,278,1.8359
1980,8,3,4,286,1.6750
1980,8,3,5,272,2.5131
1980,9,1,1,526,3.7547
1980,9,1,2,442,3.2830
1980,9,1,3,403,3.1411
1980,9,1,4,311,2.8228
1980,9,1,5,247,4.1398
1980,9,2,1,205,2.5231
1980,9,2,2,257,2.7795
1980,9,2,3,259,3.3498
1980,9,2,4,245,3.9669
1980,9,2,5,224,5.9961
1980,9,3,1,146,2.8605
1980,9,3,2,220,1.8524
