year,month,rank_ME,rank_GPA,nstocks,ret_vw
1996,4,2,5,247,9.6183
1996,4,3,1,159,0.3700
1996,4,3,2,147,1.9972
1996,4,3,3,159,0.4404
1996,4,3,4,168,3.8838
1996,4,3,5,216,3.9316
1996,5,1,1,577,7.0326
1996,5,1,2,384,7.4617
1996,5,1,3,491,7.2978
1996,5,1,4,591,9.5405
1996,5,1,5,741,9.2102
1996,5,2,1,174,2.4658
1996,5,2,2,138,6.9383
1996,5,2,3,165,5.9878
1996,5,2,4,214,6.3097
1996,5,2,5,247,5.7615
1996,5,3,1,159,2.4444
1996,5,3,2,146,0.6579
1996,5,3,3,159,0.3861
1996,5,3,4,168,3.0139
1996,5,3,5,215,5.0826
1996,6,1,1,573,-7.4309
1996,6,1,2,381,-5.0779
1996,6,1,3,486,-4.9164
1996,6,1,4,583,-6.5844
1996,6,1,5,738,-6.0163
1996,6,2,1,174,-4.0428
1996,6,2,2,138,0.8944
1996,6,2,3,162,-2.8098
1996,6,2,4,211,-6.9628
1996,6,2,5,245,-7.5036
1996,6,3,1,159,1.3771
1996,6,3,2,146,-0.9425
1996,6,3,3,159,-0.7001
1996,6,3,4,167,-0.9756
1996,6,3,5,215,0.3863
1996,7,1,1,602,-12.4977
1996,7,1,2,458,-7.9778
1996,7,1,3,530,-9.9870
1996,7,1,4,620,-9.2187
1996,7,1,5,826,-10.2186
1996,7,2,1,246,-11.5122
1996,7,2,2,177,-9.8039
1996,7,2,3,168,-10.0699
1996,7,2,4,221,-8.8835
1996,7,2,5,287,-12.0093
1996,7,3,1,178,-5.6882
1996,7,3,2,169,-5.9558
1996,7,3,3,176,-5.3814
1996,7,3,4,185,-5.8460
1996,7,3,5,223,-4.5676
1996,8,1,1,598,4.5886
1996,8,1,2,456,2.8886
1996,8,1,3,527,4.9530
1996,8,1,4,614,4.0700
1996,8,1,5,820,4.3889
1996,8,2,1,244,5.0183
1996,8,2,2,175,6.1520
1996,8,2,3,166,5.9761
1996,8,2,4,219,6.9241
1996,8,2,5,287,6.4699
1996,8,3,1,178,2.7957
1996,8,3,2,168,2.5464
1996,8,3,3,174,2.3356
1996,8,3,4,185,1.7446
1996,8,3,5,221,3.2882
1996,9,1,1,589,1.5019
1996,9,1,2,451,2.1302
1996,9,1,3,523,2.1507
1996,9,1,4,608,2.3957
1996,9,1,5,813,3.7201
1996,9,2,1,243,3.1979
1996,9,2,2,174,2.9254
1996,9,2,3,166,4.7636
1996,9,2,4,218,3.9256
1996,9,2,5,285,5.3122
1996,9,3,1,178,3.2935
1996,9,3,2,167,2.7803
1996,9,3,3,173,5.0464
1996,9,3,4,184,5.8098
1996,9,3,5,221,8.0796
1996,10,1,1,584,-5.4798
1996,10,1,2,444,-2.2752
1996,10,1,3,518,-2.5450
1996,10,1,4,606,-1.5597
1996,10,1,5,809,-2.6069
1996,10,2,1,243,-3.0841
1996,10,2,2,173,-1.4128
1996,10,2,3,166,-1.2178
1996,10,2,4,217,-2.2862
1996,10,2,5,283,-3.5075
1996,10,3,1,177,2.7572
1996,10,3,2,165,3.2346
1996,10,3,3,172,0.3873
1996,10,3,4,184,-0.5021
1996,10,3,5,221,0.8827
1996,11,1,1,581,-0.4586
1996,11,1,2,439,2.3235
1996,11,1,3,515,2.6965
1996,11,1,4,600,2.9051
1996,11,1,5,805,2.6767
1996,11,2,1,243,1.6542
1996,11,2,2,173,2.5258
1996,11,2,3,165,3.7384
1996,11,2,4,216,3.5002
1996,11,2,5,281,4.1983
1996,11,3,1,177,4.5542
1996,11,3,2,165,5.0786
1996,11,3,3,170,6.2376
1996,11,3,4,184,10.6903
1996,11,3,5,221,6.6471
1996,12,1,1,574,-0.3110
1996,12,1,2,435,0.4115
1996,12,1,3,515,2.6005
1996,12,1,4,594,1.5206
1996,12,1,5,801,0.2622
1996,12,2,1,241,2.4537
1996,12,2,2,173,1.8537
1996,12,2,3,165,2.3133
1996,12,2,4,215,2.2702
1996,12,2,5,279,0.4362
1996,12,3,1,177,-1.8463
1996,12,3,2,165,0.3841
1996,12,3,3,169,-2.4747
1996,12,3,4,184,-1.0283
1996,12,3,5,221,-2.0423
1997,1,1,1,570,7.1396
1997,1,1,2,432,6.4005
1997,1,1,3,509,4.4342
1997,1,1,4,588,4.8244
1997,1,1,5,788,6.0648
1997,1,2,1,241,4.7606
1997,1,2,2,171,2.5514
1997,1,2,3,164,3.3669
1997,1,2,4,214,1.6670
1997,1,2,5,278,2.4338
1997,1,3,1,176,2.2009
1997,1,3,2,162,3.8927
1997,1,3,3,168,4.2770
1997,1,3,4,184,5.1091
1997,1,3,5,220,8.9522
1997,2,1,1,569,-3.0145
1997,2,1,2,428,-3.3815
1997,2,1,3,504,-3.3517
1997,2,1,4,579,-3.8298
1997,2,1,5,780,-3.7089
1997,2,2,1,239,-3.6523
1997,2,2,2,171,-4.1286
1997,2,2,3,164,-4.3410
1997,2,2,4,214,-4.1034
1997,2,2,5,276,-4.5137
1997,2,3,1,174,-0.9301
1997,2,3,2,162,-1.0995
1997,2,3,3,167,-0.1941
1997,2,3,4,184,1.2217
1997,2,3,5,218,-1.4113
1997,3,1,1,564,-7.1120
1997,3,1,2,424,-4.4138
1997,3,1,3,502,-4.7594
1997,3,1,4,577,-5.7997
1997,3,1,5,772,-5.0412
1997,3,2,1,235,-6.4371
1997,3,2,2,170,-3.9167
1997,3,2,3,163,-4.2961
1997,3,2,4,214,-5.6197
1997,3,2,5,273,-4.9611
1997,3,3,1,174,-3.1304
1997,3,3,2,162,-1.3566
1997,3,3,3,167,-3.2437
1997,3,3,4,184,-5.1395
1997,3,3,5,218,-4.9540
1997,4,1,1,556,-6.7282
1997,4,1,2,422,-4.2564
1997,4,1,3,497,-2.3655
1997,4,1,4,571,-2.8069
1997,4,1,5,766,-2.9656
1997,4,2,1,236,-3.3784
1997,4,2,2,169,1.5759
1997,4,2,3,161,0.1878
1997,4,2,4,211,-0.0391
1997,4,2,5,272,0.3955
1997,4,3,1,174,3.4979
1997,4,3,2,161,1.5995
1997,4,3,3,167,4.2845
1997,4,3,4,184,4.3152
1997,4,3,5,218,8.7989
1997,5,1,1,552,9.2721
1997,5,1,2,420,11.2737
1997,5,1,3,492,11.2142
1997,5,1,4,569,10.7958
1997,5,1,5,762,10.8965
1997,5,2,1,234,11.7079
1997,5,2,2,167,11.8274
1997,5,2,3,161,11.8147
1997,5,2,4,210,14.0571
1997,5,2,5,271,15.0831
1997,5,3,1,174,7.2629
1997,5,3,2,160,6.3071
1997,5,3,3,167,5.4175
1997,5,3,4,184,7.3308
1997,5,3,5,217,7.1520
1997,6,1,1,548,3.5026
1997,6,1,2,415,7.6338
1997,6,1,3,489,6.3814
1997,6,1,4,565,5.4221
1997,6,1,5,760,4.5423
1997,6,2,1,231,2.1247
1997,6,2,2,167,6.7812
1997,6,2,3,161,4.2456
1997,6,2,4,208,3.8524
1997,6,2,5,269,3.5260
1997,6,3,1,174,4.1051
1997,6,3,2,159,3.2942
1997,6,3,3,166,3.3767
1997,6,3,4,183,4.9052
1997,6,3,5,216,3.6915
1997,7,1,1,815,1.8298
1997,7,1,2,465,6.3289
1997,7,1,3,594,7.3769
1997,7,1,4,639,6.1289
1997,7,1,5,901,5.4948
1997,7,2,1,205,2.6519
1997,7,2,2,183,5.9769
1997,7,2,3,195,5.7146
1997,7,2,4,202,6.5479
1997,7,2,5,263,6.1802
1997,7,3,1,195,6.2484
1997,7,3,2,183,5.6731
1997,7,3,3,188,7.6772
1997,7,3,4,179,9.6456
1997,7,3,5,247,7.1385
1997,8,1,1,809,4.3572
1997,8,1,2,461,3.9877
1997,8,1,3,586,4.6498
1997,8,1,4,633,4.9719
1997,8,1,5,890,6.3795
1997,8,2,1,205,2.5668
1997,8,2,2,181,3.0454
1997,8,2,3,195,4.1136
1997,8,2,4,200,4.5041
1997,8,2,5,261,3.3426
1997,8,3,1,194,-4.1072
1997,8,3,2,183,-1.5628
1997,8,3,3,187,-3.2154
1997,8,3,4,178,-4.3280
1997,8,3,5,245,-5.6443
1997,9,1,1,802,10.8392
1997,9,1,2,457,9.7598
1997,9,1,3,583,7.8983
1997,9,1,4,630,8.8173
1997,9,1,5,883,8.1653
1997,9,2,1,203,9.7691
1997,9,2,2,177,8.3914
1997,9,2,3,190,6.9772
1997,9,2,4,195,6.4532
1997,9,2,5,258,6.8651
1997,9,3,1,189,6.5490
1997,9,3,2,181,5.4676
1997,9,3,3,186,3.5239
1997,9,3,4,178,6.7648
1997,9,3,5,245,3.3207
1997,10,1,1,792,-4.1665
1997,10,1,2,456,-3.1690
1997,10,1,3,576,-3.4909
1997,10,1,4,625,-3.8113
1997,10,1,5,875,-4.4864
1997,10,2,1,202,-4.1999
1997,10,2,2,175,-4.6607
1997,10,2,3,188,-5.8740
1997,10,2,4,195,-8.0592
1997,10,2,5,257,-4.8136
1997,10,3,1,189,-2.6689
1997,10,3,2,180,-3.9564
1997,10,3,3,185,-5.6104
1997,10,3,4,177,-4.2642
1997,10,3,5,242,-2.2801
1997,11,1,1,780,-5.1229
1997,11,1,2,452,-5.1000
1997,11,1,3,571,-2.4317
1997,11,1,4,619,-2.1222
1997,11,1,5,868,-0.6526
1997,11,2,1,202,-2.3870
1997,11,2,2,170,-2.2672
1997,11,2,3,187,-2.0186
1997,11,2,4,193,-1.2639
1997,11,2,5,257,-0.9288
1997,11,3,1,189,5.2864
1997,11,3,2,177,1.8943
1997,11,3,3,184,2.5007
1997,11,3,4,177,3.8993
1997,11,3,5,241,5.6174
1997,12,1,1,773,-4.5707
1997,12,1,2,450,-2.8904
1997,12,1,3,568,-1.9426
1997,12,1,4,611,-4.2282
1997,12,1,5,862,-3.9471
1997,12,2,1,202,0.8134
1997,12,2,2,168,-0.3322
1997,12,2,3,183,-0.5713
1997,12,2,4,191,-1.0912
1997,12,2,5,256,0.3277
1997,12,3,1,187,4.2015
1997,12,3,2,177,1.1920
1997,12,3,3,183,0.1282
1997,12,3,4,176,1.7890
1997,12,3,5,241,-0.3472
1998,1,1,1,758,-1.2821
1998,1,1,2,439,-1.4983
1998,1,1,3,563,0.0224
1998,1,1,4,606,-0.2945
1998,1,1,5,851,0.8372
1998,1,2,1,201,-1.5845
1998,1,2,2,167,-1.7141
1998,1,2,3,180,-1.3261
1998,1,2,4,189,-0.2965
1998,1,2,5,249,-0.2548
1998,1,3,1,185,0.9329
1998,1,3,2,177,-1.9178
1998,1,3,3,183,-0.6431
1998,1,3,4,176,3.9880
1998,1,3,5,241,3.1438
1998,2,1,1,748,6.0045
1998,2,1,2,437,7.4702
1998,2,1,3,554,6.5789
1998,2,1,4,597,6.3429
1998,2,1,5,843,6.4362
1998,2,2,1,200,6.1672
1998,2,2,2,164,7.8947
1998,2,2,3,179,9.0988
1998,2,2,4,188,9.1148
1998,2,2,5,246,9.8476
1998,2,3,1,182,4.5799
1998,2,3,2,176,6.4702
1998,2,3,3,182,7.3696
1998,2,3,4,176,6.3955
1998,2,3,5,241,8.4408
1998,3,1,1,737,4.4907
1998,3,1,2,433,5.0283
1998,3,1,3,550,5.9811
1998,3,1,4,590,4.5150
1998,3,1,5,834,5.3909
1998,3,2,1,200,4.3786
1998,3,2,2,163,3.5193
1998,3,2,3,179,5.0674
1998,3,2,4,187,2.1162
1998,3,2,5,244,4.8601
1998,3,3,1,182,8.1589
1998,3,3,2,175,5.0653
1998,3,3,3,182,7.2214
1998,3,3,4,175,1.7151
1998,3,3,5,241,4.3635
1998,4,1,1,724,0.6084
1998,4,1,2,430,3.8751
1998,4,1,3,542,2.2442
1998,4,1,4,584,2.1899
1998,4,1,5,821,3.5743
1998,4,2,1,200,-0.0906
1998,4,2,2,159,1.6703
1998,4,2,3,179,1.3564
1998,4,2,4,186,0.4191
1998,4,2,5,243,-0.1729
1998,4,3,1,180,0.1561
1998,4,3,2,173,1.4306
1998,4,3,3,181,2.2035
1998,4,3,4,175,2.2790
1998,4,3,5,241,-0.2287
1998,5,1,1,714,-4.2311
1998,5,1,2,427,-5.8090
1998,5,1,3,531,-5.5701
1998,5,1,4,579,-4.6833
1998,5,1,5,812,-4.8553
1998,5,2,1,199,-5.9171
1998,5,2,2,159,-7.7611
1998,5,2,3,178,-6.8260
1998,5,2,4,185,-6.2803
1998,5,2,5,240,-4.8147
1998,5,3,1,178,-2.0231
1998,5,3,2,173,-3.1772
1998,5,3,3,180,-3.0153
1998,5,3,4,175,-2.8369
1998,5,3,5,240,-1.3533
1998,6,1,1,706,-1.6541
1998,6,1,2,422,1.0330
1998,6,1,3,526,1.1796
1998,6,1,4,573,-1.9652
1998,6,1,5,804,0.3623
1998,6,2,1,198,0.8416
1998,6,2,2,159,2.0358
1998,6,2,3,178,-1.5833
1998,6,2,4,185,-1.2154
1998,6,2,5,237,2.2389
1998,6,3,1,176,4.5784
1998,6,3,2,171,-0.2496
1998,6,3,3,178,0.7401
1998,6,3,4,175,2.4503
1998,6,3,5,240,7.7546
1998,7,1,1,779,-8.7334
1998,7,1,2,480,-6.6343
1998,7,1,3,543,-8.2507
1998,7,1,4,624,-6.1748
1998,7,1,5,888,-7.0123
1998,7,2,1,198,-7.4642
1998,7,2,2,161,-10.7314
1998,7,2,3,195,-8.1315
1998,7,2,4,213,-8.1183
1998,7,2,5,269,-7.1389
1998,7,3,1,197,-2.4677
1998,7,3,2,185,-2.1399
1998,7,3,3,184,-6.9244
1998,7,3,4,183,-1.0014
1998,7,3,5,268,0.3891
1998,8,1,1,770,-24.6873
1998,8,1,2,471,-22.5972
1998,8,1,3,535,-21.5893
1998,8,1,4,616,-20.5282
1998,8,1,5,878,-20.8263
1998,8,2,1,198,-20.4723
1998,8,2,2,160,-20.7401
1998,8,2,3,193,-21.4430
1998,8,2,4,213,-19.3174
1998,8,2,5,268,-20.0019
1998,8,3,1,195,-11.5803
1998,8,3,2,182,-14.9549
1998,8,3,3,183,-12.3600
1998,8,3,4,181,-13.1327
1998,8,3,5,268,-13.6862
1998,9,1,1,759,8.5630
1998,9,1,2,466,2.0508
1998,9,1,3,530,1.9317
1998,9,1,4,609,2.3553
1998,9,1,5,869,3.6753
1998,9,2,1,195,11.1022
1998,9,2,2,159,6.3718
1998,9,2,3,191,5.3655
1998,9,2,4,212,5.0303
1998,9,2,5,265,9.5031
1998,9,3,1,196,6.1484
1998,9,3,2,180,7.5662
1998,9,3,3,181,6.0199
1998,9,3,4,180,10.2326
1998,9,3,5,266,7.9373
1998,10,1,1,739,1.7111
1998,10,1,2,462,2.9977
1998,10,1,3,519,3.7502
1998,10,1,4,604,2.7809
1998,10,1,5,856,3.0659
1998,10,2,1,193,5.1181
1998,10,2,2,158,4.7682
1998,10,2,3,191,7.5445
1998,10,2,4,212,5.8841
1998,10,2,5,262,4.7239
1998,10,3,1,195,5.2868
1998,10,3,2,179,6.5973
1998,10,3,3,178,7.2037
1998,10,3,4,177,8.8888
1998,10,3,5,266,7.2133
1998,11,1,1,713,7.5020
1998,11,1,2,450,6.4459
1998,11,1,3,511,7.3034
1998,11,1,4,599,8.2822
1998,11,1,5,843,12.3950
1998,11,2,1,192,3.2153
1998,11,2,2,158,4.1699
1998,11,2,3,191,5.5101
1998,11,2,4,210,7.3929
1998,11,2,5,259,9.8535
1998,11,3,1,194,2.6831
1998,11,3,2,178,4.0933
1998,11,3,3,177,5.9000
1998,11,3,4,174,7.5979
1998,11,3,5,265,7.9301
1998,12,1,1,700,1.9908
1998,12,1,2,449,0.8516
1998,12,1,3,505,-0.6036
1998,12,1,4,586,4.2616
1998,12,1,5,836,3.7751
1998,12,2,1,192,5.3610
1998,12,2,2,158,3.7615
1998,12,2,3,190,6.3881
1998,12,2,4,210,4.8234
1998,12,2,5,257,8.5829
1998,12,3,1,192,7.7453
1998,12,3,2,177,4.7395
1998,12,3,3,177,2.4455
1998,12,3,4,173,8.6742
1998,12,3,5,264,9.2401
1999,1,1,1,690,9.5111
1999,1,1,2,438,3.7119
1999,1,1,3,495,7.2995
1999,1,1,4,576,5.9765
1999,1,1,5,821,6.7047
1999,1,2,1,192,4.9724
1999,1,2,2,157,0.2260
1999,1,2,3,188,0.3988
1999,1,2,4,209,1.4699
1999,1,2,5,255,0.9517
1999,1,3,1,191,1.1591
1999,1,3,2,177,2.5221
1999,1,3,3,177,1.6468
1999,1,3,4,173,5.3421
1999,1,3,5,263,6.6155
1999,2,1,1,675,-7.7805
1999,2,1,2,429,-6.2150
1999,2,1,3,487,-6.8788
1999,2,1,4,566,-7.7984
1999,2,1,5,808,-8.3188
1999,2,2,1,189,-8.0958
1999,2,2,2,155,-9.1219
1999,2,2,3,187,-12.2782
1999,2,2,4,208,-9.0056
1999,2,2,5,255,-8.2557
1999,2,3,1,191,-3.4943
1999,2,3,2,175,-0.4857
1999,2,3,3,176,-4.7988
1999,2,3,4,171,-4.3534
1999,2,3,5,261,-5.7665
1999,3,1,1,660,0.3484
1999,3,1,2,418,-2.8394
1999,3,1,3,480,-4.1226
1999,3,1,4,560,-3.7929
1999,3,1,5,801,-4.3384
1999,3,2,1,188,2.2492
1999,3,2,2,153,-0.0638
1999,3,2,3,186,-0.1351
1999,3,2,4,205,-1.2682
1999,3,2,5,254,-0.4192
1999,3,3,1,191,4.8775
1999,3,3,2,175,3.8953
1999,3,3,3,176,2.9641
1999,3,3,4,170,1.1076
1999,3,3,5,261,5.4664
1999,4,1,1,641,7.6928
1999,4,1,2,409,7.3503
1999,4,1,3,470,11.5789
1999,4,1,4,555,12.7933
1999,4,1,5,786,6.9453
1999,4,2,1,181,15.3774
1999,4,2,2,152,8.3324
1999,4,2,3,185,8.5513
1999,4,2,4,203,6.6008
1999,4,2,5,250,4.3813
1999,4,3,1,185,5.1490
1999,4,3,2,175,8.5571
1999,4,3,3,174,12.3257
1999,4,3,4,168,3.2545
1999,4,3,5,259,-1.2752
1999,5,1,1,627,1.1350
1999,5,1,2,406,3.1662
1999,5,1,3,459,6.3992
1999,5,1,4,546,4.9366
1999,5,1,5,777,5.6850
1999,5,2,1,180,1.5586
1999,5,2,2,151,1.7904
1999,5,2,3,184,3.1119
1999,5,2,4,201,3.6727
1999,5,2,5,249,3.7714
1999,5,3,1,185,-1.1962
1999,5,3,2,174,-2.4278
1999,5,3,3,173,-0.8194
1999,5,3,4,165,2.0281
1999,5,3,5,258,-3.3543
1999,6,1,1,609,6.0864
1999,6,1,2,399,7.8035
1999,6,1,3,456,9.2601
1999,6,1,4,543,8.5715
1999,6,1,5,768,6.7563
1999,6,2,1,178,2.9730
1999,6,2,2,151,6.4212
1999,6,2,3,182,7.8364
1999,6,2,4,201,7.4623
1999,6,2,5,249,7.3824
1999,6,3,1,183,2.7718
1999,6,3,2,173,3.8773
1999,6,3,3,172,4.4758
1999,6,3,4,165,6.9566
1999,6,3,5,258,6.8126
1999,7,1,1,611,3.2219
1999,7,1,2,404,1.4852
1999,7,1,3,487,0.9056
1999,7,1,4,599,0.9883
1999,7,1,5,807,1.9402
1999,7,2,1,192,-1.1880
1999,7,2,2,167,-2.1127
1999,7,2,3,210,-1.5805
1999,7,2,4,191,-0.6309
1999,7,2,5,261,-1.9613
1999,7,3,1,211,-2.5804
1999,7,3,2,178,-2.1272
1999,7,3,3,169,-2.7207
1999,7,3,4,187,-3.5622
1999,7,3,5,267,-2.2924
1999,8,1,1,604,-0.5154
1999,8,1,2,401,-3.2737
1999,8,1,3,482,-2.9818
1999,8,1,4,591,-2.5985
1999,8,1,5,793,-2.7504
1999,8,2,1,191,-1.5790
1999,8,2,2,164,-2.9816
1999,8,2,3,209,-4.3092
1999,8,2,4,190,-2.7249
1999,8,2,5,256,-3.1635
1999,8,3,1,208,-0.3077
1999,8,3,2,177,-3.0939
1999,8,3,3,166,-2.3697
1999,8,3,4,187,-2.8555
1999,8,3,5,265,3.6472
1999,9,1,1,593,-0.3712
1999,9,1,2,393,-3.2798
1999,9,1,3,478,-2.8930
1999,9,1,4,585,-1.8798
1999,9,1,5,781,0.4988
1999,9,2,1,189,-0.5038
1999,9,2,2,158,-1.5216
1999,9,2,3,209,-0.9395
1999,9,2,4,187,-1.5790
1999,9,2,5,255,3.6775
1999,9,3,1,207,-0.0001
1999,9,3,2,175,-2.9422
1999,9,3,3,164,-0.1997
1999,9,3,4,186,-0.3959
1999,9,3,5,262,-3.8735
1999,10,1,1,586,-2.0976
1999,10,1,2,386,-4.2160
1999,10,1,3,468,-2.8459
1999,10,1,4,574,-1.9577
1999,10,1,5,768,0.9704
1999,10,2,1,187,-1.4142
1999,10,2,2,158,-3.6123
1999,10,2,3,208,-1.8548
1999,10,2,4,185,-3.2991
1999,10,2,5,255,2.6158
1999,10,3,1,207,8.7605
1999,10,3,2,173,1.3322
1999,10,3,3,164,-0.4993
1999,10,3,4,185,5.4509
1999,10,3,5,259,6.5111
1999,11,1,1,578,15.5877
1999,11,1,2,380,6.6795
1999,11,1,3,462,13.3799
1999,11,1,4,569,11.1382
1999,11,1,5,760,16.4774
1999,11,2,1,186,6.1539
1999,11,2,2,157,4.1685
1999,11,2,3,205,8.9019
1999,11,2,4,183,11.5693
1999,11,2,5,254,11.3094
1999,11,3,1,206,-0.7837
1999,11,3,2,169,1.2371
1999,11,3,3,163,5.1288
1999,11,3,4,185,6.9590
1999,11,3,5,256,5.6676
1999,12,1,1,564,26.6128
1999,12,1,2,374,11.3659
1999,12,1,3,455,11.4210
1999,12,1,4,565,10.6484
1999,12,1,5,752,17.3575
1999,12,2,1,182,14.2704
1999,12,2,2,154,2.8153
1999,12,2,3,200,11.4610
1999,12,2,4,179,11.4408
1999,12,2,5,250,16.1164
1999,12,3,1,204,10.7540
1999,12,3,2,168,5.8366
1999,12,3,3,161,8.6816
1999,12,3,4,182,6.5258
1999,12,3,5,254,9.2640
2000,1,1,1,556,18.2838
2000,1,1,2,370,3.3160
2000,1,1,3,446,9.5125
2000,1,1,4,560,7.2328
2000,1,1,5,739,2.3988
2000,1,2,1,180,2.8649
2000,1,2,2,153,-2.0090
2000,1,2,3,195,-1.2014
2000,1,2,4,175,0.5746
2000,1,2,5,249,-2.9492
2000,1,3,1,202,-4.1620
2000,1,3,2,166,-1.2585
2000,1,3,3,161,-6.0354
2000,1,3,4,181,-2.3092
2000,1,3,5,253,-6.5508
2000,2,1,1,549,53.3914
2000,2,1,2,367,16.3953
2000,2,1,3,441,24.7311
2000,2,1,4,555,20.3409
2000,2,1,5,730,29.5418
2000,2,2,1,180,30.3906
2000,2,2,2,151,3.3258
2000,2,2,3,192,22.3066
2000,2,2,4,174,13.4228
2000,2,2,5,248,20.4756
2000,2,3,1,199,-0.7691
2000,2,3,2,166,-3.5466
2000,2,3,3,159,-0.7063
2000,2,3,4,181,3.9066
2000,2,3,5,252,4.4589
2000,3,1,1,548,-25.7230
2000,3,1,2,362,-3.1787
2000,3,1,3,435,-3.4102
2000,3,1,4,548,-2.7939
2000,3,1,5,713,-6.9746
2000,3,2,1,178,-16.0722
2000,3,2,2,149,1.6019
2000,3,2,3,192,-6.2907
2000,3,2,4,171,3.1753
2000,3,2,5,244,-9.9399
2000,3,3,1,198,6.2306
2000,3,3,2,166,9.5657
2000,3,3,3,157,8.4547
2000,3,3,4,179,6.4040
2000,3,3,5,252,7.5164
2000,4,1,1,544,-22.6285
2000,4,1,2,355,-11.9523
2000,4,1,3,429,-14.7888
2000,4,1,4,542,-13.2439
2000,4,1,5,707,-16.8508
2000,4,2,1,175,-14.4371
2000,4,2,2,147,-0.7842
2000,4,2,3,192,-2.6175
2000,4,2,4,170,-7.1233
2000,4,2,5,241,-11.7847
2000,4,3,1,194,-2.5191
2000,4,3,2,166,-1.5582
2000,4,3,3,157,-3.0544
2000,4,3,4,178,-2.6908
2000,4,3,5,251,-5.6055
2000,5,1,1,544,-10.7997
2000,5,1,2,351,-7.2812
2000,5,1,3,424,-11.5026
2000,5,1,4,538,-11.8561
2000,5,1,5,698,-11.3587
2000,5,2,1,171,-5.4733
2000,5,2,2,146,-6.2856
2000,5,2,3,189,-6.5638
2000,5,2,4,169,-3.5481
2000,5,2,5,238,-10.2177
2000,5,3,1,192,-2.8926
2000,5,3,2,165,0.4857
2000,5,3,3,157,-5.5938
2000,5,3,4,177,-8.5775
2000,5,3,5,249,-3.6535
2000,6,1,1,536,34.0982
2000,6,1,2,346,13.6833
2000,6,1,3,420,21.3639
2000,6,1,4,532,21.0303
2000,6,1,5,691,23.6668
2000,6,2,1,167,15.6200
2000,6,2,2,146,3.0335
2000,6,2,3,188,10.4705
2000,6,2,4,165,10.6861
2000,6,2,5,236,12.3039
2000,6,3,1,191,3.4278
2000,6,3,2,163,-2.9362
2000,6,3,3,157,-0.0141
2000,6,3,4,177,2.3284
2000,6,3,5,249,9.2875
2000,7,1,1,530,-4.1141
2000,7,1,2,359,-0.8369
2000,7,1,3,393,-0.8120
2000,7,1,4,531,-0.8434
2000,7,1,5,709,-2.3800
2000,7,2,1,263,-6.9082
2000,7,2,2,159,-1.7992
2000,7,2,3,183,-0.2479
2000,7,2,4,198,-1.0425
2000,7,2,5,267,-4.1002
2000,7,3,1,308,-3.6556
2000,7,3,2,203,-2.2825
2000,7,3,3,180,-2.4891
2000,7,3,4,206,-5.3802
2000,7,3,5,261,-3.3267
2000,8,1,1,529,7.3221
2000,8,1,2,356,5.7883
2000,8,1,3,388,5.8000
2000,8,1,4,527,8.7463
2000,8,1,5,700,7.3954
2000,8,2,1,262,10.9466
2000,8,2,2,159,5.5846
2000,8,2,3,180,6.2614
2000,8,2,4,196,5.2706
2000,8,2,5,266,7.0722
2000,8,3,1,305,10.5065
2000,8,3,2,200,5.1965
2000,8,3,3,178,12.3851
2000,8,3,4,202,8.2171
2000,8,3,5,258,3.7514
2000,9,1,1,525,-7.2947
2000,9,1,2,352,-1.5618
2000,9,1,3,384,-4.2220
2000,9,1,4,521,-2.5088
2000,9,1,5,687,-4.7861
2000,9,2,1,259,-4.3005
2000,9,2,2,158,-5.9781
2000,9,2,3,180,-4.9577
2000,9,2,4,192,-6.2351
2000,9,2,5,263,-2.5465
2000,9,3,1,301,-3.5441
2000,9,3,2,198,-1.7343
2000,9,3,3,178,-5.2617
2000,9,3,4,199,-15.5015
2000,9,3,5,257,-3.5744
2000,10,1,1,514,-12.1068
2000,10,1,2,348,-9.0103
2000,10,1,3,381,-8.1227
2000,10,1,4,515,-6.4223
2000,10,1,5,672,-7.0868
2000,10,2,1,255,-8.1584
2000,10,2,2,155,-4.8391
2000,10,2,3,177,-2.4924
2000,10,2,4,191,-1.9882
2000,10,2,5,262,-3.8224
2000,10,3,1,296,-5.3041
2000,10,3,2,196,-0.8876
2000,10,3,3,175,-0.6193
2000,10,3,4,197,0.4121
2000,10,3,5,256,-2.0151
2000,11,1,1,506,-16.7561
2000,11,1,2,342,-11.1984
2000,11,1,3,371,-10.8053
2000,11,1,4,502,-8.7376
2000,11,1,5,657,-11.6496
2000,11,2,1,252,-15.1761
2000,11,2,2,154,-6.6548
2000,11,2,3,174,-11.0750
2000,11,2,4,189,-8.6587
2000,11,2,5,260,-7.4191
2000,11,3,1,292,-14.9358
2000,11,3,2,196,-8.4802
2000,11,3,3,174,-11.5202
2000,11,3,4,196,-12.4856
2000,11,3,5,254,-7.3721
2000,12,1,1,487,-2.9095
2000,12,1,2,335,-1.3752
2000,12,1,3,365,0.4857
2000,12,1,4,495,-1.2435
2000,12,1,5,649,-3.3856
2000,12,2,1,249,6.2033
2000,12,2,2,154,10.0663
2000,12,2,3,173,10.2469
2000,12,2,4,189,5.3614
2000,12,2,5,258,6.4315
2000,12,3,1,290,2.6108
2000,12,3,2,195,0.5580
2000,12,3,3,172,1.7308
2000,12,3,4,193,-5.6186
2000,12,3,5,254,0.1896
2001,1,1,1,475,20.2659
2001,1,1,2,326,18.8240
2001,1,1,3,360,16.8655
2001,1,1,4,489,14.7221
