year,month,rank_ME,rank_ROA_6,nstocks,ret_vw
1973,4,3,4,48,-6.0931
1973,4,3,5,53,-5.9124
1973,5,1,1,210,-10.7391
1973,5,1,2,121,-11.4006
1973,5,1,3,112,-8.4867
1973,5,1,4,86,-9.2704
1973,5,1,5,65,-11.6514
1973,5,2,1,77,-10.0045
1973,5,2,2,72,-9.0941
1973,5,2,3,77,-7.3111
1973,5,2,4,63,-8.8323
1973,5,2,5,70,-11.4413
1973,5,3,1,47,-9.5635
1973,5,3,2,90,-3.2681
1973,5,3,3,97,-6.4367
1973,5,3,4,127,-2.8299
1973,5,3,5,147,-3.7974
1973,6,1,1,284,-2.6813
1973,6,1,2,153,-3.6040
1973,6,1,3,136,-4.9585
1973,6,1,4,98,-4.8255
1973,6,1,5,90,-2.8044
1973,6,2,1,89,-3.7858
1973,6,2,2,80,-2.3277
1973,6,2,3,81,-7.1495
1973,6,2,4,72,-7.2493
1973,6,2,5,83,-5.0235
1973,6,3,1,57,0.3759
1973,6,3,2,107,-4.4245
1973,6,3,3,114,-4.2083
1973,6,3,4,147,-5.2854
1973,6,3,5,164,1.5198
1973,7,1,1,301,14.0018
1973,7,1,2,145,14.5155
1973,7,1,3,142,14.0489
1973,7,1,4,101,15.9207
1973,7,1,5,99,16.6521
1973,7,2,1,94,13.6940
1973,7,2,2,82,11.4545
1973,7,2,3,79,12.4387
1973,7,2,4,71,12.9166
1973,7,2,5,89,18.1484
1973,7,3,1,61,10.2350
1973,7,3,2,107,11.8933
1973,7,3,3,114,9.2748
1973,7,3,4,150,10.1134
1973,7,3,5,167,6.5892
1973,8,1,1,301,-5.7289
1973,8,1,2,148,-7.1559
1973,8,1,3,145,-7.2347
1973,8,1,4,101,-5.6150
1973,8,1,5,106,-5.9759
1973,8,2,1,95,-5.1938
1973,8,2,2,88,-4.5371
1973,8,2,3,82,-2.3781
1973,8,2,4,70,-2.5531
1973,8,2,5,92,-2.8590
1973,8,3,1,62,-0.7808
1973,8,3,2,107,-2.0823
1973,8,3,3,122,-3.0480
1973,8,3,4,152,-2.5846
1973,8,3,5,168,-4.8118
1973,9,1,1,309,8.8389
1973,9,1,2,154,10.4790
1973,9,1,3,146,9.4003
1973,9,1,4,102,9.7949
1973,9,1,5,105,9.0646
1973,9,2,1,97,11.5452
1973,9,2,2,87,12.6643
1973,9,2,3,79,12.1457
1973,9,2,4,77,12.1555
1973,9,2,5,94,9.9877
1973,9,3,1,63,11.3057
1973,9,3,2,107,9.1146
1973,9,3,3,122,8.8560
1973,9,3,4,148,8.0434
1973,9,3,5,171,0.7287
1973,10,1,1,289,0.8018
1973,10,1,2,148,0.6427
1973,10,1,3,141,-0.4832
1973,10,1,4,101,-0.4569
1973,10,1,5,113,-0.8788
1973,10,2,1,98,0.1744
1973,10,2,2,85,-1.7835
1973,10,2,3,76,-0.4146
1973,10,2,4,75,0.2212
1973,10,2,5,91,0.0813
1973,10,3,1,62,1.0289
1973,10,3,2,106,0.0866
1973,10,3,3,116,3.1739
1973,10,3,4,141,-0.3881
1973,10,3,5,162,0.5362
1973,11,1,1,286,-19.3181
1973,11,1,2,155,-20.6882
1973,11,1,3,153,-20.3732
1973,11,1,4,110,-21.3715
1973,11,1,5,119,-22.6906
1973,11,2,1,98,-18.5976
1973,11,2,2,90,-20.5113
1973,11,2,3,78,-22.1032
1973,11,2,4,79,-19.1751
1973,11,2,5,93,-21.5745
1973,11,3,1,55,-16.7812
1973,11,3,2,104,-14.3638
1973,11,3,3,115,-11.1550
1973,11,3,4,156,-14.6949
1973,11,3,5,172,-10.7972
1973,12,1,1,299,-7.3310
1973,12,1,2,161,-4.6281
1973,12,1,3,163,-4.5378
1973,12,1,4,113,-5.0308
1973,12,1,5,117,-3.4086
1973,12,2,1,98,-3.9933
1973,12,2,2,91,-1.4237
1973,12,2,3,80,-0.8241
1973,12,2,4,82,-3.9910
1973,12,2,5,95,1.3099
1973,12,3,1,53,-1.6411
1973,12,3,2,98,1.6983
1973,12,3,3,114,2.7689
1973,12,3,4,157,3.3684
1973,12,3,5,170,-1.6004
1974,1,1,1,294,23.3675
1974,1,1,2,163,15.1893
1974,1,1,3,158,16.2888
1974,1,1,4,110,14.9003
1974,1,1,5,114,11.4867
1974,1,2,1,92,14.5267
1974,1,2,2,84,12.6322
1974,1,2,3,75,10.9186
1974,1,2,4,77,8.2863
1974,1,2,5,88,8.1594
1974,1,3,1,46,15.5218
1974,1,3,2,97,0.1697
1974,1,3,3,109,0.8445
1974,1,3,4,156,-0.1041
1974,1,3,5,166,-1.2418
1974,2,1,1,296,-2.3409
1974,2,1,2,163,0.0796
1974,2,1,3,158,0.0431
1974,2,1,4,123,-2.0917
1974,2,1,5,122,-0.4484
1974,2,2,1,98,-1.1002
1974,2,2,2,84,2.4087
1974,2,2,3,78,0.4879
1974,2,2,4,80,-0.3665
1974,2,2,5,93,-1.1938
1974,2,3,1,66,2.5008
1974,2,3,2,117,2.5804
1974,2,3,3,125,1.6677
1974,2,3,4,161,1.9015
1974,2,3,5,170,-1.4655
1974,3,1,1,301,0.1606
1974,3,1,2,165,1.5008
1974,3,1,3,165,0.3352
1974,3,1,4,142,3.4039
1974,3,1,5,125,-0.4182
1974,3,2,1,102,-4.1193
1974,3,2,2,87,-2.2687
1974,3,2,3,80,-1.5960
1974,3,2,4,87,-0.6903
1974,3,2,5,92,2.0077
1974,3,3,1,69,-3.9620
1974,3,3,2,131,-2.9323
1974,3,3,3,143,-3.3894
1974,3,3,4,174,-2.0685
1974,3,3,5,178,-1.1784
1974,4,1,1,175,-7.2431
1974,4,1,2,90,-6.2459
1974,4,1,3,98,-5.9080
1974,4,1,4,100,-5.8697
1974,4,1,5,76,-5.4450
1974,4,2,1,63,-8.0028
1974,4,2,2,46,-6.1558
1974,4,2,3,36,-5.8441
1974,4,2,4,54,-4.5266
1974,4,2,5,54,-3.5644
1974,4,3,1,39,-5.8029
1974,4,3,2,65,-7.4955
1974,4,3,3,75,-6.9767
1974,4,3,4,73,-3.8557
1974,4,3,5,68,-0.2146
1974,5,1,1,255,-10.5311
1974,5,1,2,129,-7.8548
1974,5,1,3,147,-6.9523
1974,5,1,4,153,-6.4124
1974,5,1,5,109,-7.1163
1974,5,2,1,113,-9.7533
1974,5,2,2,83,-8.7292
1974,5,2,3,82,-6.9159
1974,5,2,4,86,-4.7651
1974,5,2,5,99,-6.5817
1974,5,3,1,76,-7.9506
1974,5,3,2,135,-6.0286
1974,5,3,3,154,-3.9498
1974,5,3,4,163,-3.4857
1974,5,3,5,193,-1.3163
1974,6,1,1,326,-3.8979
1974,6,1,2,175,-2.5267
1974,6,1,3,164,-3.1913
1974,6,1,4,172,-0.9152
1974,6,1,5,124,-3.5738
1974,6,2,1,132,-4.5667
1974,6,2,2,96,-1.8929
1974,6,2,3,92,-0.9989
1974,6,2,4,102,-1.6912
1974,6,2,5,121,-1.0181
1974,6,3,1,85,-8.7693
1974,6,3,2,154,-3.9358
1974,6,3,3,179,-3.3117
1974,6,3,4,182,-2.1817
1974,6,3,5,215,-1.5962
1974,7,1,1,344,-5.8950
1974,7,1,2,164,-4.4424
1974,7,1,3,157,-3.2296
1974,7,1,4,171,-3.6709
1974,7,1,5,127,-3.3125
1974,7,2,1,136,-4.3091
1974,7,2,2,94,-2.6401
1974,7,2,3,90,-2.0028
1974,7,2,4,99,-3.5675
1974,7,2,5,123,-5.7648
1974,7,3,1,88,-8.7761
1974,7,3,2,152,-5.3222
1974,7,3,3,176,-4.2575
1974,7,3,4,188,-7.8014
1974,7,3,5,221,-7.2512
1974,8,1,1,343,-9.1682
1974,8,1,2,177,-6.5471
1974,8,1,3,162,-6.8694
1974,8,1,4,180,-5.3381
1974,8,1,5,134,-7.0877
1974,8,2,1,141,-6.8718
1974,8,2,2,107,-7.0886
1974,8,2,3,103,-7.9626
1974,8,2,4,104,-6.3698
1974,8,2,5,133,-8.4106
1974,8,3,1,93,-6.5837
1974,8,3,2,162,-8.1119
1974,8,3,3,197,-10.0891
1974,8,3,4,202,-9.9899
1974,8,3,5,224,-9.5745
1974,9,1,1,359,-7.7870
1974,9,1,2,187,-8.3590
1974,9,1,3,164,-7.1015
1974,9,1,4,179,-7.5047
1974,9,1,5,133,-7.5287
1974,9,2,1,142,-8.5245
1974,9,2,2,108,-7.4485
1974,9,2,3,110,-6.7056
1974,9,2,4,106,-8.7409
1974,9,2,5,137,-11.6070
1974,9,3,1,93,-9.7060
1974,9,3,2,168,-6.2097
1974,9,3,3,200,-8.5287
1974,9,3,4,208,-12.1972
1974,9,3,5,228,-13.9485
1974,10,1,1,337,7.6293
1974,10,1,2,179,5.4824
1974,10,1,3,163,8.0687
1974,10,1,4,147,8.6357
1974,10,1,5,122,10.2475
1974,10,2,1,134,7.3882
1974,10,2,2,107,8.9707
1974,10,2,3,107,7.3313
1974,10,2,4,100,12.2366
1974,10,2,5,126,13.5724
1974,10,3,1,90,4.5493
1974,10,3,2,156,7.6823
1974,10,3,3,187,15.2900
1974,10,3,4,184,22.6454
1974,10,3,5,211,20.4677
1974,11,1,1,336,-9.3542
1974,11,1,2,174,-5.3616
1974,11,1,3,167,-4.7098
1974,11,1,4,162,-3.6678
1974,11,1,5,140,-4.0729
1974,11,2,1,128,-5.8585
1974,11,2,2,107,-2.3954
1974,11,2,3,112,-3.7972
1974,11,2,4,111,-2.6698
1974,11,2,5,133,-6.7106
1974,11,3,1,92,-3.7176
1974,11,3,2,151,-3.0565
1974,11,3,3,197,-3.1510
1974,11,3,4,201,-3.4477
1974,11,3,5,234,-4.4106
1974,12,1,1,358,-10.9257
1974,12,1,2,174,-9.4483
1974,12,1,3,168,-9.4125
1974,12,1,4,163,-7.4464
1974,12,1,5,138,-7.3335
1974,12,2,1,129,-6.5796
1974,12,2,2,105,-3.4650
1974,12,2,3,110,-3.9118
1974,12,2,4,109,-6.5810
1974,12,2,5,142,-8.0435
1974,12,3,1,94,-4.5150
1974,12,3,2,149,-2.0085
1974,12,3,3,190,-1.5989
1974,12,3,4,202,-3.1475
1974,12,3,5,234,-3.4147
1975,1,1,1,343,40.2369
1975,1,1,2,153,34.9147
1975,1,1,3,150,36.3693
1975,1,1,4,155,25.9620
1975,1,1,5,132,27.4997
1975,1,2,1,118,31.7317
1975,1,2,2,98,30.2879
1975,1,2,3,99,25.6674
1975,1,2,4,101,25.0922
1975,1,2,5,132,25.4667
1975,1,3,1,93,26.1339
1975,1,3,2,125,25.2355
1975,1,3,3,159,18.6869
1975,1,3,4,186,14.4577
1975,1,3,5,227,11.7443
1975,2,1,1,346,1.2341
1975,2,1,2,150,3.3915
1975,2,1,3,148,3.9089
1975,2,1,4,159,5.5319
1975,2,1,5,133,2.9319
1975,2,2,1,115,1.8017
1975,2,2,2,97,3.1802
1975,2,2,3,98,5.2399
1975,2,2,4,107,3.4948
1975,2,2,5,130,8.9099
1975,2,3,1,96,0.5193
1975,2,3,2,128,1.2841
1975,2,3,3,158,3.3519
1975,2,3,4,191,5.4960
1975,2,3,5,228,7.5236
1975,3,1,1,353,15.2208
1975,3,1,2,155,7.9934
1975,3,1,3,155,14.7622
1975,3,1,4,158,8.4592
1975,3,1,5,137,14.7457
1975,3,2,1,118,4.3014
1975,3,2,2,97,5.3155
1975,3,2,3,100,3.4256
1975,3,2,4,109,7.9920
1975,3,2,5,128,7.4053
1975,3,3,1,100,2.4316
1975,3,3,2,130,0.2456
1975,3,3,3,162,1.9522
1975,3,3,4,198,3.6274
1975,3,3,5,231,2.6729
1975,4,1,1,225,1.4018
1975,4,1,2,87,7.2231
1975,4,1,3,92,9.0357
1975,4,1,4,94,3.3474
1975,4,1,5,87,5.5922
1975,4,2,1,63,3.8833
1975,4,2,2,57,1.1921
1975,4,2,3,48,2.2175
1975,4,2,4,59,3.3186
1975,4,2,5,67,5.7211
1975,4,3,1,69,4.0675
1975,4,3,2,74,-0.9203
1975,4,3,3,83,0.3686
1975,4,3,4,92,2.8425
1975,4,3,5,87,4.5848
1975,5,1,1,304,7.0775
1975,5,1,2,145,9.7428
1975,5,1,3,129,9.9454
1975,5,1,4,121,5.9788
1975,5,1,5,117,9.1298
1975,5,2,1,116,7.1716
1975,5,2,2,104,7.9520
1975,5,2,3,94,7.0275
1975,5,2,4,87,8.7879
1975,5,2,5,118,7.1577
1975,5,3,1,108,4.4377
1975,5,3,2,135,6.4759
1975,5,3,3,152,6.8777
1975,5,3,4,185,7.1989
1975,5,3,5,197,4.4502
1975,6,1,1,367,10.6983
1975,6,1,2,203,10.0472
1975,6,1,3,153,9.5444
1975,6,1,4,141,10.9720
1975,6,1,5,132,8.5525
1975,6,2,1,128,7.1478
1975,6,2,2,124,7.9419
1975,6,2,3,110,8.4509
1975,6,2,4,103,5.4545
1975,6,2,5,129,5.6034
1975,6,3,1,116,7.7540
1975,6,3,2,152,9.7945
1975,6,3,3,171,8.6102
1975,6,3,4,202,6.3560
1975,6,3,5,224,3.0020
1975,7,1,1,395,-1.2576
1975,7,1,2,205,-3.4373
1975,7,1,3,160,-3.6232
1975,7,1,4,145,-0.7166
1975,7,1,5,135,-1.1520
1975,7,2,1,135,-3.3809
1975,7,2,2,128,-3.8499
1975,7,2,3,114,-4.6442
1975,7,2,4,103,-2.8665
1975,7,2,5,126,-4.0264
1975,7,3,1,115,-4.2107
1975,7,3,2,151,-5.2753
1975,7,3,3,170,-5.7458
1975,7,3,4,205,-7.0675
1975,7,3,5,226,-7.1992
1975,8,1,1,416,-7.9736
1975,8,1,2,237,-4.8547
1975,8,1,3,184,-4.3454
1975,8,1,4,162,-5.5881
1975,8,1,5,158,-7.3697
1975,8,2,1,152,-5.6042
1975,8,2,2,146,-3.7543
1975,8,2,3,137,-3.6063
1975,8,2,4,128,-4.4515
1975,8,2,5,134,-4.6664
1975,8,3,1,114,-2.8234
1975,8,3,2,176,-1.3163
1975,8,3,3,216,-1.6108
1975,8,3,4,242,-1.0784
1975,8,3,5,248,-3.2259
1975,9,1,1,422,-4.7796
1975,9,1,2,252,-4.1980
1975,9,1,3,192,-2.9834
1975,9,1,4,180,-1.9548
1975,9,1,5,175,-3.4554
1975,9,2,1,159,-4.5344
1975,9,2,2,145,-2.9463
1975,9,2,3,140,-4.2592
1975,9,2,4,134,-3.7840
1975,9,2,5,143,-1.8828
1975,9,3,1,112,-5.7332
1975,9,3,2,183,-3.8697
1975,9,3,3,235,-2.6791
1975,9,3,4,246,-2.7330
1975,9,3,5,257,-3.2100
1975,10,1,1,410,1.1379
1975,10,1,2,245,1.9806
1975,10,1,3,187,2.8950
1975,10,1,4,168,1.0455
1975,10,1,5,176,3.2655
1975,10,2,1,152,1.2825
1975,10,2,2,150,2.8326
1975,10,2,3,133,3.9358
1975,10,2,4,132,2.8337
1975,10,2,5,140,2.9098
1975,10,3,1,105,8.9566
1975,10,3,2,171,6.9044
1975,10,3,3,226,5.0737
1975,10,3,4,242,5.0399
1975,10,3,5,247,7.2858
1975,11,1,1,433,2.0126
1975,11,1,2,280,2.6997
1975,11,1,3,214,3.5319
1975,11,1,4,203,2.8064
1975,11,1,5,187,3.2341
1975,11,2,1,172,3.1617
1975,11,2,2,161,3.4415
1975,11,2,3,152,3.5578
1975,11,2,4,159,1.7383
1975,11,2,5,151,4.0792
1975,11,3,1,116,4.8566
1975,11,3,2,204,4.9783
1975,11,3,3,263,1.9820
1975,11,3,4,274,0.8546
1975,11,3,5,279,3.9118
1975,12,1,1,466,-1.0701
1975,12,1,2,298,-2.1674
1975,12,1,3,220,-1.3166
1975,12,1,4,217,-1.4509
1975,12,1,5,201,-0.9646
1975,12,2,1,178,0.8910
1975,12,2,2,162,-0.7865
1975,12,2,3,162,-1.1292
1975,12,2,4,167,-0.5254
1975,12,2,5,161,-1.7389
1975,12,3,1,117,0.9463
1975,12,3,2,209,-1.1310
1975,12,3,3,269,-0.2881
1975,12,3,4,281,0.1156
1975,12,3,5,283,-2.6108
1976,1,1,1,413,26.9066
1976,1,1,2,256,24.0254
1976,1,1,3,188,23.9729
1976,1,1,4,195,22.5602
1976,1,1,5,174,25.0917
1976,1,2,1,169,19.1528
1976,1,2,2,140,20.2361
1976,1,2,3,133,18.8056
1976,1,2,4,152,19.8896
1976,1,2,5,154,19.0955
1976,1,3,1,111,15.7927
1976,1,3,2,186,11.1514
1976,1,3,3,240,13.2238
1976,1,3,4,244,11.8941
1976,1,3,5,263,11.3565
1976,2,1,1,404,14.8984
1976,2,1,2,245,12.5210
1976,2,1,3,190,9.8164
1976,2,1,4,196,13.4182
1976,2,1,5,179,12.8345
1976,2,2,1,167,7.0252
1976,2,2,2,145,8.1805
1976,2,2,3,135,7.2055
1976,2,2,4,155,6.5636
1976,2,2,5,154,6.9184
1976,2,3,1,121,5.1016
1976,2,3,2,198,1.7867
1976,2,3,3,262,-0.7031
1976,2,3,4,251,-0.1307
1976,2,3,5,268,-1.4466
1976,3,1,1,438,0.7279
1976,3,1,2,266,0.8276
1976,3,1,3,223,0.0637
1976,3,1,4,224,0.3292
1976,3,1,5,198,1.0597
1976,3,2,1,184,3.4046
1976,3,2,2,153,2.1154
1976,3,2,3,155,0.5540
1976,3,2,4,173,0.3295
1976,3,2,5,152,0.8096
1976,3,3,1,130,2.5720
1976,3,3,2,208,1.6778
1976,3,3,3,282,3.3605
1976,3,3,4,267,3.4125
1976,3,3,5,277,3.0956
1976,4,1,1,347,-3.3055
1976,4,1,2,215,-1.8138
1976,4,1,3,196,-0.9078
1976,4,1,4,203,-2.2689
1976,4,1,5,160,-2.1176
1976,4,2,1,157,-0.5977
1976,4,2,2,123,-1.8579
1976,4,2,3,129,-0.5344
1976,4,2,4,137,-0.6198
1976,4,2,5,120,-1.6607
1976,4,3,1,110,1.1304
1976,4,3,2,169,0.0490
1976,4,3,3,214,0.8797
1976,4,3,4,214,-0.3967
1976,4,3,5,231,-2.4646
1976,5,1,1,398,-3.5041
1976,5,1,2,266,-2.2361
1976,5,1,3,226,-1.9493
1976,5,1,4,240,-3.4715
1976,5,1,5,193,-4.1483
1976,5,2,1,174,-1.5813
1976,5,2,2,145,-2.5814
1976,5,2,3,169,-2.7228
1976,5,2,4,147,-0.9966
1976,5,2,5,160,-0.8345
1976,5,3,1,131,-0.5681
1976,5,3,2,206,-3.0406
1976,5,3,3,264,-0.8051
1976,5,3,4,263,0.4223
1976,5,3,5,278,-0.7564
1976,6,1,1,451,4.6962
1976,6,1,2,304,2.4762
1976,6,1,3,241,2.6088
1976,6,1,4,256,5.1674
1976,6,1,5,200,3.6382
1976,6,2,1,190,5.5527
1976,6,2,2,163,4.9738
1976,6,2,3,172,5.3732
1976,6,2,4,157,3.9325
1976,6,2,5,184,3.2182
1976,6,3,1,140,5.1698
1976,6,3,2,221,4.2225
1976,6,3,3,275,4.8160
1976,6,3,4,273,3.3438
1976,6,3,5,288,4.5390
1976,7,1,1,459,0.7823
1976,7,1,2,302,-1.3370
1976,7,1,3,242,-0.6636
1976,7,1,4,258,0.8640
1976,7,1,5,211,0.2454
1976,7,2,1,185,0.3541
1976,7,2,2,159,-0.1451
1976,7,2,3,170,0.3690
1976,7,2,4,154,-0.0105
1976,7,2,5,178,-0.5736
1976,7,3,1,129,-0.3039
1976,7,3,2,206,0.4326
1976,7,3,3,251,-1.4631
1976,7,3,4,256,-0.5749
1976,7,3,5,281,-1.5183
1976,8,1,1,382,-3.8896
1976,8,1,2,264,-1.6918
1976,8,1,3,241,-1.1510
1976,8,1,4,224,-1.9184
1976,8,1,5,196,-2.9597
1976,8,2,1,183,-2.3027
1976,8,2,2,189,-1.2589
1976,8,2,3,177,-1.5063
1976,8,2,4,160,-1.3742
1976,8,2,5,176,-2.0873
1976,8,3,1,145,-1.1544
1976,8,3,2,228,3.0738
1976,8,3,3,282,-0.3454
1976,8,3,4,275,-0.8154
1976,8,3,5,284,-0.2492
1976,9,1,1,410,0.3212
