year,month,rank_ME,nstocks,ret_vw
1969,5,2,216,1.2995
1969,5,3,151,0.9657
1969,5,4,135,-0.4262
1969,5,5,142,0.6716
1969,5,6,117,0.0440
1969,5,7,117,-0.1693
1969,5,8,118,0.1031
1969,5,9,114,-0.6997
1969,5,10,114,0.7485
1969,6,1,634,-13.7058
1969,6,2,216,-13.2740
1969,6,3,150,-11.6113
1969,6,4,136,-11.6731
1969,6,5,142,-10.7293
1969,6,6,118,-10.3083
1969,6,7,115,-9.0147
1969,6,8,115,-7.4958
1969,6,9,113,-6.4949
1969,6,10,114,-4.7790
1969,7,1,744,-12.0216
1969,7,2,208,-11.4324
1969,7,3,173,-9.8755
1969,7,4,149,-8.8831
1969,7,5,141,-8.2909
1969,7,6,130,-8.0996
1969,7,7,126,-7.4233
1969,7,8,120,-6.9369
1969,7,9,117,-6.3008
1969,7,10,115,-5.4685
1969,8,1,739,3.9835
1969,8,2,208,5.3470
1969,8,3,171,5.6956
1969,8,4,149,5.0841
1969,8,5,141,6.7023
1969,8,6,129,7.0713
1969,8,7,126,4.8528
1969,8,8,120,6.0638
1969,8,9,117,3.3798
1969,8,10,115,4.8927
1969,9,1,739,-3.0764
1969,9,2,208,-2.9267
1969,9,3,169,-0.9853
1969,9,4,147,0.2237
1969,9,5,138,-0.9501
1969,9,6,129,-1.9394
1969,9,7,126,-2.1548
1969,9,8,120,-1.6880
1969,9,9,117,-1.1355
1969,9,10,115,-3.0643
1969,10,1,736,11.1921
1969,10,2,207,9.8494
1969,10,3,168,9.1218
1969,10,4,147,8.9550
1969,10,5,137,7.5698
1969,10,6,127,7.7584
1969,10,7,126,7.3061
1969,10,8,119,7.1067
1969,10,9,117,6.8493
1969,10,10,115,3.9881
1969,11,1,733,-7.0754
1969,11,2,207,-6.7391
1969,11,3,169,-4.4629
1969,11,4,146,-3.7019
1969,11,5,137,-4.7484
1969,11,6,128,-4.2640
1969,11,7,126,-3.7455
1969,11,8,119,-3.1351
1969,11,9,117,-3.0764
1969,11,10,115,-2.6021
1969,12,1,731,-8.4764
1969,12,2,206,-6.1423
1969,12,3,166,-7.2890
1969,12,4,146,-4.4851
1969,12,5,137,-3.5103
1969,12,6,128,-3.9422
1969,12,7,126,-1.9192
1969,12,8,119,-1.8853
1969,12,9,117,-2.6087
1969,12,10,115,-1.0326
1970,1,1,729,-2.1155
1970,1,2,204,-5.9362
1970,1,3,165,-5.1487
1970,1,4,145,-5.1450
1970,1,5,135,-6.4709
1970,1,6,128,-6.6778
1970,1,7,126,-7.1954
1970,1,8,119,-7.7327
1970,1,9,117,-5.9673
1970,1,10,115,-8.1083
1970,2,1,726,2.6201
1970,2,2,204,3.2425
1970,2,3,163,3.3207
1970,2,4,145,4.0357
1970,2,5,134,4.2086
1970,2,6,128,5.0427
1970,2,7,126,4.0366
1970,2,8,119,5.7715
1970,2,9,116,7.2536
1970,2,10,115,5.4804
1970,3,1,725,-4.2969
1970,3,2,203,-3.8114
1970,3,3,165,-1.6284
1970,3,4,145,-2.7475
1970,3,5,134,-2.0079
1970,3,6,128,-1.0718
1970,3,7,126,-0.1260
1970,3,8,118,-0.7090
1970,3,9,117,-0.4442
1970,3,10,115,0.1405
1970,4,1,723,-19.0478
1970,4,2,203,-17.0715
1970,4,3,164,-17.2896
1970,4,4,147,-16.9383
1970,4,5,134,-14.7231
1970,4,6,128,-14.8635
1970,4,7,124,-13.1848
1970,4,8,118,-11.6614
1970,4,9,117,-10.7890
1970,4,10,115,-8.3575
1970,5,1,719,-9.8051
1970,5,2,201,-9.0081
1970,5,3,164,-9.3665
1970,5,4,147,-10.9764
1970,5,5,134,-9.8755
1970,5,6,127,-9.6002
1970,5,7,123,-8.8786
1970,5,8,118,-8.4593
1970,5,9,117,-6.9605
1970,5,10,115,-4.7000
1970,6,1,717,-8.2027
1970,6,2,200,-9.1628
1970,6,3,162,-7.9194
1970,6,4,146,-7.9988
1970,6,5,133,-4.9657
1970,6,6,128,-6.4717
1970,6,7,123,-5.2960
1970,6,8,118,-3.7613
1970,6,9,117,-4.9991
1970,6,10,115,-5.0787
1970,7,1,805,3.7646
1970,7,2,222,5.9255
1970,7,3,175,7.0375
1970,7,4,145,7.3939
1970,7,5,140,8.2049
1970,7,6,130,6.8824
1970,7,7,125,8.8633
1970,7,8,122,8.4964
1970,7,9,119,6.9507
1970,7,10,119,7.3163
1970,8,1,800,6.0477
1970,8,2,221,5.9972
1970,8,3,175,7.9766
1970,8,4,144,7.0674
1970,8,5,139,5.6695
1970,8,6,129,7.3231
1970,8,7,125,5.0207
1970,8,8,122,5.9904
1970,8,9,119,5.9366
1970,8,10,119,4.5074
1970,9,1,797,16.8716
1970,9,2,220,13.9777
1970,9,3,174,14.9164
1970,9,4,145,12.2137
1970,9,5,138,9.2278
1970,9,6,129,9.4631
1970,9,7,124,6.8839
1970,9,8,122,6.7634
1970,9,9,119,4.0982
1970,9,10,119,2.9167
1970,10,1,796,-8.7809
1970,10,2,220,-6.3954
1970,10,3,174,-6.4450
1970,10,4,145,-3.7792
1970,10,5,137,-4.4007
1970,10,6,129,-4.3901
1970,10,7,124,-4.2462
1970,10,8,122,-3.2223
1970,10,9,119,-1.8833
1970,10,10,119,-0.2570
1970,11,1,793,-2.8200
1970,11,2,220,-0.8016
1970,11,3,174,1.4952
1970,11,4,145,3.0605
1970,11,5,136,3.4783
1970,11,6,129,3.2176
1970,11,7,124,4.7676
1970,11,8,122,5.4626
1970,11,9,119,6.1933
1970,11,10,119,5.4403
1970,12,1,788,9.1765
1970,12,2,220,9.4263
1970,12,3,174,7.7852
1970,12,4,145,8.9668
1970,12,5,136,7.6164
1970,12,6,129,8.4271
1970,12,7,123,8.6378
1970,12,8,122,7.8335
1970,12,9,119,6.2220
1970,12,10,119,5.0972
1971,1,1,783,17.4172
1971,1,2,220,12.0293
1971,1,3,172,12.6038
1971,1,4,144,10.0601
1971,1,5,134,9.8449
1971,1,6,129,8.0842
1971,1,7,123,6.4791
1971,1,8,121,7.9778
1971,1,9,119,5.1021
1971,1,10,119,3.5241
1971,2,1,779,7.0540
1971,2,2,220,5.2449
1971,2,3,171,2.2887
1971,2,4,143,3.6517
1971,2,5,134,2.1113
1971,2,6,129,2.3629
1971,2,7,123,2.1237
1971,2,8,121,2.6007
1971,2,9,118,1.2498
1971,2,10,119,1.2517
1971,3,1,776,5.8873
1971,3,2,220,5.8709
1971,3,3,170,5.2916
1971,3,4,143,5.7175
1971,3,5,134,7.5969
1971,3,6,127,6.1618
1971,3,7,123,4.3878
1971,3,8,121,5.1178
1971,3,9,118,3.2562
1971,3,10,119,3.8259
1971,4,1,772,1.2502
1971,4,2,220,3.0307
1971,4,3,166,3.1238
1971,4,4,143,3.3923
1971,4,5,134,4.5114
1971,4,6,127,4.8943
1971,4,7,123,3.7752
1971,4,8,121,3.7900
1971,4,9,118,3.3123
1971,4,10,119,3.5652
1971,5,1,767,-6.7707
1971,5,2,220,-5.2279
1971,5,3,166,-4.8294
1971,5,4,143,-3.5190
1971,5,5,133,-4.0628
1971,5,6,127,-3.6948
1971,5,7,122,-1.9813
1971,5,8,121,-3.9760
1971,5,9,118,-2.4957
1971,5,10,119,-3.7617
1971,6,1,762,-2.9882
1971,6,2,218,-1.2622
1971,6,3,165,-1.8699
1971,6,4,143,1.1035
1971,6,5,132,-1.0926
1971,6,6,126,-0.8651
1971,6,7,123,0.3449
1971,6,8,121,0.2345
1971,6,9,118,0.9136
1971,6,10,119,0.4791
1971,7,1,800,-7.0517
1971,7,2,232,-6.4311
1971,7,3,185,-5.7677
1971,7,4,157,-5.3269
1971,7,5,132,-3.5535
1971,7,6,132,-5.6016
1971,7,7,131,-4.5661
1971,7,8,123,-4.6688
1971,7,9,121,-4.0160
1971,7,10,120,-3.9167
1971,8,1,799,3.0357
1971,8,2,232,5.3617
1971,8,3,185,4.4999
1971,8,4,157,5.3203
1971,8,5,132,3.7444
1971,8,6,131,6.0169
1971,8,7,130,5.8997
1971,8,8,123,4.3566
1971,8,9,121,4.0037
1971,8,10,120,3.8345
1971,9,1,799,-0.3508
1971,9,2,231,-0.1833
1971,9,3,183,-1.0584
1971,9,4,157,-0.7298
1971,9,5,132,-0.3912
1971,9,6,131,0.1574
1971,9,7,130,-0.9236
1971,9,8,123,-0.4253
1971,9,9,121,-0.8738
1971,9,10,120,-0.4153
1971,10,1,798,-7.2456
1971,10,2,231,-6.5730
1971,10,3,182,-5.9658
1971,10,4,157,-4.4313
1971,10,5,132,-5.5564
1971,10,6,131,-6.2164
1971,10,7,130,-4.3220
1971,10,8,123,-3.7896
1971,10,9,121,-5.9539
1971,10,10,120,-3.3724
1971,11,1,798,-5.3800
1971,11,2,231,-3.3167
1971,11,3,182,-3.8629
1971,11,4,157,-1.2225
1971,11,5,132,-1.7589
1971,11,6,131,-1.7934
1971,11,7,130,-1.5543
1971,11,8,123,-1.6339
1971,11,9,121,-1.2924
1971,11,10,120,0.9040
1971,12,1,796,13.1450
1971,12,2,230,12.8360
1971,12,3,181,14.6862
1971,12,4,157,12.5142
1971,12,5,132,10.4059
1971,12,6,131,11.6252
1971,12,7,130,11.8208
1971,12,8,123,10.2511
1971,12,9,121,9.8463
1971,12,10,120,8.2368
1972,1,1,795,15.0441
1972,1,2,230,11.4633
1972,1,3,179,7.6577
1972,1,4,156,8.0169
1972,1,5,132,5.7193
1972,1,6,131,4.7815
1972,1,7,130,4.6043
1972,1,8,123,2.4310
1972,1,9,121,2.7435
1972,1,10,120,1.7256
1972,2,1,790,4.8849
1972,2,2,230,3.6688
1972,2,3,179,4.0459
1972,2,4,154,4.2992
1972,2,5,132,2.3676
1972,2,6,131,4.6741
1972,2,7,130,3.5690
1972,2,8,123,1.9517
1972,2,9,121,3.7534
1972,2,10,120,3.1963
1972,3,1,789,-0.8989
1972,3,2,229,-0.7561
1972,3,3,179,0.4569
1972,3,4,155,0.1679
1972,3,5,132,0.2964
1972,3,6,131,1.3329
1972,3,7,130,0.6172
1972,3,8,123,0.8602
1972,3,9,121,-0.8977
1972,3,10,120,0.9205
1972,4,1,783,0.1287
1972,4,2,228,-0.1031
1972,4,3,178,1.3381
1972,4,4,154,0.6323
1972,4,5,132,0.5011
1972,4,6,131,0.2028
1972,4,7,130,0.3631
1972,4,8,123,-0.2193
1972,4,9,121,1.1664
1972,4,10,120,0.4126
1972,5,1,779,-2.6173
1972,5,2,228,-1.8797
1972,5,3,178,-2.9237
1972,5,4,154,-0.0601
1972,5,5,132,-0.9192
1972,5,6,131,-0.5557
1972,5,7,129,2.9011
1972,5,8,123,0.0223
1972,5,9,121,1.0670
1972,5,10,120,2.7582
1972,6,1,776,-4.4534
1972,6,2,228,-2.8785
1972,6,3,177,-1.6976
1972,6,4,154,-2.4823
1972,6,5,132,-3.7046
1972,6,6,131,-2.4232
1972,6,7,128,-2.6382
1972,6,8,123,-3.7516
1972,6,9,121,-3.1933
1972,6,10,120,-1.3407
1972,7,1,822,-3.6966
1972,7,2,246,-4.8822
1972,7,3,189,-4.1455
1972,7,4,151,-4.2037
1972,7,5,150,-2.1658
1972,7,6,139,-2.4158
1972,7,7,136,-2.2058
1972,7,8,132,-3.4125
1972,7,9,126,-1.6886
1972,7,10,124,0.8950
1972,8,1,817,0.0711
1972,8,2,245,-0.2448
1972,8,3,188,0.6816
1972,8,4,150,1.4564
1972,8,5,150,2.5132
1972,8,6,139,2.1083
1972,8,7,136,1.7854
1972,8,8,132,3.6301
1972,8,9,126,4.4565
1972,8,10,124,3.6236
1972,9,1,813,-4.6755
1972,9,2,244,-3.9970
1972,9,3,186,-3.6187
1972,9,4,149,-3.5288
1972,9,5,150,-1.7713
1972,9,6,139,-2.3100
1972,9,7,136,-3.0948
1972,9,8,131,-1.8358
1972,9,9,126,-2.1364
1972,9,10,124,0.1633
1972,10,1,810,-3.4542
1972,10,2,243,-1.9579
1972,10,3,186,-1.2806
1972,10,4,149,-0.5436
1972,10,5,150,-0.6314
1972,10,6,139,-0.5299
1972,10,7,136,-0.5708
1972,10,8,131,0.2881
1972,10,9,126,1.2899
1972,10,10,124,1.3389
1972,11,1,807,4.3077
1972,11,2,243,4.6212
1972,11,3,186,6.3677
1972,11,4,149,5.8397
1972,11,5,149,6.0037
1972,11,6,138,5.6738
1972,11,7,136,7.1919
1972,11,8,131,7.7952
1972,11,9,126,6.8975
1972,11,10,124,3.9828
1972,12,1,804,-2.7730
1972,12,2,242,-1.2403
1972,12,3,186,-2.1995
1972,12,4,149,-1.2044
1972,12,5,148,0.3536
1972,12,6,138,-0.6446
1972,12,7,136,-0.8299
1972,12,8,131,-1.2608
1972,12,9,126,-0.9441
1972,12,10,124,2.3851
1973,1,1,801,-3.1517
1973,1,2,242,-4.9587
1973,1,3,186,-4.6220
1973,1,4,149,-6.7244
1973,1,5,147,-6.3534
1973,1,6,138,-6.3175
1973,1,7,136,-5.8840
1973,1,8,131,-5.3111
1973,1,9,126,-6.1883
1973,1,10,124,-0.3574
1973,2,1,796,-8.3816
1973,2,2,240,-8.8373
1973,2,3,185,-8.5376
1973,2,4,149,-7.9479
1973,2,5,146,-8.4009
1973,2,6,138,-7.1986
1973,2,7,136,-6.5775
1973,2,8,131,-5.5126
1973,2,9,126,-3.8536
1973,2,10,124,-3.1581
1973,3,1,792,-2.2904
1973,3,2,240,-3.2276
1973,3,3,185,-2.2619
1973,3,4,148,-2.3652
1973,3,5,146,-3.1276
1973,3,6,138,-2.8695
1973,3,7,135,-2.7312
1973,3,8,130,-2.5709
1973,3,9,126,-1.4907
1973,3,10,124,0.2197
1973,4,1,787,-7.3845
1973,4,2,240,-7.3257
1973,4,3,185,-7.1906
1973,4,4,148,-6.9633
1973,4,5,147,-6.1077
1973,4,6,138,-5.7341
1973,4,7,135,-7.3489
1973,4,8,129,-6.0281
1973,4,9,126,-4.9240
1973,4,10,124,-3.7184
1973,5,1,784,-9.3080
1973,5,2,238,-8.6980
1973,5,3,185,-9.4301
1973,5,4,148,-8.3363
1973,5,5,147,-6.7986
1973,5,6,138,-5.8629
1973,5,7,135,-5.6641
1973,5,8,129,-4.9593
1973,5,9,126,-2.3978
1973,5,10,124,-0.6718
1973,6,1,774,-3.6339
1973,6,2,237,-3.6382
1973,6,3,184,-2.1548
1973,6,4,148,-3.6640
1973,6,5,147,-3.4287
1973,6,6,137,-2.4768
1973,6,7,135,-3.4269
1973,6,8,129,-3.5929
1973,6,9,126,-4.1139
1973,6,10,124,-0.0416
1973,7,1,2578,12.7081
1973,7,2,393,14.1059
1973,7,3,288,13.6902
1973,7,4,214,12.8431
1973,7,5,209,11.5623
1973,7,6,188,10.7267
1973,7,7,168,10.0723
1973,7,8,162,9.7934
1973,7,9,145,6.7454
1973,7,10,133,3.0478
1973,8,1,2536,-5.9341
1973,8,2,392,-5.1864
1973,8,3,285,-4.4278
1973,8,4,214,-4.6658
1973,8,5,208,-2.2191
1973,8,6,188,-3.1022
1973,8,7,168,-1.2669
1973,8,8,162,-2.6551
1973,8,9,145,-1.1678
1973,8,10,133,-3.6033
1973,9,1,2488,7.8301
1973,9,2,389,10.3118
1973,9,3,284,10.2348
1973,9,4,214,10.2264
1973,9,5,205,10.4820
1973,9,6,188,10.7985
1973,9,7,168,10.5638
1973,9,8,161,9.7192
1973,9,9,145,8.1597
1973,9,10,133,2.7557
1973,10,1,2448,0.3083
1973,10,2,386,-0.8149
1973,10,3,283,-0.5807
1973,10,4,213,-0.4608
1973,10,5,206,-0.7450
1973,10,6,187,0.4236
1973,10,7,167,0.0442
1973,10,8,160,0.1680
1973,10,9,145,-1.0274
1973,10,10,133,0.2506
1973,11,1,2433,-19.9338
1973,11,2,386,-19.3915
1973,11,3,281,-18.5019
1973,11,4,213,-18.4279
1973,11,5,206,-17.8623
1973,11,6,187,-18.0317
1973,11,7,167,-17.5414
1973,11,8,160,-15.7020
1973,11,9,145,-12.5012
1973,11,10,133,-9.9535
1973,12,1,2352,-5.0939
1973,12,2,383,-1.8373
1973,12,3,280,-1.5321
1973,12,4,212,-1.2814
1973,12,5,203,0.2548
1973,12,6,187,1.1396
1973,12,7,166,1.0500
1973,12,8,161,3.5356
1973,12,9,145,1.7761
1973,12,10,133,1.3836
1974,1,1,2276,14.5772
1974,1,2,381,10.9201
1974,1,3,278,9.2361
1974,1,4,212,8.3263
1974,1,5,201,5.7203
1974,1,6,187,6.7432
1974,1,7,165,3.6806
1974,1,8,161,2.3562
1974,1,9,145,1.6431
1974,1,10,132,-1.7850
1974,2,1,2252,0.0467
1974,2,2,380,-0.9562
1974,2,3,278,1.7444
1974,2,4,212,0.6234
1974,2,5,198,1.2051
1974,2,6,186,-0.3160
1974,2,7,165,-0.1540
1974,2,8,161,1.0293
1974,2,9,145,0.3714
1974,2,10,132,-0.1611
1974,3,1,2231,1.8134
1974,3,2,378,-0.1956
1974,3,3,278,-0.6136
1974,3,4,212,-0.3502
1974,3,5,197,-1.6520
1974,3,6,186,-1.6104
1974,3,7,165,-2.7205
1974,3,8,160,-2.8541
1974,3,9,145,-2.8669
1974,3,10,132,-2.0205
1974,4,1,2225,-5.1547
1974,4,2,378,-5.4909
1974,4,3,277,-6.5889
1974,4,4,212,-4.8774
1974,4,5,197,-5.9964
1974,4,6,185,-5.8107
1974,4,7,164,-6.2102
1974,4,8,160,-5.7748
1974,4,9,145,-5.4361
1974,4,10,132,-3.4267
1974,5,1,2205,-7.2443
1974,5,2,378,-7.1643
1974,5,3,277,-7.9019
1974,5,4,210,-7.2644
1974,5,5,197,-6.6467
1974,5,6,185,-7.9351
1974,5,7,164,-7.8512
1974,5,8,160,-5.9803
1974,5,9,145,-5.7770
1974,5,10,132,-1.3508
1974,6,1,2179,-2.9652
1974,6,2,376,-2.5808
1974,6,3,276,-2.8567
1974,6,4,209,-2.4978
1974,6,5,197,-1.8905
1974,6,6,185,-3.9073
1974,6,7,164,-3.1344
1974,6,8,160,-2.6701
1974,6,9,145,-2.2739
1974,6,10,132,-1.2517
1974,7,1,2215,-5.5014
1974,7,2,403,-5.0800
1974,7,3,300,-4.4850
1974,7,4,207,-4.8607
1974,7,5,213,-4.9006
1974,7,6,177,-2.5491
1974,7,7,162,-5.0396
1974,7,8,161,-4.4002
1974,7,9,140,-5.5392
1974,7,10,133,-8.7239
1974,8,1,2189,-7.7429
1974,8,2,403,-8.0168
1974,8,3,298,-7.9540
1974,8,4,205,-7.7380
1974,8,5,211,-8.6219
1974,8,6,177,-7.9965
1974,8,7,162,-8.8933
1974,8,8,161,-9.9164
1974,8,9,140,-10.6482
1974,8,10,133,-8.0395
1974,9,1,2153,-8.0455
1974,9,2,401,-9.5316
1974,9,3,298,-9.0580
1974,9,4,205,-8.2553
1974,9,5,209,-9.4164
1974,9,6,176,-8.2339
1974,9,7,161,-9.2380
1974,9,8,161,-8.4630
1974,9,9,140,-8.8997
1974,9,10,133,-12.7204
1974,10,1,2115,7.3308
1974,10,2,397,10.3355
1974,10,3,297,10.3581
1974,10,4,202,10.2355
1974,10,5,209,10.0410
1974,10,6,175,11.9072
1974,10,7,161,15.1066
1974,10,8,161,15.1333
1974,10,9,140,16.1193
1974,10,10,133,17.5925
1974,11,1,2085,-5.9337
1974,11,2,394,-5.0907
1974,11,3,298,-4.0696
1974,11,4,202,-4.8434
1974,11,5,208,-4.5238
1974,11,6,175,-2.9813
1974,11,7,161,-3.5034
1974,11,8,161,-2.0904
1974,11,9,140,-2.4154
1974,11,10,133,-4.7481
1974,12,1,2055,-8.5268
1974,12,2,394,-6.7440
1974,12,3,298,-6.6914
1974,12,4,202,-5.1312
1974,12,5,208,-5.4742
1974,12,6,173,-4.6874
1974,12,7,160,-5.5267
1974,12,8,160,-3.3260
1974,12,9,140,-1.6045
1974,12,10,133,-2.1254
