year,month,rank_ME,rank_ATO,nstocks,ret_vw
2014,5,3,5,156,1.4854
2014,6,1,1,163,7.4326
2014,6,1,2,164,4.1434
2014,6,1,3,180,4.3840
2014,6,1,4,242,4.1612
2014,6,1,5,279,3.5557
2014,6,2,1,82,4.1097
2014,6,2,2,106,6.0527
2014,6,2,3,119,5.5244
2014,6,2,4,123,5.4375
2014,6,2,5,119,4.4514
2014,6,3,1,126,3.7364
2014,6,3,2,150,2.3830
2014,6,3,3,122,2.0786
2014,6,3,4,128,1.5372
2014,6,3,5,155,1.1932
2014,7,1,1,142,-7.6865
2014,7,1,2,183,-4.3744
2014,7,1,3,193,-5.8396
2014,7,1,4,222,-5.3514
2014,7,1,5,300,-5.9872
2014,7,2,1,93,-9.7417
2014,7,2,2,100,-4.8496
2014,7,2,3,122,-6.2916
2014,7,2,4,137,-6.8286
2014,7,2,5,139,-5.1569
2014,7,3,1,140,-2.9985
2014,7,3,2,161,-2.2893
2014,7,3,3,147,-0.8719
2014,7,3,4,124,-2.2387
2014,7,3,5,147,-0.3749
2014,8,1,1,142,-0.5781
2014,8,1,2,183,1.8329
2014,8,1,3,191,4.4646
2014,8,1,4,221,5.5336
2014,8,1,5,298,4.4638
2014,8,2,1,91,3.9210
2014,8,2,2,100,5.3328
2014,8,2,3,120,5.5537
2014,8,2,4,135,4.0683
2014,8,2,5,139,5.4194
2014,8,3,1,140,3.8338
2014,8,3,2,160,4.0990
2014,8,3,3,147,3.9616
2014,8,3,4,124,4.4879
2014,8,3,5,147,4.4208
2014,9,1,1,141,-10.8995
2014,9,1,2,183,-7.8850
2014,9,1,3,190,-7.6148
2014,9,1,4,219,-5.5017
2014,9,1,5,295,-5.4956
2014,9,2,1,90,-10.4335
2014,9,2,2,100,-4.7913
2014,9,2,3,120,-5.5130
2014,9,2,4,135,-5.4628
2014,9,2,5,138,-4.2158
2014,9,3,1,140,-4.1044
2014,9,3,2,160,-1.6889
2014,9,3,3,147,-1.9719
2014,9,3,4,124,-1.6019
2014,9,3,5,145,-1.3825
2014,10,1,1,140,-3.8452
2014,10,1,2,179,7.3273
2014,10,1,3,190,6.3614
2014,10,1,4,218,6.6769
2014,10,1,5,295,5.3882
2014,10,2,1,89,1.3193
2014,10,2,2,100,5.6673
2014,10,2,3,120,4.7671
2014,10,2,4,135,4.9219
2014,10,2,5,138,6.5753
2014,10,3,1,140,1.1056
2014,10,3,2,160,1.7629
2014,10,3,3,147,1.6822
2014,10,3,4,123,3.2401
2014,10,3,5,145,1.4728
2014,11,1,1,139,-6.2605
2014,11,1,2,177,-1.3290
2014,11,1,3,187,0.1158
2014,11,1,4,215,-1.2429
2014,11,1,5,295,-0.2493
2014,11,2,1,89,-4.4542
2014,11,2,2,99,-0.1230
2014,11,2,3,120,0.4539
2014,11,2,4,134,2.4208
2014,11,2,5,138,2.3380
2014,11,3,1,140,-0.5238
2014,11,3,2,160,2.2995
2014,11,3,3,146,2.2208
2014,11,3,4,123,3.4858
2014,11,3,5,145,4.6542
2014,12,1,1,139,0.4169
2014,12,1,2,176,3.9344
2014,12,1,3,186,4.5424
2014,12,1,4,212,5.7214
2014,12,1,5,295,5.8264
2014,12,2,1,89,0.7178
2014,12,2,2,99,2.0297
2014,12,2,3,119,2.5712
2014,12,2,4,134,1.1753
2014,12,2,5,138,1.6635
2014,12,3,1,138,-0.3580
2014,12,3,2,159,-0.9125
2014,12,3,3,146,-0.8380
2014,12,3,4,123,1.5015
2014,12,3,5,145,-0.4598
2015,1,1,1,138,-7.1957
2015,1,1,2,175,-4.2111
2015,1,1,3,184,-5.5820
2015,1,1,4,211,-4.5387
2015,1,1,5,293,-4.6312
2015,1,2,1,89,-3.2745
2015,1,2,2,97,-3.6799
2015,1,2,3,118,-3.7220
2015,1,2,4,134,-3.8586
2015,1,2,5,138,-3.1106
2015,1,3,1,137,-1.2619
2015,1,3,2,158,-2.8728
2015,1,3,3,145,-2.6374
2015,1,3,4,123,-2.6854
2015,1,3,5,145,-3.0805
2015,2,1,1,138,6.6477
2015,2,1,2,174,6.5904
2015,2,1,3,183,6.3749
2015,2,1,4,210,3.7925
2015,2,1,5,290,5.0098
2015,2,2,1,89,4.9758
2015,2,2,2,95,7.8955
2015,2,2,3,118,7.0394
2015,2,2,4,134,8.2538
2015,2,2,5,137,5.4184
2015,2,3,1,134,2.5612
2015,2,3,2,157,5.5128
2015,2,3,3,145,5.8150
2015,2,3,4,122,4.9556
2015,2,3,5,144,7.7247
2015,3,1,1,138,-1.5116
2015,3,1,2,174,0.1982
2015,3,1,3,182,1.6548
2015,3,1,4,208,-0.3951
2015,3,1,5,287,1.4829
2015,3,2,1,89,-0.7965
2015,3,2,2,95,2.7697
2015,3,2,3,117,1.9564
2015,3,2,4,133,2.5305
2015,3,2,5,135,1.7281
2015,3,3,1,134,-1.1758
2015,3,3,2,157,-2.1436
2015,3,3,3,145,-1.2525
2015,3,3,4,121,-1.2492
2015,3,3,5,143,-1.7280
2015,4,1,1,135,-0.1727
2015,4,1,2,174,-1.5339
2015,4,1,3,182,-2.5987
2015,4,1,4,207,-0.3959
2015,4,1,5,284,-2.4203
2015,4,2,1,89,0.7273
2015,4,2,2,95,-0.4103
2015,4,2,3,115,-4.0816
2015,4,2,4,133,-3.0793
2015,4,2,5,135,-3.3917
2015,4,3,1,134,3.0024
2015,4,3,2,155,0.9579
2015,4,3,3,144,-0.0294
2015,4,3,4,121,-1.0399
2015,4,3,5,142,2.0688
2015,5,1,1,134,-2.2276
2015,5,1,2,172,0.0575
2015,5,1,3,182,0.6958
2015,5,1,4,207,3.1800
2015,5,1,5,282,-0.3101
2015,5,2,1,89,-0.3708
2015,5,2,2,95,1.6007
2015,5,2,3,115,2.7360
2015,5,2,4,133,2.7305
2015,5,2,5,135,1.7992
2015,5,3,1,134,-1.4082
2015,5,3,2,153,1.3250
2015,5,3,3,143,1.1557
2015,5,3,4,121,1.2154
2015,5,3,5,142,0.4519
2015,6,1,1,134,-3.5377
2015,6,1,2,171,1.3740
2015,6,1,3,180,1.5976
2015,6,1,4,207,3.4757
2015,6,1,5,282,1.4318
2015,6,2,1,89,-3.1441
2015,6,2,2,95,0.7723
2015,6,2,3,115,-1.3719
2015,6,2,4,133,0.3305
2015,6,2,5,134,1.4448
2015,6,3,1,134,-3.7081
2015,6,3,2,153,-1.8351
2015,6,3,3,143,-1.9362
2015,6,3,4,121,-1.9708
2015,6,3,5,140,-2.4630
2015,7,1,1,185,-13.8602
2015,7,1,2,130,-7.8062
2015,7,1,3,178,-6.4252
2015,7,1,4,229,-5.3554
2015,7,1,5,274,-3.9714
2015,7,2,1,78,-8.6337
2015,7,2,2,83,-3.6803
2015,7,2,3,130,-2.7220
2015,7,2,4,156,-1.1002
2015,7,2,5,118,-1.1374
2015,7,3,1,133,-0.9296
2015,7,3,2,166,1.5059
2015,7,3,3,149,-0.5236
2015,7,3,4,138,3.0451
2015,7,3,5,159,5.2094
2015,8,1,1,182,-2.8546
2015,8,1,2,129,-0.1222
2015,8,1,3,177,-5.9940
2015,8,1,4,228,-4.2894
2015,8,1,5,271,-4.0781
2015,8,2,1,77,-5.1416
2015,8,2,2,82,-5.1794
2015,8,2,3,130,-4.0007
2015,8,2,4,156,-5.7517
2015,8,2,5,118,-5.3340
2015,8,3,1,133,-5.0148
2015,8,3,2,165,-7.0170
2015,8,3,3,146,-5.6789
2015,8,3,4,138,-5.7371
2015,8,3,5,158,-5.5013
2015,9,1,1,181,-13.2434
2015,9,1,2,129,-10.6987
2015,9,1,3,177,-5.3114
2015,9,1,4,227,-6.0384
2015,9,1,5,269,-4.6127
2015,9,2,1,76,-5.3096
2015,9,2,2,82,-6.8809
2015,9,2,3,130,-6.6255
2015,9,2,4,154,-6.4769
2015,9,2,5,117,-4.0103
2015,9,3,1,132,-3.1709
2015,9,3,2,165,-2.5332
2015,9,3,3,143,-4.0331
2015,9,3,4,138,-2.2891
2015,9,3,5,158,-0.9194
2015,10,1,1,179,7.3450
2015,10,1,2,129,6.0355
2015,10,1,3,173,5.5011
2015,10,1,4,226,7.8850
2015,10,1,5,268,3.8155
2015,10,2,1,76,7.5908
2015,10,2,2,82,7.6748
2015,10,2,3,130,6.2696
2015,10,2,4,153,6.3315
2015,10,2,5,117,6.4064
2015,10,3,1,132,8.1675
2015,10,3,2,164,8.0929
2015,10,3,3,143,9.2551
2015,10,3,4,138,7.8213
2015,10,3,5,158,7.9610
2015,11,1,1,176,-0.6797
2015,11,1,2,127,-0.3463
2015,11,1,3,170,0.8811
2015,11,1,4,226,3.9865
2015,11,1,5,262,1.4986
2015,11,2,1,75,3.5240
2015,11,2,2,81,3.7558
2015,11,2,3,128,4.8117
2015,11,2,4,153,3.9761
2015,11,2,5,115,2.0071
2015,11,3,1,132,-0.9600
2015,11,3,2,164,-0.3642
2015,11,3,3,142,0.0374
2015,11,3,4,138,-0.0402
2015,11,3,5,158,1.0479
2015,12,1,1,175,-7.6199
2015,12,1,2,127,-5.9543
2015,12,1,3,168,-4.3617
2015,12,1,4,226,-5.6825
2015,12,1,5,261,-4.5532
2015,12,2,1,75,-6.9068
2015,12,2,2,81,-4.2954
2015,12,2,3,126,-5.5656
2015,12,2,4,153,-4.2422
2015,12,2,5,115,-5.6555
2015,12,3,1,132,-3.4531
2015,12,3,2,162,-1.7575
2015,12,3,3,142,-0.8792
2015,12,3,4,138,-0.9368
2015,12,3,5,158,-0.8281
2016,1,1,1,171,-12.3675
2016,1,1,2,126,-10.1736
2016,1,1,3,167,-6.7251
2016,1,1,4,225,-7.1873
2016,1,1,5,259,-9.0725
2016,1,2,1,74,-6.4427
2016,1,2,2,81,-7.1169
2016,1,2,3,125,-7.7219
2016,1,2,4,151,-7.4631
2016,1,2,5,115,-7.5309
2016,1,3,1,132,-2.8333
2016,1,3,2,159,-2.5904
2016,1,3,3,142,-6.4505
2016,1,3,4,138,-4.2592
2016,1,3,5,157,-6.1244
2016,2,1,1,165,0.8836
2016,2,1,2,122,-4.6746
2016,2,1,3,165,1.8759
2016,2,1,4,223,1.2436
2016,2,1,5,259,1.3077
2016,2,2,1,73,-0.9573
2016,2,2,2,80,0.9477
2016,2,2,3,125,2.1925
2016,2,2,4,150,2.1336
2016,2,2,5,115,1.8715
2016,2,3,1,132,0.1897
2016,2,3,2,159,0.5573
2016,2,3,3,141,1.8822
2016,2,3,4,137,1.1467
2016,2,3,5,157,-0.5877
2016,3,1,1,161,11.4933
2016,3,1,2,121,8.9329
2016,3,1,3,163,6.3293
2016,3,1,4,222,7.7393
2016,3,1,5,259,6.1120
2016,3,2,1,73,10.9290
2016,3,2,2,78,8.7299
2016,3,2,3,125,9.5902
2016,3,2,4,148,6.6989
2016,3,2,5,115,8.3276
2016,3,3,1,131,9.0025
2016,3,3,2,158,6.1843
2016,3,3,3,139,6.5316
2016,3,3,4,137,6.4274
2016,3,3,5,157,6.2833
2016,4,1,1,159,8.6820
2016,4,1,2,120,6.4933
2016,4,1,3,160,3.1593
2016,4,1,4,221,0.5137
2016,4,1,5,258,1.0799
2016,4,2,1,73,7.5168
2016,4,2,2,78,1.2215
2016,4,2,3,125,2.2203
2016,4,2,4,148,-0.0031
2016,4,2,5,115,-1.5384
2016,4,3,1,129,2.5780
2016,4,3,2,158,2.3372
2016,4,3,3,138,0.7941
2016,4,3,4,137,0.5787
2016,4,3,5,157,-1.6042
2016,5,1,1,158,-5.1233
2016,5,1,2,118,-0.5875
2016,5,1,3,158,-0.5953
2016,5,1,4,221,-1.0630
2016,5,1,5,255,-0.6325
2016,5,2,1,72,0.9680
2016,5,2,2,77,-0.2601
2016,5,2,3,125,2.3747
2016,5,2,4,148,0.8294
2016,5,2,5,114,2.8468
2016,5,3,1,128,0.9151
2016,5,3,2,157,1.0297
2016,5,3,3,136,1.2883
2016,5,3,4,136,1.2078
2016,5,3,5,157,2.9160
2016,6,1,1,156,4.8483
2016,6,1,2,117,2.2713
2016,6,1,3,155,2.4274
2016,6,1,4,221,-0.1729
2016,6,1,5,251,0.6355
2016,6,2,1,70,2.5346
2016,6,2,2,77,2.2385
2016,6,2,3,124,-0.0304
2016,6,2,4,148,-0.5036
2016,6,2,5,113,0.1687
2016,6,3,1,126,3.1173
2016,6,3,2,156,2.7588
2016,6,3,3,135,1.3086
2016,6,3,4,135,-0.3353
2016,6,3,5,157,-0.1128
2016,7,1,1,174,3.2980
2016,7,1,2,136,5.6603
2016,7,1,3,187,8.8059
2016,7,1,4,221,6.0225
2016,7,1,5,277,6.3349
2016,7,2,1,66,0.8637
2016,7,2,2,107,5.4959
2016,7,2,3,114,5.3352
2016,7,2,4,142,7.2208
2016,7,2,5,136,6.1295
2016,7,3,1,137,0.9984
2016,7,3,2,160,2.8981
2016,7,3,3,134,4.2936
2016,7,3,4,126,3.6451
2016,7,3,5,155,5.2880
2016,8,1,1,169,4.2001
2016,8,1,2,135,2.5385
2016,8,1,3,186,4.7478
2016,8,1,4,220,2.8448
2016,8,1,5,276,2.2797
2016,8,2,1,66,0.3904
2016,8,2,2,106,-0.0778
2016,8,2,3,113,2.8184
2016,8,2,4,141,1.2181
2016,8,2,5,136,0.4720
2016,8,3,1,134,-0.8379
2016,8,3,2,160,-0.9238
2016,8,3,3,134,-1.1560
2016,8,3,4,126,0.1386
2016,8,3,5,154,0.3981
2016,9,1,1,168,7.4506
2016,9,1,2,134,4.8991
2016,9,1,3,185,1.6920
2016,9,1,4,220,2.6898
2016,9,1,5,275,2.6869
2016,9,2,1,66,4.7378
2016,9,2,2,105,1.3804
2016,9,2,3,111,1.5313
2016,9,2,4,140,0.8941
2016,9,2,5,135,-0.2917
2016,9,3,1,133,2.0412
2016,9,3,2,160,0.0079
2016,9,3,3,134,-0.1142
2016,9,3,4,126,-0.4882
2016,9,3,5,153,0.1502
2016,10,1,1,166,-10.1175
2016,10,1,2,133,-6.1294
2016,10,1,3,184,-4.6702
2016,10,1,4,220,-5.0113
2016,10,1,5,273,-4.6113
2016,10,2,1,66,-8.6619
2016,10,2,2,103,-5.6054
2016,10,2,3,110,-4.9366
2016,10,2,4,137,-4.5465
2016,10,2,5,134,-5.8834
2016,10,3,1,131,-2.6860
2016,10,3,2,160,-2.8429
2016,10,3,3,133,-2.1474
2016,10,3,4,123,-3.0227
2016,10,3,5,152,-1.3755
2016,11,1,1,165,12.0844
2016,11,1,2,132,9.0377
2016,11,1,3,183,13.2200
2016,11,1,4,218,13.1589
2016,11,1,5,269,10.9497
2016,11,2,1,66,13.3321
2016,11,2,2,103,11.0688
2016,11,2,3,110,8.7450
2016,11,2,4,137,11.1546
2016,11,2,5,134,11.0574
2016,11,3,1,128,3.7676
2016,11,3,2,160,2.3979
2016,11,3,3,133,1.9016
2016,11,3,4,123,5.5836
2016,11,3,5,152,3.6297
2016,12,1,1,162,2.4317
2016,12,1,2,132,3.8545
2016,12,1,3,182,3.3547
2016,12,1,4,217,3.6432
2016,12,1,5,267,4.5446
2016,12,2,1,66,1.6367
2016,12,2,2,103,2.8346
2016,12,2,3,109,0.5853
2016,12,2,4,135,2.4181
2016,12,2,5,133,2.0316
2016,12,3,1,127,1.1399
2016,12,3,2,160,1.8900
2016,12,3,3,133,2.0032
2016,12,3,4,122,0.7510
2016,12,3,5,150,0.8075
2017,1,1,1,162,3.0148
2017,1,1,2,130,-1.0688
2017,1,1,3,180,0.2784
2017,1,1,4,217,-2.1328
2017,1,1,5,264,-2.2698
2017,1,2,1,66,-1.2853
2017,1,2,2,103,3.3101
2017,1,2,3,108,1.2788
2017,1,2,4,135,-0.1406
2017,1,2,5,132,0.1787
2017,1,3,1,127,1.5681
2017,1,3,2,160,3.2527
2017,1,3,3,131,1.3673
2017,1,3,4,121,2.3140
2017,1,3,5,148,1.8272
2017,2,1,1,161,-3.3710
2017,2,1,2,129,-1.4615
2017,2,1,3,180,0.8367
2017,2,1,4,217,-1.1106
2017,2,1,5,261,0.3436
2017,2,2,1,64,-1.4962
2017,2,2,2,103,0.0722
2017,2,2,3,108,0.2030
2017,2,2,4,134,0.4203
2017,2,2,5,132,2.3615
2017,2,3,1,127,0.8073
2017,2,3,2,159,3.0092
2017,2,3,3,131,3.7297
2017,2,3,4,120,3.9221
2017,2,3,5,148,3.0571
2017,3,1,1,161,-4.0036
2017,3,1,2,128,0.0052
2017,3,1,3,180,2.9971
2017,3,1,4,215,2.0592
2017,3,1,5,260,2.3682
2017,3,2,1,64,-1.0857
2017,3,2,2,102,0.8491
2017,3,2,3,108,0.6302
2017,3,2,4,131,1.2234
2017,3,2,5,129,1.4691
2017,3,3,1,126,-0.4090
2017,3,3,2,158,0.5191
2017,3,3,3,131,0.6087
2017,3,3,4,120,0.1649
2017,3,3,5,147,1.0423
2017,4,1,1,161,-3.7155
2017,4,1,2,127,3.4193
2017,4,1,3,180,1.8485
2017,4,1,4,213,2.1790
2017,4,1,5,256,2.1044
2017,4,2,1,64,-1.9589
2017,4,2,2,100,0.6103
2017,4,2,3,106,1.2594
2017,4,2,4,131,2.5975
2017,4,2,5,129,2.1458
2017,4,3,1,126,-0.0796
2017,4,3,2,158,0.8269
2017,4,3,3,131,2.2886
2017,4,3,4,120,1.0139
2017,4,3,5,145,2.2517
2017,5,1,1,158,-5.1952
2017,5,1,2,127,-2.4304
2017,5,1,3,180,-0.0330
2017,5,1,4,210,-1.6801
2017,5,1,5,256,-3.2854
2017,5,2,1,64,-4.5016
2017,5,2,2,97,-1.0305
2017,5,2,3,104,0.2664
2017,5,2,4,129,-1.3002
2017,5,2,5,128,-1.4391
2017,5,3,1,126,-0.6501
2017,5,3,2,158,0.9623
2017,5,3,3,129,2.1419
2017,5,3,4,120,0.7496
2017,5,3,5,145,3.2855
2017,6,1,1,157,9.4512
2017,6,1,2,126,3.5928
2017,6,1,3,176,4.6079
2017,6,1,4,209,3.2097
2017,6,1,5,255,2.8282
2017,6,2,1,64,0.1462
2017,6,2,2,95,1.3049
2017,6,2,3,103,0.5605
2017,6,2,4,129,3.3836
2017,6,2,5,128,2.7559
2017,6,3,1,126,-1.0613
2017,6,3,2,158,0.0975
2017,6,3,3,129,-0.1512
2017,6,3,4,120,1.8196
2017,6,3,5,145,-1.0798
2017,7,1,1,174,-0.7198
2017,7,1,2,125,-1.1655
2017,7,1,3,166,0.8641
2017,7,1,4,216,-0.5226
2017,7,1,5,285,-1.5015
2017,7,2,1,72,1.9685
2017,7,2,2,98,2.2765
2017,7,2,3,106,0.6948
2017,7,2,4,112,-0.1572
2017,7,2,5,138,0.4294
2017,7,3,1,128,2.2038
2017,7,3,2,169,2.3844
2017,7,3,3,129,1.1827
2017,7,3,4,136,1.0256
2017,7,3,5,144,3.4706
2017,8,1,1,172,-4.7203
2017,8,1,2,125,-2.3951
2017,8,1,3,166,-0.0728
2017,8,1,4,215,-3.7485
2017,8,1,5,284,-0.0785
2017,8,2,1,72,-3.3709
2017,8,2,2,98,-1.2223
2017,8,2,3,106,-2.7678
2017,8,2,4,112,-2.0970
2017,8,2,5,136,-0.7212
2017,8,3,1,127,-1.0480
2017,8,3,2,169,-0.1519
2017,8,3,3,129,1.2685
2017,8,3,4,135,0.8171
2017,8,3,5,143,0.1568
2017,9,1,1,173,8.7208
2017,9,1,2,124,11.4573
2017,9,1,3,163,6.6564
2017,9,1,4,214,9.0775
2017,9,1,5,282,9.4735
2017,9,2,1,72,7.4236
2017,9,2,2,95,5.3610
2017,9,2,3,106,7.5198
2017,9,2,4,112,6.2808
2017,9,2,5,136,6.9369
2017,9,3,1,127,2.9411
2017,9,3,2,169,1.8186
2017,9,3,3,129,2.6336
2017,9,3,4,135,1.8938
2017,9,3,5,142,1.9739
2017,10,1,1,171,-1.6792
2017,10,1,2,124,2.5613
2017,10,1,3,163,2.1110
2017,10,1,4,212,-0.8599
2017,10,1,5,276,-1.5329
2017,10,2,1,72,-0.6206
2017,10,2,2,93,2.3620
2017,10,2,3,106,-0.9323
2017,10,2,4,111,0.8562
2017,10,2,5,136,-0.0935
2017,10,3,1,127,1.3110
2017,10,3,2,168,-1.7467
2017,10,3,3,126,5.3128
2017,10,3,4,134,1.2865
2017,10,3,5,141,6.2556
2017,11,1,1,169,3.7062
2017,11,1,2,122,3.9885
2017,11,1,3,162,2.7553
2017,11,1,4,211,2.0593
2017,11,1,5,274,4.4958
2017,11,2,1,71,1.5931
2017,11,2,2,93,1.5497
2017,11,2,3,106,1.9956
2017,11,2,4,111,3.6695
2017,11,2,5,135,5.1336
2017,11,3,1,125,2.3527
2017,11,3,2,168,2.3470
2017,11,3,3,126,2.5736
2017,11,3,4,134,3.4402
2017,11,3,5,139,5.0860
2017,12,1,1,168,1.5629
2017,12,1,2,122,-1.0294
2017,12,1,3,162,0.2848
2017,12,1,4,209,0.0379
2017,12,1,5,270,-0.5375
2017,12,2,1,70,0.8200
2017,12,2,2,92,1.1356
2017,12,2,3,105,0.7229
2017,12,2,4,111,-0.2631
2017,12,2,5,135,0.7434
2017,12,3,1,123,0.8297
2017,12,3,2,168,1.3499
2017,12,3,3,124,0.9991
2017,12,3,4,134,1.5323
2017,12,3,5,139,1.5692
2018,1,1,1,165,1.6649
2018,1,1,2,121,1.2545
2018,1,1,3,159,1.4874
2018,1,1,4,208,1.1936
2018,1,1,5,268,-0.5202
2018,1,2,1,70,2.0308
2018,1,2,2,92,2.5194
2018,1,2,3,105,2.5004
2018,1,2,4,110,2.7689
2018,1,2,5,135,2.6668
2018,1,3,1,123,1.8616
2018,1,3,2,168,4.1598
2018,1,3,3,124,4.0668
2018,1,3,4,133,7.5823
2018,1,3,5,139,11.5688
2018,2,1,1,164,-4.8678
2018,2,1,2,120,-2.4167
2018,2,1,3,157,-5.6506
2018,2,1,4,208,-3.6944
2018,2,1,5,268,-4.9918
2018,2,2,1,70,-8.0339
2018,2,2,2,92,-3.2221
2018,2,2,3,103,-3.9659
2018,2,2,4,110,-3.7253
2018,2,2,5,134,-3.9852
2018,2,3,1,123,-6.7820
2018,2,3,2,168,-5.4613
2018,2,3,3,124,-3.2875
2018,2,3,4,133,-3.8386
2018,2,3,5,139,-2.4459
2018,3,1,1,162,0.5510
2018,3,1,2,119,-0.5651
2018,3,1,3,154,2.6240
2018,3,1,4,208,3.9835
2018,3,1,5,266,2.8398
2018,3,2,1,69,3.0581
2018,3,2,2,92,0.0198
2018,3,2,3,103,1.4767
2018,3,2,4,109,1.4806
2018,3,2,5,133,1.9723
2018,3,3,1,123,1.5370
2018,3,3,2,167,-2.7069
2018,3,3,3,124,-1.6034
2018,3,3,4,133,-2.8339
2018,3,3,5,139,-2.4735
2018,4,1,1,161,5.5491
2018,4,1,2,118,1.0035
2018,4,1,3,154,0.1502
2018,4,1,4,207,0.5160
2018,4,1,5,263,2.3721
2018,4,2,1,69,5.2919
2018,4,2,2,91,0.1643
2018,4,2,3,102,0.3419
2018,4,2,4,109,-1.1253
2018,4,2,5,133,1.3298
2018,4,3,1,122,4.2069
2018,4,3,2,166,0.2861
2018,4,3,3,123,-2.7289
2018,4,3,4,133,-1.7410
2018,4,3,5,139,2.9117
2018,5,1,1,158,3.1573
2018,5,1,2,117,5.7286
2018,5,1,3,152,5.9634
2018,5,1,4,206,10.5139
2018,5,1,5,263,9.7694
2018,5,2,1,68,8.9083
2018,5,2,2,91,5.7706
2018,5,2,3,101,6.2005
2018,5,2,4,108,5.1712
2018,5,2,5,132,8.1167
2018,5,3,1,122,0.7770
2018,5,3,2,166,2.4181
2018,5,3,3,122,3.4571
2018,5,3,4,133,1.8138
2018,5,3,5,138,3.6926
2018,6,1,1,158,-0.2665
2018,6,1,2,117,2.4854
2018,6,1,3,152,0.9900
2018,6,1,4,205,3.4752
2018,6,1,5,263,3.5065
2018,6,2,1,67,4.0026
2018,6,2,2,90,-0.0845
2018,6,2,3,101,-0.5749
2018,6,2,4,108,1.5400
2018,6,2,5,132,2.6975
2018,6,3,1,122,2.6876
2018,6,3,2,165,1.6282
2018,6,3,3,122,-1.1533
2018,6,3,4,133,0.1616
2018,6,3,5,138,1.6250
2018,7,1,1,177,0.1635
2018,7,1,2,122,0.4436
2018,7,1,3,156,0.1409
2018,7,1,4,201,1.5581
2018,7,1,5,255,0.4124
2018,7,2,1,79,1.5013
2018,7,2,2,95,2.8530
2018,7,2,3,113,3.1735
2018,7,2,4,129,2.1812
2018,7,2,5,132,1.1879
2018,7,3,1,142,2.4760
2018,7,3,2,152,3.0052
2018,7,3,3,135,2.8354
2018,7,3,4,123,4.4970
2018,7,3,5,143,3.7539
2018,8,1,1,174,-1.1604
2018,8,1,2,122,0.6111
2018,8,1,3,155,3.5932
2018,8,1,4,201,5.1212
2018,8,1,5,254,6.3964
2018,8,2,1,79,0.8057
2018,8,2,2,95,4.6164
2018,8,2,3,113,4.9235
2018,8,2,4,129,4.3210
2018,8,2,5,132,5.0342
2018,8,3,1,141,-0.3001
2018,8,3,2,149,1.3811
2018,8,3,3,134,2.4281
2018,8,3,4,123,2.5974
2018,8,3,5,142,8.2138
2018,9,1,1,174,-2.6807
2018,9,1,2,122,-3.1352
2018,9,1,3,155,-3.6958
2018,9,1,4,197,-2.0340
2018,9,1,5,254,-3.4116
2018,9,2,1,79,-2.0887
2018,9,2,2,95,-0.8975
2018,9,2,3,112,-2.5856
2018,9,2,4,127,-2.1232
2018,9,2,5,130,-3.3551
2018,9,3,1,140,2.2559
2018,9,3,2,149,1.1920
2018,9,3,3,134,0.0403
2018,9,3,4,123,0.5063
2018,9,3,5,142,0.7384
2018,10,1,1,174,-10.1402
2018,10,1,2,122,-11.5588
2018,10,1,3,155,-10.6456
2018,10,1,4,197,-10.2612
2018,10,1,5,253,-10.5712
2018,10,2,1,79,-12.6544
2018,10,2,2,95,-11.5821
2018,10,2,3,112,-11.4588
2018,10,2,4,127,-10.9859
2018,10,2,5,130,-11.6480
2018,10,3,1,140,-7.1602
2018,10,3,2,149,-4.2598
2018,10,3,3,134,-7.3512
2018,10,3,4,123,-9.6113
2018,10,3,5,142,-10.6031
2018,11,1,1,172,-2.5235
2018,11,1,2,122,-1.0232
2018,11,1,3,154,0.9056
2018,11,1,4,196,-2.7625
2018,11,1,5,251,-2.4697
2018,11,2,1,79,1.1097
2018,11,2,2,94,2.5948
2018,11,2,3,111,2.3626
2018,11,2,4,127,2.1102
2018,11,2,5,130,-0.5596
2018,11,3,1,138,1.1673
2018,11,3,2,147,3.4722
2018,11,3,3,134,3.5049
2018,11,3,4,123,3.2082
2018,11,3,5,141,2.0360
2018,12,1,1,169,-11.5185
2018,12,1,2,122,-12.2079
2018,12,1,3,151,-12.7411
2018,12,1,4,194,-10.9559
2018,12,1,5,248,-11.6426
2018,12,2,1,79,-14.9179
2018,12,2,2,93,-13.2770
2018,12,2,3,110,-12.3500
2018,12,2,4,126,-11.0824
2018,12,2,5,130,-11.2223
2018,12,3,1,137,-9.0588
2018,12,3,2,146,-7.4685
2018,12,3,3,132,-8.4932
2018,12,3,4,123,-9.1546
2018,12,3,5,141,-9.0449
2019,1,1,1,166,6.7995
2019,1,1,2,121,13.3351
2019,1,1,3,151,10.9824
2019,1,1,4,191,10.3826
2019,1,1,5,245,11.7796
2019,1,2,1,79,12.9675
2019,1,2,2,93,12.4074
2019,1,2,3,110,12.0312
2019,1,2,4,126,10.1896
2019,1,2,5,129,12.5371
2019,1,3,1,137,9.1090
2019,1,3,2,146,5.7064
2019,1,3,3,132,7.9904
2019,1,3,4,123,9.2267
2019,1,3,5,140,8.9843
2019,2,1,1,166,2.9398
2019,2,1,2,120,6.5677
2019,2,1,3,150,7.3230
2019,2,1,4,191,4.6109
2019,2,1,5,241,6.3108
2019,2,2,1,79,2.3449
2019,2,2,2,92,4.8336
2019,2,2,3,110,5.1606
2019,2,2,4,126,4.6605
2019,2,2,5,129,6.5468
2019,2,3,1,136,2.6714
