year,month,rank_ME,rank_dROA_6,nstocks,ret_vw
1973,12,1,3,127,-4.7216
1973,12,1,4,120,-2.4754
1973,12,1,5,204,-3.1831
1973,12,2,1,99,-5.7640
1973,12,2,2,83,-6.1476
1973,12,2,3,70,-3.5560
1973,12,2,4,68,-1.5057
1973,12,2,5,92,4.9097
1973,12,3,1,100,-3.0401
1973,12,3,2,114,-0.8331
1973,12,3,3,135,1.4557
1973,12,3,4,123,4.5976
1973,12,3,5,100,3.8415
1974,1,1,1,209,22.8312
1974,1,1,2,151,15.2061
1974,1,1,3,126,16.5957
1974,1,1,4,119,15.4202
1974,1,1,5,202,17.7504
1974,1,2,1,93,11.7508
1974,1,2,2,75,12.8644
1974,1,2,3,66,13.4095
1974,1,2,4,69,13.0184
1974,1,2,5,85,9.1535
1974,1,3,1,91,-1.5958
1974,1,3,2,110,-1.4349
1974,1,3,3,128,1.1690
1974,1,3,4,121,1.3351
1974,1,3,5,102,0.3926
1974,2,1,1,211,-3.7458
1974,2,1,2,147,-1.4874
1974,2,1,3,118,-1.8524
1974,2,1,4,122,2.0232
1974,2,1,5,210,0.1638
1974,2,2,1,93,-2.7574
1974,2,2,2,78,0.3745
1974,2,2,3,65,-1.4731
1974,2,2,4,75,1.5511
1974,2,2,5,87,1.2291
1974,2,3,1,94,0.2706
1974,2,3,2,125,0.5350
1974,2,3,3,140,-0.0331
1974,2,3,4,127,2.1112
1974,2,3,5,109,3.4485
1974,3,1,1,216,1.1845
1974,3,1,2,147,1.1823
1974,3,1,3,124,2.1137
1974,3,1,4,123,0.0170
1974,3,1,5,211,-0.4480
1974,3,2,1,94,1.5309
1974,3,2,2,80,0.1507
1974,3,2,3,66,-2.9636
1974,3,2,4,71,-1.4474
1974,3,2,5,91,-1.4823
1974,3,3,1,93,-0.8725
1974,3,3,2,137,-2.1290
1974,3,3,3,149,-3.4161
1974,3,3,4,136,-2.7008
1974,3,3,5,113,-3.3665
1974,4,1,1,123,-9.2211
1974,4,1,2,76,-7.5216
1974,4,1,3,66,-4.9316
1974,4,1,4,69,-4.2349
1974,4,1,5,113,-3.1200
1974,4,2,1,48,-6.5969
1974,4,2,2,38,-6.4317
1974,4,2,3,41,-5.9724
1974,4,2,4,36,-6.5349
1974,4,2,5,50,-0.6280
1974,4,3,1,39,0.2257
1974,4,3,2,64,-5.2267
1974,4,3,3,62,-6.5916
1974,4,3,4,57,-4.5710
1974,4,3,5,44,-2.9862
1974,5,1,1,190,-9.7667
1974,5,1,2,111,-8.2829
1974,5,1,3,106,-8.9956
1974,5,1,4,113,-8.9541
1974,5,1,5,161,-6.4168
1974,5,2,1,94,-11.4513
1974,5,2,2,86,-7.3340
1974,5,2,3,77,-6.6634
1974,5,2,4,87,-4.9133
1974,5,2,5,88,-7.3811
1974,5,3,1,117,-0.4369
1974,5,3,2,137,-4.1872
1974,5,3,3,156,-3.3962
1974,5,3,4,122,-4.5046
1974,5,3,5,151,-4.0792
1974,6,1,1,255,-3.7191
1974,6,1,2,135,-3.2200
1974,6,1,3,135,-2.7761
1974,6,1,4,141,-3.9087
1974,6,1,5,189,-1.0708
1974,6,2,1,110,-3.0516
1974,6,2,2,97,-2.9800
1974,6,2,3,89,-2.6990
1974,6,2,4,100,-1.1174
1974,6,2,5,106,-0.5900
1974,6,3,1,132,-1.3285
1974,6,3,2,153,-3.7939
1974,6,3,3,174,-3.3672
1974,6,3,4,145,-2.1700
1974,6,3,5,169,-3.1816
1974,7,1,1,264,-5.2023
1974,7,1,2,140,-5.0325
1974,7,1,3,139,-5.2726
1974,7,1,4,142,-3.4453
1974,7,1,5,184,-2.4077
1974,7,2,1,115,-6.7532
1974,7,2,2,99,-3.2029
1974,7,2,3,92,-3.0857
1974,7,2,4,102,-4.1065
1974,7,2,5,105,-2.0196
1974,7,3,1,134,-8.7075
1974,7,3,2,153,-7.4990
1974,7,3,3,174,-7.6456
1974,7,3,4,147,-5.4639
1974,7,3,5,167,-3.3371
1974,8,1,1,272,-8.2011
1974,8,1,2,140,-6.3206
1974,8,1,3,144,-9.0234
1974,8,1,4,145,-6.3536
1974,8,1,5,183,-6.3498
1974,8,2,1,121,-8.6266
1974,8,2,2,103,-7.9554
1974,8,2,3,97,-7.2540
1974,8,2,4,110,-7.0283
1974,8,2,5,112,-5.0239
1974,8,3,1,138,-9.8303
1974,8,3,2,159,-10.5726
1974,8,3,3,188,-10.2517
1974,8,3,4,159,-7.8730
1974,8,3,5,168,-7.9148
1974,9,1,1,281,-8.2219
1974,9,1,2,144,-6.9807
1974,9,1,3,147,-7.1813
1974,9,1,4,149,-9.2915
1974,9,1,5,192,-6.7445
1974,9,2,1,127,-12.1998
1974,9,2,2,102,-8.6892
1974,9,2,3,105,-6.4548
1974,9,2,4,110,-7.4830
1974,9,2,5,112,-9.3934
1974,9,3,1,133,-13.8312
1974,9,3,2,157,-10.2325
1974,9,3,3,195,-11.7461
1974,9,3,4,165,-12.9314
1974,9,3,5,171,-9.0771
1974,10,1,1,274,6.8777
1974,10,1,2,134,9.2012
1974,10,1,3,140,5.4020
1974,10,1,4,143,7.1794
1974,10,1,5,164,11.4284
1974,10,2,1,117,7.4062
1974,10,2,2,95,8.6205
1974,10,2,3,103,7.7914
1974,10,2,4,106,9.6414
1974,10,2,5,102,16.3998
1974,10,3,1,125,9.1688
1974,10,3,2,142,17.4627
1974,10,3,3,184,19.0514
1974,10,3,4,151,19.3506
1974,10,3,5,156,20.5390
1974,11,1,1,272,-8.6333
1974,11,1,2,144,-7.2551
1974,11,1,3,142,-4.4531
1974,11,1,4,159,-5.2472
1974,11,1,5,180,-3.2892
1974,11,2,1,125,-8.0405
1974,11,2,2,94,-4.0932
1974,11,2,3,105,-4.4687
1974,11,2,4,106,-2.5130
1974,11,2,5,115,-3.2276
1974,11,3,1,137,-4.2274
1974,11,3,2,149,-4.7812
1974,11,3,3,193,-3.7166
1974,11,3,4,172,-3.2288
1974,11,3,5,173,-3.7401
1974,12,1,1,285,-11.3401
1974,12,1,2,154,-8.0527
1974,12,1,3,143,-8.0249
1974,12,1,4,173,-9.6363
1974,12,1,5,177,-8.2447
1974,12,2,1,125,-5.5762
1974,12,2,2,99,-5.4808
1974,12,2,3,104,-4.0211
1974,12,2,4,106,-6.1073
1974,12,2,5,121,-8.3967
1974,12,3,1,139,-4.6338
1974,12,3,2,147,-2.3201
1974,12,3,3,190,-3.8424
1974,12,3,4,175,-2.4078
1974,12,3,5,175,-1.9120
1975,1,1,1,283,37.7563
1975,1,1,2,144,35.0780
1975,1,1,3,134,34.5749
1975,1,1,4,168,31.9088
1975,1,1,5,174,29.9167
1975,1,2,1,124,34.2008
1975,1,2,2,91,30.3877
1975,1,2,3,99,26.5479
1975,1,2,4,95,27.2229
1975,1,2,5,121,21.6916
1975,1,3,1,136,22.8342
1975,1,3,2,137,17.7672
1975,1,3,3,173,18.2534
1975,1,3,4,164,14.9287
1975,1,3,5,167,8.3809
1975,2,1,1,289,1.1466
1975,2,1,2,142,0.4796
1975,2,1,3,130,0.0259
1975,2,1,4,167,4.2596
1975,2,1,5,176,7.6534
1975,2,2,1,131,4.9966
1975,2,2,2,95,4.6368
1975,2,2,3,96,3.3666
1975,2,2,4,90,3.0916
1975,2,2,5,117,6.7416
1975,2,3,1,138,6.2358
1975,2,3,2,140,4.0241
1975,2,3,3,184,3.4354
1975,2,3,4,169,6.5511
1975,2,3,5,173,4.8143
1975,3,1,1,297,17.2620
1975,3,1,2,142,12.8895
1975,3,1,3,128,17.1239
1975,3,1,4,165,9.4615
1975,3,1,5,187,10.1054
1975,3,2,1,129,5.7341
1975,3,2,2,99,8.3212
1975,3,2,3,98,3.7352
1975,3,2,4,88,5.9107
1975,3,2,5,115,5.7012
1975,3,3,1,139,5.2250
1975,3,3,2,145,0.9703
1975,3,3,3,192,2.6368
1975,3,3,4,176,1.8251
1975,3,3,5,176,2.6279
1975,4,1,1,181,0.6540
1975,4,1,2,76,4.4885
1975,4,1,3,49,4.6783
1975,4,1,4,95,4.9720
1975,4,1,5,124,9.5278
1975,4,2,1,63,3.4047
1975,4,2,2,51,0.6632
1975,4,2,3,62,2.3476
1975,4,2,4,41,3.2508
1975,4,2,5,57,6.1573
1975,4,3,1,64,6.3935
1975,4,3,2,69,-0.0479
1975,4,3,3,99,2.4115
1975,4,3,4,88,1.4363
1975,4,3,5,55,3.6393
1975,5,1,1,256,8.2128
1975,5,1,2,148,8.6193
1975,5,1,3,85,5.8883
1975,5,1,4,125,9.9770
1975,5,1,5,179,8.4851
1975,5,2,1,114,10.9586
1975,5,2,2,104,6.9839
1975,5,2,3,99,5.8543
1975,5,2,4,91,4.4781
1975,5,2,5,109,8.9184
1975,5,3,1,142,5.9106
1975,5,3,2,157,4.6688
1975,5,3,3,190,6.3915
1975,5,3,4,170,6.4231
1975,5,3,5,139,5.4550
1975,6,1,1,309,10.7084
1975,6,1,2,185,8.6149
1975,6,1,3,107,9.1996
1975,6,1,4,142,9.4969
1975,6,1,5,217,10.1516
1975,6,2,1,122,7.2142
1975,6,2,2,114,7.9034
1975,6,2,3,115,7.5343
1975,6,2,4,104,6.9237
1975,6,2,5,125,5.1760
1975,6,3,1,154,5.8119
1975,6,3,2,172,5.2721
1975,6,3,3,206,6.8650
1975,6,3,4,187,6.5861
1975,6,3,5,159,7.4132
1975,7,1,1,310,-1.6719
1975,7,1,2,188,-0.9299
1975,7,1,3,120,-0.7492
1975,7,1,4,149,-2.4837
1975,7,1,5,213,-1.8039
1975,7,2,1,113,-4.2371
1975,7,2,2,123,-3.4591
1975,7,2,3,119,-3.6137
1975,7,2,4,103,-3.0040
1975,7,2,5,126,-2.9258
1975,7,3,1,147,-7.4990
1975,7,3,2,163,-6.6460
1975,7,3,3,204,-5.6360
1975,7,3,4,187,-6.3709
1975,7,3,5,157,-3.7248
1975,8,1,1,307,-7.6606
1975,8,1,2,188,-4.8767
1975,8,1,3,128,-6.4873
1975,8,1,4,144,-5.5382
1975,8,1,5,222,-6.2133
1975,8,2,1,111,-7.2099
1975,8,2,2,122,-4.4216
1975,8,2,3,123,-4.2386
1975,8,2,4,113,-3.1948
1975,8,2,5,129,-3.4684
1975,8,3,1,145,-1.9336
1975,8,3,2,162,-1.5524
1975,8,3,3,202,-2.9963
1975,8,3,4,196,-2.0071
1975,8,3,5,166,-0.7647
1975,9,1,1,299,-4.5697
1975,9,1,2,198,-4.4735
1975,9,1,3,130,-3.5104
1975,9,1,4,149,-2.1007
1975,9,1,5,234,-3.0346
1975,9,2,1,114,-4.5210
1975,9,2,2,120,-3.7097
1975,9,2,3,131,-4.0726
1975,9,2,4,119,-3.3171
1975,9,2,5,129,-2.2227
1975,9,3,1,138,-5.0157
1975,9,3,2,164,-2.7670
1975,9,3,3,208,-3.1056
1975,9,3,4,199,-3.1911
1975,9,3,5,170,-2.8162
1975,10,1,1,254,0.8272
1975,10,1,2,171,2.8771
1975,10,1,3,122,2.4770
1975,10,1,4,128,3.0763
1975,10,1,5,222,0.8839
1975,10,2,1,93,1.9037
1975,10,2,2,103,2.9513
1975,10,2,3,117,2.1564
1975,10,2,4,120,4.4164
1975,10,2,5,121,2.3608
1975,10,3,1,114,3.8960
1975,10,3,2,137,7.5046
1975,10,3,3,178,7.7240
1975,10,3,4,187,8.2317
1975,10,3,5,164,1.9522
1975,11,1,1,290,2.8813
1975,11,1,2,192,1.7347
1975,11,1,3,132,4.2203
1975,11,1,4,133,2.6437
1975,11,1,5,232,2.5761
1975,11,2,1,108,4.3308
1975,11,2,2,111,4.1032
1975,11,2,3,138,3.6870
1975,11,2,4,125,1.7320
1975,11,2,5,120,2.4318
1975,11,3,1,129,2.5283
1975,11,3,2,157,3.2704
1975,11,3,3,206,3.7173
1975,11,3,4,199,3.1438
1975,11,3,5,181,1.5284
1975,12,1,1,303,-2.8596
1975,12,1,2,202,-0.7646
1975,12,1,3,145,-1.6630
1975,12,1,4,146,-1.5435
1975,12,1,5,234,-2.6788
1975,12,2,1,115,-0.6030
1975,12,2,2,119,-0.0454
1975,12,2,3,137,-0.6884
1975,12,2,4,133,0.4380
1975,12,2,5,126,-2.3651
1975,12,3,1,132,-2.3406
1975,12,3,2,156,-1.1979
1975,12,3,3,218,-1.1820
1975,12,3,4,205,-0.9158
1975,12,3,5,182,0.2145
1976,1,1,1,289,26.3533
1976,1,1,2,194,26.5033
1976,1,1,3,141,23.8331
1976,1,1,4,139,21.1339
1976,1,1,5,222,26.9665
1976,1,2,1,116,20.5358
1976,1,2,2,115,17.7018
1976,1,2,3,134,17.5505
1976,1,2,4,124,19.5057
1976,1,2,5,114,20.4266
1976,1,3,1,125,12.4747
1976,1,3,2,154,9.6768
1976,1,3,3,203,10.1748
1976,1,3,4,191,9.6722
1976,1,3,5,169,11.4686
1976,2,1,1,268,13.1730
1976,2,1,2,186,10.4040
1976,2,1,3,138,10.0985
1976,2,1,4,128,11.9431
1976,2,1,5,220,17.0324
1976,2,2,1,123,7.3481
1976,2,2,2,111,8.0625
1976,2,2,3,131,3.7156
1976,2,2,4,123,7.8878
1976,2,2,5,110,6.5417
1976,2,3,1,132,0.3726
1976,2,3,2,162,-2.9413
1976,2,3,3,210,0.0758
1976,2,3,4,186,-2.0852
1976,2,3,5,170,0.5330
1976,3,1,1,293,0.4508
1976,3,1,2,199,2.6436
1976,3,1,3,144,2.0594
1976,3,1,4,135,-2.2897
1976,3,1,5,246,-0.3785
1976,3,2,1,129,1.5119
1976,3,2,2,118,0.5365
1976,3,2,3,124,1.5350
1976,3,2,4,119,-0.2310
1976,3,2,5,111,4.5644
1976,3,3,1,137,2.8573
1976,3,3,2,169,2.6695
1976,3,3,3,209,2.0725
1976,3,3,4,184,2.0890
1976,3,3,5,169,0.1309
1976,4,1,1,146,-3.0094
1976,4,1,2,96,-5.0024
1976,4,1,3,74,-1.0948
1976,4,1,4,89,-1.9299
1976,4,1,5,156,-3.2571
1976,4,2,1,69,-0.2069
1976,4,2,2,62,-1.8878
1976,4,2,3,83,-0.6127
1976,4,2,4,50,-1.7580
1976,4,2,5,55,-2.7023
1976,4,3,1,51,-4.4873
1976,4,3,2,77,-0.8747
1976,4,3,3,105,0.0432
1976,4,3,4,82,0.2910
1976,4,3,5,76,-2.7189
1976,5,1,1,210,-3.0848
1976,5,1,2,133,-2.6049
1976,5,1,3,129,-2.7729
1976,5,1,4,132,-3.0550
1976,5,1,5,253,-3.7958
1976,5,2,1,105,-1.3844
1976,5,2,2,120,0.1731
1976,5,2,3,114,-1.3778
1976,5,2,4,97,-2.5262
1976,5,2,5,101,-3.5883
1976,5,3,1,130,-0.7652
1976,5,3,2,172,-1.2150
1976,5,3,3,186,-1.5536
1976,5,3,4,163,-1.6220
1976,5,3,5,147,-2.6158
1976,6,1,1,252,2.9376
1976,6,1,2,165,3.0941
1976,6,1,3,154,4.5599
1976,6,1,4,158,2.2600
1976,6,1,5,311,4.5693
1976,6,2,1,119,3.4499
1976,6,2,2,138,4.3831
1976,6,2,3,129,4.4016
1976,6,2,4,110,4.8692
1976,6,2,5,115,7.0739
1976,6,3,1,151,6.2509
1976,6,3,2,192,4.8291
1976,6,3,3,204,4.3549
1976,6,3,4,180,4.4975
1976,6,3,5,161,3.8967
1976,7,1,1,244,-0.1486
1976,7,1,2,166,-0.1061
1976,7,1,3,162,0.4202
1976,7,1,4,172,-0.0777
1976,7,1,5,315,-0.4844
1976,7,2,1,123,-0.3552
1976,7,2,2,140,0.7690
1976,7,2,3,132,1.0916
1976,7,2,4,114,-0.0592
1976,7,2,5,117,-0.2955
1976,7,3,1,147,-3.6739
1976,7,3,2,193,-0.3621
1976,7,3,3,194,-0.5905
1976,7,3,4,178,0.6792
1976,7,3,5,160,-1.5525
1976,8,1,1,259,-2.6398
1976,8,1,2,176,-2.4342
1976,8,1,3,174,-0.4273
1976,8,1,4,190,-1.9119
1976,8,1,5,329,-4.4583
1976,8,2,1,134,-2.8499
1976,8,2,2,146,-0.8201
1976,8,2,3,149,-0.2934
1976,8,2,4,136,-0.5264
1976,8,2,5,143,-2.7211
1976,8,3,1,172,-3.1733
1976,8,3,2,228,1.0758
1976,8,3,3,222,0.6695
1976,8,3,4,210,0.2204
1976,8,3,5,170,-1.5626
1976,9,1,1,234,1.1741
1976,9,1,2,150,3.3557
1976,9,1,3,165,1.9557
1976,9,1,4,168,2.0900
1976,9,1,5,282,1.4571
1976,9,2,1,136,4.6030
1976,9,2,2,145,2.7165
1976,9,2,3,160,3.6117
1976,9,2,4,138,2.3415
1976,9,2,5,147,2.0447
1976,9,3,1,187,2.8040
1976,9,3,2,250,2.3612
1976,9,3,3,236,2.4134
1976,9,3,4,221,3.3354
1976,9,3,5,175,3.0643
1976,10,1,1,287,-2.7241
1976,10,1,2,166,-3.9020
1976,10,1,3,184,-2.5848
1976,10,1,4,187,-1.9253
1976,10,1,5,320,-1.5012
1976,10,2,1,149,-2.2113
1976,10,2,2,140,-1.4780
1976,10,2,3,134,-3.0387
1976,10,2,4,129,-2.1749
1976,10,2,5,148,-2.2632
1976,10,3,1,190,-3.7041
1976,10,3,2,247,-2.2277
1976,10,3,3,218,-2.0160
1976,10,3,4,206,-2.5551
1976,10,3,5,161,-1.7207
1976,11,1,1,297,0.9271
1976,11,1,2,193,3.6626
1976,11,1,3,210,1.8468
1976,11,1,4,239,3.4355
1976,11,1,5,352,3.5477
1976,11,2,1,160,3.0897
1976,11,2,2,153,3.6524
1976,11,2,3,159,5.1037
1976,11,2,4,157,4.9953
1976,11,2,5,164,5.8026
1976,11,3,1,211,-0.8997
1976,11,3,2,285,-0.4018
1976,11,3,3,260,0.8658
1976,11,3,4,244,1.1192
1976,11,3,5,183,0.4253
1976,12,1,1,331,9.8881
1976,12,1,2,217,9.9481
1976,12,1,3,222,10.4139
1976,12,1,4,260,10.3044
1976,12,1,5,378,10.2215
1976,12,2,1,166,8.9531
1976,12,2,2,162,9.3599
1976,12,2,3,166,9.6356
1976,12,2,4,171,9.7894
1976,12,2,5,179,8.8494
1976,12,3,1,215,5.7022
1976,12,3,2,297,5.7188
1976,12,3,3,276,4.5222
1976,12,3,4,259,4.6189
1976,12,3,5,188,7.1606
1977,1,1,1,321,3.4421
1977,1,1,2,215,5.3659
1977,1,1,3,216,5.2328
1977,1,1,4,256,3.4211
1977,1,1,5,351,3.6334
1977,1,2,1,153,1.7449
1977,1,2,2,156,0.2455
1977,1,2,3,158,2.5343
1977,1,2,4,156,0.5505
1977,1,2,5,165,1.2518
1977,1,3,1,198,-5.1846
1977,1,3,2,281,-3.6421
1977,1,3,3,254,-3.4203
1977,1,3,4,240,-4.5705
1977,1,3,5,171,-4.7132
1977,2,1,1,329,-2.4319
1977,2,1,2,208,-2.7060
1977,2,1,3,213,-2.5519
1977,2,1,4,247,-0.5635
1977,2,1,5,328,1.1257
1977,2,2,1,150,-1.3372
1977,2,2,2,160,-0.2766
1977,2,2,3,167,-1.5588
1977,2,2,4,160,-0.3947
1977,2,2,5,167,-0.6692
1977,2,3,1,198,-1.6281
1977,2,3,2,293,-2.4788
1977,2,3,3,269,-0.6453
1977,2,3,4,260,-1.8783
1977,2,3,5,183,-2.9281
1977,3,1,1,359,0.7485
1977,3,1,2,235,2.0225
1977,3,1,3,224,0.5604
1977,3,1,4,266,1.3987
1977,3,1,5,354,1.5470
1977,3,2,1,169,1.3938
1977,3,2,2,166,-0.1684
1977,3,2,3,182,-0.8846
1977,3,2,4,171,0.6205
1977,3,2,5,183,-1.6581
1977,3,3,1,211,-1.0040
1977,3,3,2,313,-1.6220
1977,3,3,3,281,-1.1449
1977,3,3,4,267,-1.9139
1977,3,3,5,198,-0.4954
1977,4,1,1,314,-0.2813
1977,4,1,2,198,1.0496
1977,4,1,3,168,0.5719
1977,4,1,4,220,1.4650
1977,4,1,5,287,2.5260
1977,4,2,1,133,1.7654
1977,4,2,2,131,0.4683
1977,4,2,3,146,2.1563
1977,4,2,4,135,1.7904
1977,4,2,5,155,2.7771
1977,4,3,1,170,-0.5617
1977,4,3,2,244,1.2939
1977,4,3,3,222,-1.1062
1977,4,3,4,209,1.3869
1977,4,3,5,145,1.3702
1977,5,1,1,355,-0.7809
1977,5,1,2,227,0.3638
1977,5,1,3,197,0.0165
1977,5,1,4,247,-0.4721
1977,5,1,5,323,-0.3386
1977,5,2,1,163,-1.2751
1977,5,2,2,157,0.3751
1977,5,2,3,184,0.9689
1977,5,2,4,166,-0.9277
1977,5,2,5,172,0.9758
1977,5,3,1,212,-3.0280
1977,5,3,2,293,-1.1012
1977,5,3,3,285,-1.2021
1977,5,3,4,266,-0.5645
1977,5,3,5,191,-1.4067
1977,6,1,1,410,5.5977
1977,6,1,2,268,6.1681
1977,6,1,3,223,9.5026
1977,6,1,4,278,7.5374
1977,6,1,5,375,8.1258
1977,6,2,1,185,6.7248
1977,6,2,2,167,5.2333
1977,6,2,3,198,6.2448
1977,6,2,4,187,8.6127
1977,6,2,5,193,8.2633
1977,6,3,1,222,2.5304
1977,6,3,2,315,5.4277
1977,6,3,3,307,4.5607
1977,6,3,4,285,5.1064
1977,6,3,5,200,4.9927
1977,7,1,1,425,-0.8976
1977,7,1,2,271,0.4970
1977,7,1,3,226,0.0918
1977,7,1,4,273,-0.4250
1977,7,1,5,372,-0.7462
1977,7,2,1,184,-2.8146
1977,7,2,2,158,-1.0272
1977,7,2,3,184,-0.1565
1977,7,2,4,190,-0.3127
1977,7,2,5,190,-0.8795
1977,7,3,1,205,-3.9837
1977,7,3,2,287,-1.8953
1977,7,3,3,291,-0.6450
1977,7,3,4,259,-0.9279
1977,7,3,5,196,-1.6734
1977,8,1,1,446,-1.7068
1977,8,1,2,288,-1.5950
1977,8,1,3,239,-1.5428
1977,8,1,4,290,-2.2406
1977,8,1,5,379,-0.9624
1977,8,2,1,198,-1.0724
1977,8,2,2,172,-1.6989
1977,8,2,3,189,-1.3198
1977,8,2,4,204,-1.1322
1977,8,2,5,214,-0.5941
1977,8,3,1,214,-2.0262
1977,8,3,2,317,-1.7458
1977,8,3,3,324,-1.6377
1977,8,3,4,295,-0.7977
1977,8,3,5,212,-2.0779
1977,9,1,1,468,0.0843
