year,month,rank_ME,rank_CLAq_6,nstocks,ret_vw
1976,9,3,5,208,2.9131
1976,10,1,1,356,-3.1199
1976,10,1,2,290,-2.7947
1976,10,1,3,266,-2.3130
1976,10,1,4,203,-1.8279
1976,10,1,5,217,-2.0625
1976,10,2,1,165,-3.0043
1976,10,2,2,138,-2.8734
1976,10,2,3,134,-2.3097
1976,10,2,4,125,-2.8117
1976,10,2,5,141,-2.7916
1976,10,3,1,132,-2.0207
1976,10,3,2,175,-2.9046
1976,10,3,3,174,-3.0652
1976,10,3,4,192,-2.1746
1976,10,3,5,197,-2.5708
1976,11,1,1,473,2.9654
1976,11,1,2,342,2.2599
1976,11,1,3,306,3.2165
1976,11,1,4,257,2.5375
1976,11,1,5,294,3.7385
1976,11,2,1,196,5.6201
1976,11,2,2,173,4.5424
1976,11,2,3,158,4.5574
1976,11,2,4,156,4.5997
1976,11,2,5,181,3.7574
1976,11,3,1,169,1.0215
1976,11,3,2,209,-0.3256
1976,11,3,3,225,-0.2576
1976,11,3,4,238,-0.2554
1976,11,3,5,227,-0.1967
1976,12,1,1,505,9.5079
1976,12,1,2,368,9.7346
1976,12,1,3,312,10.7354
1976,12,1,4,266,10.0458
1976,12,1,5,318,12.2947
1976,12,2,1,217,8.4492
1976,12,2,2,176,10.1076
1976,12,2,3,172,9.4451
1976,12,2,4,154,9.4013
1976,12,2,5,191,8.4227
1976,12,3,1,172,3.6260
1976,12,3,2,210,5.1740
1976,12,3,3,228,5.8675
1976,12,3,4,243,5.9285
1976,12,3,5,236,5.4876
1977,1,1,1,484,4.1355
1977,1,1,2,315,4.0490
1977,1,1,3,259,5.5158
1977,1,1,4,246,4.3941
1977,1,1,5,279,4.1919
1977,1,2,1,191,-0.0130
1977,1,2,2,153,1.6360
1977,1,2,3,142,0.8754
1977,1,2,4,140,1.3810
1977,1,2,5,165,1.2907
1977,1,3,1,131,-5.9485
1977,1,3,2,166,-5.3379
1977,1,3,3,195,-5.5976
1977,1,3,4,213,-5.5013
1977,1,3,5,207,-4.2186
1977,2,1,1,541,-1.9939
1977,2,1,2,365,-1.2528
1977,2,1,3,300,-1.0556
1977,2,1,4,299,0.1846
1977,2,1,5,336,-0.3958
1977,2,2,1,213,-0.4261
1977,2,2,2,183,-1.2104
1977,2,2,3,172,-0.3546
1977,2,2,4,172,-1.0376
1977,2,2,5,182,-1.3825
1977,2,3,1,151,-2.5651
1977,2,3,2,204,-1.7964
1977,2,3,3,234,-1.8133
1977,2,3,4,261,-1.4731
1977,2,3,5,247,-1.8502
1977,3,1,1,573,1.2505
1977,3,1,2,400,0.3692
1977,3,1,3,331,0.6700
1977,3,1,4,318,1.1998
1977,3,1,5,351,0.8647
1977,3,2,1,209,-0.2136
1977,3,2,2,195,0.6606
1977,3,2,3,185,-0.4907
1977,3,2,4,180,0.2494
1977,3,2,5,191,0.4473
1977,3,3,1,156,-1.9202
1977,3,3,2,213,-0.6499
1977,3,3,3,245,-1.6449
1977,3,3,4,256,-1.4102
1977,3,3,5,251,-1.3960
1977,4,1,1,526,0.5783
1977,4,1,2,333,2.8379
1977,4,1,3,287,2.3981
1977,4,1,4,266,0.1607
1977,4,1,5,319,1.8615
1977,4,2,1,176,1.7132
1977,4,2,2,164,0.7282
1977,4,2,3,161,0.7865
1977,4,2,4,159,3.1375
1977,4,2,5,159,1.1787
1977,4,3,1,140,-0.2653
1977,4,3,2,177,0.7919
1977,4,3,3,199,0.3351
1977,4,3,4,210,0.0039
1977,4,3,5,209,-0.7865
1977,5,1,1,566,-0.8015
1977,5,1,2,396,-0.5635
1977,5,1,3,362,0.3287
1977,5,1,4,339,0.2331
1977,5,1,5,397,-0.0757
1977,5,2,1,199,-0.9302
1977,5,2,2,183,-0.7973
1977,5,2,3,199,0.2117
1977,5,2,4,196,-0.4363
1977,5,2,5,202,-0.2901
1977,5,3,1,213,-2.0089
1977,5,3,2,215,-2.1291
1977,5,3,3,239,-2.0367
1977,5,3,4,251,-2.4906
1977,5,3,5,255,-1.4611
1977,6,1,1,577,7.0064
1977,6,1,2,421,6.3354
1977,6,1,3,395,7.8498
1977,6,1,4,369,7.3098
1977,6,1,5,413,7.8840
1977,6,2,1,206,7.2786
1977,6,2,2,193,6.4180
1977,6,2,3,206,7.3062
1977,6,2,4,209,7.6086
1977,6,2,5,209,7.3254
1977,6,3,1,220,5.0026
1977,6,3,2,221,4.0193
1977,6,3,3,247,4.6394
1977,6,3,4,264,4.7341
1977,6,3,5,260,6.2034
1977,7,1,1,488,-0.6606
1977,7,1,2,386,0.2800
1977,7,1,3,339,0.0521
1977,7,1,4,322,-0.3812
1977,7,1,5,363,0.3637
1977,7,2,1,182,-2.0779
1977,7,2,2,169,-2.1278
1977,7,2,3,196,-2.0359
1977,7,2,4,175,-0.7960
1977,7,2,5,193,-0.7625
1977,7,3,1,187,-1.1401
1977,7,3,2,196,-3.2013
1977,7,3,3,206,-1.5917
1977,7,3,4,228,-2.4844
1977,7,3,5,224,-2.2459
1977,8,1,1,549,-1.3740
1977,8,1,2,438,-2.1198
1977,8,1,3,399,-1.6631
1977,8,1,4,359,-1.3692
1977,8,1,5,382,-1.6385
1977,8,2,1,220,-1.0156
1977,8,2,2,196,-1.8503
1977,8,2,3,219,0.0269
1977,8,2,4,215,-1.0772
1977,8,2,5,205,1.2121
1977,8,3,1,217,0.5368
1977,8,3,2,227,-0.8354
1977,8,3,3,257,-2.1574
1977,8,3,4,264,-1.6394
1977,8,3,5,277,-1.2542
1977,9,1,1,565,0.3830
1977,9,1,2,450,0.8824
1977,9,1,3,416,1.0360
1977,9,1,4,374,1.2364
1977,9,1,5,386,2.0763
1977,9,2,1,225,0.3508
1977,9,2,2,205,0.1019
1977,9,2,3,220,0.4934
1977,9,2,4,219,1.0948
1977,9,2,5,214,1.8163
1977,9,3,1,218,-1.0163
1977,9,3,2,228,-1.3773
1977,9,3,3,265,-0.4471
1977,9,3,4,273,-0.2502
1977,9,3,5,277,0.3998
1977,10,1,1,479,-2.9561
1977,10,1,2,379,-3.4131
1977,10,1,3,365,-2.0164
1977,10,1,4,323,-1.3142
1977,10,1,5,338,-3.5150
1977,10,2,1,197,-4.0109
1977,10,2,2,174,-2.9664
1977,10,2,3,186,-2.4244
1977,10,2,4,195,-3.1697
1977,10,2,5,190,-3.1738
1977,10,3,1,188,-3.7660
1977,10,3,2,184,-3.6121
1977,10,3,3,215,-4.6191
1977,10,3,4,228,-4.2818
1977,10,3,5,231,-4.0196
1977,11,1,1,573,9.3135
1977,11,1,2,410,9.5980
1977,11,1,3,372,10.0925
1977,11,1,4,336,10.6146
1977,11,1,5,376,9.1919
1977,11,2,1,228,8.5813
1977,11,2,2,199,8.9287
1977,11,2,3,205,9.9322
1977,11,2,4,213,9.9147
1977,11,2,5,215,9.5763
1977,11,3,1,203,4.1042
1977,11,3,2,207,4.1508
1977,11,3,3,250,4.1868
1977,11,3,4,273,4.6531
1977,11,3,5,255,3.1887
1977,12,1,1,583,1.6601
1977,12,1,2,400,0.1754
1977,12,1,3,380,1.5352
1977,12,1,4,325,3.0268
1977,12,1,5,390,3.2572
1977,12,2,1,230,0.0924
1977,12,2,2,200,1.2430
1977,12,2,3,202,1.2862
1977,12,2,4,214,2.6638
1977,12,2,5,222,1.6533
1977,12,3,1,201,-1.0201
1977,12,3,2,205,0.2859
1977,12,3,3,254,0.4092
1977,12,3,4,272,-0.2463
1977,12,3,5,257,1.5445
1978,1,1,1,535,-1.0491
1978,1,1,2,347,-0.9819
1978,1,1,3,309,-0.9345
1978,1,1,4,269,-1.8147
1978,1,1,5,314,-1.4026
1978,1,2,1,196,-4.2430
1978,1,2,2,184,-3.8386
1978,1,2,3,166,-3.5231
1978,1,2,4,179,-4.8857
1978,1,2,5,181,-4.4487
1978,1,3,1,128,-7.0517
1978,1,3,2,164,-6.5080
1978,1,3,3,214,-5.5262
1978,1,3,4,233,-6.4623
1978,1,3,5,228,-5.6011
1978,2,1,1,575,2.9230
1978,2,1,2,397,3.0727
1978,2,1,3,340,2.2262
1978,2,1,4,292,2.8905
1978,2,1,5,352,4.1292
1978,2,2,1,213,1.4548
1978,2,2,2,207,2.0362
1978,2,2,3,192,2.0569
1978,2,2,4,203,1.9885
1978,2,2,5,207,1.2096
1978,2,3,1,142,-2.4600
1978,2,3,2,204,-2.5900
1978,2,3,3,239,-1.9704
1978,2,3,4,264,-2.4706
1978,2,3,5,238,-2.2058
1978,3,1,1,583,8.6393
1978,3,1,2,400,8.0033
1978,3,1,3,340,7.6625
1978,3,1,4,294,7.3616
1978,3,1,5,350,8.4519
1978,3,2,1,215,6.1631
1978,3,2,2,207,6.4384
1978,3,2,3,196,7.4788
1978,3,2,4,197,7.4865
1978,3,2,5,213,6.2390
1978,3,3,1,150,2.1026
1978,3,3,2,205,3.8461
1978,3,3,3,237,4.5129
1978,3,3,4,265,2.9605
1978,3,3,5,235,0.8502
1978,4,1,1,525,9.2719
1978,4,1,2,325,8.9903
1978,4,1,3,283,8.5531
1978,4,1,4,248,7.4677
1978,4,1,5,318,8.5218
1978,4,2,1,175,7.5169
1978,4,2,2,167,7.8633
1978,4,2,3,160,7.8452
1978,4,2,4,163,9.0367
1978,4,2,5,192,9.5338
1978,4,3,1,125,10.9825
1978,4,3,2,173,10.1944
1978,4,3,3,197,9.5662
1978,4,3,4,224,10.6045
1978,4,3,5,190,10.4365
1978,5,1,1,545,8.7034
1978,5,1,2,404,7.2245
1978,5,1,3,341,8.5128
1978,5,1,4,316,10.2576
1978,5,1,5,402,7.1823
1978,5,2,1,205,5.8394
1978,5,2,2,191,7.7703
1978,5,2,3,198,6.6884
1978,5,2,4,197,6.2517
1978,5,2,5,212,6.3487
1978,5,3,1,193,0.5126
1978,5,3,2,212,1.7249
1978,5,3,3,240,2.5635
1978,5,3,4,258,3.0082
1978,5,3,5,231,1.5457
1978,6,1,1,541,0.8092
1978,6,1,2,415,-0.9412
1978,6,1,3,366,0.1085
1978,6,1,4,334,-0.2749
1978,6,1,5,404,0.7052
1978,6,2,1,208,-0.3410
1978,6,2,2,206,1.2055
1978,6,2,3,200,0.2928
1978,6,2,4,204,0.3567
1978,6,2,5,216,-1.3898
1978,6,3,1,190,-2.3404
1978,6,3,2,217,-1.7537
1978,6,3,3,242,-1.5672
1978,6,3,4,259,-1.3330
1978,6,3,5,241,-2.0452
1978,7,1,1,445,5.2447
1978,7,1,2,362,6.5993
1978,7,1,3,323,6.9247
1978,7,1,4,293,5.8103
1978,7,1,5,361,3.9540
1978,7,2,1,183,6.1669
1978,7,2,2,175,7.1361
1978,7,2,3,173,6.8569
1978,7,2,4,174,5.7447
1978,7,2,5,187,6.1805
1978,7,3,1,169,6.0274
1978,7,3,2,186,7.0359
1978,7,3,3,196,6.1953
1978,7,3,4,221,6.7242
1978,7,3,5,195,5.9519
1978,8,1,1,526,9.7403
1978,8,1,2,409,8.9913
1978,8,1,3,371,9.3931
1978,8,1,4,338,10.6849
1978,8,1,5,382,10.3795
1978,8,2,1,221,8.4326
1978,8,2,2,219,10.7029
1978,8,2,3,206,7.8920
1978,8,2,4,206,9.1501
1978,8,2,5,214,8.0118
1978,8,3,1,196,3.7903
1978,8,3,2,234,3.1481
1978,8,3,3,244,3.1052
1978,8,3,4,274,4.4333
1978,8,3,5,246,3.4308
1978,9,1,1,533,-0.1995
1978,9,1,2,417,-1.1154
1978,9,1,3,379,-0.0775
1978,9,1,4,341,0.8231
1978,9,1,5,393,-0.6895
1978,9,2,1,231,-2.5790
1978,9,2,2,222,-1.1835
1978,9,2,3,214,-1.5868
1978,9,2,4,214,-2.0704
1978,9,2,5,214,-1.5011
1978,9,3,1,188,-1.7788
1978,9,3,2,242,-1.3407
1978,9,3,3,262,-0.7568
1978,9,3,4,279,-1.1875
1978,9,3,5,252,-0.4828
1978,10,1,1,474,-25.2104
1978,10,1,2,368,-24.6111
1978,10,1,3,325,-23.8971
1978,10,1,4,291,-24.9452
1978,10,1,5,336,-23.4050
1978,10,2,1,194,-21.6708
1978,10,2,2,196,-22.8711
1978,10,2,3,190,-21.2137
1978,10,2,4,184,-20.5014
1978,10,2,5,192,-20.8466
1978,10,3,1,156,-10.3355
1978,10,3,2,195,-11.5267
1978,10,3,3,227,-10.3437
1978,10,3,4,237,-10.4751
1978,10,3,5,224,-9.5822
1978,11,1,1,550,7.3135
1978,11,1,2,411,6.9604
1978,11,1,3,348,9.6110
1978,11,1,4,329,8.5514
1978,11,1,5,376,8.5122
1978,11,2,1,218,7.2534
1978,11,2,2,228,8.4255
1978,11,2,3,211,6.4598
1978,11,2,4,201,6.6785
1978,11,2,5,222,8.1510
1978,11,3,1,171,1.9849
1978,11,3,2,230,2.7028
1978,11,3,3,282,3.6125
1978,11,3,4,287,3.0244
1978,11,3,5,251,2.9358
1978,12,1,1,564,0.0146
1978,12,1,2,409,0.3688
1978,12,1,3,345,2.1258
1978,12,1,4,331,1.0567
1978,12,1,5,382,0.8282
1978,12,2,1,232,0.8176
1978,12,2,2,232,2.7740
1978,12,2,3,210,2.5616
1978,12,2,4,203,3.3472
1978,12,2,5,234,2.4224
1978,12,3,1,177,0.8047
1978,12,3,2,234,0.7045
1978,12,3,3,288,2.3526
1978,12,3,4,293,2.1529
1978,12,3,5,259,2.0535
1979,1,1,1,513,11.8309
1979,1,1,2,359,12.5181
1979,1,1,3,289,10.3151
1979,1,1,4,278,9.8082
1979,1,1,5,304,9.8120
1979,1,2,1,206,9.0794
1979,1,2,2,198,9.1979
1979,1,2,3,168,9.1821
1979,1,2,4,177,8.5904
1979,1,2,5,196,7.9983
1979,1,3,1,114,6.4134
1979,1,3,2,190,4.7228
1979,1,3,3,240,4.4166
1979,1,3,4,240,3.8318
1979,1,3,5,219,3.6614
1979,2,1,1,552,-3.0188
1979,2,1,2,392,-2.3611
1979,2,1,3,318,-1.3786
1979,2,1,4,302,-1.9084
1979,2,1,5,328,-2.1893
1979,2,2,1,228,-4.1650
1979,2,2,2,222,-3.0297
1979,2,2,3,192,-1.5427
1979,2,2,4,199,-2.9122
1979,2,2,5,204,-3.3219
1979,2,3,1,140,-4.6708
1979,2,3,2,213,-4.7187
1979,2,3,3,266,-2.9603
1979,2,3,4,267,-2.9888
1979,2,3,5,243,-2.2059
1979,3,1,1,545,8.9054
1979,3,1,2,400,9.0799
1979,3,1,3,344,12.2526
1979,3,1,4,302,8.1567
1979,3,1,5,327,9.2586
1979,3,2,1,229,10.7379
1979,3,2,2,223,11.0723
1979,3,2,3,194,10.8225
1979,3,2,4,192,10.4862
1979,3,2,5,206,12.0016
1979,3,3,1,151,7.1935
1979,3,3,2,215,6.9283
1979,3,3,3,266,7.1591
1979,3,3,4,272,6.7545
1979,3,3,5,247,6.4022
1979,4,1,1,476,1.9594
1979,4,1,2,328,2.6132
1979,4,1,3,281,2.5342
1979,4,1,4,256,3.6965
1979,4,1,5,295,2.2160
1979,4,2,1,197,2.9715
1979,4,2,2,186,2.1000
1979,4,2,3,155,1.4155
1979,4,2,4,167,3.3255
1979,4,2,5,174,3.9329
1979,4,3,1,121,0.6118
1979,4,3,2,174,0.4749
1979,4,3,3,219,1.0557
1979,4,3,4,224,1.0251
1979,4,3,5,198,1.6584
1979,5,1,1,511,-0.6756
1979,5,1,2,361,-1.5001
1979,5,1,3,338,-0.0805
1979,5,1,4,314,0.2350
1979,5,1,5,370,-0.4098
1979,5,2,1,219,-1.7155
1979,5,2,2,205,-1.6416
1979,5,2,3,187,-0.7858
1979,5,2,4,201,-1.2310
1979,5,2,5,210,-2.1457
1979,5,3,1,167,-1.5218
1979,5,3,2,207,-1.8895
1979,5,3,3,251,-2.5169
1979,5,3,4,266,-2.5220
1979,5,3,5,236,-1.7095
1979,6,1,1,535,4.7350
1979,6,1,2,382,5.6111
1979,6,1,3,356,5.7272
1979,6,1,4,328,5.6036
1979,6,1,5,384,4.8036
1979,6,2,1,227,4.3017
1979,6,2,2,222,6.1137
1979,6,2,3,189,3.9693
1979,6,2,4,206,4.3661
1979,6,2,5,216,4.3137
1979,6,3,1,173,4.3139
1979,6,3,2,215,5.0005
1979,6,3,3,265,4.8718
1979,6,3,4,271,4.4244
1979,6,3,5,240,3.0975
1979,7,1,1,466,1.9958
1979,7,1,2,333,1.5708
1979,7,1,3,318,1.8071
1979,7,1,4,287,0.6349
1979,7,1,5,334,3.3282
1979,7,2,1,203,2.5779
1979,7,2,2,184,3.2968
1979,7,2,3,164,3.2141
1979,7,2,4,179,4.3820
1979,7,2,5,187,2.2702
1979,7,3,1,153,1.0064
1979,7,3,2,185,2.4954
1979,7,3,3,212,2.6229
1979,7,3,4,226,0.7854
1979,7,3,5,209,-0.0207
1979,8,1,1,521,7.5535
1979,8,1,2,393,7.8102
1979,8,1,3,367,8.8276
1979,8,1,4,337,8.5065
1979,8,1,5,374,8.3878
1979,8,2,1,229,7.4198
1979,8,2,2,212,9.6419
1979,8,2,3,206,9.3196
1979,8,2,4,204,9.4951
1979,8,2,5,204,8.6197
1979,8,3,1,184,7.9654
1979,8,3,2,223,7.7283
1979,8,3,3,239,7.3660
1979,8,3,4,284,7.0187
1979,8,3,5,256,6.4016
1979,9,1,1,522,-1.4771
1979,9,1,2,401,-1.8788
1979,9,1,3,371,-1.4077
1979,9,1,4,342,-0.1142
1979,9,1,5,385,-0.6284
1979,9,2,1,235,0.5149
1979,9,2,2,221,1.2324
1979,9,2,3,222,0.3641
1979,9,2,4,216,-0.2489
1979,9,2,5,212,0.3893
1979,9,3,1,181,0.6820
1979,9,3,2,230,-1.2217
1979,9,3,3,252,0.5271
1979,9,3,4,293,1.5347
1979,9,3,5,269,0.6184
1979,10,1,1,463,-11.6446
1979,10,1,2,357,-12.0545
1979,10,1,3,298,-11.5317
1979,10,1,4,297,-11.3368
1979,10,1,5,349,-8.8060
1979,10,2,1,202,-10.9747
1979,10,2,2,187,-9.4561
1979,10,2,3,200,-9.8448
1979,10,2,4,178,-9.9378
1979,10,2,5,178,-10.0880
1979,10,3,1,155,-8.1505
1979,10,3,2,195,-7.7275
1979,10,3,3,212,-8.1256
1979,10,3,4,249,-5.6781
1979,10,3,5,237,-5.6578
1979,11,1,1,524,9.0875
1979,11,1,2,406,7.6006
1979,11,1,3,344,6.8707
1979,11,1,4,323,8.4255
1979,11,1,5,392,9.1115
1979,11,2,1,235,8.6210
1979,11,2,2,205,9.5652
1979,11,2,3,226,8.7147
1979,11,2,4,203,9.2495
1979,11,2,5,220,9.2499
1979,11,3,1,173,6.8329
1979,11,3,2,228,5.0684
1979,11,3,3,259,5.8315
1979,11,3,4,278,4.7933
1979,11,3,5,263,6.1039
1979,12,1,1,538,7.5096
1979,12,1,2,404,8.0240
1979,12,1,3,356,7.2232
1979,12,1,4,316,7.8884
1979,12,1,5,399,8.9533
1979,12,2,1,246,7.7419
1979,12,2,2,208,5.8815
1979,12,2,3,229,7.0343
1979,12,2,4,210,6.6616
1979,12,2,5,220,7.3227
1979,12,3,1,170,5.0004
1979,12,3,2,234,3.5340
1979,12,3,3,266,3.7927
1979,12,3,4,285,1.6777
1979,12,3,5,267,2.2241
1980,1,1,1,466,10.3748
1980,1,1,2,336,12.5714
1980,1,1,3,292,10.8664
1980,1,1,4,248,8.8339
1980,1,1,5,327,9.8938
1980,1,2,1,210,6.8577
1980,1,2,2,172,7.6673
1980,1,2,3,189,8.0945
1980,1,2,4,167,7.1965
1980,1,2,5,187,5.7758
1980,1,3,1,113,5.7923
1980,1,3,2,191,6.7861
1980,1,3,3,214,6.9174
1980,1,3,4,242,7.1796
1980,1,3,5,226,8.9802
1980,2,1,1,507,-1.3543
1980,2,1,2,372,-0.2785
1980,2,1,3,326,-2.9414
1980,2,1,4,272,-2.3416
1980,2,1,5,333,-1.1395
1980,2,2,1,225,-1.3229
1980,2,2,2,198,-1.8725
1980,2,2,3,203,-0.5762
1980,2,2,4,173,-1.8301
1980,2,2,5,200,-1.0706
1980,2,3,1,141,-1.8627
1980,2,3,2,225,-2.1484
1980,2,3,3,251,0.5461
1980,2,3,4,272,0.3058
1980,2,3,5,247,4.1723
1980,3,1,1,508,-19.8282
1980,3,1,2,376,-18.5845
1980,3,1,3,330,-17.9651
1980,3,1,4,267,-17.5972
1980,3,1,5,334,-18.8772
1980,3,2,1,233,-16.8435
1980,3,2,2,197,-17.1505
1980,3,2,3,212,-18.8131
1980,3,2,4,169,-17.1528
1980,3,2,5,197,-18.5828
1980,3,3,1,150,-12.4142
1980,3,3,2,223,-11.1720
1980,3,3,3,246,-11.7483
1980,3,3,4,278,-10.8291
1980,3,3,5,252,-14.1628
1980,4,1,1,440,4.8090
1980,4,1,2,306,4.4617
1980,4,1,3,277,5.4378
1980,4,1,4,218,6.0564
1980,4,1,5,298,7.1862
1980,4,2,1,195,4.6934
1980,4,2,2,168,5.0651
1980,4,2,3,172,5.2031
1980,4,2,4,148,4.5462
1980,4,2,5,176,6.0744
1980,4,3,1,122,3.4612
1980,4,3,2,183,3.8000
1980,4,3,3,212,4.0683
1980,4,3,4,227,2.9933
1980,4,3,5,208,4.7162
1980,5,1,1,472,6.6900
1980,5,1,2,375,5.9926
1980,5,1,3,331,5.8379
1980,5,1,4,265,6.8409
1980,5,1,5,372,8.2550
1980,5,2,1,223,7.5043
1980,5,2,2,186,9.6098
1980,5,2,3,212,9.8386
1980,5,2,4,191,8.5394
1980,5,2,5,203,9.7580
1980,5,3,1,167,6.7975
1980,5,3,2,217,5.3833
1980,5,3,3,251,6.2221
1980,5,3,4,269,5.5710
1980,5,3,5,236,5.6373
1980,6,1,1,487,3.0631
1980,6,1,2,387,2.9341
1980,6,1,3,342,3.1732
1980,6,1,4,277,1.8973
1980,6,1,5,365,3.7645
1980,6,2,1,228,3.7851
1980,6,2,2,200,3.4728
1980,6,2,3,211,3.0611
1980,6,2,4,202,3.2171
1980,6,2,5,215,4.3884
1980,6,3,1,174,3.1110
1980,6,3,2,225,2.8407
1980,6,3,3,258,2.7854
1980,6,3,4,276,3.3972
1980,6,3,5,239,3.8870
1980,7,1,1,430,12.5452
1980,7,1,2,324,12.4426
1980,7,1,3,288,12.1967
1980,7,1,4,239,12.0984
1980,7,1,5,323,12.3963
1980,7,2,1,201,13.4507
1980,7,2,2,177,12.9352
1980,7,2,3,189,11.5931
1980,7,2,4,184,12.6405
1980,7,2,5,195,10.9436
1980,7,3,1,160,10.6531
1980,7,3,2,179,10.5293
1980,7,3,3,210,8.5665
1980,7,3,4,229,7.5931
1980,7,3,5,199,5.9663
1980,8,1,1,500,8.7568
1980,8,1,2,386,7.5817
1980,8,1,3,343,9.0509
1980,8,1,4,303,7.7862
1980,8,1,5,369,8.6403
1980,8,2,1,236,6.2513
1980,8,2,2,209,6.2738
1980,8,2,3,211,6.4960
1980,8,2,4,214,5.9399
1980,8,2,5,219,7.4748
1980,8,3,1,192,2.5748
1980,8,3,2,233,1.8562
1980,8,3,3,261,1.0784
1980,8,3,4,276,1.6205
1980,8,3,5,238,2.7180
1980,9,1,1,507,3.3422
1980,9,1,2,398,2.8245
1980,9,1,3,347,2.6871
1980,9,1,4,322,3.6980
1980,9,1,5,381,4.4757
1980,9,2,1,240,2.8906
1980,9,2,2,220,2.8045
1980,9,2,3,224,2.4857
1980,9,2,4,224,4.9629
1980,9,2,5,227,4.8794
1980,9,3,1,187,3.8376
1980,9,3,2,239,1.4002
