year,month,rank_ME,rank_OLAq_12,nstocks,ret_vw
1976,9,2,1,178,3.2729
1976,9,2,2,164,1.4302
1976,9,2,3,133,2.4253
1976,9,2,4,129,4.0461
1976,9,2,5,145,3.4559
1976,9,3,1,168,2.4554
1976,9,3,2,150,2.3154
1976,9,3,3,202,2.2624
1976,9,3,4,212,2.8708
1976,9,3,5,205,3.0353
1976,10,1,1,460,-2.8118
1976,10,1,2,397,-2.5205
1976,10,1,3,291,-2.4458
1976,10,1,4,237,-1.7251
1976,10,1,5,186,-2.3577
1976,10,2,1,190,-3.4533
1976,10,2,2,172,-2.5308
1976,10,2,3,143,-1.6809
1976,10,2,4,138,-1.8259
1976,10,2,5,149,-4.3656
1976,10,3,1,174,-3.3321
1976,10,3,2,152,-2.9317
1976,10,3,3,211,-3.2535
1976,10,3,4,217,-1.9025
1976,10,3,5,215,-2.2833
1976,11,1,1,522,2.1470
1976,11,1,2,461,3.2608
1976,11,1,3,342,2.3494
1976,11,1,4,290,3.2659
1976,11,1,5,228,3.4531
1976,11,2,1,198,5.6455
1976,11,2,2,195,4.0308
1976,11,2,3,172,3.9086
1976,11,2,4,157,4.7065
1976,11,2,5,163,3.4709
1976,11,3,1,194,1.7794
1976,11,3,2,181,0.6000
1976,11,3,3,243,0.7224
1976,11,3,4,249,0.0373
1976,11,3,5,228,-0.6199
1976,12,1,1,549,10.2669
1976,12,1,2,483,10.7189
1976,12,1,3,361,10.9751
1976,12,1,4,303,9.2295
1976,12,1,5,233,10.6668
1976,12,2,1,214,9.2989
1976,12,2,2,202,9.6243
1976,12,2,3,180,9.8718
1976,12,2,4,167,9.4894
1976,12,2,5,171,8.9499
1976,12,3,1,196,4.3395
1976,12,3,2,188,5.7330
1976,12,3,3,248,6.2522
1976,12,3,4,255,4.8739
1976,12,3,5,233,5.9486
1977,1,1,1,544,5.5072
1977,1,1,2,474,5.0386
1977,1,1,3,348,5.3886
1977,1,1,4,300,4.1331
1977,1,1,5,234,2.3641
1977,1,2,1,205,1.9216
1977,1,2,2,198,0.9831
1977,1,2,3,176,1.1559
1977,1,2,4,164,1.9238
1977,1,2,5,168,-0.3872
1977,1,3,1,178,-4.9368
1977,1,3,2,185,-4.2955
1977,1,3,3,247,-3.4458
1977,1,3,4,250,-6.5616
1977,1,3,5,229,-4.6667
1977,2,1,1,562,-1.4961
1977,2,1,2,485,-0.5621
1977,2,1,3,375,-0.5588
1977,2,1,4,328,-0.4559
1977,2,1,5,267,-0.4302
1977,2,2,1,219,-1.0515
1977,2,2,2,215,-0.4889
1977,2,2,3,193,-0.6608
1977,2,2,4,190,-0.5954
1977,2,2,5,183,-2.0701
1977,2,3,1,187,-1.6807
1977,2,3,2,204,-1.7642
1977,2,3,3,267,-2.2696
1977,2,3,4,281,-1.5624
1977,2,3,5,247,-2.0770
1977,3,1,1,585,1.5125
1977,3,1,2,511,0.9928
1977,3,1,3,393,0.8564
1977,3,1,4,341,-0.1018
1977,3,1,5,279,0.0527
1977,3,2,1,225,-0.1016
1977,3,2,2,216,-0.4819
1977,3,2,3,199,-0.5635
1977,3,2,4,198,0.6845
1977,3,2,5,192,0.0919
1977,3,3,1,190,-0.8180
1977,3,3,2,209,-1.0936
1977,3,3,3,272,-1.4818
1977,3,3,4,285,-1.9504
1977,3,3,5,245,-1.5718
1977,4,1,1,572,1.1296
1977,4,1,2,484,2.0000
1977,4,1,3,380,1.6768
1977,4,1,4,325,2.0156
1977,4,1,5,284,1.1906
1977,4,2,1,220,1.3233
1977,4,2,2,215,1.2717
1977,4,2,3,195,2.2247
1977,4,2,4,190,2.6250
1977,4,2,5,191,1.5857
1977,4,3,1,178,0.5305
1977,4,3,2,199,0.9131
1977,4,3,3,263,1.0759
1977,4,3,4,280,-0.3215
1977,4,3,5,246,-0.8372
1977,5,1,1,623,-0.1858
1977,5,1,2,519,-0.4979
1977,5,1,3,417,0.1163
1977,5,1,4,362,-0.0114
1977,5,1,5,303,0.5717
1977,5,2,1,239,-0.7452
1977,5,2,2,237,-1.0996
1977,5,2,3,214,-1.3379
1977,5,2,4,211,-0.2449
1977,5,2,5,205,0.2614
1977,5,3,1,197,-3.0072
1977,5,3,2,215,-1.6351
1977,5,3,3,289,-1.2337
1977,5,3,4,307,-2.7233
1977,5,3,5,256,-1.9536
1977,6,1,1,628,6.9252
1977,6,1,2,517,6.8427
1977,6,1,3,428,7.2670
1977,6,1,4,374,7.6030
1977,6,1,5,313,7.9583
1977,6,2,1,240,7.2935
1977,6,2,2,239,7.5983
1977,6,2,3,208,7.3746
1977,6,2,4,212,6.7979
1977,6,2,5,211,7.3253
1977,6,3,1,191,4.0579
1977,6,3,2,216,4.0155
1977,6,3,3,290,4.4549
1977,6,3,4,311,5.0180
1977,6,3,5,257,5.8109
1977,7,1,1,602,-0.7470
1977,7,1,2,468,-0.7642
1977,7,1,3,405,-0.2920
1977,7,1,4,354,-0.4189
1977,7,1,5,308,0.5983
1977,7,2,1,216,-2.1515
1977,7,2,2,215,-1.4131
1977,7,2,3,199,-1.2909
1977,7,2,4,210,-1.5866
1977,7,2,5,211,-1.3795
1977,7,3,1,152,-3.1205
1977,7,3,2,189,-2.3139
1977,7,3,3,267,-2.3275
1977,7,3,4,294,-2.4492
1977,7,3,5,247,-1.5948
1977,8,1,1,623,-2.8882
1977,8,1,2,492,-2.6485
1977,8,1,3,437,-2.1571
1977,8,1,4,374,-0.9440
1977,8,1,5,322,0.0966
1977,8,2,1,220,-1.6103
1977,8,2,2,228,-0.8204
1977,8,2,3,210,-1.0427
1977,8,2,4,226,-0.5969
1977,8,2,5,217,0.7765
1977,8,3,1,152,-0.6334
1977,8,3,2,200,-1.9303
1977,8,3,3,286,-1.2088
1977,8,3,4,308,-0.4995
1977,8,3,5,257,-1.3811
1977,9,1,1,621,0.3232
1977,9,1,2,484,0.4711
1977,9,1,3,448,1.2544
1977,9,1,4,375,2.0816
1977,9,1,5,324,1.9313
1977,9,2,1,221,-0.0808
1977,9,2,2,231,-0.3407
1977,9,2,3,209,0.7121
1977,9,2,4,227,2.2265
1977,9,2,5,219,1.4454
1977,9,3,1,151,-2.2220
1977,9,3,2,202,-1.1665
1977,9,3,3,283,-0.5855
1977,9,3,4,308,-0.7354
1977,9,3,5,259,0.1725
1977,10,1,1,615,-3.0072
1977,10,1,2,450,-2.8491
1977,10,1,3,430,-2.3573
1977,10,1,4,359,-1.7222
1977,10,1,5,308,-3.0574
1977,10,2,1,216,-3.5950
1977,10,2,2,217,-3.2578
1977,10,2,3,207,-2.6486
1977,10,2,4,221,-1.7433
1977,10,2,5,217,-3.9358
1977,10,3,1,147,-3.6511
1977,10,3,2,197,-3.8768
1977,10,3,3,268,-4.2564
1977,10,3,4,294,-4.4809
1977,10,3,5,247,-3.7494
1977,11,1,1,625,9.2212
1977,11,1,2,476,9.6794
1977,11,1,3,457,10.5698
1977,11,1,4,379,10.6461
1977,11,1,5,325,10.1871
1977,11,2,1,220,8.4074
1977,11,2,2,228,8.0154
1977,11,2,3,228,10.3983
1977,11,2,4,236,10.6417
1977,11,2,5,226,9.4056
1977,11,3,1,151,4.0227
1977,11,3,2,204,4.9511
1977,11,3,3,275,4.4242
1977,11,3,4,313,4.3228
1977,11,3,5,251,3.0736
1977,12,1,1,626,0.5175
1977,12,1,2,479,1.3697
1977,12,1,3,466,2.2296
1977,12,1,4,381,2.5332
1977,12,1,5,325,4.0050
1977,12,2,1,221,0.3381
1977,12,2,2,227,0.8058
1977,12,2,3,232,1.3360
1977,12,2,4,239,2.3841
1977,12,2,5,226,1.4270
1977,12,3,1,149,-0.4729
1977,12,3,2,199,0.0955
1977,12,3,3,277,-0.0588
1977,12,3,4,312,0.6814
1977,12,3,5,249,1.1781
1978,1,1,1,611,0.0690
1978,1,1,2,451,-1.4510
1978,1,1,3,454,-1.2608
1978,1,1,4,357,-2.9559
1978,1,1,5,307,-3.2222
1978,1,2,1,211,-2.8503
1978,1,2,2,220,-2.9037
1978,1,2,3,212,-3.8056
1978,1,2,4,234,-4.7839
1978,1,2,5,220,-5.9967
1978,1,3,1,137,-5.6755
1978,1,3,2,188,-5.6937
1978,1,3,3,272,-5.9511
1978,1,3,4,294,-6.3277
1978,1,3,5,239,-6.0866
1978,2,1,1,614,3.0336
1978,2,1,2,465,2.1930
1978,2,1,3,470,2.6330
1978,2,1,4,373,3.3782
1978,2,1,5,320,3.8882
1978,2,2,1,214,1.9131
1978,2,2,2,238,1.1925
1978,2,2,3,225,1.9418
1978,2,2,4,238,1.6108
1978,2,2,5,223,1.6969
1978,2,3,1,142,-3.6313
1978,2,3,2,198,-1.7455
1978,2,3,3,280,-2.0952
1978,2,3,4,297,-2.7862
1978,2,3,5,242,-2.0620
1978,3,1,1,611,8.0211
1978,3,1,2,471,8.6313
1978,3,1,3,466,7.7115
1978,3,1,4,375,8.5689
1978,3,1,5,321,8.2486
1978,3,2,1,217,7.6672
1978,3,2,2,237,6.7776
1978,3,2,3,228,6.2597
1978,3,2,4,240,6.3900
1978,3,2,5,224,6.6977
1978,3,3,1,141,3.4774
1978,3,3,2,203,4.4738
1978,3,3,3,280,3.7521
1978,3,3,4,299,2.5321
1978,3,3,5,244,1.5040
1978,4,1,1,583,8.4852
1978,4,1,2,449,7.9286
1978,4,1,3,441,8.6447
1978,4,1,4,355,9.7315
1978,4,1,5,305,9.1043
1978,4,2,1,211,6.4103
1978,4,2,2,225,7.1287
1978,4,2,3,216,8.5611
1978,4,2,4,224,8.9826
1978,4,2,5,221,10.7248
1978,4,3,1,124,10.1469
1978,4,3,2,196,9.8878
1978,4,3,3,262,9.2018
1978,4,3,4,285,11.2972
1978,4,3,5,237,10.2451
1978,5,1,1,597,7.4804
1978,5,1,2,492,9.9167
1978,5,1,3,452,8.6232
1978,5,1,4,368,8.7487
1978,5,1,5,317,6.8553
1978,5,2,1,225,7.7153
1978,5,2,2,241,5.7634
1978,5,2,3,223,6.4135
1978,5,2,4,237,6.3059
1978,5,2,5,226,6.9228
1978,5,3,1,140,0.8791
1978,5,3,2,209,2.4975
1978,5,3,3,280,2.0559
1978,5,3,4,298,2.6286
1978,5,3,5,239,1.6071
1978,6,1,1,595,-0.2713
1978,6,1,2,493,0.6907
1978,6,1,3,446,0.1932
1978,6,1,4,373,-0.6626
1978,6,1,5,312,0.9610
1978,6,2,1,229,1.6262
1978,6,2,2,242,-1.1550
1978,6,2,3,224,0.3026
1978,6,2,4,238,-0.8690
1978,6,2,5,222,-0.3091
1978,6,3,1,139,-3.6452
1978,6,3,2,207,-1.7140
1978,6,3,3,280,-1.5477
1978,6,3,4,300,-0.8413
1978,6,3,5,242,-2.1916
1978,7,1,1,564,4.8322
1978,7,1,2,470,5.5725
1978,7,1,3,417,5.7725
1978,7,1,4,342,6.2144
1978,7,1,5,304,7.4011
1978,7,2,1,216,6.6495
1978,7,2,2,231,7.1066
1978,7,2,3,223,6.2824
1978,7,2,4,227,7.0500
1978,7,2,5,200,6.1135
1978,7,3,1,127,6.2067
1978,7,3,2,199,6.1567
1978,7,3,3,262,6.3294
1978,7,3,4,287,7.0162
1978,7,3,5,234,6.3094
1978,8,1,1,568,10.8884
1978,8,1,2,494,9.8935
1978,8,1,3,436,9.4783
1978,8,1,4,359,9.5483
1978,8,1,5,310,9.2245
1978,8,2,1,219,10.7031
1978,8,2,2,244,6.6554
1978,8,2,3,237,9.4287
1978,8,2,4,239,8.1897
1978,8,2,5,214,9.6871
1978,8,3,1,133,2.6281
1978,8,3,2,213,3.2853
1978,8,3,3,275,3.5479
1978,8,3,4,304,3.3869
1978,8,3,5,244,4.1376
1978,9,1,1,563,0.6678
1978,9,1,2,488,-0.4765
1978,9,1,3,436,-1.3054
1978,9,1,4,361,-1.0657
1978,9,1,5,318,-1.4500
1978,9,2,1,215,-0.4006
1978,9,2,2,244,-1.1661
1978,9,2,3,237,-1.6098
1978,9,2,4,238,-2.4239
1978,9,2,5,219,-2.9982
1978,9,3,1,128,0.0505
1978,9,3,2,209,-1.2800
1978,9,3,3,268,-0.9914
1978,9,3,4,300,-1.4667
1978,9,3,5,245,-1.0049
1978,10,1,1,541,-25.2343
1978,10,1,2,466,-24.6483
1978,10,1,3,420,-24.3934
1978,10,1,4,341,-24.2135
1978,10,1,5,309,-24.6480
1978,10,2,1,210,-23.4177
1978,10,2,2,232,-21.2412
1978,10,2,3,228,-21.6986
1978,10,2,4,222,-19.9922
1978,10,2,5,218,-21.7509
1978,10,3,1,125,-12.0533
1978,10,3,2,203,-11.7231
1978,10,3,3,258,-10.0306
1978,10,3,4,293,-10.2467
1978,10,3,5,237,-8.7512
1978,11,1,1,556,6.6210
1978,11,1,2,495,8.6378
1978,11,1,3,442,8.6633
1978,11,1,4,377,9.2763
1978,11,1,5,328,10.1710
1978,11,2,1,211,6.4872
1978,11,2,2,248,7.0952
1978,11,2,3,241,8.4936
1978,11,2,4,226,7.4989
1978,11,2,5,223,8.2681
1978,11,3,1,131,2.8485
1978,11,3,2,211,3.8774
1978,11,3,3,279,1.9736
1978,11,3,4,312,3.1339
1978,11,3,5,244,3.2164
1978,12,1,1,554,-1.7540
1978,12,1,2,496,0.5132
1978,12,1,3,439,1.5694
1978,12,1,4,375,2.6310
1978,12,1,5,323,2.3794
1978,12,2,1,217,0.9370
1978,12,2,2,251,2.3647
1978,12,2,3,237,2.4024
1978,12,2,4,235,1.6124
1978,12,2,5,225,4.3190
1978,12,3,1,129,-0.7002
1978,12,3,2,212,0.7843
1978,12,3,3,281,0.8535
1978,12,3,4,307,2.6958
1978,12,3,5,244,3.3397
1979,1,1,1,540,13.6034
1979,1,1,2,466,10.4778
1979,1,1,3,413,10.3198
1979,1,1,4,362,9.3918
1979,1,1,5,309,9.5958
1979,1,2,1,211,10.2234
1979,1,2,2,235,9.8520
1979,1,2,3,228,8.5367
1979,1,2,4,228,7.4376
1979,1,2,5,223,7.5432
1979,1,3,1,127,8.3832
1979,1,3,2,206,4.8791
1979,1,3,3,271,4.6933
1979,1,3,4,293,3.2795
1979,1,3,5,243,3.4582
1979,2,1,1,547,-2.4162
1979,2,1,2,478,-2.5192
1979,2,1,3,429,-1.7025
1979,2,1,4,369,-2.0099
1979,2,1,5,310,-3.1529
1979,2,2,1,215,-1.1945
1979,2,2,2,242,-2.5184
1979,2,2,3,243,-2.6559
1979,2,2,4,237,-3.7858
1979,2,2,5,224,-3.9561
1979,2,3,1,132,-3.9105
1979,2,3,2,210,-3.4293
1979,2,3,3,280,-3.9299
1979,2,3,4,298,-2.6199
1979,2,3,5,251,-2.8826
1979,3,1,1,552,8.6724
1979,3,1,2,486,9.0017
1979,3,1,3,431,10.2319
1979,3,1,4,375,10.1352
1979,3,1,5,314,10.4110
1979,3,2,1,214,11.9380
1979,3,2,2,249,10.6622
1979,3,2,3,246,10.6649
1979,3,2,4,240,10.3624
1979,3,2,5,221,11.2649
1979,3,3,1,131,7.6021
1979,3,3,2,214,7.4605
1979,3,3,3,280,7.2150
1979,3,3,4,296,6.7270
1979,3,3,5,254,6.0729
1979,4,1,1,536,3.1306
1979,4,1,2,461,2.1209
1979,4,1,3,396,3.0421
1979,4,1,4,358,1.6500
1979,4,1,5,303,2.3275
1979,4,2,1,200,2.5584
1979,4,2,2,236,2.8736
1979,4,2,3,235,2.0951
1979,4,2,4,225,2.3093
1979,4,2,5,213,3.9320
1979,4,3,1,123,-0.4728
1979,4,3,2,199,0.8504
1979,4,3,3,274,0.7505
1979,4,3,4,283,1.6809
1979,4,3,5,249,0.8450
1979,5,1,1,550,-0.5771
1979,5,1,2,483,-0.4618
1979,5,1,3,422,-0.8437
1979,5,1,4,381,-0.2830
1979,5,1,5,316,-0.7870
1979,5,2,1,210,-0.5457
1979,5,2,2,247,-0.4749
1979,5,2,3,251,-1.8796
1979,5,2,4,236,-2.0751
1979,5,2,5,220,-2.5935
1979,5,3,1,135,-3.0633
1979,5,3,2,210,-1.8437
1979,5,3,3,282,-1.9444
1979,5,3,4,292,-2.6728
1979,5,3,5,252,-1.5930
1979,6,1,1,542,5.4609
1979,6,1,2,480,4.7036
1979,6,1,3,414,5.0228
1979,6,1,4,379,5.1301
1979,6,1,5,315,5.3783
1979,6,2,1,213,6.5824
1979,6,2,2,248,5.4323
1979,6,2,3,253,4.8492
1979,6,2,4,239,4.5199
1979,6,2,5,224,2.7298
1979,6,3,1,138,5.1073
1979,6,3,2,212,4.9880
1979,6,3,3,277,5.2359
1979,6,3,4,293,4.4534
1979,6,3,5,250,2.8255
1979,7,1,1,516,1.3828
1979,7,1,2,444,0.9630
1979,7,1,3,391,2.3908
1979,7,1,4,353,2.4652
1979,7,1,5,290,2.1778
1979,7,2,1,201,3.5028
1979,7,2,2,232,2.4442
1979,7,2,3,239,3.0974
1979,7,2,4,226,3.5656
1979,7,2,5,216,2.7545
1979,7,3,1,124,1.7230
1979,7,3,2,204,2.7333
1979,7,3,3,262,2.5832
1979,7,3,4,281,0.5213
1979,7,3,5,239,0.0425
1979,8,1,1,534,7.6465
1979,8,1,2,468,8.7685
1979,8,1,3,416,8.1328
1979,8,1,4,352,7.8731
1979,8,1,5,294,9.8467
1979,8,2,1,210,7.5727
1979,8,2,2,237,8.7546
1979,8,2,3,249,8.8597
1979,8,2,4,234,8.7137
1979,8,2,5,219,10.1157
1979,8,3,1,134,8.4939
1979,8,3,2,218,6.6096
1979,8,3,3,278,8.1037
1979,8,3,4,298,7.3785
1979,8,3,5,247,6.2487
1979,9,1,1,533,-1.1940
1979,9,1,2,471,-1.5659
1979,9,1,3,412,-0.9279
1979,9,1,4,354,-0.4958
1979,9,1,5,295,0.2207
1979,9,2,1,213,0.2727
1979,9,2,2,242,0.8972
1979,9,2,3,251,0.7152
1979,9,2,4,234,-1.3062
1979,9,2,5,214,1.3727
1979,9,3,1,132,-0.0283
1979,9,3,2,217,-0.5498
1979,9,3,3,278,0.5820
1979,9,3,4,298,1.9289
1979,9,3,5,252,0.2703
1979,10,1,1,521,-11.9364
1979,10,1,2,443,-10.6499
1979,10,1,3,378,-10.7533
1979,10,1,4,327,-11.2471
1979,10,1,5,278,-9.4749
1979,10,2,1,206,-11.2040
1979,10,2,2,224,-9.3400
1979,10,2,3,234,-10.3012
1979,10,2,4,223,-10.2000
1979,10,2,5,205,-9.3334
1979,10,3,1,125,-9.1039
1979,10,3,2,205,-7.7562
1979,10,3,3,269,-6.8953
1979,10,3,4,284,-6.0212
1979,10,3,5,240,-5.6632
1979,11,1,1,540,8.4502
1979,11,1,2,467,8.5502
1979,11,1,3,405,9.2427
1979,11,1,4,340,9.0924
1979,11,1,5,296,9.3779
1979,11,2,1,217,9.3406
1979,11,2,2,237,7.6445
1979,11,2,3,247,8.1995
1979,11,2,4,239,10.0302
1979,11,2,5,214,9.3782
1979,11,3,1,137,5.3146
1979,11,3,2,216,5.3564
1979,11,3,3,276,5.9510
1979,11,3,4,291,5.3046
1979,11,3,5,256,5.6412
1979,12,1,1,541,6.7654
1979,12,1,2,472,8.8012
1979,12,1,3,402,9.7089
1979,12,1,4,338,8.0206
1979,12,1,5,291,8.9843
1979,12,2,1,219,7.0923
1979,12,2,2,246,8.0770
1979,12,2,3,247,7.8039
1979,12,2,4,241,6.2595
1979,12,2,5,219,6.1453
1979,12,3,1,138,5.4041
1979,12,3,2,217,3.8891
1979,12,3,3,279,3.1574
1979,12,3,4,294,1.9846
1979,12,3,5,259,1.8080
1980,1,1,1,524,10.8818
1980,1,1,2,449,12.0480
1980,1,1,3,383,11.8991
1980,1,1,4,322,8.9295
1980,1,1,5,278,8.9699
1980,1,2,1,211,8.4478
1980,1,2,2,239,8.6581
1980,1,2,3,231,7.8975
1980,1,2,4,233,7.7773
1980,1,2,5,220,4.9316
1980,1,3,1,134,7.1206
1980,1,3,2,215,7.5766
1980,1,3,3,264,7.7311
1980,1,3,4,276,8.3999
1980,1,3,5,253,6.1805
1980,2,1,1,541,-0.5625
1980,2,1,2,473,-1.5592
1980,2,1,3,400,-1.5576
1980,2,1,4,320,-1.7796
1980,2,1,5,275,-2.2199
1980,2,2,1,219,-0.4698
1980,2,2,2,248,0.8126
1980,2,2,3,252,-2.1120
1980,2,2,4,243,-2.4187
1980,2,2,5,223,-0.9422
1980,2,3,1,144,-2.6372
1980,2,3,2,223,-0.2728
1980,2,3,3,274,-0.1091
1980,2,3,4,286,2.8903
1980,2,3,5,265,1.3477
1980,3,1,1,537,-19.6876
1980,3,1,2,472,-19.0624
1980,3,1,3,397,-18.5020
1980,3,1,4,329,-18.2199
1980,3,1,5,277,-19.7047
1980,3,2,1,220,-19.1947
1980,3,2,2,251,-18.9518
1980,3,2,3,255,-17.5482
1980,3,2,4,244,-17.1698
1980,3,2,5,225,-17.6205
1980,3,3,1,150,-13.4464
1980,3,3,2,225,-11.3345
1980,3,3,3,275,-11.8264
1980,3,3,4,290,-11.9546
1980,3,3,5,268,-12.0035
1980,4,1,1,517,4.7261
1980,4,1,2,446,5.3733
1980,4,1,3,372,5.2424
1980,4,1,4,311,6.4051
1980,4,1,5,264,9.1159
1980,4,2,1,207,5.2356
1980,4,2,2,240,6.2610
1980,4,2,3,241,4.2319
1980,4,2,4,238,5.1556
1980,4,2,5,211,4.5406
1980,4,3,1,144,2.3567
1980,4,3,2,211,3.3534
1980,4,3,3,259,4.9520
1980,4,3,4,282,3.7430
1980,4,3,5,262,3.5750
1980,5,1,1,535,6.7600
1980,5,1,2,469,6.4667
1980,5,1,3,411,6.0014
1980,5,1,4,326,6.4918
1980,5,1,5,273,8.1525
1980,5,2,1,214,8.8340
1980,5,2,2,255,8.9098
1980,5,2,3,252,8.9425
1980,5,2,4,250,7.9703
1980,5,2,5,221,9.2034
1980,5,3,1,156,7.1406
1980,5,3,2,222,7.2433
1980,5,3,3,280,6.4993
1980,5,3,4,294,5.0724
1980,5,3,5,270,5.3668
1980,6,1,1,531,2.9656
1980,6,1,2,462,2.6915
1980,6,1,3,415,3.5301
1980,6,1,4,322,3.0961
1980,6,1,5,271,4.2414
1980,6,2,1,214,3.8221
1980,6,2,2,258,3.7338
1980,6,2,3,256,3.6253
1980,6,2,4,251,3.5734
1980,6,2,5,220,4.3008
1980,6,3,1,156,2.9295
1980,6,3,2,222,2.8671
1980,6,3,3,280,2.4784
1980,6,3,4,297,3.6000
1980,6,3,5,272,3.5423
1980,7,1,1,517,11.1116
1980,7,1,2,431,11.6784
1980,7,1,3,389,13.0231
1980,7,1,4,295,13.8777
1980,7,1,5,257,13.3065
1980,7,2,1,201,10.9382
1980,7,2,2,244,10.7953
1980,7,2,3,242,12.6958
1980,7,2,4,236,14.0703
1980,7,2,5,217,14.4917
1980,7,3,1,143,10.6193
1980,7,3,2,212,8.7143
1980,7,3,3,260,9.1809
1980,7,3,4,274,7.7701
1980,7,3,5,262,7.2311
1980,8,1,1,529,6.9181
1980,8,1,2,444,8.5465
1980,8,1,3,393,7.9391
1980,8,1,4,306,9.0280
1980,8,1,5,256,11.3455
1980,8,2,1,203,5.9565
1980,8,2,2,253,6.9653
1980,8,2,3,255,6.8484
1980,8,2,4,246,5.6105
1980,8,2,5,224,6.6247
1980,8,3,1,146,1.0699
1980,8,3,2,221,0.9174
1980,8,3,3,278,1.8330
1980,8,3,4,286,1.6719
1980,8,3,5,272,2.5069
1980,9,1,1,527,3.7522
1980,9,1,2,443,3.2809
1980,9,1,3,403,3.1363
1980,9,1,4,312,2.8094
1980,9,1,5,248,4.1172
1980,9,2,1,205,2.5188
1980,9,2,2,258,2.7848
1980,9,2,3,260,3.3474
1980,9,2,4,245,3.9646
1980,9,2,5,224,5.9945
1980,9,3,1,146,2.8603
1980,9,3,2,220,1.8505
