year,month,rank_ME,rank_VFP,nstocks,ret_vw
2000,3,1,5,410,-3.2691
2000,3,2,1,138,-9.3446
2000,3,2,2,105,-0.9476
2000,3,2,3,100,5.0712
2000,3,2,4,137,1.7025
2000,3,2,5,119,0.1258
2000,3,3,1,254,6.4229
2000,3,3,2,160,11.5553
2000,3,3,3,141,6.1228
2000,3,3,4,100,10.1600
2000,3,3,5,47,12.0506
2000,4,1,1,79,-16.1407
2000,4,1,2,76,-10.2985
2000,4,1,3,85,-8.3481
2000,4,1,4,134,-10.2682
2000,4,1,5,405,-6.0546
2000,4,2,1,136,-10.0000
2000,4,2,2,104,0.1636
2000,4,2,3,100,-4.2124
2000,4,2,4,136,0.3697
2000,4,2,5,118,-2.0821
2000,4,3,1,252,-4.5138
2000,4,3,2,158,-1.0986
2000,4,3,3,140,5.8504
2000,4,3,4,100,4.0440
2000,4,3,5,47,8.0906
2000,5,1,1,79,-11.9224
2000,5,1,2,76,-10.1776
2000,5,1,3,85,-5.8866
2000,5,1,4,134,-5.7187
2000,5,1,5,396,-9.8993
2000,5,2,1,136,-10.9193
2000,5,2,2,103,-4.2153
2000,5,2,3,95,-3.5150
2000,5,2,4,135,-7.7086
2000,5,2,5,115,-3.6037
2000,5,3,1,250,-5.0965
2000,5,3,2,156,-0.7039
2000,5,3,3,138,-2.3456
2000,5,3,4,100,-0.4863
2000,5,3,5,47,-4.6935
2000,6,1,1,77,39.3989
2000,6,1,2,73,24.7220
2000,6,1,3,82,12.7658
2000,6,1,4,132,21.2721
2000,6,1,5,391,13.1239
2000,6,2,1,134,16.4804
2000,6,2,2,103,13.4040
2000,6,2,3,95,3.7218
2000,6,2,4,135,2.1468
2000,6,2,5,112,-0.8693
2000,6,3,1,249,7.3512
2000,6,3,2,156,-1.2788
2000,6,3,3,137,-3.0397
2000,6,3,4,100,-6.9745
2000,6,3,5,47,-5.3501
2000,7,1,1,85,-5.5356
2000,7,1,2,84,1.3059
2000,7,1,3,94,-2.3113
2000,7,1,4,123,1.5419
2000,7,1,5,248,1.8642
2000,7,2,1,150,-5.9894
2000,7,2,2,127,-0.7600
2000,7,2,3,103,2.5224
2000,7,2,4,98,4.1837
2000,7,2,5,99,3.5998
2000,7,3,1,351,-4.1455
2000,7,3,2,154,-0.8718
2000,7,3,3,124,1.3270
2000,7,3,4,97,1.2623
2000,7,3,5,47,1.4665
2000,8,1,1,83,10.1698
2000,8,1,2,82,11.9551
2000,8,1,3,93,8.0305
2000,8,1,4,121,3.0169
2000,8,1,5,246,6.3019
2000,8,2,1,149,8.3679
2000,8,2,2,126,6.4834
2000,8,2,3,103,4.4897
2000,8,2,4,98,6.4875
2000,8,2,5,98,8.1481
2000,8,3,1,345,8.5782
2000,8,3,2,152,2.6348
2000,8,3,3,124,9.0625
2000,8,3,4,97,6.7626
2000,8,3,5,47,7.0587
2000,9,1,1,83,-2.2464
2000,9,1,2,80,-3.9094
2000,9,1,3,93,-0.2396
2000,9,1,4,121,-2.9816
2000,9,1,5,243,-4.1037
2000,9,2,1,148,-3.9839
2000,9,2,2,126,-0.1581
2000,9,2,3,102,-3.1392
2000,9,2,4,98,-2.7945
2000,9,2,5,98,-5.3835
2000,9,3,1,341,-8.8655
2000,9,3,2,151,0.8777
2000,9,3,3,124,3.4159
2000,9,3,4,96,-4.6740
2000,9,3,5,47,-2.7639
2000,10,1,1,80,-11.2612
2000,10,1,2,79,-0.1168
2000,10,1,3,91,-9.2749
2000,10,1,4,120,-3.6492
2000,10,1,5,243,-7.1954
2000,10,2,1,145,-6.7222
2000,10,2,2,125,-0.6135
2000,10,2,3,101,-1.5933
2000,10,2,4,96,3.3962
2000,10,2,5,97,-1.5162
2000,10,3,1,336,-2.8925
2000,10,3,2,150,3.7388
2000,10,3,3,124,1.0813
2000,10,3,4,96,8.5923
2000,10,3,5,47,8.8026
2000,11,1,1,79,-16.5822
2000,11,1,2,78,-8.2643
2000,11,1,3,91,-7.0986
2000,11,1,4,118,-7.7346
2000,11,1,5,237,-6.1314
2000,11,2,1,144,-16.1941
2000,11,2,2,122,-3.4645
2000,11,2,3,100,-1.1670
2000,11,2,4,96,-0.6084
2000,11,2,5,96,-0.1712
2000,11,3,1,331,-12.2700
2000,11,3,2,149,-3.6700
2000,11,3,3,123,2.6538
2000,11,3,4,96,0.4300
2000,11,3,5,47,-4.0453
2000,12,1,1,79,-4.7933
2000,12,1,2,78,1.8832
2000,12,1,3,90,4.7610
2000,12,1,4,117,-2.2716
2000,12,1,5,232,4.3176
2000,12,2,1,142,9.8469
2000,12,2,2,121,10.4948
2000,12,2,3,100,10.6080
2000,12,2,4,96,8.4591
2000,12,2,5,95,12.2424
2000,12,3,1,329,-3.6989
2000,12,3,2,147,-0.1315
2000,12,3,3,123,7.8125
2000,12,3,4,94,7.8157
2000,12,3,5,47,10.9623
2001,1,1,1,78,27.6603
2001,1,1,2,77,12.4576
2001,1,1,3,89,12.2760
2001,1,1,4,116,14.9478
2001,1,1,5,230,16.1637
2001,1,2,1,138,4.2769
2001,1,2,2,119,0.2400
2001,1,2,3,100,2.3976
2001,1,2,4,96,6.5887
2001,1,2,5,94,9.9316
2001,1,3,1,328,4.7442
2001,1,3,2,145,2.0842
2001,1,3,3,123,-4.9455
2001,1,3,4,94,0.2348
2001,1,3,5,47,5.5998
2001,2,1,1,78,-11.1208
2001,2,1,2,77,-8.4245
2001,2,1,3,88,-2.2276
2001,2,1,4,115,-0.7995
2001,2,1,5,223,-0.7460
2001,2,2,1,135,-11.6272
2001,2,2,2,118,-2.2051
2001,2,2,3,100,-0.5135
2001,2,2,4,95,3.7781
2001,2,2,5,93,-0.1277
2001,2,3,1,327,-13.5774
2001,2,3,2,144,-3.0890
2001,2,3,3,123,1.4894
2001,2,3,4,94,2.3100
2001,2,3,5,46,2.0394
2001,3,1,1,78,-8.6108
2001,3,1,2,77,-6.7190
2001,3,1,3,88,-2.1717
2001,3,1,4,115,-2.9592
2001,3,1,5,219,-1.0327
2001,3,2,1,134,-7.9066
2001,3,2,2,116,-2.6813
2001,3,2,3,100,-0.0697
2001,3,2,4,94,-2.7813
2001,3,2,5,91,-2.0078
2001,3,3,1,324,-10.4656
2001,3,3,2,142,-3.2461
2001,3,3,3,122,-0.7820
2001,3,3,4,93,-3.9421
2001,3,3,5,46,-2.6842
2001,4,1,1,78,5.1438
2001,4,1,2,76,12.9706
2001,4,1,3,86,4.6608
2001,4,1,4,115,4.7452
2001,4,1,5,214,9.7486
2001,4,2,1,134,7.9818
2001,4,2,2,116,9.7394
2001,4,2,3,100,6.1977
2001,4,2,4,94,5.3777
2001,4,2,5,89,5.6293
2001,4,3,1,324,11.6547
2001,4,3,2,140,4.5148
2001,4,3,3,121,7.5825
2001,4,3,4,92,8.7506
2001,4,3,5,46,6.6669
2001,5,1,1,76,4.7589
2001,5,1,2,76,12.3531
2001,5,1,3,85,14.3109
2001,5,1,4,114,10.3956
2001,5,1,5,214,12.3204
2001,5,2,1,132,4.2014
2001,5,2,2,116,3.7913
2001,5,2,3,98,3.8204
2001,5,2,4,93,3.9027
2001,5,2,5,88,4.8938
2001,5,3,1,323,-0.6583
2001,5,3,2,139,1.0713
2001,5,3,3,121,2.5004
2001,5,3,4,92,3.9249
2001,5,3,5,46,0.2843
2001,6,1,1,75,4.5173
2001,6,1,2,76,5.2079
2001,6,1,3,84,3.0650
2001,6,1,4,113,3.1783
2001,6,1,5,211,5.4788
2001,6,2,1,131,4.0514
2001,6,2,2,115,2.4119
2001,6,2,3,96,5.4475
2001,6,2,4,90,4.5419
2001,6,2,5,87,7.5227
2001,6,3,1,322,-2.5210
2001,6,3,2,138,-3.3618
2001,6,3,3,121,-4.9654
2001,6,3,4,91,-5.1338
2001,6,3,5,46,1.3310
2001,7,1,1,111,-3.7449
2001,7,1,2,41,-1.8604
2001,7,1,3,58,0.7240
2001,7,1,4,76,-3.1922
2001,7,1,5,176,0.2692
2001,7,2,1,193,-4.9978
2001,7,2,2,105,-5.6242
2001,7,2,3,107,-4.2798
2001,7,2,4,78,-1.0123
2001,7,2,5,90,-2.7134
2001,7,3,1,275,-3.5949
2001,7,3,2,136,2.1039
2001,7,3,3,97,2.6986
2001,7,3,4,107,-2.8283
2001,7,3,5,59,2.0627
2001,8,1,1,110,-5.1527
2001,8,1,2,38,-2.9662
2001,8,1,3,58,-0.6544
2001,8,1,4,76,-2.3848
2001,8,1,5,176,-2.2346
2001,8,2,1,190,-5.8147
2001,8,2,2,105,-2.0797
2001,8,2,3,106,-0.3237
2001,8,2,4,78,0.3413
2001,8,2,5,89,-4.4600
2001,8,3,1,275,-7.4820
2001,8,3,2,135,-2.1786
2001,8,3,3,97,-5.0108
2001,8,3,4,107,-0.5872
2001,8,3,5,59,-7.0228
2001,9,1,1,109,-14.2335
2001,9,1,2,37,-15.2848
2001,9,1,3,58,-16.1677
2001,9,1,4,75,-15.7711
2001,9,1,5,172,-16.8000
2001,9,2,1,189,-19.0221
2001,9,2,2,105,-13.9568
2001,9,2,3,106,-14.9578
2001,9,2,4,78,-13.0313
2001,9,2,5,88,-18.1331
2001,9,3,1,271,-9.6726
2001,9,3,2,135,-6.9692
2001,9,3,3,96,-2.2076
2001,9,3,4,106,-11.1089
2001,9,3,5,59,-14.7239
2001,10,1,1,108,13.1590
2001,10,1,2,37,8.7229
2001,10,1,3,57,5.0581
2001,10,1,4,75,5.7874
2001,10,1,5,170,6.7858
2001,10,2,1,187,10.2533
2001,10,2,2,105,5.8764
2001,10,2,3,106,4.7818
2001,10,2,4,77,5.2622
2001,10,2,5,88,7.0154
2001,10,3,1,271,5.7732
2001,10,3,2,135,0.2855
2001,10,3,3,96,-4.2397
2001,10,3,4,105,2.9918
2001,10,3,5,58,7.7746
2001,11,1,1,107,6.8292
2001,11,1,2,37,5.8517
2001,11,1,3,57,12.1925
2001,11,1,4,75,10.9516
2001,11,1,5,166,3.7960
2001,11,2,1,188,10.1488
2001,11,2,2,104,7.4195
2001,11,2,3,106,8.3691
2001,11,2,4,76,7.7044
2001,11,2,5,88,4.9426
2001,11,3,1,271,8.4206
2001,11,3,2,134,7.6826
2001,11,3,3,96,2.6891
2001,11,3,4,104,2.4531
2001,11,3,5,56,5.2315
2001,12,1,1,106,7.5947
2001,12,1,2,37,9.6789
2001,12,1,3,57,8.1239
2001,12,1,4,74,8.8615
2001,12,1,5,161,7.2491
2001,12,2,1,188,7.3711
2001,12,2,2,104,7.2018
2001,12,2,3,106,6.8192
2001,12,2,4,75,7.6058
2001,12,2,5,88,10.9438
2001,12,3,1,268,0.0042
2001,12,3,2,134,-0.7272
2001,12,3,3,96,3.3880
2001,12,3,4,104,3.7383
2001,12,3,5,54,3.9824
2002,1,1,1,105,-2.3296
2002,1,1,2,37,5.6907
2002,1,1,3,56,-1.4197
2002,1,1,4,74,1.5276
2002,1,1,5,159,4.6713
2002,1,2,1,187,-0.4424
2002,1,2,2,104,-1.4452
2002,1,2,3,104,0.0119
2002,1,2,4,74,1.0317
2002,1,2,5,88,2.8684
2002,1,3,1,266,-0.7665
2002,1,3,2,133,-0.1611
2002,1,3,3,95,-3.2489
2002,1,3,4,104,0.4342
2002,1,3,5,54,0.5254
2002,2,1,1,105,-9.2672
2002,2,1,2,37,-6.4131
2002,2,1,3,55,-4.8709
2002,2,1,4,74,-4.9646
2002,2,1,5,159,-5.9224
2002,2,2,1,187,-6.3708
2002,2,2,2,104,-1.3978
2002,2,2,3,104,0.1517
2002,2,2,4,74,3.1672
2002,2,2,5,88,3.4435
2002,2,3,1,265,-3.9253
2002,2,3,2,132,0.9581
2002,2,3,3,95,1.2990
2002,2,3,4,103,3.4546
2002,2,3,5,52,1.6289
2002,3,1,1,105,8.5402
2002,3,1,2,37,12.7326
2002,3,1,3,53,7.2496
2002,3,1,4,73,14.3035
2002,3,1,5,155,14.3948
2002,3,2,1,185,10.8973
2002,3,2,2,104,7.4066
2002,3,2,3,105,7.9294
2002,3,2,4,74,7.3947
2002,3,2,5,88,12.1979
2002,3,3,1,263,4.1668
2002,3,3,2,132,0.7554
2002,3,3,3,95,2.9354
2002,3,3,4,103,6.2699
2002,3,3,5,52,7.4731
2002,4,1,1,105,-4.4436
2002,4,1,2,37,1.4563
2002,4,1,3,53,7.4188
2002,4,1,4,73,3.1071
2002,4,1,5,153,6.3402
2002,4,2,1,185,-3.6620
2002,4,2,2,104,1.1189
2002,4,2,3,104,2.9045
2002,4,2,4,73,3.1951
2002,4,2,5,87,4.2753
2002,4,3,1,263,-8.4077
2002,4,3,2,131,-5.5119
2002,4,3,3,95,-6.1445
2002,4,3,4,103,-0.9897
2002,4,3,5,52,0.4841
2002,5,1,1,105,-5.6393
2002,5,1,2,37,-7.5756
2002,5,1,3,53,0.4253
2002,5,1,4,72,-0.6951
2002,5,1,5,148,-1.9860
2002,5,2,1,184,-7.2127
2002,5,2,2,104,-4.5487
2002,5,2,3,104,-3.9726
2002,5,2,4,72,-2.9416
2002,5,2,5,85,-3.7597
2002,5,3,1,263,-2.5211
2002,5,3,2,131,2.0891
2002,5,3,3,95,1.5686
2002,5,3,4,103,-1.7510
2002,5,3,5,52,0.7232
2002,6,1,1,104,-7.5516
2002,6,1,2,34,-0.3606
2002,6,1,3,53,-0.8961
2002,6,1,4,71,0.5235
2002,6,1,5,146,0.3506
2002,6,2,1,182,-8.7737
2002,6,2,2,104,-4.0087
2002,6,2,3,104,-2.7072
2002,6,2,4,72,-3.2379
2002,6,2,5,85,-2.1939
2002,6,3,1,263,-8.3284
2002,6,3,2,130,-5.9101
2002,6,3,3,94,-5.5030
2002,6,3,4,102,-8.5603
2002,6,3,5,51,-5.9415
2002,7,1,1,189,-19.1954
2002,7,1,2,74,-16.8888
2002,7,1,3,59,-18.3420
2002,7,1,4,97,-16.8577
2002,7,1,5,169,-17.3708
2002,7,2,1,168,-17.4567
2002,7,2,2,105,-17.9744
2002,7,2,3,94,-14.6520
2002,7,2,4,80,-15.1429
2002,7,2,5,78,-18.0598
2002,7,3,1,180,-8.8779
2002,7,3,2,122,-4.8606
2002,7,3,3,119,-1.9813
2002,7,3,4,97,-7.9848
2002,7,3,5,75,-10.4993
2002,8,1,1,189,-0.9028
2002,8,1,2,74,-1.4479
2002,8,1,3,59,-3.4107
2002,8,1,4,97,-2.0304
2002,8,1,5,168,-4.0571
2002,8,2,1,168,-0.0665
2002,8,2,2,105,-0.5688
2002,8,2,3,94,0.7270
2002,8,2,4,79,1.8475
2002,8,2,5,78,2.8447
2002,8,3,1,179,-0.4089
2002,8,3,2,122,-0.3297
2002,8,3,3,119,-0.6676
2002,8,3,4,97,-3.0846
2002,8,3,5,75,4.2481
2002,9,1,1,189,-12.2742
2002,9,1,2,74,-9.0511
2002,9,1,3,58,-6.0369
2002,9,1,4,97,-9.4031
2002,9,1,5,166,-10.4016
2002,9,2,1,166,-8.9754
2002,9,2,2,105,-4.2948
2002,9,2,3,94,-6.3388
2002,9,2,4,79,-3.5258
2002,9,2,5,78,-10.3137
2002,9,3,1,179,-8.4941
2002,9,3,2,122,-8.9193
2002,9,3,3,118,-11.0384
2002,9,3,4,97,-12.2674
2002,9,3,5,75,-18.5824
2002,10,1,1,188,4.5898
2002,10,1,2,73,6.4309
2002,10,1,3,58,7.4298
2002,10,1,4,97,6.8512
2002,10,1,5,166,4.0088
2002,10,2,1,166,9.5125
2002,10,2,2,105,6.5168
2002,10,2,3,94,1.6418
2002,10,2,4,79,1.1092
2002,10,2,5,78,0.8500
2002,10,3,1,179,10.2938
2002,10,3,2,122,6.3525
2002,10,3,3,118,5.8552
2002,10,3,4,96,13.7323
2002,10,3,5,75,-0.8326
2002,11,1,1,187,18.3667
2002,11,1,2,73,13.7092
2002,11,1,3,58,9.6869
2002,11,1,4,96,10.3582
2002,11,1,5,163,12.2643
2002,11,2,1,165,13.9767
2002,11,2,2,105,7.8837
2002,11,2,3,94,6.5943
2002,11,2,4,79,3.1130
2002,11,2,5,78,7.3650
2002,11,3,1,179,6.8204
2002,11,3,2,121,4.5128
2002,11,3,3,118,6.4530
2002,11,3,4,96,8.1298
2002,11,3,5,75,3.8506
2002,12,1,1,187,-6.9637
2002,12,1,2,73,-7.2941
2002,12,1,3,58,-4.6013
2002,12,1,4,95,-1.6481
2002,12,1,5,162,-3.6296
2002,12,2,1,165,-9.7178
2002,12,2,2,104,-6.1236
2002,12,2,3,94,-3.4242
2002,12,2,4,79,-2.1360
2002,12,2,5,77,-5.3948
2002,12,3,1,178,-6.6321
2002,12,3,2,121,-6.7161
2002,12,3,3,118,-5.4257
2002,12,3,4,96,-4.4587
2002,12,3,5,75,1.7798
2003,1,1,1,187,-1.2086
2003,1,1,2,73,-0.2603
2003,1,1,3,58,-1.4541
2003,1,1,4,93,-0.6979
2003,1,1,5,161,-1.5564
2003,1,2,1,165,-2.9973
2003,1,2,2,104,-3.5223
2003,1,2,3,94,-4.1173
2003,1,2,4,79,-4.6324
2003,1,2,5,77,-4.1436
2003,1,3,1,178,-2.2113
2003,1,3,2,121,-2.5299
2003,1,3,3,118,-3.0383
2003,1,3,4,96,-5.0814
2003,1,3,5,75,-3.5440
2003,2,1,1,187,-3.3103
2003,2,1,2,72,-7.7972
2003,2,1,3,58,-5.6051
2003,2,1,4,92,-3.9481
2003,2,1,5,159,-7.2466
2003,2,2,1,164,-2.3106
2003,2,2,2,104,-3.5318
2003,2,2,3,93,-2.4519
2003,2,2,4,79,-1.8050
2003,2,2,5,77,-4.3218
2003,2,3,1,177,-0.2343
2003,2,3,2,120,-0.7734
2003,2,3,3,118,-0.7466
2003,2,3,4,96,-4.8998
2003,2,3,5,75,-4.0660
2003,3,1,1,184,0.6490
2003,3,1,2,72,3.2697
2003,3,1,3,57,-3.6748
2003,3,1,4,91,-2.6089
2003,3,1,5,156,1.3585
2003,3,2,1,164,0.4147
2003,3,2,2,104,2.1917
2003,3,2,3,93,2.0957
2003,3,2,4,79,2.3630
2003,3,2,5,77,0.6641
2003,3,3,1,177,1.3131
2003,3,3,2,120,1.4958
2003,3,3,3,118,2.5704
2003,3,3,4,96,-0.7564
2003,3,3,5,74,-2.8294
2003,4,1,1,182,10.4600
2003,4,1,2,72,12.4896
2003,4,1,3,56,13.4363
2003,4,1,4,91,8.6358
2003,4,1,5,155,8.1549
2003,4,2,1,164,12.1019
2003,4,2,2,104,8.0725
2003,4,2,3,92,9.0605
2003,4,2,4,79,7.6560
2003,4,2,5,76,10.2279
2003,4,3,1,177,5.9948
2003,4,3,2,120,5.0625
2003,4,3,3,118,7.3843
2003,4,3,4,96,9.2845
2003,4,3,5,73,9.0562
2003,5,1,1,182,18.2472
2003,5,1,2,71,12.3994
2003,5,1,3,56,12.1520
2003,5,1,4,91,11.6331
2003,5,1,5,150,11.3871
2003,5,2,1,164,10.9721
2003,5,2,2,104,8.9819
2003,5,2,3,92,8.5908
2003,5,2,4,79,9.6504
2003,5,2,5,75,11.5000
2003,5,3,1,177,6.2680
2003,5,3,2,118,3.6506
2003,5,3,3,118,3.4745
2003,5,3,4,96,9.4463
2003,5,3,5,73,16.1749
2003,6,1,1,179,6.0437
2003,6,1,2,71,7.2543
2003,6,1,3,56,5.3944
2003,6,1,4,90,5.3157
2003,6,1,5,150,4.5392
2003,6,2,1,164,1.2006
2003,6,2,2,104,2.3180
2003,6,2,3,92,1.8140
2003,6,2,4,79,2.7165
2003,6,2,5,75,4.3616
2003,6,3,1,177,0.8096
2003,6,3,2,118,2.1027
2003,6,3,3,118,1.0377
2003,6,3,4,96,1.6480
2003,6,3,5,73,4.9095
2003,7,1,1,206,10.5749
2003,7,1,2,79,14.0075
2003,7,1,3,43,8.2486
2003,7,1,4,80,8.8069
2003,7,1,5,137,10.5865
2003,7,2,1,181,8.3925
2003,7,2,2,83,4.5773
2003,7,2,3,84,6.7118
2003,7,2,4,78,2.8470
2003,7,2,5,77,7.6062
2003,7,3,1,199,4.4331
2003,7,3,2,140,0.0117
2003,7,3,3,107,-1.4893
2003,7,3,4,91,0.3692
2003,7,3,5,80,-1.7367
2003,8,1,1,205,6.5009
2003,8,1,2,79,3.1288
2003,8,1,3,42,7.8247
2003,8,1,4,80,7.5916
2003,8,1,5,137,4.9238
2003,8,2,1,180,8.5928
2003,8,2,2,83,4.6660
2003,8,2,3,84,5.5229
2003,8,2,4,78,4.8263
2003,8,2,5,77,4.5412
2003,8,3,1,199,4.3157
2003,8,3,2,140,2.2995
2003,8,3,3,107,-1.6545
2003,8,3,4,91,2.7002
2003,8,3,5,79,4.5841
2003,9,1,1,205,1.8035
2003,9,1,2,79,0.0612
2003,9,1,3,42,0.5330
2003,9,1,4,80,1.6696
2003,9,1,5,135,2.0851
2003,9,2,1,178,-4.7039
2003,9,2,2,83,-3.2653
2003,9,2,3,84,-2.8442
2003,9,2,4,78,-3.8532
2003,9,2,5,77,-2.7790
2003,9,3,1,198,-2.5918
2003,9,3,2,140,-0.1904
2003,9,3,3,107,-1.3856
2003,9,3,4,91,-0.2791
2003,9,3,5,78,0.6575
2003,10,1,1,204,11.2561
2003,10,1,2,79,8.7581
2003,10,1,3,42,7.7165
2003,10,1,4,80,11.2464
2003,10,1,5,135,9.3466
2003,10,2,1,177,10.5482
2003,10,2,2,83,6.6104
2003,10,2,3,84,8.0821
2003,10,2,4,78,7.0413
2003,10,2,5,77,9.1467
2003,10,3,1,196,7.5832
2003,10,3,2,140,2.7402
2003,10,3,3,107,3.4661
2003,10,3,4,91,6.2752
2003,10,3,5,78,6.1485
2003,11,1,1,203,5.3355
2003,11,1,2,79,7.6334
2003,11,1,3,42,8.4916
2003,11,1,4,80,5.8699
2003,11,1,5,135,6.4087
2003,11,2,1,176,2.8388
2003,11,2,2,81,3.6806
2003,11,2,3,84,4.3827
2003,11,2,4,78,4.7948
2003,11,2,5,77,2.3141
2003,11,3,1,195,2.0496
2003,11,3,2,140,0.9567
2003,11,3,3,107,1.1440
2003,11,3,4,91,1.4736
2003,11,3,5,78,4.4028
2003,12,1,1,202,0.7988
2003,12,1,2,79,3.7411
2003,12,1,3,42,2.5746
2003,12,1,4,80,5.6932
2003,12,1,5,135,4.7928
2003,12,2,1,176,0.7220
2003,12,2,2,81,2.2912
2003,12,2,3,84,4.2588
2003,12,2,4,78,6.3242
2003,12,2,5,77,5.4359
2003,12,3,1,194,3.1487
2003,12,3,2,140,6.2025
2003,12,3,3,107,6.7506
2003,12,3,4,91,6.2539
2003,12,3,5,78,7.0890
2004,1,1,1,201,9.3466
2004,1,1,2,79,7.0591
2004,1,1,3,42,3.8372
2004,1,1,4,80,1.9879
2004,1,1,5,135,3.1348
2004,1,2,1,175,6.1874
2004,1,2,2,81,3.5180
2004,1,2,3,83,0.3573
2004,1,2,4,78,1.6864
2004,1,2,5,76,1.2225
2004,1,3,1,193,1.8427
2004,1,3,2,140,1.5988
2004,1,3,3,107,1.9315
2004,1,3,4,91,1.1328
2004,1,3,5,78,0.3972
2004,2,1,1,200,-0.7762
2004,2,1,2,79,-0.2576
2004,2,1,3,42,2.7016
2004,2,1,4,80,3.4493
2004,2,1,5,134,-0.1762
2004,2,2,1,175,-2.2867
2004,2,2,2,81,0.7011
2004,2,2,3,83,3.0889
2004,2,2,4,78,2.1828
2004,2,2,5,76,4.1637
2004,2,3,1,193,-0.2975
2004,2,3,2,138,0.8080
2004,2,3,3,107,1.3416
2004,2,3,4,91,1.4894
2004,2,3,5,78,3.3715
2004,3,1,1,198,-2.2691
2004,3,1,2,79,-2.8075
2004,3,1,3,42,3.2927
2004,3,1,4,80,2.3741
2004,3,1,5,132,2.1420
2004,3,2,1,175,-0.0047
2004,3,2,2,81,1.2491
2004,3,2,3,83,0.9647
2004,3,2,4,78,2.5479
2004,3,2,5,76,2.3817
2004,3,3,1,193,-2.3996
2004,3,3,2,138,-1.4856
2004,3,3,3,107,-2.5940
2004,3,3,4,91,1.5084
2004,3,3,5,78,-0.6033
2004,4,1,1,197,-7.9138
2004,4,1,2,78,-5.2291
2004,4,1,3,42,-4.9858
2004,4,1,4,78,-7.9527
2004,4,1,5,131,-2.1698
2004,4,2,1,175,-6.2236
2004,4,2,2,81,-1.6310
2004,4,2,3,83,-3.0370
2004,4,2,4,78,0.5152
2004,4,2,5,76,-0.9985
2004,4,3,1,192,-1.4581
2004,4,3,2,138,1.1758
2004,4,3,3,107,0.4693
2004,4,3,4,91,-1.5825
2004,4,3,5,78,-0.5367
2004,5,1,1,197,-0.8527
2004,5,1,2,76,1.3375
2004,5,1,3,41,2.6282
2004,5,1,4,77,-0.7736
2004,5,1,5,129,-1.5483
2004,5,2,1,174,3.4128
2004,5,2,2,81,0.9649
2004,5,2,3,83,1.8094
2004,5,2,4,78,-0.0408
2004,5,2,5,76,0.1877
2004,5,3,1,192,3.3147
2004,5,3,2,138,1.4107
2004,5,3,3,107,-0.7626
2004,5,3,4,91,-0.2836
2004,5,3,5,78,-2.5201
2004,6,1,1,196,4.9168
2004,6,1,2,76,5.7538
2004,6,1,3,41,4.6182
2004,6,1,4,76,6.7311
2004,6,1,5,127,7.0096
2004,6,2,1,174,3.8134
2004,6,2,2,79,6.0391
2004,6,2,3,82,5.9401
2004,6,2,4,78,6.5704
2004,6,2,5,76,7.1435
2004,6,3,1,191,1.7981
2004,6,3,2,137,2.7995
2004,6,3,3,107,1.9221
2004,6,3,4,91,3.9269
2004,6,3,5,78,4.7695
2004,7,1,1,265,-11.2666
2004,7,1,2,115,-8.9677
2004,7,1,3,77,-8.6379
2004,7,1,4,81,-6.8571
2004,7,1,5,156,-8.4712
2004,7,2,1,189,-9.0609
2004,7,2,2,97,-6.0992
2004,7,2,3,72,-4.5556
2004,7,2,4,91,-5.6287
2004,7,2,5,87,-5.9390
2004,7,3,1,182,-5.8627
2004,7,3,2,131,-3.3746
2004,7,3,3,106,-3.8572
2004,7,3,4,102,-2.0917
2004,7,3,5,95,-2.9669
2004,8,1,1,259,-2.9068
2004,8,1,2,114,-2.3353
2004,8,1,3,77,-3.5904
2004,8,1,4,80,-0.1351
2004,8,1,5,156,-4.1381
2004,8,2,1,189,-3.2087
2004,8,2,2,95,-1.7489
2004,8,2,3,72,-0.0872
2004,8,2,4,91,-1.9372
2004,8,2,5,87,-2.5572
2004,8,3,1,182,-1.6930
2004,8,3,2,131,-0.5422
2004,8,3,3,106,-0.2233
2004,8,3,4,102,0.5514
2004,8,3,5,95,0.2372
2004,9,1,1,257,4.3820
2004,9,1,2,114,6.4328
2004,9,1,3,77,4.7055
2004,9,1,4,80,3.0980
2004,9,1,5,155,4.6797
2004,9,2,1,187,6.2919
2004,9,2,2,95,6.3897
2004,9,2,3,72,5.1619
2004,9,2,4,91,4.4208
2004,9,2,5,86,7.7313
2004,9,3,1,181,2.2858
2004,9,3,2,130,1.0076
2004,9,3,3,106,1.1971
2004,9,3,4,102,1.0994
2004,9,3,5,95,4.1307
2004,10,1,1,257,0.2917
2004,10,1,2,114,0.9927
2004,10,1,3,74,1.7373
2004,10,1,4,80,0.4853
2004,10,1,5,155,-2.4229
2004,10,2,1,187,4.5653
2004,10,2,2,95,0.0033
2004,10,2,3,72,1.5180
2004,10,2,4,90,1.5069
2004,10,2,5,86,0.5374
2004,10,3,1,181,3.1891
2004,10,3,2,129,1.3966
2004,10,3,3,106,1.9596
2004,10,3,4,102,-0.0163
2004,10,3,5,95,1.2978
2004,11,1,1,255,9.3224
2004,11,1,2,113,9.3500
2004,11,1,3,74,8.8524
2004,11,1,4,79,8.6999
2004,11,1,5,154,9.4844
2004,11,2,1,186,8.6523
2004,11,2,2,93,8.4495
2004,11,2,3,72,9.0980
2004,11,2,4,90,9.8391
2004,11,2,5,86,10.9158
2004,11,3,1,180,4.8242
2004,11,3,2,128,3.3300
2004,11,3,3,106,4.4752
2004,11,3,4,102,3.4114
