year,month,rank_ME,rank_EMq_12,nstocks,ret_vw
1976,7,2,3,140,0.2833
1976,7,2,4,104,-0.0952
1976,7,2,5,103,-1.8020
1976,7,3,1,174,-0.2675
1976,7,3,2,211,-0.8898
1976,7,3,3,185,-0.7283
1976,7,3,4,193,-1.9107
1976,7,3,5,170,-2.4033
1976,8,1,1,468,-2.6592
1976,8,1,2,289,-3.1381
1976,8,1,3,234,-2.9917
1976,8,1,4,181,-2.5085
1976,8,1,5,191,-4.1321
1976,8,2,1,253,-1.4695
1976,8,2,2,190,-3.2034
1976,8,2,3,161,-2.6606
1976,8,2,4,122,-3.2888
1976,8,2,5,114,-3.9722
1976,8,3,1,191,-0.5791
1976,8,3,2,242,-0.3809
1976,8,3,3,216,-1.1617
1976,8,3,4,220,-1.3510
1976,8,3,5,185,-0.5608
1976,9,1,1,501,2.6405
1976,9,1,2,303,1.6685
1976,9,1,3,244,2.3232
1976,9,1,4,192,3.1512
1976,9,1,5,200,-0.5668
1976,9,2,1,264,3.3243
1976,9,2,2,196,2.7077
1976,9,2,3,166,3.2106
1976,9,2,4,127,3.4569
1976,9,2,5,122,1.6480
1976,9,3,1,204,4.1925
1976,9,3,2,250,3.3934
1976,9,3,3,229,3.9325
1976,9,3,4,222,2.0575
1976,9,3,5,190,0.6450
1976,10,1,1,627,-2.3338
1976,10,1,2,377,-1.9716
1976,10,1,3,288,-2.1088
1976,10,1,4,230,-4.3864
1976,10,1,5,239,-4.0422
1976,10,2,1,275,-2.6513
1976,10,2,2,205,-2.2813
1976,10,2,3,173,-2.3432
1976,10,2,4,134,-3.0833
1976,10,2,5,123,-2.8451
1976,10,3,1,208,-2.2830
1976,10,3,2,256,-3.1275
1976,10,3,3,238,-2.5790
1976,10,3,4,229,-2.8766
1976,10,3,5,193,-2.0298
1976,11,1,1,657,2.4120
1976,11,1,2,406,2.5549
1976,11,1,3,325,2.8067
1976,11,1,4,266,3.9016
1976,11,1,5,261,3.8359
1976,11,2,1,287,3.8744
1976,11,2,2,218,4.7934
1976,11,2,3,192,5.2866
1976,11,2,4,150,5.7789
1976,11,2,5,130,5.6199
1976,11,3,1,224,0.8364
1976,11,3,2,272,1.0121
1976,11,3,3,251,0.0545
1976,11,3,4,242,0.5385
1976,11,3,5,205,-0.0654
1976,12,1,1,676,11.9264
1976,12,1,2,429,10.1432
1976,12,1,3,337,10.5771
1976,12,1,4,283,10.2941
1976,12,1,5,278,8.2819
1976,12,2,1,297,10.2950
1976,12,2,2,233,8.6428
1976,12,2,3,201,8.7474
1976,12,2,4,156,9.1085
1976,12,2,5,137,7.7158
1976,12,3,1,228,7.0333
1976,12,3,2,278,5.8161
1976,12,3,3,261,7.1094
1976,12,3,4,251,6.5475
1976,12,3,5,205,4.5035
1977,1,1,1,617,4.3712
1977,1,1,2,419,4.6207
1977,1,1,3,334,4.8713
1977,1,1,4,274,6.5095
1977,1,1,5,268,2.6167
1977,1,2,1,279,1.2251
1977,1,2,2,228,0.9920
1977,1,2,3,193,1.8638
1977,1,2,4,148,1.5576
1977,1,2,5,130,3.3953
1977,1,3,1,205,-1.6036
1977,1,3,2,270,-2.3291
1977,1,3,3,254,-2.9380
1977,1,3,4,246,-4.9016
1977,1,3,5,207,-8.5660
1977,2,1,1,618,-0.4097
1977,2,1,2,438,-0.5977
1977,2,1,3,347,-0.8014
1977,2,1,4,277,-2.0899
1977,2,1,5,288,-1.3531
1977,2,2,1,282,-0.3900
1977,2,2,2,241,-1.0719
1977,2,2,3,200,-1.0558
1977,2,2,4,149,-1.2906
1977,2,2,5,137,-1.7738
1977,2,3,1,214,-2.0663
1977,2,3,2,275,-2.2765
1977,2,3,3,265,-1.9763
1977,2,3,4,262,-1.8323
1977,2,3,5,217,-1.3654
1977,3,1,1,622,0.5386
1977,3,1,2,447,0.9764
1977,3,1,3,364,1.0947
1977,3,1,4,291,1.3128
1977,3,1,5,306,0.1739
1977,3,2,1,276,0.3459
1977,3,2,2,243,0.2810
1977,3,2,3,206,0.2444
1977,3,2,4,154,0.0498
1977,3,2,5,141,0.7626
1977,3,3,1,203,-1.0567
1977,3,3,2,272,-1.2072
1977,3,3,3,266,-2.3252
1977,3,3,4,272,-0.9263
1977,3,3,5,221,-1.2851
1977,4,1,1,577,1.8094
1977,4,1,2,445,1.9575
1977,4,1,3,355,1.8763
1977,4,1,4,286,1.0979
1977,4,1,5,297,0.3262
1977,4,2,1,252,2.1344
1977,4,2,2,231,2.6085
1977,4,2,3,204,1.5353
1977,4,2,4,152,1.9986
1977,4,2,5,134,1.6197
1977,4,3,1,193,2.2662
1977,4,3,2,260,1.6792
1977,4,3,3,257,0.7625
1977,4,3,4,268,1.0411
1977,4,3,5,213,-1.6196
1977,5,1,1,593,0.5666
1977,5,1,2,451,0.1759
1977,5,1,3,371,0.1834
1977,5,1,4,305,-0.2637
1977,5,1,5,315,0.7990
1977,5,2,1,265,1.0530
1977,5,2,2,240,-0.1569
1977,5,2,3,212,0.6393
1977,5,2,4,165,0.3947
1977,5,2,5,149,-1.5124
1977,5,3,1,204,-1.3555
1977,5,3,2,282,-1.0620
1977,5,3,3,289,-1.0936
1977,5,3,4,283,-1.9307
1977,5,3,5,213,-4.1334
1977,6,1,1,584,8.3974
1977,6,1,2,449,8.1044
1977,6,1,3,363,8.2728
1977,6,1,4,307,7.6254
1977,6,1,5,326,8.0776
1977,6,2,1,265,7.3799
1977,6,2,2,232,7.5685
1977,6,2,3,212,8.2650
1977,6,2,4,168,7.5305
1977,6,2,5,148,8.6786
1977,6,3,1,196,4.5682
1977,6,3,2,278,5.0766
1977,6,3,3,292,4.2698
1977,6,3,4,283,3.3857
1977,6,3,5,208,5.1080
1977,7,1,1,491,0.6859
1977,7,1,2,375,-0.7189
1977,7,1,3,314,-0.7843
1977,7,1,4,273,-0.9352
1977,7,1,5,308,-1.3716
1977,7,2,1,200,-1.2664
1977,7,2,2,195,-0.6169
1977,7,2,3,188,-1.2379
1977,7,2,4,162,-0.8317
1977,7,2,5,128,-3.1301
1977,7,3,1,156,-1.3913
1977,7,3,2,196,-1.8914
1977,7,3,3,244,-1.7416
1977,7,3,4,246,-3.0459
1977,7,3,5,176,-3.2747
1977,8,1,1,494,-1.3056
1977,8,1,2,382,-1.6907
1977,8,1,3,335,-1.7792
1977,8,1,4,295,-2.7596
1977,8,1,5,329,-3.7874
1977,8,2,1,201,-0.4717
1977,8,2,2,210,-1.6917
1977,8,2,3,202,-1.4919
1977,8,2,4,182,-1.1820
1977,8,2,5,140,-1.6930
1977,8,3,1,172,-5.2023
1977,8,3,2,215,-2.9594
1977,8,3,3,270,-2.5411
1977,8,3,4,281,-2.3345
1977,8,3,5,216,0.3567
1977,9,1,1,483,1.9948
1977,9,1,2,384,1.8900
1977,9,1,3,336,1.3840
1977,9,1,4,296,0.7066
1977,9,1,5,326,1.6653
1977,9,2,1,203,1.7007
1977,9,2,2,212,2.0735
1977,9,2,3,203,1.4771
1977,9,2,4,180,1.6555
1977,9,2,5,146,-0.1088
1977,9,3,1,173,1.1705
1977,9,3,2,217,-0.3086
1977,9,3,3,276,0.1059
1977,9,3,4,281,0.0403
1977,9,3,5,215,-1.5340
1977,10,1,1,460,-1.4095
1977,10,1,2,371,-2.9678
1977,10,1,3,324,-3.6603
1977,10,1,4,266,-2.2676
1977,10,1,5,315,-3.3171
1977,10,2,1,196,-3.7112
1977,10,2,2,209,-3.1537
1977,10,2,3,194,-3.8328
1977,10,2,4,172,-3.9461
1977,10,2,5,139,-2.4358
1977,10,3,1,171,-2.6632
1977,10,3,2,208,-3.5190
1977,10,3,3,266,-4.4078
1977,10,3,4,275,-4.4402
1977,10,3,5,207,-4.7815
1977,11,1,1,475,10.6306
1977,11,1,2,380,10.2286
1977,11,1,3,339,9.6416
1977,11,1,4,286,10.4332
1977,11,1,5,333,8.2874
1977,11,2,1,202,9.1727
1977,11,2,2,214,10.3159
1977,11,2,3,200,10.1636
1977,11,2,4,183,8.8048
1977,11,2,5,152,7.6292
1977,11,3,1,172,2.1899
1977,11,3,2,227,4.7570
1977,11,3,3,278,5.0564
1977,11,3,4,297,4.9093
1977,11,3,5,231,4.7400
1977,12,1,1,464,2.9593
1977,12,1,2,393,1.6028
1977,12,1,3,343,1.6162
1977,12,1,4,295,1.6284
1977,12,1,5,334,2.4588
1977,12,2,1,203,-0.0062
1977,12,2,2,210,0.8777
1977,12,2,3,202,2.1563
1977,12,2,4,189,2.9779
1977,12,2,5,154,0.4148
1977,12,3,1,176,2.0454
1977,12,3,2,231,0.2385
1977,12,3,3,281,0.1586
1977,12,3,4,294,0.4222
1977,12,3,5,228,-1.2987
1978,1,1,1,448,-1.2230
1978,1,1,2,377,-2.4142
1978,1,1,3,330,-0.6031
1978,1,1,4,282,-0.2951
1978,1,1,5,321,-0.5401
1978,1,2,1,198,-4.1962
1978,1,2,2,200,-4.2618
1978,1,2,3,200,-4.5407
1978,1,2,4,188,-3.6826
1978,1,2,5,155,-2.6314
1978,1,3,1,175,-6.6026
1978,1,3,2,227,-6.3097
1978,1,3,3,276,-6.5018
1978,1,3,4,285,-7.5756
1978,1,3,5,216,-6.5280
1978,2,1,1,447,3.2827
1978,2,1,2,382,3.6649
1978,2,1,3,338,3.5690
1978,2,1,4,300,2.4446
1978,2,1,5,331,1.9017
1978,2,2,1,196,2.3561
1978,2,2,2,211,2.9111
1978,2,2,3,210,2.5868
1978,2,2,4,192,0.9882
1978,2,2,5,165,1.0801
1978,2,3,1,181,-1.0462
1978,2,3,2,240,-0.4820
1978,2,3,3,285,-1.5823
1978,2,3,4,300,-2.5421
1978,2,3,5,229,-2.7801
1978,3,1,1,441,8.5881
1978,3,1,2,382,8.2769
1978,3,1,3,335,9.4624
1978,3,1,4,304,7.6624
1978,3,1,5,334,6.8001
1978,3,2,1,198,5.4383
1978,3,2,2,213,7.6287
1978,3,2,3,211,7.0638
1978,3,2,4,194,6.2349
1978,3,2,5,163,5.1676
1978,3,3,1,182,3.7637
1978,3,3,2,240,3.9180
1978,3,3,3,287,3.7541
1978,3,3,4,299,2.9498
1978,3,3,5,225,0.9520
1978,4,1,1,422,7.3559
1978,4,1,2,369,8.2215
1978,4,1,3,321,9.4779
1978,4,1,4,296,7.8069
1978,4,1,5,324,6.8399
1978,4,2,1,188,7.1398
1978,4,2,2,208,9.0769
1978,4,2,3,208,8.4887
1978,4,2,4,186,7.0500
1978,4,2,5,158,5.1350
1978,4,3,1,181,7.6733
1978,4,3,2,241,8.3908
1978,4,3,3,275,8.6093
1978,4,3,4,282,8.6778
1978,4,3,5,208,5.8740
1978,5,1,1,438,7.4669
1978,5,1,2,389,7.6095
1978,5,1,3,340,8.8849
1978,5,1,4,317,8.8757
1978,5,1,5,329,6.3996
1978,5,2,1,198,4.6798
1978,5,2,2,210,5.5559
1978,5,2,3,217,6.1922
1978,5,2,4,197,4.7166
1978,5,2,5,160,5.1057
1978,5,3,1,187,1.5190
1978,5,3,2,257,1.4722
1978,5,3,3,290,1.8130
1978,5,3,4,296,1.7507
1978,5,3,5,208,0.5517
1978,6,1,1,436,-0.3502
1978,6,1,2,385,-0.4034
1978,6,1,3,345,0.4768
1978,6,1,4,326,0.2008
1978,6,1,5,332,-0.0434
1978,6,2,1,198,-1.1777
1978,6,2,2,210,-0.1709
1978,6,2,3,211,0.3265
1978,6,2,4,197,0.6302
1978,6,2,5,161,2.3551
1978,6,3,1,188,-4.0276
1978,6,3,2,249,-1.8516
1978,6,3,3,288,-1.3283
1978,6,3,4,289,-0.9022
1978,6,3,5,199,-0.6913
1978,7,1,1,417,5.3707
1978,7,1,2,358,6.8017
1978,7,1,3,328,5.9981
1978,7,1,4,310,8.3110
1978,7,1,5,305,6.3069
1978,7,2,1,190,5.3255
1978,7,2,2,193,6.8722
1978,7,2,3,193,7.2392
1978,7,2,4,182,5.6753
1978,7,2,5,143,5.3428
1978,7,3,1,175,4.5199
1978,7,3,2,233,6.0666
1978,7,3,3,264,5.3554
1978,7,3,4,267,6.5875
1978,7,3,5,181,4.3107
1978,8,1,1,429,9.7453
1978,8,1,2,375,9.4814
1978,8,1,3,340,10.2851
1978,8,1,4,335,7.9097
1978,8,1,5,309,7.1093
1978,8,2,1,193,8.8097
1978,8,2,2,214,9.0849
1978,8,2,3,202,9.1835
1978,8,2,4,190,8.0392
1978,8,2,5,160,6.5870
1978,8,3,1,180,4.6199
1978,8,3,2,244,4.2327
1978,8,3,3,270,4.3363
1978,8,3,4,287,3.1863
1978,8,3,5,191,0.7528
1978,9,1,1,429,-1.4199
1978,9,1,2,378,-1.6984
1978,9,1,3,342,-1.5974
1978,9,1,4,336,-1.2655
1978,9,1,5,319,-0.2578
1978,9,2,1,195,-1.3623
1978,9,2,2,218,-2.3663
1978,9,2,3,201,-2.9381
1978,9,2,4,200,-1.8008
1978,9,2,5,165,0.8650
1978,9,3,1,185,3.2793
1978,9,3,2,257,0.3150
1978,9,3,3,278,-0.9367
1978,9,3,4,288,-1.3301
1978,9,3,5,189,-0.6254
1978,10,1,1,423,-21.6674
1978,10,1,2,375,-22.3286
1978,10,1,3,332,-25.3642
1978,10,1,4,332,-24.3666
1978,10,1,5,311,-23.9071
1978,10,2,1,188,-18.1137
1978,10,2,2,211,-20.9814
1978,10,2,3,191,-20.1010
1978,10,2,4,202,-20.2196
1978,10,2,5,159,-21.4233
1978,10,3,1,182,-10.0343
1978,10,3,2,247,-10.4560
1978,10,3,3,267,-10.6074
1978,10,3,4,272,-10.5537
1978,10,3,5,184,-9.1115
1978,11,1,1,432,6.9548
1978,11,1,2,384,7.6297
1978,11,1,3,338,9.4335
1978,11,1,4,348,9.0193
1978,11,1,5,318,6.6652
1978,11,2,1,204,4.9298
1978,11,2,2,217,6.7667
1978,11,2,3,204,8.0282
1978,11,2,4,207,7.7240
1978,11,2,5,165,6.1750
1978,11,3,1,190,4.4814
1978,11,3,2,253,3.2359
1978,11,3,3,285,2.4718
1978,11,3,4,279,3.2616
1978,11,3,5,183,3.2630
1978,12,1,1,433,1.1777
1978,12,1,2,384,1.0735
1978,12,1,3,341,2.2119
1978,12,1,4,345,1.1574
1978,12,1,5,317,-0.3293
1978,12,2,1,204,2.5848
1978,12,2,2,218,1.9642
1978,12,2,3,213,2.2865
1978,12,2,4,207,2.6472
1978,12,2,5,170,0.6393
1978,12,3,1,192,1.4960
1978,12,3,2,257,1.4660
1978,12,3,3,286,0.3538
1978,12,3,4,279,0.6549
1978,12,3,5,183,-1.3034
1979,1,1,1,418,9.0791
1979,1,1,2,375,8.8770
1979,1,1,3,335,9.9085
1979,1,1,4,322,11.0943
1979,1,1,5,305,11.4914
1979,1,2,1,195,7.7385
1979,1,2,2,208,9.2715
1979,1,2,3,203,8.0737
1979,1,2,4,204,7.5006
1979,1,2,5,167,9.3677
1979,1,3,1,191,4.1161
1979,1,3,2,255,4.7752
1979,1,3,3,281,5.1863
1979,1,3,4,275,5.2852
1979,1,3,5,180,6.8930
1979,2,1,1,420,-1.8502
1979,2,1,2,382,-1.9182
1979,2,1,3,343,-2.4978
1979,2,1,4,334,-1.6908
1979,2,1,5,305,-2.8280
1979,2,2,1,200,-3.5202
1979,2,2,2,209,-3.7959
1979,2,2,3,201,-3.3835
1979,2,2,4,211,-3.3105
1979,2,2,5,174,0.2833
1979,2,3,1,189,-1.7720
1979,2,3,2,257,-2.2187
1979,2,3,3,299,-2.4702
1979,2,3,4,283,-3.0450
1979,2,3,5,179,-2.8298
1979,3,1,1,415,8.6176
1979,3,1,2,381,9.2823
1979,3,1,3,342,10.4246
1979,3,1,4,339,10.7759
1979,3,1,5,307,8.9184
1979,3,2,1,194,9.9352
1979,3,2,2,207,9.0296
1979,3,2,3,197,9.2677
1979,3,2,4,211,10.6574
1979,3,2,5,172,11.0361
1979,3,3,1,186,7.9847
1979,3,3,2,255,7.9326
1979,3,3,3,301,6.7020
1979,3,3,4,284,6.0743
1979,3,3,5,179,3.3511
1979,4,1,1,408,2.4574
1979,4,1,2,369,2.2266
1979,4,1,3,327,2.4772
1979,4,1,4,329,1.4965
1979,4,1,5,293,0.9920
1979,4,2,1,185,2.3456
1979,4,2,2,203,3.4731
1979,4,2,3,189,3.3520
1979,4,2,4,208,2.1877
1979,4,2,5,159,1.7823
1979,4,3,1,183,3.2952
1979,4,3,2,247,1.3552
1979,4,3,3,295,0.0539
1979,4,3,4,272,-1.0769
1979,4,3,5,176,-2.4603
1979,5,1,1,421,-0.2946
1979,5,1,2,379,-1.5104
1979,5,1,3,338,-1.0489
1979,5,1,4,336,-1.1306
1979,5,1,5,308,-0.6885
1979,5,2,1,190,-1.4429
1979,5,2,2,207,-0.9253
1979,5,2,3,193,-1.2158
1979,5,2,4,220,-1.7032
1979,5,2,5,169,-0.6712
1979,5,3,1,199,-2.8297
1979,5,3,2,256,-2.2772
1979,5,3,3,300,-1.2753
1979,5,3,4,285,-0.4706
1979,5,3,5,180,0.2303
1979,6,1,1,418,4.3598
1979,6,1,2,376,4.4839
1979,6,1,3,339,5.3545
1979,6,1,4,333,5.6529
1979,6,1,5,303,8.1434
1979,6,2,1,192,5.0063
1979,6,2,2,208,3.4827
1979,6,2,3,197,3.0393
1979,6,2,4,228,4.4191
1979,6,2,5,171,8.0489
1979,6,3,1,196,6.3339
1979,6,3,2,258,4.4626
1979,6,3,3,300,4.2087
1979,6,3,4,281,4.4018
1979,6,3,5,182,3.8371
1979,7,1,1,396,3.5351
1979,7,1,2,361,2.5989
1979,7,1,3,316,2.0081
1979,7,1,4,315,2.2239
1979,7,1,5,289,0.9050
1979,7,2,1,182,4.4441
1979,7,2,2,192,3.3342
1979,7,2,3,185,4.4188
1979,7,2,4,211,3.6603
1979,7,2,5,171,1.7022
1979,7,3,1,188,2.4525
1979,7,3,2,245,3.1374
1979,7,3,3,287,1.7953
1979,7,3,4,274,1.0625
1979,7,3,5,174,0.8964
1979,8,1,1,388,8.2124
1979,8,1,2,358,8.1532
1979,8,1,3,341,8.4941
1979,8,1,4,324,7.7605
1979,8,1,5,303,6.8409
1979,8,2,1,181,7.7146
1979,8,2,2,200,9.3874
1979,8,2,3,199,7.9899
1979,8,2,4,222,9.3414
1979,8,2,5,183,7.4137
1979,8,3,1,190,6.9889
1979,8,3,2,247,7.0015
1979,8,3,3,298,7.4154
1979,8,3,4,285,6.6155
1979,8,3,5,183,3.4802
1979,9,1,1,384,-0.1985
1979,9,1,2,365,-0.5711
1979,9,1,3,342,-0.7784
1979,9,1,4,331,0.2528
1979,9,1,5,308,0.9805
1979,9,2,1,185,-2.2524
1979,9,2,2,200,-1.2096
1979,9,2,3,204,0.4317
1979,9,2,4,217,0.9713
1979,9,2,5,186,3.3010
1979,9,3,1,187,4.2860
1979,9,3,2,250,1.3824
1979,9,3,3,295,0.8307
1979,9,3,4,286,0.7245
1979,9,3,5,182,-1.2813
1979,10,1,1,378,-9.5088
1979,10,1,2,352,-11.6727
1979,10,1,3,326,-11.0848
1979,10,1,4,314,-11.0769
1979,10,1,5,291,-10.3998
1979,10,2,1,180,-10.5333
1979,10,2,2,191,-11.3466
1979,10,2,3,197,-10.5297
1979,10,2,4,210,-9.3105
1979,10,2,5,173,-7.6789
1979,10,3,1,179,-4.1476
1979,10,3,2,246,-6.4316
1979,10,3,3,282,-6.6811
1979,10,3,4,271,-7.3258
1979,10,3,5,173,-7.2582
1979,11,1,1,385,6.6993
1979,11,1,2,368,7.7214
1979,11,1,3,345,10.3623
1979,11,1,4,326,10.7087
1979,11,1,5,296,9.9251
1979,11,2,1,183,6.4943
1979,11,2,2,199,8.6127
1979,11,2,3,201,8.5161
1979,11,2,4,224,10.7019
1979,11,2,5,174,11.0531
1979,11,3,1,191,4.5510
1979,11,3,2,250,6.9325
1979,11,3,3,285,6.6115
1979,11,3,4,282,7.5621
1979,11,3,5,182,6.9765
1979,12,1,1,383,6.3030
1979,12,1,2,365,7.4049
1979,12,1,3,347,8.1959
1979,12,1,4,329,9.6283
1979,12,1,5,300,10.4745
1979,12,2,1,188,5.4175
1979,12,2,2,199,5.2907
1979,12,2,3,207,6.0072
1979,12,2,4,223,6.3405
1979,12,2,5,182,6.8592
1979,12,3,1,193,1.8996
1979,12,3,2,253,2.3091
1979,12,3,3,284,3.4127
1979,12,3,4,283,3.9515
1979,12,3,5,184,0.8941
1980,1,1,1,375,8.6525
1980,1,1,2,358,8.2106
1980,1,1,3,341,9.4993
1980,1,1,4,319,10.9089
1980,1,1,5,291,12.5935
1980,1,2,1,182,7.7525
1980,1,2,2,200,5.6126
1980,1,2,3,200,6.3187
1980,1,2,4,211,6.5134
1980,1,2,5,182,7.8470
1980,1,3,1,181,10.9291
1980,1,3,2,240,9.4070
1980,1,3,3,269,8.2628
1980,1,3,4,275,5.7150
1980,1,3,5,183,3.0765
1980,2,1,1,384,-3.0943
1980,2,1,2,354,-3.2134
1980,2,1,3,351,-1.2571
1980,2,1,4,323,-1.3531
1980,2,1,5,313,0.9941
1980,2,2,1,191,-4.8394
1980,2,2,2,211,-3.4194
1980,2,2,3,213,-1.7512
1980,2,2,4,217,-0.4333
1980,2,2,5,186,1.7061
1980,2,3,1,187,7.5425
1980,2,3,2,254,3.4880
1980,2,3,3,268,2.5318
1980,2,3,4,288,-0.5915
1980,2,3,5,193,0.1185
1980,3,1,1,385,-16.5581
1980,3,1,2,357,-17.0935
1980,3,1,3,355,-18.1665
1980,3,1,4,322,-19.9735
1980,3,1,5,310,-21.6513
1980,3,2,1,190,-15.4287
1980,3,2,2,212,-15.4347
1980,3,2,3,218,-16.3072
1980,3,2,4,215,-15.6451
1980,3,2,5,193,-20.5171
1980,3,3,1,186,-14.5952
1980,3,3,2,252,-12.6405
1980,3,3,3,268,-13.3777
1980,3,3,4,286,-11.3637
1980,3,3,5,207,-11.5178
1980,4,1,1,370,5.6959
1980,4,1,2,350,5.6112
1980,4,1,3,348,6.8797
1980,4,1,4,301,8.3274
1980,4,1,5,294,7.0559
1980,4,2,1,186,5.4970
1980,4,2,2,205,5.0988
1980,4,2,3,217,5.5635
1980,4,2,4,204,6.5177
1980,4,2,5,190,8.9732
1980,4,3,1,179,4.2617
1980,4,3,2,251,4.4860
1980,4,3,3,259,4.9910
1980,4,3,4,273,7.1709
1980,4,3,5,200,12.0697
1980,5,1,1,372,7.7452
1980,5,1,2,358,5.4336
1980,5,1,3,348,5.9764
1980,5,1,4,324,5.8538
1980,5,1,5,317,6.7148
1980,5,2,1,194,8.1560
1980,5,2,2,217,8.6470
1980,5,2,3,228,7.5008
1980,5,2,4,218,7.0350
1980,5,2,5,192,7.9788
1980,5,3,1,184,5.4725
1980,5,3,2,264,5.7762
1980,5,3,3,274,5.8966
1980,5,3,4,287,6.6544
1980,5,3,5,211,4.8292
1980,6,1,1,371,4.6571
1980,6,1,2,372,3.4894
1980,6,1,3,339,2.9212
1980,6,1,4,323,3.9316
1980,6,1,5,322,4.7599
1980,6,2,1,192,3.9407
1980,6,2,2,219,2.4041
1980,6,2,3,231,3.3040
1980,6,2,4,208,4.4971
1980,6,2,5,192,6.4195
1980,6,3,1,180,2.0365
1980,6,3,2,262,4.8025
1980,6,3,3,275,3.8159
1980,6,3,4,292,3.7935
1980,6,3,5,213,7.0869
1980,7,1,1,349,9.5833
1980,7,1,2,354,11.5069
1980,7,1,3,319,12.9182
1980,7,1,4,307,12.1817
1980,7,1,5,308,10.8928
1980,7,2,1,189,10.1153
1980,7,2,2,218,11.2848
1980,7,2,3,222,11.3036
1980,7,2,4,201,11.5515
1980,7,2,5,187,8.4941
1980,7,3,1,168,4.7828
1980,7,3,2,240,6.3639
1980,7,3,3,263,6.6432
1980,7,3,4,274,7.8427
1980,7,3,5,203,3.5751
1980,8,1,1,352,7.7531
1980,8,1,2,361,8.9242
1980,8,1,3,317,7.9322
1980,8,1,4,317,7.6162
1980,8,1,5,318,7.3555
1980,8,2,1,195,3.6856
1980,8,2,2,222,5.4639
1980,8,2,3,223,5.0443
1980,8,2,4,210,4.2942
1980,8,2,5,196,3.9860
1980,8,3,1,170,1.4714
1980,8,3,2,240,2.1318
1980,8,3,3,270,1.5584
1980,8,3,4,287,1.8023
1980,8,3,5,214,1.0991
1980,9,1,1,354,3.6517
1980,9,1,2,348,1.4955
1980,9,1,3,319,2.3864
1980,9,1,4,320,3.0127
1980,9,1,5,326,3.0088
1980,9,2,1,193,3.0376
1980,9,2,2,222,2.4480
1980,9,2,3,225,3.9302
1980,9,2,4,208,3.4216
1980,9,2,5,196,2.5893
1980,9,3,1,170,2.7704
1980,9,3,2,243,4.5941
1980,9,3,3,272,4.1135
